Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,48549.18954,0,0,0,0,9 26 (9.0:54.0)[false-Van]:3 12 (3.0:79.0)[false-City Cargo Bike]:17 18 (17.0:75.0)[false-City Cargo Bike]:35 16 (35.0:18.0)[false-City Cargo Bike]:40 1 (40.0:12.0)[false-City Cargo Bike]:12 23 (12.0:30.0)[false-City Cargo Bike]:15 20 (15.0:1.0)[true-Van]:4 14 (4.0:3.0)[false-City Cargo Bike]:6 17 (6.0:3.0)[false-Van]:22 22 (22.0:14.0)[false-City Cargo Bike]:7 20 (7.0:29.0)[false-Walker]:8 2 (8.0:47.0)[true-Van]:21 13 (21.0:27.0)[false-City Cargo Bike]:32 10 (32.0:34.0)[false-City Cargo Bike]:39 22 (39.0:58.0)[false-City Cargo Bike]:11 24 (11.0:83.0)[false-City Cargo Bike]:13 13 (13.0:55.0)[false-City Cargo Bike]:10 7 (10.0:36.0)[false-City Cargo Bike]:14 25 (14.0:13.0)[false-City Cargo Bike]:5 2 (5.0:42.0)[false-City Cargo Bike]:20 2 (20.0:96.0)[false-City Cargo Bike]:19 6 (19.0:62.0)[false-City Cargo Bike]:23 3 (23.0:52.0)[false-City Cargo Bike]:25 7 (25.0:30.0)[false-City Cargo Bike]:36 23 (36.0:53.0)[false-City Cargo Bike]:53 13 (53.0:18.0)[false-City Cargo Bike]:16 3 (16.0:98.0)[false-City Cargo Bike]:24 6 (24.0:95.0)[false-City Cargo Bike]:43 26 (43.0:85.0)[false-Van]:31 9 (31.0:64.0)[false-City Cargo Bike]:33 8 (33.0:83.0)[false-City Cargo Bike]:27 18 (27.0:82.0)[false-City Cargo Bike]:2 2 (2.0:35.0)[false-City Cargo Bike]:29 10 (29.0:48.0)[true-Van]:30 2 (30.0:82.0)[false-City Cargo Bike]:37 2 (37.0:88.0)[false-City Cargo Bike]:47 25 (47.0:56.0)[false-City Cargo Bike]:48 22 (48.0:37.0)[false-City Cargo Bike]:34 30 (34.0:3.0)[false-City Cargo Bike]:26 1 (26.0:18.0)[false-City Cargo Bike]:18 23 (18.0:39.0)[false-City Cargo Bike]:28 18 (28.0:50.0)[true-City Cargo Bike]:42 4 (42.0:36.0)[true-Van]:38 18 (38.0:77.0)[false-City Cargo Bike]:44 21 (44.0:93.0)[false-Van]:41 8 (41.0:70.0)[false-Van]:45 2 (45.0:68.0)[false-City Cargo Bike]:46 15 (46.0:71.0)[false-Van]:49 19 (49.0:78.0)[false-City Cargo Bike]:50 3 (50.0:88.0)[false-Van]:51 3 (51.0:95.0)[false-Van]:52 5 (52.0:44.0)[false-Van]:,SOL:R:Van:9:3:17:35:40:12::R:Van:15:4:6:22:7::R:Van:8:21:32:39:11:13:10::R:City Cargo Bike:14::R:City Cargo Bike:5:20:19::R:City Cargo Bike:23:25::R:City Cargo Bike:36::R:City Cargo Bike:53::R:City Cargo Bike:16:24::R:Van:43:31:33:27:2::R:Van:29:30:37:47:48:34:26::R:City Cargo Bike:18::R:City Cargo Bike:28::R:Van:42:38:44:41:45:46:49:50:51:52:,48549.18954,14,69873.068,279888.3559,1120,278768.3559,6067.051616,1462.056483,5382.468382,1343.712846,43,0,0,57,77,0,0,23,29,0,0,71,80,0,0,20,DelRoute:LargeVan:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,z
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,48549.18954,0,0,1,0,9 26 (9.0:54.0)[true-Van]:3 12 (3.0:79.0)[false-City Cargo Bike]:17 18 (17.0:75.0)[false-City Cargo Bike]:35 16 (35.0:18.0)[false-City Cargo Bike]:40 1 (40.0:12.0)[false-City Cargo Bike]:12 23 (12.0:30.0)[false-City Cargo Bike]:15 20 (15.0:1.0)[true-Van]:4 14 (4.0:3.0)[false-City Cargo Bike]:6 17 (6.0:3.0)[false-Van]:22 22 (22.0:14.0)[false-City Cargo Bike]:7 20 (7.0:29.0)[false-Walker]:8 2 (8.0:47.0)[true-Van]:21 13 (21.0:27.0)[false-City Cargo Bike]:32 10 (32.0:34.0)[false-City Cargo Bike]:39 22 (39.0:58.0)[false-City Cargo Bike]:11 24 (11.0:83.0)[false-City Cargo Bike]:13 13 (13.0:55.0)[false-City Cargo Bike]:10 7 (10.0:36.0)[false-City Cargo Bike]:14 25 (14.0:13.0)[false-City Cargo Bike]:5 2 (5.0:42.0)[false-City Cargo Bike]:20 2 (20.0:96.0)[false-City Cargo Bike]:19 6 (19.0:62.0)[false-City Cargo Bike]:23 3 (23.0:52.0)[false-City Cargo Bike]:25 7 (25.0:30.0)[false-City Cargo Bike]:36 23 (36.0:53.0)[false-City Cargo Bike]:53 13 (53.0:18.0)[false-City Cargo Bike]:16 3 (16.0:98.0)[false-City Cargo Bike]:24 6 (24.0:95.0)[false-City Cargo Bike]:43 26 (43.0:85.0)[false-Van]:31 9 (31.0:64.0)[false-City Cargo Bike]:33 8 (33.0:83.0)[false-City Cargo Bike]:27 18 (27.0:82.0)[false-City Cargo Bike]:2 2 (2.0:35.0)[false-City Cargo Bike]:29 10 (29.0:48.0)[true-Van]:30 2 (30.0:82.0)[false-City Cargo Bike]:37 2 (37.0:88.0)[false-City Cargo Bike]:47 25 (47.0:56.0)[false-City Cargo Bike]:48 22 (48.0:37.0)[false-City Cargo Bike]:34 30 (34.0:3.0)[false-City Cargo Bike]:26 1 (26.0:18.0)[false-City Cargo Bike]:18 23 (18.0:39.0)[false-City Cargo Bike]:28 18 (28.0:50.0)[true-City Cargo Bike]:42 4 (42.0:36.0)[true-Van]:38 18 (38.0:77.0)[false-City Cargo Bike]:44 21 (44.0:93.0)[false-Van]:41 8 (41.0:70.0)[false-Van]:45 2 (45.0:68.0)[false-City Cargo Bike]:46 15 (46.0:71.0)[false-Van]:49 19 (49.0:78.0)[false-City Cargo Bike]:50 3 (50.0:88.0)[false-Van]:51 3 (51.0:95.0)[false-Van]:52 5 (52.0:44.0)[false-Van]:,SOL:R:Van::R:Van:9:3:17:35:40:12::R:Van:15:4:6:22:7::R:Van:8:21:32:39:11:13:10::R:City Cargo Bike:14::R:City Cargo Bike:5:20:19::R:City Cargo Bike:23:25::R:City Cargo Bike:36::R:City Cargo Bike:53::R:City Cargo Bike:16:24::R:Van:43:31:33:27:2::R:Van:29:30:37:47:48:34:26::R:City Cargo Bike:18::R:City Cargo Bike:28::R:Van:42:38:44:41:45:46:49:50:51:52:,48549.18954,15,69873.068,280008.3559,1240,278768.3559,6067.051616,NaN,5384.776075,1343.712846,47,0,0,53,77,0,0,23,29,0,0,71,80,0,0,20,RndSwap:simple
0:0:1:1,95754.69794,0,0,1,1,33 8 (33.0:83.0)[false-City Cargo Bike]:8 2 (8.0:47.0)[false-City Cargo Bike]:3 12 (3.0:79.0)[false-City Cargo Bike]:6 17 (6.0:3.0)[false-City Cargo Bike]:7 20 (7.0:29.0)[true-Van]:9 26 (9.0:54.0)[false-City Cargo Bike]:11 24 (11.0:83.0)[false-City Cargo Bike]:24 6 (24.0:95.0)[false-City Cargo Bike]:12 23 (12.0:30.0)[false-City Cargo Bike]:32 10 (32.0:34.0)[false-City Cargo Bike]:13 13 (13.0:55.0)[false-City Cargo Bike]:4 14 (4.0:3.0)[false-City Cargo Bike]:14 25 (14.0:13.0)[false-City Cargo Bike]:39 22 (39.0:58.0)[false-City Cargo Bike]:22 22 (22.0:14.0)[false-City Cargo Bike]:15 20 (15.0:1.0)[false-City Cargo Bike]:5 2 (5.0:42.0)[false-City Cargo Bike]:16 3 (16.0:98.0)[false-City Cargo Bike]:20 2 (20.0:96.0)[false-City Cargo Bike]:30 2 (30.0:82.0)[false-City Cargo Bike]:17 18 (17.0:75.0)[false-City Cargo Bike]:18 23 (18.0:39.0)[false-City Cargo Bike]:2 2 (2.0:35.0)[true-Walker]:19 6 (19.0:62.0)[false-City Cargo Bike]:23 3 (23.0:52.0)[false-City Cargo Bike]:25 7 (25.0:30.0)[true-Walker]:26 1 (26.0:18.0)[false-City Cargo Bike]:40 1 (40.0:12.0)[false-City Cargo Bike]:10 7 (10.0:36.0)[false-City Cargo Bike]:53 13 (53.0:18.0)[false-City Cargo Bike]:38 18 (38.0:77.0)[false-City Cargo Bike]:21 13 (21.0:27.0)[true-Van]:43 26 (43.0:85.0)[false-Van]:31 9 (31.0:64.0)[false-City Cargo Bike]:27 18 (27.0:82.0)[false-City Cargo Bike]:28 18 (28.0:50.0)[false-City Cargo Bike]:48 22 (48.0:37.0)[false-City Cargo Bike]:29 10 (29.0:48.0)[false-City Cargo Bike]:37 2 (37.0:88.0)[true-Van]:47 25 (47.0:56.0)[false-City Cargo Bike]:42 4 (42.0:36.0)[false-City Cargo Bike]:34 30 (34.0:3.0)[false-City Cargo Bike]:35 16 (35.0:18.0)[false-City Cargo Bike]:41 8 (41.0:70.0)[true-Van]:45 2 (45.0:68.0)[false-City Cargo Bike]:46 15 (46.0:71.0)[false-City Cargo Bike]:36 23 (36.0:53.0)[false-City Cargo Bike]:49 19 (49.0:78.0)[false-Van]:50 3 (50.0:88.0)[false-City Cargo Bike]:51 3 (51.0:95.0)[false-City Cargo Bike]:44 21 (44.0:93.0)[false-Van]:52 5 (52.0:44.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:33:8::R:City Cargo Bike:3::R:City Cargo Bike:6::R:Van:7:9:11:24:12::R:City Cargo Bike:32::R:City Cargo Bike:13::R:City Cargo Bike:4::R:City Cargo Bike:14::R:City Cargo Bike:39::R:City Cargo Bike:22::R:City Cargo Bike:15::R:City Cargo Bike:5:16:20:30::R:City Cargo Bike:17::R:City Cargo Bike:18::R:Walker:2::R:City Cargo Bike:19:23::R:Walker:25::R:City Cargo Bike:26:40:10::R:City Cargo Bike:53::R:City Cargo Bike:38::R:Van:21:43:31:27:28::R:City Cargo Bike:48::R:City Cargo Bike:29::R:Van:37:47:42:34:35::R:Van:41:45:46:36:49:50:51:44:52:,95754.69794,25,76391.34112,391656.8828,1530,390126.8828,5862.547167,1823.571423,7531.863131,1469.064252,16,8,0,76,46,4,0,50,16,4,0,80,54,1,0,45,CrossOver:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
