Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,z,source
0:0:0:0:0,12058.40523,0,0,0,0,0,4 11 (4.0:85.0)[false-Van]:16 4 (16.0:28.0)[false-Van]:3 8 (3.0:17.0)[false-Van-30]:17 14 (17.0:88.0)[false-Van]:6 21 (6.0:1.0)[false-Van-30]:9 10 (9.0:3.0)[false-Van]:2 21 (2.0:59.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:12 7 (12.0:8.0)[false-Van]:31 2 (31.0:76.0)[false-Van]:48 4 (48.0:59.0)[false-City Cargo Bike]:50 11 (50.0:30.0)[false-City Cargo Bike]:41 22 (41.0:28.0)[false-City Cargo Bike]:34 9 (34.0:59.0)[false-City Cargo Bike]:45 2 (45.0:22.0)[false-City Cargo Bike]:18 12 (18.0:18.0)[false-Van]:20 5 (20.0:22.0)[false-Van]:37 3 (37.0:2.0)[false-Van]:24 2 (24.0:52.0)[false-Van]:21 13 (21.0:6.0)[false-Van]:27 24 (27.0:66.0)[false-Van]:8 13 (8.0:75.0)[false-Van]:19 3 (19.0:82.0)[false-Van]:22 5 (22.0:10.0)[false-Van]:28 4 (28.0:90.0)[false-Van-30]:25 3 (25.0:94.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:7 5 (7.0:25.0)[false-City Cargo Bike]:23 12 (23.0:59.0)[false-Van]:47 24 (47.0:62.0)[false-Van]:29 63 (29.0:20.0)[false-Van]:13 12 (13.0:59.0)[false-Van-30]:32 9 (32.0:63.0)[false-Van]:39 7 (39.0:57.0)[false-Van-30]:35 23 (35.0:32.0)[false-Van]:38 12 (38.0:10.0)[false-City Cargo Bike]:33 4 (33.0:20.0)[false-City Cargo Bike]:40 17 (40.0:68.0)[false-City Cargo Bike]:30 19 (30.0:50.0)[false-Van]:10 9 (10.0:56.0)[false-Van]:42 26 (42.0:63.0)[false-Van]:44 9 (44.0:90.0)[false-City Cargo Bike]:36 6 (36.0:48.0)[false-City Cargo Bike]:43 14 (43.0:86.0)[false-City Cargo Bike]:15 2 (15.0:86.0)[false-City Cargo Bike]:46 16 (46.0:6.0)[false-City Cargo Bike]:14 23 (14.0:64.0)[false-City Cargo Bike]:49 19 (49.0:18.0)[true-Van-30]:5 7 (5.0:47.0)[false-Van]:,SOL:R:Van:4:16:3:17:6:9:2::R:Van:11:12:31:48:50:41:34:45:18:20:37:24::R:Van:21:27:8:19:22:28:25:26:7:23::R:Van:47:29:13::R:Van:32:39:35:38:33:40:30:10::R:Van:42:44:36:43:15:46:14::R:Van-30:49:5:,12058.40523,7,59794.76342,181676.0784,800,180876.0784,14266.79843,1442.312194,3707.67507,1220.301294,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,RndSwap:simple
0:0:0:0:1,-1,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:0:2,-1,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:0:3,-1,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:0:4,-1,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1:0,12058.40523,0,0,0,1,0,14 23 (14.0:64.0)[false-City Cargo Bike]:4 11 (4.0:85.0)[false-Van]:16 4 (16.0:28.0)[false-Van]:3 8 (3.0:17.0)[false-Van-30]:17 14 (17.0:88.0)[false-Van]:6 21 (6.0:1.0)[false-Van-30]:9 10 (9.0:3.0)[false-Van]:2 21 (2.0:59.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:12 7 (12.0:8.0)[false-Van]:31 2 (31.0:76.0)[false-Van]:48 4 (48.0:59.0)[false-City Cargo Bike]:50 11 (50.0:30.0)[false-City Cargo Bike]:41 22 (41.0:28.0)[false-City Cargo Bike]:34 9 (34.0:59.0)[false-City Cargo Bike]:45 2 (45.0:22.0)[false-City Cargo Bike]:18 12 (18.0:18.0)[false-Van]:20 5 (20.0:22.0)[false-Van]:37 3 (37.0:2.0)[false-Van]:24 2 (24.0:52.0)[false-Van]:21 13 (21.0:6.0)[false-Van]:27 24 (27.0:66.0)[false-Van]:8 13 (8.0:75.0)[false-Van]:19 3 (19.0:82.0)[false-Van]:22 5 (22.0:10.0)[false-Van]:28 4 (28.0:90.0)[false-Van-30]:25 3 (25.0:94.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:7 5 (7.0:25.0)[false-City Cargo Bike]:23 12 (23.0:59.0)[false-Van]:47 24 (47.0:62.0)[false-Van]:29 63 (29.0:20.0)[false-Van]:13 12 (13.0:59.0)[false-Van-30]:32 9 (32.0:63.0)[false-Van]:39 7 (39.0:57.0)[false-Van-30]:35 23 (35.0:32.0)[false-Van]:38 12 (38.0:10.0)[false-City Cargo Bike]:33 4 (33.0:20.0)[false-City Cargo Bike]:40 17 (40.0:68.0)[false-City Cargo Bike]:30 19 (30.0:50.0)[false-Van]:10 9 (10.0:56.0)[false-Van]:42 26 (42.0:63.0)[false-Van]:44 9 (44.0:90.0)[false-City Cargo Bike]:36 6 (36.0:48.0)[false-City Cargo Bike]:43 14 (43.0:86.0)[false-City Cargo Bike]:15 2 (15.0:86.0)[false-City Cargo Bike]:46 16 (46.0:6.0)[false-City Cargo Bike]:49 19 (49.0:18.0)[false-Van]:5 7 (5.0:47.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:14::R:Van:4:16:3:17:6:9:2::R:Van:11:12:31:48:50:41:34:45:18:20:37:24::R:Van:21:27:8:19:22:28:25:26:7:23::R:Van:47:29:13::R:Van:32:39:35:38:33:40:30:10::R:Van:42:44:36:43:15:46:49:5:,12058.40523,8,49321.35625,153172.3367,820,152352.3367,14266.79843,NaN,3125.966055,1006.558291,75,0,0,25,98,0,0,2,82,0,0,18,96,0,0,4,RndSwap:simple
0:0:0:1:1,32270.35148,0,0,0,1,1,2 21 (2.0:59.0)[true-Van]:27 24 (27.0:66.0)[true-City Cargo Bike]:50 11 (50.0:30.0)[false-Van]:3 8 (3.0:17.0)[false-Van]:6 21 (6.0:1.0)[false-Van]:9 10 (9.0:3.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:4 11 (4.0:85.0)[false-City Cargo Bike]:8 13 (8.0:75.0)[false-Van]:49 19 (49.0:18.0)[false-Van]:37 3 (37.0:2.0)[false-Van-30]:18 12 (18.0:18.0)[false-Van]:46 16 (46.0:6.0)[false-City Cargo Bike]:13 12 (13.0:59.0)[false-City Cargo Bike]:10 9 (10.0:56.0)[false-Van]:48 4 (48.0:59.0)[true-City Cargo Bike]:15 2 (15.0:86.0)[false-Van-30]:16 4 (16.0:28.0)[false-Van]:31 2 (31.0:76.0)[false-City Cargo Bike]:25 3 (25.0:94.0)[false-Van]:20 5 (20.0:22.0)[false-Van]:17 14 (17.0:88.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:43 14 (43.0:86.0)[false-Van]:44 9 (44.0:90.0)[false-City Cargo Bike]:21 13 (21.0:6.0)[false-Van]:22 5 (22.0:10.0)[false-Van]:28 4 (28.0:90.0)[false-City Cargo Bike]:5 7 (5.0:47.0)[false-Van]:29 63 (29.0:20.0)[false-Van]:33 4 (33.0:20.0)[false-City Cargo Bike]:23 12 (23.0:59.0)[false-Van-30]:30 19 (30.0:50.0)[true-Van]:34 9 (34.0:59.0)[false-Van]:32 9 (32.0:63.0)[false-Van]:36 6 (36.0:48.0)[false-Van-30]:19 3 (19.0:82.0)[false-Van]:12 7 (12.0:8.0)[false-Van]:38 12 (38.0:10.0)[false-Van]:39 7 (39.0:57.0)[false-Van]:24 2 (24.0:52.0)[false-Van]:14 23 (14.0:64.0)[false-City Cargo Bike]:40 17 (40.0:68.0)[true-City Cargo Bike]:42 26 (42.0:63.0)[false-Van]:47 24 (47.0:62.0)[false-City Cargo Bike]:41 22 (41.0:28.0)[false-City Cargo Bike]:35 23 (35.0:32.0)[false-City Cargo Bike]:45 2 (45.0:22.0)[true-City Cargo Bike]:7 5 (7.0:25.0)[false-Van]:,SOL:R:Van::R:Van:2::R:City Cargo Bike:27::R:Van:50:3:6:9:11:4:8::R:Van:49:37:18:46:13:10::R:City Cargo Bike:48:15:16::R:City Cargo Bike:31:25:20::R:Van:17:26:43:44:21:22:28:5::R:Van:29:33:23::R:Van:30:34:32:36:19:12:38:39:24:14::R:City Cargo Bike:40::R:Van:42:47:41:35::R:City Cargo Bike:45:7:,32270.35148,13,74527.5335,259522.2901,1210,258312.2901,10060.2675,NaN,5296.373267,1520.970072,62,0,0,38,80,0,0,20,46,0,0,54,89,0,0,11,AddRoute:CargoBike:simple
0:0:0:1:2,-1,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1:3,-1,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1:4,-1,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2:0,17645.99966,0,0,0,2,0,2 21 (2.0:59.0)[false-City Cargo Bike]:21 13 (21.0:6.0)[false-Van]:22 5 (22.0:10.0)[false-City Cargo Bike]:3 8 (3.0:17.0)[false-City Cargo Bike]:6 21 (6.0:1.0)[false-City Cargo Bike]:9 10 (9.0:3.0)[false-City Cargo Bike]:17 14 (17.0:88.0)[false-Van]:4 11 (4.0:85.0)[false-Van]:16 4 (16.0:28.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:12 7 (12.0:8.0)[false-Van]:31 2 (31.0:76.0)[false-Van]:48 4 (48.0:59.0)[false-City Cargo Bike]:50 11 (50.0:30.0)[false-City Cargo Bike]:41 22 (41.0:28.0)[false-City Cargo Bike]:34 9 (34.0:59.0)[false-City Cargo Bike]:45 2 (45.0:22.0)[false-City Cargo Bike]:18 12 (18.0:18.0)[false-Van]:20 5 (20.0:22.0)[false-Van]:37 3 (37.0:2.0)[false-Van]:24 2 (24.0:52.0)[false-Van]:14 23 (14.0:64.0)[false-City Cargo Bike]:27 24 (27.0:66.0)[false-Van]:8 13 (8.0:75.0)[false-Van]:19 3 (19.0:82.0)[false-Van]:28 4 (28.0:90.0)[false-Van-30]:25 3 (25.0:94.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:7 5 (7.0:25.0)[false-City Cargo Bike]:23 12 (23.0:59.0)[true-City Cargo Bike]:47 24 (47.0:62.0)[false-Van]:29 63 (29.0:20.0)[false-Van]:13 12 (13.0:59.0)[false-Van-30]:32 9 (32.0:63.0)[false-Van]:39 7 (39.0:57.0)[false-Van-30]:35 23 (35.0:32.0)[false-Van]:38 12 (38.0:10.0)[false-City Cargo Bike]:33 4 (33.0:20.0)[false-City Cargo Bike]:40 17 (40.0:68.0)[false-City Cargo Bike]:30 19 (30.0:50.0)[false-Van]:10 9 (10.0:56.0)[false-Van]:42 26 (42.0:63.0)[false-Van]:44 9 (44.0:90.0)[false-City Cargo Bike]:36 6 (36.0:48.0)[false-City Cargo Bike]:43 14 (43.0:86.0)[false-City Cargo Bike]:15 2 (15.0:86.0)[false-City Cargo Bike]:46 16 (46.0:6.0)[false-City Cargo Bike]:49 19 (49.0:18.0)[false-Van]:5 7 (5.0:47.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:Van:21:22:3:6:9:17:4:16::R:Van:11:12:31:48:50:41:34:45:18:20:37:24::R:City Cargo Bike:14::R:Van:27:8:19:28:25:26:7::R:City Cargo Bike:23::R:Van:47:29:13::R:Van:32:39:35:38:33:40:30:10::R:Van:42:44:36:43:15:46:49:5:,17645.99966,10,58298.1598,187787.2148,920,186867.2148,14266.79843,NaN,3832.392138,1189.758363,60,0,0,40,94,0,0,6,66,0,0,34,91,0,0,9,RndSwap:simple
0:0:0:2:1,26533.63079,0,0,0,2,1,2 21 (2.0:59.0)[true-City Cargo Bike]:19 3 (19.0:82.0)[false-Van]:27 24 (27.0:66.0)[false-Van]:50 11 (50.0:30.0)[false-City Cargo Bike]:3 8 (3.0:17.0)[false-Van]:6 21 (6.0:1.0)[false-Van]:9 10 (9.0:3.0)[false-Van]:8 13 (8.0:75.0)[false-Van]:5 7 (5.0:47.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:4 11 (4.0:85.0)[false-City Cargo Bike]:49 19 (49.0:18.0)[false-Van]:37 3 (37.0:2.0)[false-Van-30]:18 12 (18.0:18.0)[false-Van]:46 16 (46.0:6.0)[false-City Cargo Bike]:13 12 (13.0:59.0)[false-City Cargo Bike]:14 23 (14.0:64.0)[false-City Cargo Bike]:48 4 (48.0:59.0)[true-City Cargo Bike]:15 2 (15.0:86.0)[false-Van-30]:16 4 (16.0:28.0)[false-Van]:31 2 (31.0:76.0)[false-City Cargo Bike]:25 3 (25.0:94.0)[false-Van]:20 5 (20.0:22.0)[false-Van]:17 14 (17.0:88.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:43 14 (43.0:86.0)[false-Van]:44 9 (44.0:90.0)[false-City Cargo Bike]:21 13 (21.0:6.0)[false-Van]:22 5 (22.0:10.0)[false-Van]:28 4 (28.0:90.0)[false-City Cargo Bike]:10 9 (10.0:56.0)[false-Van]:29 63 (29.0:20.0)[false-Van]:33 4 (33.0:20.0)[false-City Cargo Bike]:23 12 (23.0:59.0)[false-Van-30]:30 19 (30.0:50.0)[true-Van]:34 9 (34.0:59.0)[false-Van]:32 9 (32.0:63.0)[false-Van]:35 23 (35.0:32.0)[false-City Cargo Bike]:36 6 (36.0:48.0)[false-Van-30]:12 7 (12.0:8.0)[false-Van]:38 12 (38.0:10.0)[false-Van]:39 7 (39.0:57.0)[false-Van]:24 2 (24.0:52.0)[false-Van]:40 17 (40.0:68.0)[false-Van]:41 22 (41.0:28.0)[false-City Cargo Bike]:42 26 (42.0:63.0)[false-Van]:47 24 (47.0:62.0)[false-City Cargo Bike]:45 2 (45.0:22.0)[true-City Cargo Bike]:7 5 (7.0:25.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:Van:19:27:50:3:6:9:8:5::R:Van:11:4:49:37:18:46:13::R:City Cargo Bike:14::R:City Cargo Bike:48:15:16::R:City Cargo Bike:31:25:20::R:Van:17:26:43:44:21:22:28:10::R:Van:29:33:23::R:Van:30:34:32:35:36:12:38:39:24::R:Van:40:41:42:47::R:City Cargo Bike:45:7:,26533.63079,12,70081.6899,236299.6553,1020,235279.6553,9682.597176,NaN,4822.441945,1430.238569,50,0,0,50,80,0,0,20,53,0,0,47,88,0,0,12,CrossOver:simple
0:0:0:2:2,-1,0,0,0,2,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2:3,-1,0,0,0,2,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2:4,-1,0,0,0,2,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
