Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,,source
0:0:0:0,51467.463444221146,0,0,0,0,14 1 (14.0:38.0)[true-Van]:20 20 (20.0:35.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[false-City Cargo Bike]:53 6 (53.0:12.0)[false-Van]:2 26 (2.0:64.0)[false-Van]:7 11 (7.0:38.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[false-City Cargo Bike]:3 18 (3.0:33.0)[true-Van]:46 9 (46.0:55.0)[false-Van]:12 7 (12.0:82.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-Van]:18 4 (18.0:94.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[false-Van]:10 9 (10.0:73.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-Walker]:38 18 (38.0:13.0)[true-Van]:44 16 (44.0:21.0)[false-City Cargo Bike]:49 24 (49.0:30.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[true-Van]:17 23 (17.0:1.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:21 7 (21.0:14.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-City Cargo Bike]:50 19 (50.0:85.0)[false-Van]:40 16 (40.0:84.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:22 1 (22.0:94.0)[false-City Cargo Bike]:24 12 (24.0:96.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[false-City Cargo Bike]:37 19 (37.0:8.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-City Cargo Bike]:61 2 (61.0:54.0)[false-City Cargo Bike]:54 2 (54.0:26.0)[false-Van]:47 21 (47.0:56.0)[false-Van]:56 2 (56.0:71.0)[false-Van]:48 24 (48.0:68.0)[false-Van]:28 12 (28.0:92.0)[false-City Cargo Bike]:51 12 (51.0:85.0)[false-City Cargo Bike]:62 7 (62.0:26.0)[false-Van]:52 16 (52.0:0.0)[false-Van]:29 2 (29.0:4.0)[false-City Cargo Bike]:57 23 (57.0:33.0)[true-Van]:55 2 (55.0:72.0)[false-Walker]:58 16 (58.0:51.0)[false-City Cargo Bike]:59 26 (59.0:93.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:9 9 (9.0:7.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:14:20:45:53:2:7:11::R:Van:3:46:12:4:18:5:10:6::R:Van:38:44:49:34:33:13:23::R:Van:16:17:30:21:43:39:8::R:Van:50:40:35:22:24:25:27:31:19::R:City Cargo Bike:26:32:15::R:City Cargo Bike:36::R:City Cargo Bike:37::R:City Cargo Bike:41::R:City Cargo Bike:42:61:54::R:Van:47:56:48:28:51:62:52:29::R:Van:57:55:58:59:60:9:,51467.463444221146,13.0,104405.20274505734,375598.4540255914,1210.0,374388.4540255914,7821.7536634911385,NaN,6157.3517053375635,1711.5607007386448,62.0,0.0,0.0,38.0,85.0,0.0,0.0,15.0,41.0,0.0,0.0,59.0,89.0,0.0,0.0,11.0,RndSwap:simple
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,63153.65985501921,0,0,1,0,2 26 (2.0:64.0)[true-Van]:48 24 (48.0:68.0)[false-Van]:27 11 (27.0:73.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[true-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:9 9 (9.0:7.0)[true-Van]:45 10 (45.0:28.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:14 1 (14.0:38.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[false-Van]:43 23 (43.0:73.0)[false-City Cargo Bike]:18 4 (18.0:94.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-City Cargo Bike]:21 7 (21.0:14.0)[true-Walker]:22 1 (22.0:94.0)[true-Van]:6 7 (6.0:53.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:29 2 (29.0:4.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[true-Van]:24 12 (24.0:96.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-City Cargo Bike]:17 23 (17.0:1.0)[false-City Cargo Bike]:20 20 (20.0:35.0)[true-Van]:26 6 (26.0:68.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:40 16 (40.0:84.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:55 2 (55.0:72.0)[false-Van]:47 21 (47.0:56.0)[true-Van]:58 16 (58.0:51.0)[false-Van]:49 24 (49.0:30.0)[false-Van]:50 19 (50.0:85.0)[false-Van]:3 18 (3.0:33.0)[false-City Cargo Bike]:37 19 (37.0:8.0)[false-City Cargo Bike]:7 11 (7.0:38.0)[false-Van]:46 9 (46.0:55.0)[false-Walker]:42 3 (42.0:96.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:57 23 (57.0:33.0)[false-Van]:52 16 (52.0:0.0)[false-Van]:53 6 (53.0:12.0)[false-Van]:54 2 (54.0:26.0)[false-Van]:38 18 (38.0:13.0)[false-Van]:62 7 (62.0:26.0)[false-Van]:56 2 (56.0:71.0)[false-Van]:59 26 (59.0:93.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:61 2 (61.0:54.0)[false-Van]:44 16 (44.0:21.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:48:27:30:8::R:City Cargo Bike:5:35::R:Van:9:45:34:33:14:16:11::R:City Cargo Bike:43::R:City Cargo Bike:18:19::R:Walker:21::R:Van:22:6:31:39:29::R:Van:25:24:28:4:17::R:Van:20:26:32:10:40:36:15:23::R:City Cargo Bike:41::R:City Cargo Bike:12:55::R:Van:47:58:49:50:3::R:City Cargo Bike:37::R:Van:7:46:42:51:57:52:53:54:38::R:Van:62:56:59:60:61:44:13:,63153.65985501921,16.0,107054.16663799615,406078.1529688285,1430.0,404648.1529688285,7814.590088181243,NaN,6657.018901128336,1754.9863383278057,56.0,6.0,0.0,38.0,84.0,2.0,0.0,15.0,34.0,4.0,0.0,62.0,86.0,1.0,0.0,13.0,CrossOver:simple
0:0:1:1,126709.33779257347,0,0,1,1,24 12 (24.0:96.0)[true-Van]:2 26 (2.0:64.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:7 11 (7.0:38.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[true-Van]:48 24 (48.0:68.0)[false-Van]:17 23 (17.0:1.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[true-Walker]:52 16 (52.0:0.0)[false-Van]:45 10 (45.0:28.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:21 7 (21.0:14.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:14 1 (14.0:38.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:20 20 (20.0:35.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[false-City Cargo Bike]:22 1 (22.0:94.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:9 9 (9.0:7.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:44 16 (44.0:21.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-City Cargo Bike]:37 19 (37.0:8.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-City Cargo Bike]:18 4 (18.0:94.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-City Cargo Bike]:29 2 (29.0:4.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[false-City Cargo Bike]:47 21 (47.0:56.0)[true-Van]:49 24 (49.0:30.0)[false-Van]:50 19 (50.0:85.0)[false-Van]:58 16 (58.0:51.0)[false-Van]:46 9 (46.0:55.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:59 26 (59.0:93.0)[false-Van]:40 16 (40.0:84.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[false-Van]:41 26 (41.0:35.0)[false-Walker]:23 2 (23.0:23.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-City Cargo Bike]:3 18 (3.0:33.0)[false-City Cargo Bike]:57 23 (57.0:33.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:56 2 (56.0:71.0)[false-Van]:61 2 (61.0:54.0)[false-Van]:55 2 (55.0:72.0)[false-Walker]:60 21 (60.0:70.0)[false-Van]:62 7 (62.0:26.0)[false-Van]:54 2 (54.0:26.0)[false-Van]:53 6 (53.0:12.0)[false-Van]:,SOL:R:Van::R:Van:24:2:4:12:7::R:Van:34:48:17::R:Walker:11::R:Van:52:45:30:21:13:33:14:16::R:City Cargo Bike:20::R:City Cargo Bike:43::R:City Cargo Bike:10::R:City Cargo Bike:5:22::R:City Cargo Bike:25::R:City Cargo Bike:28::R:City Cargo Bike:31::R:City Cargo Bike:26:32:35::R:City Cargo Bike:9::R:City Cargo Bike:39::R:City Cargo Bike:44::R:City Cargo Bike:19:15::R:City Cargo Bike:37::R:City Cargo Bike:42:18::R:City Cargo Bike:6:29::R:City Cargo Bike:38::R:Van:47:49:50:58:46:27::R:Van:59:40:36:41:23:8::R:City Cargo Bike:3::R:Van:57:51:56:61:55:60:62:54:53:,126709.33779257347,25.0,112131.54651632032,546700.6965275798,1740.0,544960.6965275798,7584.2507321375,NaN,8962.306500452129,1838.222074038038,28.0,4.0,0.0,68.0,61.0,2.0,0.0,38.0,18.0,1.0,0.0,81.0,67.0,2.0,0.0,31.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:2:0,94312.1486152938,0,0,2,0,14 1 (14.0:38.0)[true-Van]:33 9 (33.0:38.0)[false-City Cargo Bike]:46 9 (46.0:55.0)[false-Van]:2 26 (2.0:64.0)[false-Van]:8 4 (8.0:7.0)[false-City Cargo Bike]:3 18 (3.0:33.0)[true-Van]:19 3 (19.0:50.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:22 1 (22.0:94.0)[false-Van]:5 8 (5.0:96.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-Van]:17 23 (17.0:1.0)[false-Van]:16 22 (16.0:5.0)[true-Van]:20 20 (20.0:35.0)[true-Walker]:49 24 (49.0:30.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[true-Van]:36 18 (36.0:93.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:21 7 (21.0:14.0)[false-Van]:7 11 (7.0:38.0)[true-Van]:4 16 (4.0:77.0)[false-Van]:24 12 (24.0:96.0)[false-City Cargo Bike]:18 4 (18.0:94.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:48 24 (48.0:68.0)[false-Van]:53 6 (53.0:12.0)[false-Van]:11 16 (11.0:4.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[true-Walker]:44 16 (44.0:21.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-City Cargo Bike]:50 19 (50.0:85.0)[false-Van]:40 16 (40.0:84.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[false-City Cargo Bike]:54 2 (54.0:26.0)[false-Van]:30 14 (30.0:24.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:29 2 (29.0:4.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-City Cargo Bike]:61 2 (61.0:54.0)[false-City Cargo Bike]:47 21 (47.0:56.0)[false-Van]:51 12 (51.0:85.0)[false-City Cargo Bike]:62 7 (62.0:26.0)[false-Van]:52 16 (52.0:0.0)[false-Van]:37 19 (37.0:8.0)[false-City Cargo Bike]:57 23 (57.0:33.0)[true-Van]:55 2 (55.0:72.0)[false-Walker]:58 16 (58.0:51.0)[false-City Cargo Bike]:59 26 (59.0:93.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:56 2 (56.0:71.0)[false-Van]:9 9 (9.0:7.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:14:33:46:2:8::R:Van:3:19:25:22:5:6:17::R:Van:16::R:Walker:20::R:City Cargo Bike:49::R:Van:35:36:10:21::R:Van:7:4:24:18:28:48:53::R:City Cargo Bike:11::R:Walker:38::R:City Cargo Bike:44::R:City Cargo Bike:45::R:City Cargo Bike:13::R:City Cargo Bike:12:23::R:City Cargo Bike:15::R:Van:50:40:27:31:26:32:54:30::R:City Cargo Bike:43::R:City Cargo Bike:39:29::R:City Cargo Bike:41::R:City Cargo Bike:34::R:City Cargo Bike:42:61::R:Van:47:51:62:52:37::R:Van:57:55:58:59:60:56:9:,94312.1486152938,23.0,109750.16727176943,475754.73213718814,1780.0,473974.73213718814,7789.570846438342,NaN,7799.2579038883305,1799.183070029007,39.0,9.0,0.0,52.0,72.0,3.0,0.0,25.0,23.0,9.0,0.0,68.0,73.0,5.0,0.0,22.0,RndSwap:simple
