Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,115426.73295572113,0,0,1,0,3 24 (3.0:93.0)[false-Van]:17 12 (17.0:83.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[true-Van]:25 21 (25.0:67.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-Van]:8 10 (8.0:9.0)[false-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[true-Van]:36 5 (36.0:61.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[true-Walker]:30 14 (30.0:45.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[true-Van]:47 8 (47.0:3.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:61 23 (61.0:67.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-Van]:49 2 (49.0:7.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-Van]:59 19 (59.0:91.0)[false-Van]:43 5 (43.0:95.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:62 2 (62.0:93.0)[false-Van]:63 16 (63.0:25.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:,SOL:R:Van:3:17:9:33:42:22:14:13::R:City Cargo Bike:2::R:City Cargo Bike:45::R:Van:5:25:4:6:52:40:7:8::R:City Cargo Bike:11::R:Van:24:36:64:54:38:16::R:City Cargo Bike:18::R:City Cargo Bike:10::R:City Cargo Bike:19::R:City Cargo Bike:21::R:City Cargo Bike:23::R:Walker:28::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:37::R:City Cargo Bike:65::R:City Cargo Bike:39:20::R:City Cargo Bike:26::R:City Cargo Bike:32::R:City Cargo Bike:41::R:City Cargo Bike:34::R:City Cargo Bike:35::R:City Cargo Bike:44::R:Van:48:47:50:51:56:61:15::R:City Cargo Bike:58:27::R:City Cargo Bike:55::R:City Cargo Bike:12:53:49::R:Van:46:59:43:57:60:62:63:29:,115426.73295572113,28.0,52806.76178958176,369901.0465643549,1750.0,368151.0465643549,6985.474035180158,2136.2137572564707,5779.7038525680455,825.105652962215,18.0,4.0,0.0,79.0,58.0,2.0,0.0,41.0,9.0,3.0,0.0,88.0,56.0,2.0,0.0,42.0
0:0:1:1,141073.9569989135,0,0,1,1,19 7 (19.0:47.0)[true-City Cargo Bike]:2 12 (2.0:35.0)[false-City Cargo Bike]:3 24 (3.0:93.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[true-Van]:18 23 (18.0:17.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-Walker]:9 18 (9.0:75.0)[true-Van]:21 26 (21.0:87.0)[false-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:14 9 (14.0:47.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[true-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[true-Van]:48 14 (48.0:11.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[true-Van]:31 23 (31.0:63.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:39 8 (39.0:97.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-Van]:22 10 (22.0:55.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[false-City Cargo Bike]:34 12 (34.0:35.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[true-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-Van]:57 24 (57.0:77.0)[false-Van]:51 10 (51.0:75.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[false-Van]:60 14 (60.0:79.0)[false-Van]:62 2 (62.0:93.0)[false-Van]:20 1 (20.0:57.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:19::R:City Cargo Bike:2::R:City Cargo Bike:3::R:City Cargo Bike:61::R:Van:16:18:5:6:7:8::R:Van:9:21:38:17:14:15::R:City Cargo Bike:24::R:City Cargo Bike:45::R:City Cargo Bike:13::R:City Cargo Bike:40::R:City Cargo Bike:11::R:City Cargo Bike:28::R:City Cargo Bike:25::R:City Cargo Bike:29::R:Van:26:48:35:63:58:10::R:Van:30:31:36:43:41:39:42:4::R:City Cargo Bike:22::R:City Cargo Bike:33:46::R:City Cargo Bike:32::R:City Cargo Bike:34::R:City Cargo Bike:37::R:City Cargo Bike:47::R:City Cargo Bike:44::R:City Cargo Bike:65::R:City Cargo Bike:55::R:City Cargo Bike:12:52::R:City Cargo Bike:54::R:City Cargo Bike:50::R:City Cargo Bike:53:49:27::R:Van:56:57:51:59:60:62:20:23::R:City Cargo Bike:64:,141073.9569989135,32.0,54148.950444254944,424885.18515288987,1950.0,422935.18515288987,6950.946731111322,NaN,6638.831018013904,846.0773506914835,16.0,0.0,0.0,84.0,53.0,0.0,0.0,47.0,8.0,0.0,0.0,92.0,53.0,0.0,0.0,47.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
