Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,31982.5687199582,0,0,0,0,4 14 (4.0:77.0)[false-Van]:2 5 (2.0:77.0)[false-Van]:7 18 (7.0:42.0)[false-City Cargo Bike]:6 8 (6.0:32.0)[false-City Cargo Bike]:9 10 (9.0:7.0)[false-City Cargo Bike]:8 19 (8.0:8.0)[false-City Cargo Bike]:5 13 (5.0:32.0)[false-City Cargo Bike]:23 19 (23.0:47.0)[true-Van]:20 14 (20.0:58.0)[false-City Cargo Bike]:22 10 (22.0:68.0)[false-City Cargo Bike]:10 18 (10.0:82.0)[false-City Cargo Bike]:30 8 (30.0:82.0)[false-City Cargo Bike]:24 14 (24.0:52.0)[false-City Cargo Bike]:12 5 (12.0:53.0)[false-City Cargo Bike]:13 9 (13.0:39.0)[false-City Cargo Bike]:14 23 (14.0:7.0)[false-City Cargo Bike]:16 18 (16.0:54.0)[false-City Cargo Bike]:29 15 (29.0:58.0)[false-Van]:17 10 (17.0:72.0)[false-City Cargo Bike]:18 24 (18.0:73.0)[false-City Cargo Bike]:15 9 (15.0:67.0)[false-City Cargo Bike]:26 14 (26.0:39.0)[false-City Cargo Bike]:21 8 (21.0:23.0)[false-City Cargo Bike]:11 20 (11.0:48.0)[false-City Cargo Bike]:19 13 (19.0:59.0)[false-City Cargo Bike]:28 23 (28.0:38.0)[false-City Cargo Bike]:31 20 (31.0:42.0)[false-City Cargo Bike]:32 24 (32.0:68.0)[false-City Cargo Bike]:25 13 (25.0:32.0)[false-City Cargo Bike]:33 3 (33.0:7.0)[false-City Cargo Bike]:27 2 (27.0:17.0)[false-City Cargo Bike]:3 23 (3.0:28.0)[false-City Cargo Bike]:,SOL:R:Van:4:2:7:6:9:8:5::R:Van:23:20:22:10:30:24:12:13::R:City Cargo Bike:14::R:City Cargo Bike:16::R:Van:29:17:18:15:26:21:11::R:City Cargo Bike:19::R:City Cargo Bike:28::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:25::R:City Cargo Bike:33:27::R:City Cargo Bike:3:,31982.5687199582,12.0,19330.70072625836,115034.95932818815,810.0,114224.95932818815,4960.475150497513,1304.5834173545238,3594.84247900588,604.0843976955738,25.0,0.0,0.0,75.0,69.0,0.0,0.0,31.0,12.0,0.0,0.0,88.0,64.0,0.0,0.0,36.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,31982.5687199582,0,0,1,0,4 14 (4.0:77.0)[true-Van]:2 5 (2.0:77.0)[false-Van]:7 18 (7.0:42.0)[false-City Cargo Bike]:6 8 (6.0:32.0)[false-City Cargo Bike]:9 10 (9.0:7.0)[false-City Cargo Bike]:8 19 (8.0:8.0)[false-City Cargo Bike]:5 13 (5.0:32.0)[false-City Cargo Bike]:23 19 (23.0:47.0)[true-Van]:20 14 (20.0:58.0)[false-City Cargo Bike]:22 10 (22.0:68.0)[false-City Cargo Bike]:10 18 (10.0:82.0)[false-City Cargo Bike]:30 8 (30.0:82.0)[false-City Cargo Bike]:24 14 (24.0:52.0)[false-City Cargo Bike]:12 5 (12.0:53.0)[false-City Cargo Bike]:13 9 (13.0:39.0)[false-City Cargo Bike]:14 23 (14.0:7.0)[false-City Cargo Bike]:16 18 (16.0:54.0)[false-City Cargo Bike]:29 15 (29.0:58.0)[false-Van]:17 10 (17.0:72.0)[false-City Cargo Bike]:18 24 (18.0:73.0)[false-City Cargo Bike]:15 9 (15.0:67.0)[false-City Cargo Bike]:26 14 (26.0:39.0)[false-City Cargo Bike]:21 8 (21.0:23.0)[false-City Cargo Bike]:11 20 (11.0:48.0)[false-City Cargo Bike]:19 13 (19.0:59.0)[false-City Cargo Bike]:28 23 (28.0:38.0)[false-City Cargo Bike]:31 20 (31.0:42.0)[false-City Cargo Bike]:32 24 (32.0:68.0)[false-City Cargo Bike]:25 13 (25.0:32.0)[false-City Cargo Bike]:33 3 (33.0:7.0)[false-City Cargo Bike]:27 2 (27.0:17.0)[false-City Cargo Bike]:3 23 (3.0:28.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:4:2:7:6:9:8:5::R:Van:23:20:22:10:30:24:12:13::R:City Cargo Bike:14::R:City Cargo Bike:16::R:Van:29:17:18:15:26:21:11::R:City Cargo Bike:19::R:City Cargo Bike:28::R:City Cargo Bike:31::R:City Cargo Bike:32::R:City Cargo Bike:25::R:City Cargo Bike:33:27::R:City Cargo Bike:3:,31982.5687199582,13.0,19330.70072625836,115154.95932818815,930.0,114224.95932818815,4960.475150497513,NaN,3598.59247900588,604.0843976955738,31.0,0.0,0.0,69.0,69.0,0.0,0.0,31.0,12.0,0.0,0.0,88.0,64.0,0.0,0.0,36.0
0:0:1:1,37086.27056043691,0,0,1,1,2 5 (2.0:77.0)[false-Van]:22 10 (22.0:68.0)[false-Van]:4 14 (4.0:77.0)[false-Van]:18 24 (18.0:73.0)[false-City Cargo Bike]:20 14 (20.0:58.0)[false-City Cargo Bike]:5 13 (5.0:32.0)[false-Van]:28 23 (28.0:38.0)[true-Walker]:32 24 (32.0:68.0)[false-City Cargo Bike]:6 8 (6.0:32.0)[false-City Cargo Bike]:14 23 (14.0:7.0)[false-City Cargo Bike]:26 14 (26.0:39.0)[true-Walker]:3 23 (3.0:28.0)[false-City Cargo Bike]:31 20 (31.0:42.0)[false-City Cargo Bike]:21 8 (21.0:23.0)[true-Van]:8 19 (8.0:8.0)[false-City Cargo Bike]:9 10 (9.0:7.0)[false-City Cargo Bike]:13 9 (13.0:39.0)[false-City Cargo Bike]:11 20 (11.0:48.0)[false-City Cargo Bike]:25 13 (25.0:32.0)[true-Walker]:7 18 (7.0:42.0)[false-City Cargo Bike]:24 14 (24.0:52.0)[false-City Cargo Bike]:23 19 (23.0:47.0)[false-Van]:29 15 (29.0:58.0)[false-City Cargo Bike]:17 10 (17.0:72.0)[false-City Cargo Bike]:30 8 (30.0:82.0)[false-City Cargo Bike]:10 18 (10.0:82.0)[false-City Cargo Bike]:15 9 (15.0:67.0)[false-City Cargo Bike]:19 13 (19.0:59.0)[false-City Cargo Bike]:12 5 (12.0:53.0)[false-City Cargo Bike]:16 18 (16.0:54.0)[true-Walker]:33 3 (33.0:7.0)[false-City Cargo Bike]:27 2 (27.0:17.0)[false-City Cargo Bike]:,SOL:R:Van:2:22:4:18:20:5::R:Walker:28::R:City Cargo Bike:32::R:City Cargo Bike:6::R:City Cargo Bike:14::R:Walker:26::R:City Cargo Bike:3::R:City Cargo Bike:31::R:Van:21:8:9:13:11::R:Walker:25::R:City Cargo Bike:7::R:City Cargo Bike:24::R:Van:23:29:17:30:10:15:19:12::R:Walker:16::R:City Cargo Bike:33:27:,37086.27056043691,15.0,21072.18575508598,129920.22408409734,960.0,128960.22408409734,5008.7034769764905,1567.0991367566344,4060.007002628042,658.5058048464368,20.0,27.0,0.0,53.0,59.0,13.0,0.0,28.0,11.0,29.0,0.0,59.0,54.0,15.0,0.0,30.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
