Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,11045.128266696882,0,0,0,0,2 1 (2.0:1.0)[true-Van]:14 2 (14.0:5.0)[true-Van]:17 10 (17.0:3.0)[false-Van]:27 13 (27.0:29.0)[false-Van]:30 18 (30.0:27.0)[false-Van]:34 2 (34.0:31.0)[false-City Cargo Bike]:31 11 (31.0:21.0)[false-Van]:10 18 (10.0:55.0)[false-City Cargo Bike]:15 14 (15.0:65.0)[false-City Cargo Bike]:12 12 (12.0:19.0)[false-City Cargo Bike]:3 14 (3.0:87.0)[false-Van]:5 11 (5.0:93.0)[false-Walker]:9 7 (9.0:93.0)[false-Van]:4 15 (4.0:69.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-City Cargo Bike]:6 18 (6.0:33.0)[true-Van]:35 23 (35.0:71.0)[false-Walker]:33 12 (33.0:15.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Walker]:21 20 (21.0:41.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-Van]:19 19 (19.0:21.0)[false-Van]:20 2 (20.0:67.0)[false-Walker]:16 9 (16.0:69.0)[false-Van]:36 11 (36.0:91.0)[false-Walker]:29 15 (29.0:59.0)[false-Van]:23 11 (23.0:15.0)[false-Van]:25 13 (25.0:19.0)[true-Van]:13 21 (13.0:57.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:26 19 (26.0:27.0)[false-Van]:22 15 (22.0:19.0)[false-Van]:,SOL:R:Van::R:Van:2::R:Van:14:17:27:30:34:31:10:15:12::R:Van:3:5:9:4:7:8:11::R:Van:6:35:33:28:21:18::R:Van:19:20:16:36:29:23::R:Van:25:13:24:32:26:22:,11045.128266696882,7.0,55225.64133348441,166516.92400045323,840.0,165676.92400045323,6010.154648993502,NaN,4757.6264000129495,1577.875466670983,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,12479.080277437888,0,0,1,0,3 14 (3.0:87.0)[true-Van]:5 11 (5.0:93.0)[false-Walker]:9 7 (9.0:93.0)[false-City Cargo Bike]:10 18 (10.0:55.0)[false-City Cargo Bike]:21 20 (21.0:41.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:22 15 (22.0:19.0)[true-Van]:4 15 (4.0:69.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:6 18 (6.0:33.0)[true-Van]:16 9 (16.0:69.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-Van]:33 12 (33.0:15.0)[false-Van]:28 8 (28.0:25.0)[false-Van]:34 2 (34.0:31.0)[false-Van]:31 11 (31.0:21.0)[false-Walker]:23 11 (23.0:15.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-Walker]:13 21 (13.0:57.0)[true-Van]:30 18 (30.0:27.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:12 12 (12.0:19.0)[false-City Cargo Bike]:17 10 (17.0:3.0)[true-Van]:19 19 (19.0:21.0)[false-City Cargo Bike]:27 13 (27.0:29.0)[false-Van]:15 14 (15.0:65.0)[false-Van]:20 2 (20.0:67.0)[false-Walker]:29 15 (29.0:59.0)[false-City Cargo Bike]:26 19 (26.0:27.0)[false-City Cargo Bike]:2 1 (2.0:1.0)[false-City Cargo Bike]:35 23 (35.0:71.0)[true-Van]:36 11 (36.0:91.0)[false-Walker]:24 6 (24.0:79.0)[false-City Cargo Bike]:25 13 (25.0:19.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:5:9:10:21:11::R:City Cargo Bike:8::R:Van:22:4:14::R:Van:6:16:7:33:28:34:31:23:18::R:Van:13:30:32:12::R:Van:17:19:27:15:20:29:26:2::R:Van:35:36:24:25:,12479.080277437888,8.0,53716.53278047549,165511.14578411207,890.0,164621.14578411207,6119.072479082367,NaN,4728.889879546059,1534.758079442157,88.0,0.0,0.0,13.0,97.0,0.0,0.0,3.0,86.0,0.0,0.0,14.0,95.0,0.0,0.0,5.0
0:0:1:1,61802.49436362876,0,0,1,1,3 14 (3.0:87.0)[false-Van]:15 14 (15.0:65.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-Van]:4 15 (4.0:69.0)[true-Van]:7 2 (7.0:71.0)[false-Van]:20 2 (20.0:67.0)[false-Walker]:5 11 (5.0:93.0)[false-Van]:6 18 (6.0:33.0)[false-Van]:12 12 (12.0:19.0)[true-Walker]:17 10 (17.0:3.0)[false-Van]:22 15 (22.0:19.0)[false-Van]:16 9 (16.0:69.0)[false-City Cargo Bike]:35 23 (35.0:71.0)[false-City Cargo Bike]:13 21 (13.0:57.0)[false-Van]:10 18 (10.0:55.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-City Cargo Bike]:30 18 (30.0:27.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:9 7 (9.0:93.0)[false-City Cargo Bike]:21 20 (21.0:41.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-City Cargo Bike]:31 11 (31.0:21.0)[true-Van]:34 2 (34.0:31.0)[false-City Cargo Bike]:18 4 (18.0:19.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[false-City Cargo Bike]:23 11 (23.0:15.0)[false-City Cargo Bike]:33 12 (33.0:15.0)[false-City Cargo Bike]:26 19 (26.0:27.0)[false-City Cargo Bike]:27 13 (27.0:29.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-City Cargo Bike]:25 13 (25.0:19.0)[false-City Cargo Bike]:29 15 (29.0:59.0)[false-City Cargo Bike]:32 21 (32.0:61.0)[false-City Cargo Bike]:2 1 (2.0:1.0)[false-City Cargo Bike]:,SOL:R:Van:3:15:11::R:Van:4:7:20:5:6::R:Walker:12::R:Van:17:22:16:35:13:10::R:City Cargo Bike:36::R:City Cargo Bike:30::R:City Cargo Bike:8::R:City Cargo Bike:14:9::R:City Cargo Bike:21::R:City Cargo Bike:24::R:Van:31:34:18:19:23:33:26:27:28::R:City Cargo Bike:25::R:City Cargo Bike:29::R:City Cargo Bike:32::R:City Cargo Bike:2:,61802.49436362876,15.0,56076.70101834506,270434.4113749547,1030.0,269404.4113749547,5943.0069745905885,1903.2229036958565,7726.697467855848,1602.1914576670017,27.0,7.0,0.0,67.0,66.0,3.0,0.0,31.0,18.0,2.0,0.0,80.0,67.0,3.0,0.0,31.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
