Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,7710.988076572678,0,0,0,0,2 16 (2.0:59.0)[true-Van]:12 6 (12.0:93.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-Van]:6 8 (6.0:66.0)[false-Van]:8 7 (8.0:37.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[true-Van]:24 2 (24.0:78.0)[false-City Cargo Bike]:21 7 (21.0:92.0)[false-Van]:28 12 (28.0:75.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[true-Van]:11 3 (11.0:82.0)[false-Van]:15 2 (15.0:78.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:30 9 (30.0:9.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:36 20 (36.0:18.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[true-Van]:9 27 (9.0:68.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:23 16 (23.0:53.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[true-Van]:34 7 (34.0:50.0)[false-Van]:19 4 (19.0:10.0)[false-Van]:37 20 (37.0:22.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-Van]:26 9 (26.0:37.0)[false-Van]:,SOL:R:Van::R:Van:2:12:3:20:7:6:8::R:Van:33:24:21:28:4::R:Van:10:11:15:17:30:29:36:31:5::R:Van:25:9:13:23:14:18:16::R:Van:22:34:19:37:27:32:35:26:,7710.988076572678,6.0,38554.940382863395,116384.82114859017,720.0,115664.82114859017,6084.945083776447,NaN,3232.9116985719493,1070.9705661906498,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,12082.872236972984,0,0,1,0,2 16 (2.0:59.0)[true-Van]:25 2 (25.0:72.0)[false-Van]:3 18 (3.0:96.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-Van]:20 22 (20.0:98.0)[false-City Cargo Bike]:6 8 (6.0:66.0)[false-Van]:8 7 (8.0:37.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[true-Van]:23 16 (23.0:53.0)[false-City Cargo Bike]:21 7 (21.0:92.0)[false-Van]:15 2 (15.0:78.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:28 12 (28.0:75.0)[true-Van]:13 24 (13.0:74.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:9 27 (9.0:68.0)[true-Van]:12 6 (12.0:93.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[true-Walker]:30 9 (30.0:9.0)[true-Van]:29 1 (29.0:11.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-Van]:16 5 (16.0:36.0)[false-Van]:19 4 (19.0:10.0)[true-Van]:37 20 (37.0:22.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-Van]:35 7 (35.0:26.0)[false-Van]:36 20 (36.0:18.0)[false-Van]:27 2 (27.0:16.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-Van]:17 16 (17.0:45.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:25:3:7:20:6:8::R:Van:33:23:21:15:4::R:Van:28:13:18:5::R:Van:9:12:10:11:22::R:Walker:14::R:Van:30:29:31:24:26:16::R:Van:19:37:32:35:36:27:34:17:,12082.872236972984,8.0,46317.78914488493,145481.99625064677,890.0,144591.99625064677,5957.931577162049,NaN,4041.1665625179658,1286.6052540245814,88.0,13.0,0.0,0.0,97.0,3.0,0.0,0.0,77.0,23.0,0.0,0.0,95.0,5.0,0.0,0.0
0:0:1:1,50197.33843329226,0,0,1,1,2 16 (2.0:59.0)[false-Van]:23 16 (23.0:53.0)[false-City Cargo Bike]:12 6 (12.0:93.0)[false-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-Van]:6 8 (6.0:66.0)[false-Van]:8 7 (8.0:37.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[true-Van]:21 7 (21.0:92.0)[false-Van]:28 12 (28.0:75.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[true-Van]:11 3 (11.0:82.0)[false-Van]:30 9 (30.0:9.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:25 2 (25.0:72.0)[true-Van]:24 2 (24.0:78.0)[false-City Cargo Bike]:9 27 (9.0:68.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[true-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-City Cargo Bike]:36 20 (36.0:18.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:,SOL:R:Van:2:23:12:3:7:6:8::R:Van:33:21:28::R:Van:10:11:30:31:5::R:Van:25:24:9:13:14:22::R:City Cargo Bike:16::R:City Cargo Bike:26:4::R:City Cargo Bike:17::R:City Cargo Bike:18:29::R:City Cargo Bike:20::R:City Cargo Bike:27:19::R:City Cargo Bike:35::R:City Cargo Bike:32:15::R:City Cargo Bike:34::R:City Cargo Bike:36::R:City Cargo Bike:37:,50197.33843329226,15.0,47693.59880737142,225428.0337657502,1030.0,224398.0337657502,5967.198948364098,1727.9314843101154,6261.889826826395,1324.8221890936504,27.0,0.0,0.0,73.0,58.0,0.0,0.0,42.0,19.0,0.0,0.0,81.0,68.0,0.0,0.0,32.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
