Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,46332.1024261225,0,0,0,0,22 1 (22.0:94.0)[false-Van]:18 4 (18.0:94.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-Van]:17 23 (17.0:1.0)[false-Van]:20 20 (20.0:35.0)[true-Van]:3 18 (3.0:33.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-Walker]:15 2 (15.0:42.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-City Cargo Bike]:2 26 (2.0:64.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-Van]:14 1 (14.0:38.0)[true-Van]:13 6 (13.0:30.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[false-Walker]:29 2 (29.0:4.0)[false-City Cargo Bike]:40 16 (40.0:84.0)[true-Van]:34 20 (34.0:90.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[true-Van]:49 24 (49.0:30.0)[false-Van]:7 11 (7.0:38.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:9 9 (9.0:7.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[true-City Cargo Bike]:56 2 (56.0:71.0)[false-Walker]:32 2 (32.0:61.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:24 12 (24.0:96.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:53 6 (53.0:12.0)[true-Van]:46 9 (46.0:55.0)[false-Van]:47 21 (47.0:56.0)[false-Van]:58 16 (58.0:51.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-Van]:44 16 (44.0:21.0)[false-Van]:21 7 (21.0:14.0)[false-City Cargo Bike]:48 24 (48.0:68.0)[false-Van]:55 2 (55.0:72.0)[false-Van]:50 19 (50.0:85.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:52 16 (52.0:0.0)[false-Van]:37 19 (37.0:8.0)[false-City Cargo Bike]:54 2 (54.0:26.0)[true-Van]:59 26 (59.0:93.0)[false-Van]:36 18 (36.0:93.0)[false-City Cargo Bike]:61 2 (61.0:54.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:62 7 (62.0:26.0)[false-City Cargo Bike]:57 23 (57.0:33.0)[false-Van]:,SOL:R:Van:22:18:5:6:17::R:Van:20:3:19:15:12:4:2:8::R:Van:14:13:41:27:10:33:23:38:29::R:Van:40:34:28:25:31:11::R:Van:45:49:7:30:16:9::R:City Cargo Bike:39:56:32:35::R:City Cargo Bike:24::R:City Cargo Bike:42:26::R:Van:53:46:47:58:43:44:21::R:Van:48:55:50:51:52:37::R:Van:54:59:36:61:60:62:57:,46332.1024261225,11.0,107404.14831340592,373024.99046710046,1110.0,371914.99046710046,7796.948310742608,1662.0002760290229,6115.163778149188,1760.72374284272,73.0,0.0,0.0,27.0,89.0,0.0,0.0,11.0,46.0,0.0,0.0,54.0,96.0,0.0,0.0,4.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,65677.1497867531,0,0,1,0,22 1 (22.0:94.0)[true-Van]:18 4 (18.0:94.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-Van]:17 23 (17.0:1.0)[false-Van]:20 20 (20.0:35.0)[true-Van]:3 18 (3.0:33.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-Walker]:15 2 (15.0:42.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-City Cargo Bike]:2 26 (2.0:64.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-Van]:14 1 (14.0:38.0)[true-Van]:13 6 (13.0:30.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[false-Walker]:29 2 (29.0:4.0)[false-City Cargo Bike]:40 16 (40.0:84.0)[true-Van]:34 20 (34.0:90.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[false-City Cargo Bike]:7 11 (7.0:38.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:9 9 (9.0:7.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:56 2 (56.0:71.0)[false-Walker]:32 2 (32.0:61.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-Van]:24 12 (24.0:96.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:53 6 (53.0:12.0)[true-Van]:46 9 (46.0:55.0)[false-Van]:47 21 (47.0:56.0)[false-Van]:58 16 (58.0:51.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-Van]:44 16 (44.0:21.0)[false-Van]:21 7 (21.0:14.0)[false-City Cargo Bike]:48 24 (48.0:68.0)[false-Van]:55 2 (55.0:72.0)[false-Van]:49 24 (49.0:30.0)[false-Van]:50 19 (50.0:85.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:52 16 (52.0:0.0)[false-Van]:37 19 (37.0:8.0)[false-City Cargo Bike]:54 2 (54.0:26.0)[true-Van]:59 26 (59.0:93.0)[false-Van]:36 18 (36.0:93.0)[false-City Cargo Bike]:61 2 (61.0:54.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:62 7 (62.0:26.0)[false-City Cargo Bike]:57 23 (57.0:33.0)[false-Van]:,SOL:R:Van::R:Van:22:18:5:6:17::R:Van:20:3:19:15:12:4:2:8::R:Van:14:13:41:27:10:33:23:38:29::R:Van:40:34:28:25:31:11::R:City Cargo Bike:45::R:City Cargo Bike:7::R:City Cargo Bike:30::R:City Cargo Bike:16::R:City Cargo Bike:9::R:City Cargo Bike:35:56:32:39::R:City Cargo Bike:24::R:City Cargo Bike:42:26::R:Van:53:46:47:58:43:44:21::R:Van:48:55:49:50:51:52::R:City Cargo Bike:37::R:Van:54:59:36:61:60:62:57:,65677.1497867531,17.0,110285.8469126315,419507.5015463481,1410.0,418097.5015463481,7796.948310742608,NaN,6877.17215649751,1807.9647034857624,47.0,0.0,0.0,53.0,79.0,0.0,0.0,21.0,34.0,0.0,0.0,66.0,84.0,0.0,0.0,16.0
0:0:1:1,126834.09333543625,0,0,1,1,24 12 (24.0:96.0)[false-City Cargo Bike]:3 18 (3.0:33.0)[false-Van]:10 9 (10.0:73.0)[false-City Cargo Bike]:22 1 (22.0:94.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[false-Walker]:6 7 (6.0:53.0)[true-City Cargo Bike]:29 2 (29.0:4.0)[false-City Cargo Bike]:17 23 (17.0:1.0)[false-Van]:20 20 (20.0:35.0)[false-City Cargo Bike]:2 26 (2.0:64.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-City Cargo Bike]:7 11 (7.0:38.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:14 1 (14.0:38.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-City Cargo Bike]:18 4 (18.0:94.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:56 2 (56.0:71.0)[false-Walker]:28 12 (28.0:92.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:21 7 (21.0:14.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[false-City Cargo Bike]:37 19 (37.0:8.0)[true-Van]:11 16 (11.0:4.0)[false-City Cargo Bike]:40 16 (40.0:84.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[true-Van]:44 16 (44.0:21.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:46 9 (46.0:55.0)[false-City Cargo Bike]:47 21 (47.0:56.0)[false-City Cargo Bike]:9 9 (9.0:7.0)[false-City Cargo Bike]:48 24 (48.0:68.0)[false-Van]:49 24 (49.0:30.0)[false-Van]:50 19 (50.0:85.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:52 16 (52.0:0.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[false-City Cargo Bike]:61 2 (61.0:54.0)[true-City Cargo Bike]:53 6 (53.0:12.0)[false-City Cargo Bike]:58 16 (58.0:51.0)[false-Van]:54 2 (54.0:26.0)[false-Van]:57 23 (57.0:33.0)[false-Van]:55 2 (55.0:72.0)[false-Van]:59 26 (59.0:93.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:62 7 (62.0:26.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:24::R:Van:3:10:22:5:42:38::R:City Cargo Bike:6:29::R:Van:17:20:2:4:7:8::R:City Cargo Bike:12:14:23::R:City Cargo Bike:15:18:19::R:City Cargo Bike:25::R:City Cargo Bike:26:56::R:City Cargo Bike:28::R:City Cargo Bike:16::R:City Cargo Bike:31::R:City Cargo Bike:34::R:City Cargo Bike:35:21::R:City Cargo Bike:30::R:City Cargo Bike:36::R:Van:37:11:40:41:13::R:Van:43:44:45:33:46:47:9::R:Van:48:49:50:51:52::R:City Cargo Bike:27::R:City Cargo Bike:39:32::R:City Cargo Bike:61:53::R:Van:58:54:57:55:59:60:62:,126834.09333543625,23.0,111917.27196835191,546223.0937885875,1570.0,544653.0937885875,7786.057163471318,NaN,8954.476947353893,1834.7093765303591,26.0,0.0,0.0,74.0,59.0,0.0,0.0,41.0,18.0,0.0,0.0,82.0,72.0,0.0,0.0,28.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
