Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,17493.97386785171,0,0,0,0,33 22 (33.0:26.0)[true-Van]:30 22 (30.0:10.0)[false-Walker]:20 22 (20.0:45.0)[false-Walker]:14 25 (14.0:50.0)[false-Van]:7 5 (7.0:45.0)[false-Van]:3 17 (3.0:70.0)[true-Van]:4 6 (4.0:81.0)[false-City Cargo Bike]:10 17 (10.0:75.0)[false-City Cargo Bike]:5 15 (5.0:85.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[false-City Cargo Bike]:19 17 (19.0:45.0)[false-City Cargo Bike]:8 15 (8.0:50.0)[false-Van]:22 25 (22.0:11.0)[true-Van]:31 25 (31.0:6.0)[false-City Cargo Bike]:17 7 (17.0:1.0)[false-City Cargo Bike]:12 21 (12.0:9.0)[false-City Cargo Bike]:26 11 (26.0:15.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:32 2 (32.0:51.0)[true-Walker]:13 66 (13.0:1.0)[false-Walker]:2 26 (2.0:45.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[true-Van]:9 16 (9.0:80.0)[false-Walker]:25 21 (25.0:75.0)[false-Van]:27 21 (27.0:90.0)[false-Walker]:15 16 (15.0:35.0)[false-City Cargo Bike]:23 16 (23.0:81.0)[true-Van]:24 7 (24.0:85.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[false-Walker]:29 21 (29.0:31.0)[false-City Cargo Bike]:28 11 (28.0:15.0)[false-City Cargo Bike]:18 17 (18.0:25.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:33:30:20:14:7::R:Van:3:4:10:5:6:19:8::R:Van:22:31:17:12:26:11::R:Walker:32::R:Walker:13::R:City Cargo Bike:2::R:Van:16:9:25:27:15::R:Van:23:24:21:29:28:18:,17493.97386785171,9.0,42555.44400440401,146502.10214715384,870.0,145632.10214715384,4942.216185168091,NaN,4578.1906920985575,1329.8576251376253,67.0,22.0,0.0,11.0,91.0,6.0,0.0,3.0,49.0,44.0,0.0,7.0,83.0,13.0,0.0,5.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,22037.6454398461,0,0,1,0,33 22 (33.0:26.0)[true-Van]:30 22 (30.0:10.0)[false-Walker]:20 22 (20.0:45.0)[false-Walker]:32 2 (32.0:51.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[true-Van]:3 17 (3.0:70.0)[false-Walker]:10 17 (10.0:75.0)[false-City Cargo Bike]:5 15 (5.0:85.0)[false-City Cargo Bike]:14 25 (14.0:50.0)[false-City Cargo Bike]:29 21 (29.0:31.0)[false-Walker]:12 21 (12.0:9.0)[false-City Cargo Bike]:13 66 (13.0:1.0)[false-City Cargo Bike]:15 16 (15.0:35.0)[false-City Cargo Bike]:17 7 (17.0:1.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[true-Van]:28 11 (28.0:15.0)[false-Van]:31 25 (31.0:6.0)[false-Walker]:22 25 (22.0:11.0)[false-Walker]:26 11 (26.0:15.0)[false-City Cargo Bike]:18 17 (18.0:25.0)[false-City Cargo Bike]:9 16 (9.0:80.0)[true-Van]:19 17 (19.0:45.0)[false-City Cargo Bike]:8 15 (8.0:50.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[true-Van]:23 16 (23.0:81.0)[false-City Cargo Bike]:27 21 (27.0:90.0)[false-Walker]:24 7 (24.0:85.0)[false-Van]:25 21 (25.0:75.0)[false-Walker]:4 6 (4.0:81.0)[false-City Cargo Bike]:7 5 (7.0:45.0)[false-Van]:,SOL:R:Van::R:Van:33:30:20:32:2::R:Van:16:3:10:5:14::R:Walker:29::R:City Cargo Bike:12::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:17:11::R:Van:6:28:31:22:26:18::R:Van:9:19:8::R:Van:21:23:27:24:25:4:7:,22037.6454398461,11.0,44821.619508776486,161581.5016025111,970.0,160611.5016025111,4912.411690366137,NaN,5049.421925078472,1400.6756096492652,55.0,9.0,0.0,36.0,81.0,3.0,0.0,16.0,41.0,14.0,0.0,45.0,76.0,4.0,0.0,21.0
0:0:1:1,64694.880616843984,0,0,1,1,5 15 (5.0:85.0)[false-Van]:8 15 (8.0:50.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[false-City Cargo Bike]:9 16 (9.0:80.0)[false-City Cargo Bike]:10 17 (10.0:75.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[true-Van]:17 7 (17.0:1.0)[false-City Cargo Bike]:13 66 (13.0:1.0)[false-Van]:28 11 (28.0:15.0)[false-City Cargo Bike]:26 11 (26.0:15.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[false-City Cargo Bike]:20 22 (20.0:45.0)[false-City Cargo Bike]:14 25 (14.0:50.0)[false-City Cargo Bike]:15 16 (15.0:35.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[false-City Cargo Bike]:12 21 (12.0:9.0)[false-City Cargo Bike]:22 25 (22.0:11.0)[false-City Cargo Bike]:18 17 (18.0:25.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-Van]:3 17 (3.0:70.0)[false-City Cargo Bike]:23 16 (23.0:81.0)[false-City Cargo Bike]:4 6 (4.0:81.0)[false-City Cargo Bike]:19 17 (19.0:45.0)[false-City Cargo Bike]:7 5 (7.0:45.0)[false-City Cargo Bike]:27 21 (27.0:90.0)[false-City Cargo Bike]:25 21 (25.0:75.0)[false-City Cargo Bike]:29 21 (29.0:31.0)[false-City Cargo Bike]:30 22 (30.0:10.0)[false-City Cargo Bike]:31 25 (31.0:6.0)[false-City Cargo Bike]:32 2 (32.0:51.0)[false-City Cargo Bike]:24 7 (24.0:85.0)[false-City Cargo Bike]:33 22 (33.0:26.0)[false-City Cargo Bike]:,SOL:R:Van:5:8:21:9:10::R:Van:11:17:13:28:26::R:City Cargo Bike:6::R:City Cargo Bike:20::R:City Cargo Bike:14::R:City Cargo Bike:15::R:City Cargo Bike:16::R:City Cargo Bike:12::R:City Cargo Bike:22::R:City Cargo Bike:18::R:Van:2:3:23:4:19:7::R:City Cargo Bike:27::R:City Cargo Bike:25::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:31::R:City Cargo Bike:32:24::R:City Cargo Bike:33:,64694.880616843984,18.0,47395.157016964,253727.16947779438,1110.0,252617.16947779438,4791.657928399138,1590.5866203792389,7928.974046181074,1481.098656780125,17.0,0.0,0.0,83.0,50.0,0.0,0.0,50.0,15.0,0.0,0.0,85.0,47.0,0.0,0.0,53.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
