Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,7860.906178164247,0,0,0,0,3 21 (3.0:50.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:5 19 (5.0:13.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-Van]:28 20 (28.0:57.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:7 12 (7.0:58.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-Walker]:26 24 (26.0:9.0)[true-Van]:19 1 (19.0:19.0)[false-Van]:23 4 (23.0:5.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-Van]:27 2 (27.0:80.0)[false-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Walker]:24 8 (24.0:42.0)[true-Van]:15 3 (15.0:61.0)[false-Van]:25 24 (25.0:61.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van:3:4:5:6:30:21:28:8::R:Van:9:10:7:13:2::R:Van:26:19:23:16:11:12:14::R:Van:22:27:32:31:20:18::R:Van:24:15:25:29:17:,7860.906178164247,5.0,39304.53089082124,118513.59267246371,600.0,117913.59267246371,7107.032913634159,1005.4982665133381,3823.0191184665714,1267.888093252298,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,10072.066732081601,0,0,1,0,3 21 (3.0:50.0)[true-Van]:4 6 (4.0:49.0)[false-Van]:5 19 (5.0:13.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:30 2 (30.0:20.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:8 16 (8.0:84.0)[false-Van]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:2 19 (2.0:96.0)[false-Van]:7 12 (7.0:58.0)[true-Van]:26 24 (26.0:9.0)[false-Van]:23 4 (23.0:5.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:14 16 (14.0:84.0)[false-Walker]:22 12 (22.0:98.0)[false-Van]:31 14 (31.0:85.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Walker]:13 21 (13.0:98.0)[false-Van]:24 8 (24.0:42.0)[true-Van]:25 24 (25.0:61.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van::R:Van:3:4:5:6:30:21:28:8::R:Van:9:10:11:2::R:Van:7:26:23:16:12:19:14::R:Van:22:31:15:27:20:32:18::R:Van:13::R:Van:24:25:29:17:,10072.066732081601,7.0,50360.33366040801,151921.00098122403,840.0,151081.00098122403,6712.439130627831,NaN,4900.677451007226,1624.5268922712262,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:1:1,56156.45929648639,0,0,1,1,3 21 (3.0:50.0)[false-Van]:7 12 (7.0:58.0)[true-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[true-Walker]:2 19 (2.0:96.0)[true-City Cargo Bike]:26 24 (26.0:9.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:11 8 (11.0:3.0)[false-Van]:12 14 (12.0:5.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[true-City Cargo Bike]:30 2 (30.0:20.0)[false-Walker]:22 12 (22.0:98.0)[false-Van]:27 2 (27.0:80.0)[false-Van]:32 9 (32.0:98.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-Walker]:18 19 (18.0:91.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:19 1 (19.0:19.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:25 24 (25.0:61.0)[false-Walker]:29 15 (29.0:23.0)[false-City Cargo Bike]:,SOL:R:Van:3::R:City Cargo Bike:7::R:City Cargo Bike:31::R:Walker:14::R:City Cargo Bike:2::R:Van:26:16:10:11:12:8::R:City Cargo Bike:6:30::R:Van:22:27:32:13:20:15:4:18::R:City Cargo Bike:5::R:City Cargo Bike:23:9::R:City Cargo Bike:17::R:City Cargo Bike:19:21::R:City Cargo Bike:24::R:Van:28:25:29:,56156.45929648639,14.0,67384.86727109124,288493.57349781005,980.0,287513.57349781005,6583.593690552636,1713.3973414166758,9306.24430638097,2173.7053958416527,29.0,7.0,0.0,64.0,58.0,3.0,0.0,39.0,24.0,3.0,0.0,73.0,67.0,4.0,0.0,29.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
