Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,41562.528681049705,0,0,0,0,2 24 (2.0:85.0)[false-Van]:15 23 (15.0:21.0)[false-City Cargo Bike]:17 23 (17.0:53.0)[false-City Cargo Bike]:31 7 (31.0:49.0)[false-City Cargo Bike]:4 15 (4.0:49.0)[false-Van]:8 10 (8.0:87.0)[true-Van]:19 2 (19.0:89.0)[false-Van]:27 9 (27.0:81.0)[false-City Cargo Bike]:51 18 (51.0:95.0)[false-City Cargo Bike]:54 36 (54.0:51.0)[false-Van]:16 4 (16.0:71.0)[false-City Cargo Bike]:7 19 (7.0:49.0)[false-City Cargo Bike]:26 15 (26.0:7.0)[false-City Cargo Bike]:37 4 (37.0:91.0)[false-City Cargo Bike]:36 2 (36.0:69.0)[false-City Cargo Bike]:6 2 (6.0:87.0)[false-City Cargo Bike]:24 5 (24.0:75.0)[false-City Cargo Bike]:14 3 (14.0:45.0)[false-City Cargo Bike]:41 19 (41.0:9.0)[false-City Cargo Bike]:3 9 (3.0:17.0)[false-City Cargo Bike]:28 13 (28.0:23.0)[true-Van]:33 2 (33.0:41.0)[false-City Cargo Bike]:23 23 (23.0:43.0)[false-City Cargo Bike]:29 18 (29.0:81.0)[false-City Cargo Bike]:46 4 (46.0:85.0)[false-City Cargo Bike]:10 20 (10.0:69.0)[false-City Cargo Bike]:18 20 (18.0:77.0)[false-City Cargo Bike]:44 19 (44.0:61.0)[true-Van]:35 2 (35.0:31.0)[false-City Cargo Bike]:20 19 (20.0:21.0)[false-City Cargo Bike]:25 12 (25.0:1.0)[false-City Cargo Bike]:13 12 (13.0:17.0)[false-City Cargo Bike]:9 17 (9.0:19.0)[false-City Cargo Bike]:11 16 (11.0:69.0)[false-City Cargo Bike]:45 21 (45.0:59.0)[false-City Cargo Bike]:38 13 (38.0:13.0)[true-Van]:48 22 (48.0:1.0)[false-City Cargo Bike]:52 5 (52.0:5.0)[false-Van]:43 14 (43.0:7.0)[false-Van]:47 6 (47.0:15.0)[false-City Cargo Bike]:49 13 (49.0:1.0)[false-Walker]:42 3 (42.0:15.0)[false-Van]:32 6 (32.0:21.0)[false-Walker]:5 17 (5.0:69.0)[false-Van]:12 8 (12.0:49.0)[false-City Cargo Bike]:53 9 (53.0:51.0)[true-Van]:40 9 (40.0:91.0)[false-City Cargo Bike]:21 2 (21.0:77.0)[false-City Cargo Bike]:22 23 (22.0:85.0)[false-City Cargo Bike]:50 10 (50.0:85.0)[false-City Cargo Bike]:39 18 (39.0:65.0)[false-Van]:34 8 (34.0:71.0)[false-Walker]:30 16 (30.0:77.0)[false-Van]:,SOL:R:Van:2:15:17:31:4::R:Van:8:19:27:51:54:16:7::R:City Cargo Bike:26::R:City Cargo Bike:37:36:6::R:City Cargo Bike:24:14::R:City Cargo Bike:41::R:City Cargo Bike:3::R:Van:28:33:23:29:46:10:18::R:Van:44:35:20:25:13:9:11::R:City Cargo Bike:45::R:Van:38:48:52:43:47:49:42:32:5::R:City Cargo Bike:12::R:Van:53:40:21:22:50:39:34:30:,41562.528681049705,13.0,57473.441901112325,233626.00630499143,1070.0,232556.00630499143,6567.863851676787,1635.0819051244553,4408.037854811159,1084.4045641719306,46.0,0.0,0.0,54.0,81.0,0.0,0.0,19.0,28.0,0.0,0.0,72.0,87.0,0.0,0.0,13.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,42320.008166935964,0,0,1,0,2 24 (2.0:85.0)[true-Van]:15 23 (15.0:21.0)[false-City Cargo Bike]:17 23 (17.0:53.0)[false-City Cargo Bike]:31 7 (31.0:49.0)[false-City Cargo Bike]:4 15 (4.0:49.0)[false-Van]:8 10 (8.0:87.0)[true-Van]:19 2 (19.0:89.0)[false-Van]:27 9 (27.0:81.0)[false-City Cargo Bike]:18 20 (18.0:77.0)[false-City Cargo Bike]:51 18 (51.0:95.0)[false-City Cargo Bike]:54 36 (54.0:51.0)[false-Van]:16 4 (16.0:71.0)[false-City Cargo Bike]:7 19 (7.0:49.0)[false-City Cargo Bike]:26 15 (26.0:7.0)[false-City Cargo Bike]:37 4 (37.0:91.0)[false-City Cargo Bike]:36 2 (36.0:69.0)[false-City Cargo Bike]:6 2 (6.0:87.0)[false-City Cargo Bike]:24 5 (24.0:75.0)[false-City Cargo Bike]:14 3 (14.0:45.0)[false-City Cargo Bike]:41 19 (41.0:9.0)[false-City Cargo Bike]:3 9 (3.0:17.0)[false-City Cargo Bike]:28 13 (28.0:23.0)[true-Van]:33 2 (33.0:41.0)[false-City Cargo Bike]:23 23 (23.0:43.0)[false-City Cargo Bike]:29 18 (29.0:81.0)[false-City Cargo Bike]:46 4 (46.0:85.0)[false-City Cargo Bike]:10 20 (10.0:69.0)[false-City Cargo Bike]:44 19 (44.0:61.0)[true-Van]:35 2 (35.0:31.0)[false-City Cargo Bike]:20 19 (20.0:21.0)[false-City Cargo Bike]:25 12 (25.0:1.0)[false-City Cargo Bike]:13 12 (13.0:17.0)[false-City Cargo Bike]:9 17 (9.0:19.0)[false-City Cargo Bike]:11 16 (11.0:69.0)[false-City Cargo Bike]:45 21 (45.0:59.0)[false-City Cargo Bike]:38 13 (38.0:13.0)[true-Van]:48 22 (48.0:1.0)[false-City Cargo Bike]:52 5 (52.0:5.0)[false-Van]:43 14 (43.0:7.0)[false-Van]:47 6 (47.0:15.0)[false-City Cargo Bike]:49 13 (49.0:1.0)[false-Walker]:42 3 (42.0:15.0)[false-Van]:32 6 (32.0:21.0)[false-Walker]:5 17 (5.0:69.0)[false-Van]:12 8 (12.0:49.0)[false-City Cargo Bike]:53 9 (53.0:51.0)[true-Van]:40 9 (40.0:91.0)[false-City Cargo Bike]:21 2 (21.0:77.0)[false-City Cargo Bike]:22 23 (22.0:85.0)[false-City Cargo Bike]:50 10 (50.0:85.0)[false-City Cargo Bike]:39 18 (39.0:65.0)[false-Van]:34 8 (34.0:71.0)[false-Walker]:30 16 (30.0:77.0)[false-Van]:,SOL:R:Van::R:Van:2:15:17:31:4::R:Van:8:19:27:18:51:54:16::R:City Cargo Bike:7::R:City Cargo Bike:26::R:City Cargo Bike:37:36:6::R:City Cargo Bike:24:14::R:City Cargo Bike:41::R:City Cargo Bike:3::R:Van:28:33:23:29:46:10::R:Van:44:35:20:25:13:9:11::R:City Cargo Bike:45::R:Van:38:48:52:43:47:49:42:32:5::R:City Cargo Bike:12::R:Van:53:40:21:22:50:39:34:30:,42320.008166935964,15.0,53816.90178687245,225803.96097974025,1240.0,224563.96097974025,6567.863851676787,NaN,4260.452093957363,1015.4132412617442,47.0,0.0,0.0,53.0,79.0,0.0,0.0,21.0,25.0,0.0,0.0,75.0,84.0,0.0,0.0,16.0
0:0:1:1,93726.20531316302,0,0,1,1,2 24 (2.0:85.0)[false-Van]:17 23 (17.0:53.0)[false-City Cargo Bike]:28 13 (28.0:23.0)[false-City Cargo Bike]:3 9 (3.0:17.0)[false-City Cargo Bike]:4 15 (4.0:49.0)[false-City Cargo Bike]:51 18 (51.0:95.0)[false-City Cargo Bike]:46 4 (46.0:85.0)[false-City Cargo Bike]:16 4 (16.0:71.0)[false-City Cargo Bike]:8 10 (8.0:87.0)[false-City Cargo Bike]:9 17 (9.0:19.0)[false-City Cargo Bike]:7 19 (7.0:49.0)[false-City Cargo Bike]:54 36 (54.0:51.0)[false-Walker]:30 16 (30.0:77.0)[false-City Cargo Bike]:10 20 (10.0:69.0)[false-City Cargo Bike]:20 19 (20.0:21.0)[true-Van]:13 12 (13.0:17.0)[false-City Cargo Bike]:15 23 (15.0:21.0)[false-City Cargo Bike]:14 3 (14.0:45.0)[false-City Cargo Bike]:24 5 (24.0:75.0)[false-City Cargo Bike]:19 2 (19.0:89.0)[false-Van]:11 16 (11.0:69.0)[false-City Cargo Bike]:5 17 (5.0:69.0)[false-City Cargo Bike]:50 10 (50.0:85.0)[false-City Cargo Bike]:21 2 (21.0:77.0)[false-City Cargo Bike]:23 23 (23.0:43.0)[false-City Cargo Bike]:25 12 (25.0:1.0)[true-City Cargo Bike]:33 2 (33.0:41.0)[false-City Cargo Bike]:34 8 (34.0:71.0)[false-City Cargo Bike]:35 2 (35.0:31.0)[false-City Cargo Bike]:12 8 (12.0:49.0)[false-City Cargo Bike]:26 15 (26.0:7.0)[false-City Cargo Bike]:18 20 (18.0:77.0)[false-City Cargo Bike]:36 2 (36.0:69.0)[false-City Cargo Bike]:31 7 (31.0:49.0)[false-City Cargo Bike]:37 4 (37.0:91.0)[true-City Cargo Bike]:6 2 (6.0:87.0)[false-City Cargo Bike]:32 6 (32.0:21.0)[false-City Cargo Bike]:29 18 (29.0:81.0)[false-City Cargo Bike]:38 13 (38.0:13.0)[true-Van]:42 3 (42.0:15.0)[false-City Cargo Bike]:47 6 (47.0:15.0)[false-City Cargo Bike]:39 18 (39.0:65.0)[false-City Cargo Bike]:27 9 (27.0:81.0)[false-City Cargo Bike]:44 19 (44.0:61.0)[false-City Cargo Bike]:45 21 (45.0:59.0)[false-City Cargo Bike]:22 23 (22.0:85.0)[false-City Cargo Bike]:48 22 (48.0:1.0)[false-Van]:49 13 (49.0:1.0)[false-City Cargo Bike]:41 19 (41.0:9.0)[false-City Cargo Bike]:52 5 (52.0:5.0)[false-City Cargo Bike]:43 14 (43.0:7.0)[false-Van]:53 9 (53.0:51.0)[false-City Cargo Bike]:40 9 (40.0:91.0)[false-City Cargo Bike]:,SOL:R:Van:2:17:28:3:4::R:City Cargo Bike:51::R:City Cargo Bike:46:16::R:City Cargo Bike:8::R:City Cargo Bike:9::R:City Cargo Bike:7::R:Walker:54::R:City Cargo Bike:30::R:City Cargo Bike:10::R:Van:20:13:15:14:24:19:11:5::R:City Cargo Bike:50::R:City Cargo Bike:21::R:City Cargo Bike:23::R:City Cargo Bike:25::R:City Cargo Bike:33:34::R:City Cargo Bike:35:12::R:City Cargo Bike:26::R:City Cargo Bike:18::R:City Cargo Bike:36:31::R:City Cargo Bike:37:6::R:City Cargo Bike:32::R:City Cargo Bike:29::R:Van:38:42:47:39:27:44:45::R:City Cargo Bike:22::R:Van:48:49:41:52:43:53:40:,93726.20531316302,25.0,62791.50285659073,352240.31805346196,1530.0,350710.31805346196,5982.901580697789,1981.3954011933567,6646.043736857773,1184.745336916806,16.0,4.0,0.0,80.0,51.0,2.0,0.0,47.0,13.0,6.0,0.0,80.0,54.0,5.0,0.0,41.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
