Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,119122.79727004615,0,0,1,0,2 23 (2.0:93.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[true-Van]:58 12 (58.0:89.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-Walker]:41 5 (41.0:35.0)[true-Van]:3 17 (3.0:15.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[true-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[true-City Cargo Bike]:22 10 (22.0:49.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[true-Van]:30 11 (30.0:37.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:52 13 (52.0:65.0)[false-Walker]:35 12 (35.0:79.0)[true-Van]:24 22 (24.0:47.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[true-Van]:34 4 (34.0:35.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-Van]:10 11 (10.0:67.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[true-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-Van]:25 19 (25.0:33.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:55 22 (55.0:5.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[true-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[true-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:City Cargo Bike:32::R:City Cargo Bike:57:40:28::R:Van:21:58:45:26:5::R:Van:41:3:6:31:4:8::R:City Cargo Bike:11:7::R:City Cargo Bike:14::R:City Cargo Bike:22::R:City Cargo Bike:60::R:Van:9:30:48:27:20:19::R:City Cargo Bike:53::R:Walker:52::R:Van:35:24:12:17:36:13::R:Van:16:34:59:44:56:18:10::R:City Cargo Bike:29::R:City Cargo Bike:39::R:Van:23:25:33:47:42:51:15::R:City Cargo Bike:55::R:City Cargo Bike:54::R:City Cargo Bike:50::R:City Cargo Bike:61::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:49::R:City Cargo Bike:46::R:City Cargo Bike:43:,119122.79727004615,27.0,49316.7320446073,368239.09785607137,1770.0,366469.09785607137,6407.1259121405965,NaN,6137.318297601189,821.9455340767884,22.0,4.0,0.0,74.0,62.0,2.0,0.0,37.0,8.0,5.0,0.0,87.0,59.0,1.0,0.0,40.0
0:0:1:1,119187.78512230921,0,0,1,1,2 23 (2.0:93.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[true-Van]:58 12 (58.0:89.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-Walker]:41 5 (41.0:35.0)[true-Van]:3 17 (3.0:15.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[true-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[true-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[true-Van]:30 11 (30.0:37.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:52 13 (52.0:65.0)[false-Walker]:35 12 (35.0:79.0)[true-Van]:24 22 (24.0:47.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[true-Van]:34 4 (34.0:35.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-Van]:10 11 (10.0:67.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[true-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-Van]:25 19 (25.0:33.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:55 22 (55.0:5.0)[false-City Cargo Bike]:54 23 (54.0:23.0)[true-City Cargo Bike]:50 20 (50.0:21.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[true-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:City Cargo Bike:32::R:City Cargo Bike:57:40:28::R:Van:21:58:45:26:5::R:Van:41:3:6:31:4:8::R:City Cargo Bike:11:7::R:City Cargo Bike:14::R:City Cargo Bike:60::R:Van:9:30:22:48:27:20::R:City Cargo Bike:19::R:City Cargo Bike:53::R:Walker:52::R:Van:35:24:12:17:36:13::R:Van:16:34:59:44:56:18:10::R:City Cargo Bike:29::R:City Cargo Bike:39::R:Van:23:25:33:47:42:51:15::R:City Cargo Bike:55::R:City Cargo Bike:54::R:City Cargo Bike:50::R:City Cargo Bike:61::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:49::R:City Cargo Bike:46::R:City Cargo Bike:43:,119187.78512230921,27.0,49728.94618517094,369440.8303260629,1770.0,367670.8303260629,6407.1259121405965,NaN,6157.347172101048,828.8157697528491,22.0,4.0,0.0,74.0,62.0,2.0,0.0,37.0,8.0,5.0,0.0,87.0,59.0,1.0,0.0,39.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
