Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,78757.46283358028,0,0,1,0,5 20 (5.0:97.0)[false-City Cargo Bike]:6 6 (6.0:71.0)[false-City Cargo Bike]:10 2 (10.0:49.0)[false-City Cargo Bike]:4 12 (4.0:81.0)[false-City Cargo Bike]:23 20 (23.0:75.0)[false-City Cargo Bike]:2 19 (2.0:11.0)[false-City Cargo Bike]:14 22 (14.0:56.0)[true-City Cargo Bike]:22 10 (22.0:87.0)[false-City Cargo Bike]:7 17 (7.0:6.0)[false-City Cargo Bike]:30 24 (30.0:28.0)[false-City Cargo Bike]:20 2 (20.0:6.0)[true-Van]:28 13 (28.0:15.0)[false-City Cargo Bike]:35 11 (35.0:6.0)[false-City Cargo Bike]:41 23 (41.0:9.0)[false-City Cargo Bike]:31 11 (31.0:3.0)[false-City Cargo Bike]:33 8 (33.0:53.0)[false-City Cargo Bike]:24 6 (24.0:40.0)[false-City Cargo Bike]:27 6 (27.0:27.0)[false-City Cargo Bike]:12 5 (12.0:11.0)[false-City Cargo Bike]:15 14 (15.0:13.0)[false-City Cargo Bike]:29 21 (29.0:46.0)[true-Van]:25 21 (25.0:1.0)[false-City Cargo Bike]:45 12 (45.0:6.0)[false-City Cargo Bike]:44 18 (44.0:33.0)[false-City Cargo Bike]:16 17 (16.0:66.0)[false-City Cargo Bike]:8 8 (8.0:48.0)[false-City Cargo Bike]:19 21 (19.0:32.0)[false-City Cargo Bike]:9 14 (9.0:91.0)[false-City Cargo Bike]:36 22 (36.0:7.0)[false-City Cargo Bike]:38 22 (38.0:2.0)[true-City Cargo Bike]:21 24 (21.0:64.0)[false-City Cargo Bike]:11 8 (11.0:85.0)[false-City Cargo Bike]:3 2 (3.0:52.0)[false-City Cargo Bike]:13 7 (13.0:74.0)[false-Van]:37 17 (37.0:96.0)[false-City Cargo Bike]:34 11 (34.0:98.0)[false-City Cargo Bike]:40 8 (40.0:95.0)[false-City Cargo Bike]:43 3 (43.0:90.0)[false-City Cargo Bike]:42 5 (42.0:96.0)[false-City Cargo Bike]:17 23 (17.0:96.0)[false-City Cargo Bike]:26 10 (26.0:60.0)[false-City Cargo Bike]:18 15 (18.0:36.0)[false-City Cargo Bike]:32 16 (32.0:1.0)[false-City Cargo Bike]:39 17 (39.0:32.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:5::R:City Cargo Bike:6:10::R:City Cargo Bike:4::R:City Cargo Bike:23::R:City Cargo Bike:2::R:City Cargo Bike:14::R:City Cargo Bike:22::R:City Cargo Bike:7::R:City Cargo Bike:30::R:Van:20:28:35:41:31:33:24:27:12:15::R:Van:29:25:45:44:16:8::R:City Cargo Bike:19::R:City Cargo Bike:9::R:City Cargo Bike:36::R:City Cargo Bike:38::R:City Cargo Bike:21::R:City Cargo Bike:11:3::R:Van:13:37:34:40:43:42:17:26:18::R:City Cargo Bike:32::R:City Cargo Bike:39:,78757.46283358028,21.0,32616.36784453691,243577.4820629566,1260.0,242317.4820629566,6585.873238923308,NaN,5535.851865067196,741.2810873758389,14.0,0.0,0.0,86.0,57.0,0.0,0.0,43.0,8.0,0.0,0.0,92.0,50.0,0.0,0.0,50.0
0:0:1:1,87455.15793652534,0,0,1,1,3 2 (3.0:52.0)[false-City Cargo Bike]:14 22 (14.0:56.0)[false-City Cargo Bike]:31 11 (31.0:3.0)[false-City Cargo Bike]:5 20 (5.0:97.0)[false-City Cargo Bike]:4 12 (4.0:81.0)[false-City Cargo Bike]:33 8 (33.0:53.0)[false-City Cargo Bike]:20 2 (20.0:6.0)[false-City Cargo Bike]:21 24 (21.0:64.0)[false-City Cargo Bike]:6 6 (6.0:71.0)[true-City Cargo Bike]:17 23 (17.0:96.0)[false-City Cargo Bike]:7 17 (7.0:6.0)[false-City Cargo Bike]:2 19 (2.0:11.0)[false-City Cargo Bike]:45 12 (45.0:6.0)[true-Van]:19 21 (19.0:32.0)[false-City Cargo Bike]:24 6 (24.0:40.0)[false-City Cargo Bike]:16 17 (16.0:66.0)[false-City Cargo Bike]:23 20 (23.0:75.0)[false-City Cargo Bike]:22 10 (22.0:87.0)[false-City Cargo Bike]:8 8 (8.0:48.0)[false-City Cargo Bike]:9 14 (9.0:91.0)[true-Walker]:10 2 (10.0:49.0)[false-City Cargo Bike]:12 5 (12.0:11.0)[false-City Cargo Bike]:13 7 (13.0:74.0)[false-Van]:11 8 (11.0:85.0)[false-City Cargo Bike]:37 17 (37.0:96.0)[false-City Cargo Bike]:34 11 (34.0:98.0)[false-City Cargo Bike]:40 8 (40.0:95.0)[false-City Cargo Bike]:43 3 (43.0:90.0)[false-City Cargo Bike]:42 5 (42.0:96.0)[false-City Cargo Bike]:26 10 (26.0:60.0)[false-Van]:39 17 (39.0:32.0)[false-City Cargo Bike]:27 6 (27.0:27.0)[false-Van]:32 16 (32.0:1.0)[true-Van]:35 11 (35.0:6.0)[false-City Cargo Bike]:38 22 (38.0:2.0)[false-Van]:15 14 (15.0:13.0)[false-City Cargo Bike]:44 18 (44.0:33.0)[false-City Cargo Bike]:18 15 (18.0:36.0)[false-City Cargo Bike]:36 22 (36.0:7.0)[false-City Cargo Bike]:25 21 (25.0:1.0)[false-City Cargo Bike]:29 21 (29.0:46.0)[false-City Cargo Bike]:30 24 (30.0:28.0)[false-City Cargo Bike]:41 23 (41.0:9.0)[false-City Cargo Bike]:28 13 (28.0:15.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:3::R:City Cargo Bike:14::R:City Cargo Bike:31::R:City Cargo Bike:5::R:City Cargo Bike:4::R:City Cargo Bike:33:20::R:City Cargo Bike:21::R:City Cargo Bike:6::R:City Cargo Bike:17::R:City Cargo Bike:7::R:City Cargo Bike:2::R:Van:45:19:24:16:23:22:8::R:Walker:9::R:City Cargo Bike:10:12::R:Van:13:11:37:34:40:43:42:26:39:27::R:Van:32:35:38:15:44:18::R:City Cargo Bike:36::R:City Cargo Bike:25::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:41::R:City Cargo Bike:28:,87455.15793652534,22.0,34648.993372180936,266307.6986407211,1310.0,264997.6986407211,6699.312520356687,2133.6363830569044,6052.447696380025,787.4771220950213,14.0,5.0,0.0,82.0,52.0,2.0,0.0,45.0,8.0,8.0,0.0,84.0,48.0,2.0,0.0,50.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
