Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,29609.137213209226,0,0,0,0,2 12 (2.0:7.0)[false-Van]:8 20 (8.0:43.0)[false-Walker]:24 18 (24.0:81.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-Van]:14 10 (14.0:95.0)[true-City Cargo Bike]:9 7 (9.0:35.0)[true-Van]:16 23 (16.0:23.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[true-Van]:28 10 (28.0:17.0)[false-City Cargo Bike]:25 19 (25.0:7.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[false-City Cargo Bike]:17 13 (17.0:9.0)[true-City Cargo Bike]:26 20 (26.0:21.0)[true-Van]:42 6 (42.0:33.0)[false-City Cargo Bike]:38 23 (38.0:67.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[false-Walker]:44 20 (44.0:91.0)[false-Walker]:31 15 (31.0:83.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[true-Van]:19 9 (19.0:3.0)[false-City Cargo Bike]:41 13 (41.0:3.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[true-City Cargo Bike]:6 2 (6.0:59.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[true-Walker]:29 4 (29.0:61.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[true-Van]:34 3 (34.0:27.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-Walker]:30 20 (30.0:27.0)[false-City Cargo Bike]:35 7 (35.0:9.0)[false-Van]:36 18 (36.0:11.0)[false-Van]:43 22 (43.0:17.0)[false-Van]:4 1 (4.0:51.0)[false-City Cargo Bike]:,SOL:R:Van:2:8:24:3::R:City Cargo Bike:14::R:Van:9:16:45:5::R:Van:11:28:25:13:22:37:10::R:City Cargo Bike:17::R:Van:26:42:38:46:44:31:15::R:City Cargo Bike:7::R:Van:12:19:41:32:40:23:18::R:City Cargo Bike:21:6::R:City Cargo Bike:27::R:Walker:39:29::R:Van:33:34:20:30:35:36:43:4:,29609.137213209226,12.0,43859.17153669154,174272.12042181645,1020.0,173252.12042181645,6457.712463364591,1620.4429844343479,3872.7137871514765,974.648256370923,50.0,8.0,0.0,42.0,82.0,4.0,0.0,13.0,30.0,12.0,0.0,59.0,88.0,1.0,0.0,11.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,29609.137213209226,0,0,1,0,2 12 (2.0:7.0)[true-Van]:8 20 (8.0:43.0)[false-Walker]:24 18 (24.0:81.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-Van]:14 10 (14.0:95.0)[true-City Cargo Bike]:9 7 (9.0:35.0)[true-Van]:16 23 (16.0:23.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[true-Van]:28 10 (28.0:17.0)[false-City Cargo Bike]:25 19 (25.0:7.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[false-City Cargo Bike]:17 13 (17.0:9.0)[true-City Cargo Bike]:26 20 (26.0:21.0)[true-Van]:42 6 (42.0:33.0)[false-City Cargo Bike]:38 23 (38.0:67.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[false-Walker]:44 20 (44.0:91.0)[false-Walker]:31 15 (31.0:83.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[true-Van]:19 9 (19.0:3.0)[false-City Cargo Bike]:41 13 (41.0:3.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[true-City Cargo Bike]:6 2 (6.0:59.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[true-Walker]:29 4 (29.0:61.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[true-Van]:34 3 (34.0:27.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-Walker]:30 20 (30.0:27.0)[false-City Cargo Bike]:35 7 (35.0:9.0)[false-Van]:36 18 (36.0:11.0)[false-Van]:43 22 (43.0:17.0)[false-Van]:4 1 (4.0:51.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:8:24:3::R:City Cargo Bike:14::R:Van:9:16:45:5::R:Van:11:28:25:13:22:37:10::R:City Cargo Bike:17::R:Van:26:42:38:46:44:31:15::R:City Cargo Bike:7::R:Van:12:19:41:32:40:23:18::R:City Cargo Bike:21:6::R:City Cargo Bike:27::R:Walker:39:29::R:Van:33:34:20:30:35:36:43:4:,29609.137213209226,13.0,43859.17153669154,174392.12042181645,1140.0,173252.12042181645,6457.712463364591,NaN,3875.3804538181435,974.648256370923,54.0,8.0,0.0,38.0,82.0,4.0,0.0,13.0,30.0,12.0,0.0,59.0,88.0,1.0,0.0,11.0
0:0:1:1,81133.60482783303,0,0,1,1,2 12 (2.0:7.0)[false-Van]:25 19 (25.0:7.0)[false-City Cargo Bike]:30 20 (30.0:27.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-Van]:9 7 (9.0:35.0)[true-City Cargo Bike]:11 15 (11.0:37.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-Walker]:3 26 (3.0:77.0)[true-Van]:7 13 (7.0:93.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:14 10 (14.0:95.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[false-Van]:28 10 (28.0:17.0)[false-City Cargo Bike]:16 23 (16.0:23.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[true-City Cargo Bike]:42 6 (42.0:33.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[true-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:24 18 (24.0:81.0)[true-City Cargo Bike]:46 2 (46.0:97.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[false-Van]:6 2 (6.0:59.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[true-City Cargo Bike]:4 1 (4.0:51.0)[false-Van]:38 23 (38.0:67.0)[false-City Cargo Bike]:17 13 (17.0:9.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-Van]:40 17 (40.0:47.0)[false-City Cargo Bike]:34 3 (34.0:27.0)[false-City Cargo Bike]:35 7 (35.0:9.0)[false-Van]:41 13 (41.0:3.0)[false-Van]:31 15 (31.0:83.0)[false-City Cargo Bike]:44 20 (44.0:91.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:,SOL:R:Van:2:25:30:26:20:22::R:City Cargo Bike:9::R:City Cargo Bike:11::R:Walker:8::R:Van:3:7:13:15:14:10::R:Van:12:28:16:32:45:5::R:City Cargo Bike:33::R:City Cargo Bike:42:29::R:City Cargo Bike:43::R:City Cargo Bike:19::R:City Cargo Bike:18::R:City Cargo Bike:24::R:City Cargo Bike:46:39:6::R:City Cargo Bike:23::R:City Cargo Bike:36::R:City Cargo Bike:21:4::R:City Cargo Bike:38::R:City Cargo Bike:17::R:Van:37:40:34:35:41:31:44::R:City Cargo Bike:27:,81133.60482783303,20.0,51789.990082203156,298201.1838693943,1280.0,296921.1838693943,6321.4572844018885,2168.0348024643563,6626.692974875429,1150.8886684934034,20.0,5.0,0.0,75.0,56.0,2.0,0.0,42.0,13.0,4.0,0.0,83.0,60.0,3.0,0.0,37.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
