Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,22976.94036100275,0,0,0,0,3 3 (3.0:39.0)[false-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:5 15 (5.0:97.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[true-Van]:29 15 (29.0:19.0)[false-City Cargo Bike]:32 4 (32.0:19.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-Van]:31 19 (31.0:87.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:12 7 (12.0:51.0)[false-Van]:14 14 (14.0:43.0)[false-Van]:11 5 (11.0:47.0)[false-Van]:30 12 (30.0:65.0)[false-Van]:9 25 (9.0:57.0)[false-Van]:21 13 (21.0:71.0)[true-Van]:34 1 (34.0:55.0)[false-Van]:16 5 (16.0:55.0)[false-Van]:19 9 (19.0:49.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-City Cargo Bike]:,SOL:R:Van:3:10:4:17:2::R:City Cargo Bike:5::R:City Cargo Bike:6::R:Van:26:29:32:13:33:18:22::R:Van:31:28:8:12:14:11:30:9::R:Van:21:34:16:19:23:20:24:15::R:City Cargo Bike:7::R:City Cargo Bike:27::R:City Cargo Bike:25:,22976.94036100275,9.0,48367.5042097846,172439.39166744548,730.0,171709.39166744548,5222.939351119254,1075.8511829992972,5225.436111134712,1465.6819457510485,44.0,0.0,0.0,56.0,85.0,0.0,0.0,15.0,42.0,0.0,0.0,58.0,80.0,0.0,0.0,20.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,22976.94036100275,0,0,1,0,3 3 (3.0:39.0)[true-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:5 15 (5.0:97.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[true-Van]:29 15 (29.0:19.0)[false-City Cargo Bike]:32 4 (32.0:19.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-Van]:31 19 (31.0:87.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:12 7 (12.0:51.0)[false-Van]:14 14 (14.0:43.0)[false-Van]:11 5 (11.0:47.0)[false-Van]:30 12 (30.0:65.0)[false-Van]:9 25 (9.0:57.0)[false-Van]:21 13 (21.0:71.0)[true-Van]:34 1 (34.0:55.0)[false-Van]:16 5 (16.0:55.0)[false-Van]:19 9 (19.0:49.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:10:4:17:2::R:City Cargo Bike:5::R:City Cargo Bike:6::R:Van:26:29:32:13:33:18:22::R:Van:31:28:8:12:14:11:30:9::R:Van:21:34:16:19:23:20:24:15::R:City Cargo Bike:7::R:City Cargo Bike:27::R:City Cargo Bike:25:,22976.94036100275,10.0,48367.5042097846,172559.39166744548,850.0,171709.39166744548,5222.939351119254,NaN,5229.072474771076,1465.6819457510485,50.0,0.0,0.0,50.0,85.0,0.0,0.0,15.0,42.0,0.0,0.0,58.0,80.0,0.0,0.0,20.0
0:0:1:1,74861.02897822401,0,0,1,1,2 23 (2.0:67.0)[false-Van]:3 3 (3.0:39.0)[true-Walker]:10 13 (10.0:21.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[true-Van]:29 15 (29.0:19.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[true-City Cargo Bike]:31 19 (31.0:87.0)[false-Van]:34 1 (34.0:55.0)[false-Van]:32 4 (32.0:19.0)[false-City Cargo Bike]:28 3 (28.0:71.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:9 25 (9.0:57.0)[false-Van]:12 7 (12.0:51.0)[false-Van]:22 16 (22.0:31.0)[false-Van]:14 14 (14.0:43.0)[false-Van]:11 5 (11.0:47.0)[false-Van]:21 13 (21.0:71.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-Van]:19 9 (19.0:49.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-Van]:7 24 (7.0:55.0)[false-Van]:20 16 (20.0:29.0)[false-Van]:24 24 (24.0:67.0)[false-Van]:6 15 (6.0:91.0)[false-Van]:25 20 (25.0:87.0)[false-Van]:27 20 (27.0:89.0)[false-Van]:,SOL:R:Van:2:31:34:28:8:9:12:14::R:Walker:3::R:City Cargo Bike:10::R:City Cargo Bike:4::R:City Cargo Bike:17::R:Van:26:22:11:16:15:7::R:City Cargo Bike:29::R:City Cargo Bike:13:32::R:City Cargo Bike:33::R:City Cargo Bike:5::R:City Cargo Bike:21::R:City Cargo Bike:19::R:City Cargo Bike:23::R:City Cargo Bike:18::R:City Cargo Bike:30::R:Van:20:24:6:25:27:,74861.02897822401,16.0,45333.46450023946,268599.0656570706,1010.0,267589.0656570706,4956.575419133186,2252.033334374162,8139.365625971836,1373.7413484921049,19.0,6.0,0.0,75.0,58.0,3.0,0.0,39.0,12.0,5.0,0.0,83.0,61.0,1.0,0.0,38.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
