Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,10602.119880627355,0,0,0,0,2 12 (2.0:3.0)[true-Van]:13 1 (13.0:11.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-Van]:36 13 (36.0:21.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[true-Van]:4 8 (4.0:1.0)[false-Van]:5 12 (5.0:11.0)[false-Van]:10 23 (10.0:55.0)[false-Van]:34 2 (34.0:33.0)[true-Van]:30 19 (30.0:35.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[false-Van]:7 12 (7.0:37.0)[false-Van]:17 9 (17.0:15.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-Van]:35 24 (35.0:37.0)[false-Van]:31 25 (31.0:33.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:25 8 (25.0:71.0)[false-City Cargo Bike]:38 14 (38.0:61.0)[true-Van]:27 13 (27.0:17.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-Van]:14 5 (14.0:75.0)[true-Van]:20 5 (20.0:45.0)[false-Van]:26 12 (26.0:27.0)[false-City Cargo Bike]:22 9 (22.0:45.0)[false-Van]:37 14 (37.0:67.0)[false-Van]:33 3 (33.0:89.0)[false-Van]:23 20 (23.0:95.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-Van]:,SOL:R:Van::R:Van:2:13:24:36:32:15::R:Van:8:4:5:10::R:Van:34:30:19:9:7:17:3::R:Van:35:31:29:16:21:25::R:Van:38:27:11:12:6::R:Van:14:20:26:22:37:33:23:28:18:,10602.119880627355,7.0,53010.59940313677,159871.7982094103,840.0,159031.7982094103,6176.537970070931,NaN,4320.859411065144,1432.7189027874804,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,15299.82929364966,0,0,1,0,2 12 (2.0:3.0)[true-Van]:13 1 (13.0:11.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-Van]:36 13 (36.0:21.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[true-Van]:4 8 (4.0:1.0)[false-Van]:5 12 (5.0:11.0)[false-Van]:10 23 (10.0:55.0)[false-Van]:34 2 (34.0:33.0)[true-Van]:30 19 (30.0:35.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[false-Van]:7 12 (7.0:37.0)[false-Van]:17 9 (17.0:15.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-Van]:35 24 (35.0:37.0)[false-Van]:31 25 (31.0:33.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:25 8 (25.0:71.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:38 14 (38.0:61.0)[true-Van]:27 13 (27.0:17.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-Van]:14 5 (14.0:75.0)[true-Walker]:20 5 (20.0:45.0)[true-Van]:22 9 (22.0:45.0)[false-Van]:37 14 (37.0:67.0)[false-Van]:33 3 (33.0:89.0)[false-Van]:23 20 (23.0:95.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-Van]:,SOL:R:Van::R:Van:2:13:24:36:32:15::R:Van:8:4:5:10::R:Van:34:30:19:9:7:17:3::R:Van:35:31:26:29:16:25::R:City Cargo Bike:21::R:Van:38:27:11:12:6::R:Walker:14::R:Van:20:22:37:33:23:28:18:,15299.82929364966,9.0,53010.59940313677,169367.2170354549,940.0,168427.2170354549,6135.019342861889,NaN,4577.492352309592,1432.7189027874804,78.0,11.0,0.0,11.0,95.0,3.0,0.0,3.0,69.0,10.0,0.0,20.0,94.0,1.0,0.0,5.0
0:0:1:1,67693.29093365661,0,0,1,1,2 12 (2.0:3.0)[false-Van]:4 8 (4.0:1.0)[false-Van]:5 12 (5.0:11.0)[false-Van]:6 18 (6.0:87.0)[false-Van]:7 12 (7.0:37.0)[true-Walker]:8 11 (8.0:87.0)[false-Van]:9 19 (9.0:35.0)[false-Van]:18 13 (18.0:63.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-Walker]:12 25 (12.0:93.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[true-Van]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:19 19 (19.0:47.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-City Cargo Bike]:20 5 (20.0:45.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:22 9 (22.0:45.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:30 19 (30.0:35.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[false-City Cargo Bike]:31 25 (31.0:33.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[true-Van]:33 3 (33.0:89.0)[false-City Cargo Bike]:34 2 (34.0:33.0)[false-Van]:35 24 (35.0:37.0)[false-Van]:13 1 (13.0:11.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-Van]:38 14 (38.0:61.0)[true-City Cargo Bike]:,SOL:R:Van:2:4:5:6::R:Walker:7::R:Van:8:9:18:10:11:3::R:City Cargo Bike:12::R:City Cargo Bike:17::R:Van:15:25:37:19:26:24:20::R:City Cargo Bike:14::R:City Cargo Bike:16::R:City Cargo Bike:21::R:City Cargo Bike:22::R:City Cargo Bike:23::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:27::R:City Cargo Bike:31::R:Van:32:33:34:35:13:36::R:City Cargo Bike:38:,67693.29093365661,18.0,60172.43048653976,293014.90113231656,1180.0,291834.90113231656,6002.32544774639,1868.564529342266,7919.321652224772,1626.2819050416151,22.0,6.0,0.0,72.0,62.0,3.0,0.0,35.0,18.0,5.0,0.0,77.0,57.0,2.0,0.0,40.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
