Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,12448.20587,0,0,0,0,33 22 (33.0:26.0)[false-Van]:30 22 (30.0:10.0)[false-Walker]:22 25 (22.0:11.0)[false-City Cargo Bike]:20 22 (20.0:45.0)[false-Walker]:32 2 (32.0:51.0)[false-City Cargo Bike]:7 5 (7.0:45.0)[false-Van]:3 17 (3.0:70.0)[true-Van]:4 6 (4.0:81.0)[false-Van]:5 15 (5.0:85.0)[false-Van]:6 7 (6.0:59.0)[false-Van]:14 25 (14.0:50.0)[false-Van]:2 26 (2.0:45.0)[false-Van]:12 21 (12.0:9.0)[true-Van]:28 11 (28.0:15.0)[false-City Cargo Bike]:31 25 (31.0:6.0)[false-Walker]:26 11 (26.0:15.0)[false-City Cargo Bike]:17 7 (17.0:1.0)[false-City Cargo Bike]:19 17 (19.0:45.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[true-Van]:23 16 (23.0:81.0)[false-Walker]:24 7 (24.0:85.0)[false-City Cargo Bike]:10 17 (10.0:75.0)[false-City Cargo Bike]:9 16 (9.0:80.0)[false-City Cargo Bike]:8 15 (8.0:50.0)[false-City Cargo Bike]:15 16 (15.0:35.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:13 66 (13.0:1.0)[false-City Cargo Bike]:25 21 (25.0:75.0)[false-Van]:27 21 (27.0:90.0)[false-Walker]:21 10 (21.0:66.0)[false-Van]:29 21 (29.0:31.0)[false-Van]:18 17 (18.0:25.0)[false-Van]:,SOL:R:Van:33:30:22:20:32:7::R:Van:3:4:5:6:14:2::R:Van:12:28:31:26:17:19::R:Van:16:23:24:10:9:8:15:11::R:City Cargo Bike:13::R:Van:25:27:21:29:18:,12448.20587,6,42878.03158,137029.2939,650,136379.2939,4946.381197,940.4219183,4282.165433,1339.938487,83,0,0,17,97,0,0,3,69,0,0,31,88,0,0,12,RndSwap:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,21844.23617,0,0,1,0,33 22 (33.0:26.0)[true-Van]:30 22 (30.0:10.0)[false-Walker]:20 22 (20.0:45.0)[false-Walker]:32 2 (32.0:51.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-City Cargo Bike]:22 25 (22.0:11.0)[true-Van]:31 25 (31.0:6.0)[false-Walker]:3 17 (3.0:70.0)[false-Van]:7 5 (7.0:45.0)[false-Van]:6 7 (6.0:59.0)[true-Van]:12 21 (12.0:9.0)[false-City Cargo Bike]:26 11 (26.0:15.0)[false-City Cargo Bike]:29 21 (29.0:31.0)[false-City Cargo Bike]:15 16 (15.0:35.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[true-Van]:23 16 (23.0:81.0)[false-Walker]:24 7 (24.0:85.0)[false-City Cargo Bike]:27 21 (27.0:90.0)[false-City Cargo Bike]:4 6 (4.0:81.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[false-Walker]:8 15 (8.0:50.0)[false-Van]:28 11 (28.0:15.0)[true-City Cargo Bike]:10 17 (10.0:75.0)[false-Van]:5 15 (5.0:85.0)[false-City Cargo Bike]:9 16 (9.0:80.0)[false-Van]:25 21 (25.0:75.0)[false-City Cargo Bike]:14 25 (14.0:50.0)[false-City Cargo Bike]:13 66 (13.0:1.0)[false-Walker]:19 17 (19.0:45.0)[false-City Cargo Bike]:17 7 (17.0:1.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:18 17 (18.0:25.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:33:30:20:32:2::R:Van:22:31:3:7::R:Van:6:12:26:29:15::R:Van:16:23:24:27:4:21:8::R:City Cargo Bike:28::R:Van:10:5:9:25:14::R:Walker:13::R:City Cargo Bike:19::R:City Cargo Bike:17:11::R:City Cargo Bike:18:,21844.23617,11,41970.52665,153781.8416,970,152811.8416,4903.057533,NaN,4805.682551,1311.578958,55,9,0,36,81,3,0,16,38,18,0,44,78,12,0,10,RndSwap:simple
0:0:1:1,65295.60583,0,0,1,1,33 22 (33.0:26.0)[false-Van]:30 22 (30.0:10.0)[false-Walker]:20 22 (20.0:45.0)[false-Walker]:32 2 (32.0:51.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-City Cargo Bike]:27 21 (27.0:90.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[true-Van]:14 25 (14.0:50.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[true-City Cargo Bike]:3 17 (3.0:70.0)[false-Walker]:4 6 (4.0:81.0)[false-City Cargo Bike]:5 15 (5.0:85.0)[false-City Cargo Bike]:8 15 (8.0:50.0)[false-City Cargo Bike]:9 16 (9.0:80.0)[true-Van]:10 17 (10.0:75.0)[false-City Cargo Bike]:22 25 (22.0:11.0)[false-Walker]:12 21 (12.0:9.0)[false-City Cargo Bike]:13 66 (13.0:1.0)[true-Van]:18 17 (18.0:25.0)[false-City Cargo Bike]:17 7 (17.0:1.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[false-City Cargo Bike]:24 7 (24.0:85.0)[false-City Cargo Bike]:25 21 (25.0:75.0)[false-City Cargo Bike]:31 25 (31.0:6.0)[true-Van]:19 17 (19.0:45.0)[false-City Cargo Bike]:15 16 (15.0:35.0)[false-City Cargo Bike]:29 21 (29.0:31.0)[false-Van]:7 5 (7.0:45.0)[false-Walker]:23 16 (23.0:81.0)[true-City Cargo Bike]:26 11 (26.0:15.0)[false-City Cargo Bike]:28 11 (28.0:15.0)[false-Walker]:,SOL:R:Van:33:30:20:32:2::R:City Cargo Bike:27::R:Van:6:14::R:City Cargo Bike:16::R:Walker:3::R:City Cargo Bike:4::R:City Cargo Bike:5::R:City Cargo Bike:8::R:Van:9:10:22:12::R:Van:13:18:17:11::R:City Cargo Bike:21::R:City Cargo Bike:24::R:City Cargo Bike:25::R:Van:31:19:15:29:7::R:City Cargo Bike:23::R:City Cargo Bike:26::R:Walker:28:,65295.60583,17,47028.93304,254066.4376,1200,252866.4376,4732.111271,2143.55665,7939.576174,1469.654158,29,12,0,59,63,6,0,31,14,12,0,74,70,5,0,25,DelRoute:LargeVan:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
