Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,42937.14169,0,0,0,0,51 18 (51.0:95.0)[false-City Cargo Bike]:37 4 (37.0:91.0)[false-City Cargo Bike]:36 2 (36.0:69.0)[false-City Cargo Bike]:16 4 (16.0:71.0)[false-City Cargo Bike]:8 10 (8.0:87.0)[false-City Cargo Bike]:46 4 (46.0:85.0)[true-Van]:54 36 (54.0:51.0)[false-City Cargo Bike]:53 9 (53.0:51.0)[false-City Cargo Bike]:38 13 (38.0:13.0)[false-City Cargo Bike]:32 6 (32.0:21.0)[false-City Cargo Bike]:13 12 (13.0:17.0)[false-City Cargo Bike]:4 15 (4.0:49.0)[false-City Cargo Bike]:3 9 (3.0:17.0)[true-Van]:9 17 (9.0:19.0)[false-City Cargo Bike]:30 16 (30.0:77.0)[false-City Cargo Bike]:40 9 (40.0:91.0)[false-City Cargo Bike]:50 10 (50.0:85.0)[false-City Cargo Bike]:29 18 (29.0:81.0)[false-City Cargo Bike]:18 20 (18.0:77.0)[false-City Cargo Bike]:24 5 (24.0:75.0)[false-City Cargo Bike]:14 3 (14.0:45.0)[false-City Cargo Bike]:15 23 (15.0:21.0)[true-Van]:23 23 (23.0:43.0)[false-City Cargo Bike]:2 24 (2.0:85.0)[false-City Cargo Bike]:27 9 (27.0:81.0)[false-City Cargo Bike]:7 19 (7.0:49.0)[false-City Cargo Bike]:20 19 (20.0:21.0)[true-Van]:25 12 (25.0:1.0)[false-City Cargo Bike]:33 2 (33.0:41.0)[false-City Cargo Bike]:47 6 (47.0:15.0)[false-City Cargo Bike]:43 14 (43.0:7.0)[false-Van]:41 19 (41.0:9.0)[false-City Cargo Bike]:42 3 (42.0:15.0)[false-City Cargo Bike]:17 23 (17.0:53.0)[false-City Cargo Bike]:26 15 (26.0:7.0)[false-City Cargo Bike]:31 7 (31.0:49.0)[false-City Cargo Bike]:6 2 (6.0:87.0)[false-City Cargo Bike]:28 13 (28.0:23.0)[false-City Cargo Bike]:34 8 (34.0:71.0)[false-City Cargo Bike]:21 2 (21.0:77.0)[false-City Cargo Bike]:35 2 (35.0:31.0)[true-Van]:12 8 (12.0:49.0)[false-City Cargo Bike]:22 23 (22.0:85.0)[false-City Cargo Bike]:39 18 (39.0:65.0)[false-City Cargo Bike]:10 20 (10.0:69.0)[false-City Cargo Bike]:5 17 (5.0:69.0)[false-Van]:11 16 (11.0:69.0)[true-Van]:44 19 (44.0:61.0)[false-City Cargo Bike]:45 21 (45.0:59.0)[false-City Cargo Bike]:48 22 (48.0:1.0)[false-City Cargo Bike]:49 13 (49.0:1.0)[false-City Cargo Bike]:52 5 (52.0:5.0)[false-City Cargo Bike]:19 2 (19.0:89.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:51::R:City Cargo Bike:37:36:16::R:City Cargo Bike:8::R:Van:46:54:53:38:32:13:4::R:Van:3:9:30:40:50:29:18::R:City Cargo Bike:24:14::R:Van:15:23:2:27:7::R:Van:20:25:33:47:43:41:42:17::R:City Cargo Bike:26::R:City Cargo Bike:31:6::R:City Cargo Bike:28::R:City Cargo Bike:34:21::R:Van:35:12:22:39:10:5::R:Van:11:44:45:48:49:52:19:,42937.14169,15,60327.39907,243895.521,1170,242725.521,6575.386312,NaN,4601.802282,1138.252813,40,0,0,60,75,0,0,25,28,0,0,72,86,0,0,14,RndSwap:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,44273.14093,0,0,1,0,51 18 (51.0:95.0)[false-City Cargo Bike]:37 4 (37.0:91.0)[false-City Cargo Bike]:36 2 (36.0:69.0)[false-City Cargo Bike]:16 4 (16.0:71.0)[false-City Cargo Bike]:8 10 (8.0:87.0)[false-City Cargo Bike]:10 20 (10.0:69.0)[false-City Cargo Bike]:28 13 (28.0:23.0)[false-City Cargo Bike]:46 4 (46.0:85.0)[true-Van]:54 36 (54.0:51.0)[false-City Cargo Bike]:53 9 (53.0:51.0)[false-City Cargo Bike]:38 13 (38.0:13.0)[false-City Cargo Bike]:32 6 (32.0:21.0)[false-City Cargo Bike]:13 12 (13.0:17.0)[false-City Cargo Bike]:4 15 (4.0:49.0)[false-City Cargo Bike]:3 9 (3.0:17.0)[true-Van]:9 17 (9.0:19.0)[false-City Cargo Bike]:30 16 (30.0:77.0)[false-City Cargo Bike]:40 9 (40.0:91.0)[false-City Cargo Bike]:50 10 (50.0:85.0)[false-City Cargo Bike]:29 18 (29.0:81.0)[false-City Cargo Bike]:18 20 (18.0:77.0)[false-City Cargo Bike]:24 5 (24.0:75.0)[false-City Cargo Bike]:14 3 (14.0:45.0)[false-City Cargo Bike]:15 23 (15.0:21.0)[true-Van]:23 23 (23.0:43.0)[false-City Cargo Bike]:2 24 (2.0:85.0)[false-City Cargo Bike]:27 9 (27.0:81.0)[false-City Cargo Bike]:7 19 (7.0:49.0)[false-City Cargo Bike]:20 19 (20.0:21.0)[true-Van]:25 12 (25.0:1.0)[false-City Cargo Bike]:33 2 (33.0:41.0)[false-City Cargo Bike]:47 6 (47.0:15.0)[false-City Cargo Bike]:43 14 (43.0:7.0)[false-Van]:41 19 (41.0:9.0)[false-City Cargo Bike]:42 3 (42.0:15.0)[false-City Cargo Bike]:17 23 (17.0:53.0)[false-City Cargo Bike]:26 15 (26.0:7.0)[false-City Cargo Bike]:31 7 (31.0:49.0)[false-City Cargo Bike]:6 2 (6.0:87.0)[false-City Cargo Bike]:34 8 (34.0:71.0)[false-City Cargo Bike]:21 2 (21.0:77.0)[false-City Cargo Bike]:35 2 (35.0:31.0)[true-Van]:12 8 (12.0:49.0)[false-City Cargo Bike]:22 23 (22.0:85.0)[false-City Cargo Bike]:39 18 (39.0:65.0)[false-City Cargo Bike]:5 17 (5.0:69.0)[false-Van]:11 16 (11.0:69.0)[true-Van]:44 19 (44.0:61.0)[false-City Cargo Bike]:45 21 (45.0:59.0)[false-City Cargo Bike]:48 22 (48.0:1.0)[false-City Cargo Bike]:49 13 (49.0:1.0)[false-City Cargo Bike]:52 5 (52.0:5.0)[false-City Cargo Bike]:19 2 (19.0:89.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:51::R:City Cargo Bike:37:36:16::R:City Cargo Bike:8::R:City Cargo Bike:10::R:City Cargo Bike:28::R:Van:46:54:53:38:32:13:4::R:Van:3:9:30:40:50:29:18::R:City Cargo Bike:24:14::R:Van:15:23:2:27:7::R:Van:20:25:33:47:43:41:42:17::R:City Cargo Bike:26::R:City Cargo Bike:31:6::R:City Cargo Bike:34:21::R:Van:35:12:22:39:5::R:Van:11:44:45:48:49:52:19:,44273.14093,16,60327.39907,246617.5194,1220,245397.5194,6575.386312,NaN,4653.160744,1138.252813,38,0,0,63,74,0,0,26,27,0,0,73,83,0,0,17,RndSwap:simple
0:0:1:1,93214.14386,0,0,1,1,12 8 (12.0:49.0)[false-City Cargo Bike]:15 23 (15.0:21.0)[false-City Cargo Bike]:4 15 (4.0:49.0)[false-City Cargo Bike]:8 10 (8.0:87.0)[false-City Cargo Bike]:26 15 (26.0:7.0)[false-City Cargo Bike]:7 19 (7.0:49.0)[false-City Cargo Bike]:6 2 (6.0:87.0)[false-City Cargo Bike]:45 21 (45.0:59.0)[true-City Cargo Bike]:18 20 (18.0:77.0)[false-City Cargo Bike]:35 2 (35.0:31.0)[false-City Cargo Bike]:24 5 (24.0:75.0)[false-City Cargo Bike]:5 17 (5.0:69.0)[false-City Cargo Bike]:14 3 (14.0:45.0)[false-City Cargo Bike]:13 12 (13.0:17.0)[true-City Cargo Bike]:2 24 (2.0:85.0)[false-Walker]:46 4 (46.0:85.0)[false-City Cargo Bike]:19 2 (19.0:89.0)[false-Van]:37 4 (37.0:91.0)[false-City Cargo Bike]:3 9 (3.0:17.0)[false-City Cargo Bike]:36 2 (36.0:69.0)[true-City Cargo Bike]:31 7 (31.0:49.0)[true-Van]:28 13 (28.0:23.0)[false-City Cargo Bike]:20 19 (20.0:21.0)[false-City Cargo Bike]:41 19 (41.0:9.0)[false-City Cargo Bike]:9 17 (9.0:19.0)[false-City Cargo Bike]:17 23 (17.0:53.0)[false-City Cargo Bike]:21 2 (21.0:77.0)[false-City Cargo Bike]:51 18 (51.0:95.0)[false-City Cargo Bike]:16 4 (16.0:71.0)[false-City Cargo Bike]:22 23 (22.0:85.0)[false-City Cargo Bike]:44 19 (44.0:61.0)[true-City Cargo Bike]:25 12 (25.0:1.0)[false-City Cargo Bike]:43 14 (43.0:7.0)[false-Van]:47 6 (47.0:15.0)[false-City Cargo Bike]:32 6 (32.0:21.0)[false-City Cargo Bike]:48 22 (48.0:1.0)[false-City Cargo Bike]:49 13 (49.0:1.0)[false-City Cargo Bike]:23 23 (23.0:43.0)[false-City Cargo Bike]:52 5 (52.0:5.0)[true-Van]:38 13 (38.0:13.0)[false-City Cargo Bike]:42 3 (42.0:15.0)[false-Van]:54 36 (54.0:51.0)[false-City Cargo Bike]:11 16 (11.0:69.0)[false-City Cargo Bike]:10 20 (10.0:69.0)[false-City Cargo Bike]:27 9 (27.0:81.0)[true-Van]:29 18 (29.0:81.0)[false-Van]:30 16 (30.0:77.0)[false-Van]:33 2 (33.0:41.0)[false-Van]:34 8 (34.0:71.0)[false-Van]:39 18 (39.0:65.0)[false-Van]:53 9 (53.0:51.0)[false-Van]:50 10 (50.0:85.0)[false-City Cargo Bike]:40 9 (40.0:91.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:12::R:City Cargo Bike:15::R:City Cargo Bike:4::R:City Cargo Bike:8::R:City Cargo Bike:26::R:City Cargo Bike:7::R:City Cargo Bike:6::R:City Cargo Bike:45::R:City Cargo Bike:18::R:City Cargo Bike:35:24::R:City Cargo Bike:5::R:City Cargo Bike:14::R:City Cargo Bike:13::R:Walker:2::R:City Cargo Bike:46:19:37::R:City Cargo Bike:3::R:City Cargo Bike:36::R:Van:31:28:20:41:9:17:21::R:City Cargo Bike:51::R:City Cargo Bike:16::R:City Cargo Bike:22::R:City Cargo Bike:44::R:City Cargo Bike:25::R:Van:43:47:32:48:49:23::R:Van:52:38:42:54:11:10::R:Van:27:29:30:33:34:39:53:50:40:,93214.14386,26,62879.60921,351495.2717,1580,349915.2717,6549.832123,1738.849349,6631.986258,1186.407721,15,4,0,81,53,2,0,45,13,3,0,84,56,4,0,40,CrossOver:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
