Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,70840.65247,0,0,0,0,2 3 (2.0:94.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[true-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-Van]:23 10 (23.0:50.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-Walker]:17 6 (17.0:57.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[true-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[true-Van]:53 7 (53.0:96.0)[false-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:36 25 (36.0:88.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[true-Van]:54 11 (54.0:46.0)[false-Walker]:49 12 (49.0:75.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:,SOL:R:Van:2:28:26:12:3:4:5::R:City Cargo Bike:29::R:City Cargo Bike:35::R:Van:22:23:44:55:43:34:17::R:Van:41:24:10:14:19:13::R:City Cargo Bike:16::R:City Cargo Bike:7::R:City Cargo Bike:38::R:City Cargo Bike:25::R:Van:15:21:27:8:42:6::R:City Cargo Bike:50::R:City Cargo Bike:46::R:City Cargo Bike:37:18::R:City Cargo Bike:32::R:City Cargo Bike:52::R:City Cargo Bike:47::R:Van:30:53:48:51:40:36:20:9::R:Van:39:54:49:45:33:31:11:,70840.65247,18,43944.37637,257256.6835,1320,255936.6835,6304.843125,2024.990445,4764.012657,813.7847475,33,0,0,67,76,0,0,24,12,0,0,88,67,0,0,33,CrossOver:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,70840.65247,0,0,1,0,29 22 (29.0:60.0)[true-City Cargo Bike]:2 3 (2.0:94.0)[false-Van]:28 15 (28.0:60.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:3 12 (3.0:10.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-Van]:23 10 (23.0:50.0)[false-City Cargo Bike]:44 10 (44.0:84.0)[false-City Cargo Bike]:55 12 (55.0:74.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-Walker]:17 6 (17.0:57.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[true-Van]:24 19 (24.0:84.0)[false-City Cargo Bike]:10 20 (10.0:90.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:19 21 (19.0:66.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[true-Van]:21 17 (21.0:5.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:50 24 (50.0:97.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:32 15 (32.0:9.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[true-Van]:53 7 (53.0:96.0)[false-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:40 13 (40.0:81.0)[false-Walker]:36 25 (36.0:88.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[true-Van]:54 11 (54.0:46.0)[false-Walker]:49 12 (49.0:75.0)[false-City Cargo Bike]:45 10 (45.0:95.0)[false-City Cargo Bike]:33 22 (33.0:47.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:29::R:Van:2:28:26:12:3:4:5::R:City Cargo Bike:35::R:Van:22:23:44:55:43:34:17::R:Van:41:24:10:14:19:13::R:City Cargo Bike:16::R:City Cargo Bike:7::R:City Cargo Bike:38::R:City Cargo Bike:25::R:Van:15:21:27:8:42:6::R:City Cargo Bike:50::R:City Cargo Bike:46::R:City Cargo Bike:37:18::R:City Cargo Bike:32::R:City Cargo Bike:52::R:City Cargo Bike:47::R:Van:30:53:48:51:40:36:20:9::R:Van:39:54:49:45:33:31:11:,70840.65247,19,43944.37637,257306.6835,1370,255936.6835,6304.843125,NaN,4764.938583,813.7847475,32,0,0,68,76,0,0,24,12,0,0,88,67,0,0,33,RndSwap:simple
0:0:1:1,89120.74509,0,0,1,1,3 12 (3.0:10.0)[false-City Cargo Bike]:2 3 (2.0:94.0)[false-City Cargo Bike]:17 6 (17.0:57.0)[false-City Cargo Bike]:39 18 (39.0:57.0)[true-Van]:32 15 (32.0:9.0)[false-City Cargo Bike]:31 11 (31.0:30.0)[false-City Cargo Bike]:34 12 (34.0:19.0)[false-City Cargo Bike]:16 36 (16.0:21.0)[false-City Cargo Bike]:5 4 (5.0:25.0)[false-City Cargo Bike]:9 10 (9.0:42.0)[true-Van]:40 13 (40.0:81.0)[false-City Cargo Bike]:36 25 (36.0:88.0)[false-City Cargo Bike]:52 18 (52.0:1.0)[false-City Cargo Bike]:27 19 (27.0:11.0)[false-City Cargo Bike]:12 14 (12.0:21.0)[false-City Cargo Bike]:29 22 (29.0:60.0)[true-Van]:10 20 (10.0:90.0)[false-City Cargo Bike]:20 11 (20.0:58.0)[false-Van]:19 21 (19.0:66.0)[false-City Cargo Bike]:23 10 (23.0:50.0)[false-City Cargo Bike]:6 11 (6.0:41.0)[false-City Cargo Bike]:35 24 (35.0:15.0)[false-City Cargo Bike]:42 20 (42.0:51.0)[false-City Cargo Bike]:7 20 (7.0:81.0)[false-City Cargo Bike]:14 17 (14.0:65.0)[false-City Cargo Bike]:8 21 (8.0:14.0)[false-City Cargo Bike]:15 11 (15.0:13.0)[false-City Cargo Bike]:51 5 (51.0:74.0)[false-City Cargo Bike]:37 2 (37.0:33.0)[false-City Cargo Bike]:22 22 (22.0:41.0)[false-Van]:33 22 (33.0:47.0)[false-City Cargo Bike]:18 7 (18.0:14.0)[false-City Cargo Bike]:43 14 (43.0:9.0)[false-City Cargo Bike]:21 17 (21.0:5.0)[false-City Cargo Bike]:13 16 (13.0:41.0)[false-City Cargo Bike]:25 21 (25.0:97.0)[false-City Cargo Bike]:24 19 (24.0:84.0)[false-City Cargo Bike]:38 15 (38.0:21.0)[false-City Cargo Bike]:30 7 (30.0:58.0)[false-City Cargo Bike]:47 10 (47.0:10.0)[false-City Cargo Bike]:26 23 (26.0:47.0)[false-City Cargo Bike]:4 25 (4.0:16.0)[false-City Cargo Bike]:11 13 (11.0:41.0)[false-City Cargo Bike]:54 11 (54.0:46.0)[false-City Cargo Bike]:41 3 (41.0:49.0)[true-Van]:44 10 (44.0:84.0)[false-Van]:45 10 (45.0:95.0)[false-City Cargo Bike]:53 7 (53.0:96.0)[false-Van]:49 12 (49.0:75.0)[false-Van]:50 24 (50.0:97.0)[false-Van]:55 12 (55.0:74.0)[false-Van]:48 7 (48.0:69.0)[false-City Cargo Bike]:28 15 (28.0:60.0)[false-City Cargo Bike]:46 66 (46.0:89.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:3::R:City Cargo Bike:2:17::R:Van:39:32:31:34:16:5::R:Van:9:40:36:52:27:12::R:Van:29:10:20:19:23:6::R:City Cargo Bike:35::R:City Cargo Bike:42::R:City Cargo Bike:7::R:City Cargo Bike:14::R:City Cargo Bike:8::R:City Cargo Bike:15::R:City Cargo Bike:51:37::R:Van:22:33:18:43:21:13::R:City Cargo Bike:25::R:City Cargo Bike:24::R:City Cargo Bike:38::R:City Cargo Bike:30::R:City Cargo Bike:47::R:City Cargo Bike:26::R:City Cargo Bike:4::R:City Cargo Bike:11::R:City Cargo Bike:54::R:Van:41:44:45:53:49:50:55:48:28::R:City Cargo Bike:46:,89120.74509,25,47650.2075,303732.0297,1600,302132.0297,6220.854939,NaN,5624.667217,882.4112501,20,0,0,80,61,0,0,39,11,0,0,89,58,0,0,42,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
