Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,-1,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,84303.29939,0,0,1,0,3 17 (3.0:15.0)[true-Van]:31 19 (31.0:19.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-City Cargo Bike]:2 23 (2.0:93.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[true-Van]:43 11 (43.0:31.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-Van]:55 22 (55.0:5.0)[false-City Cargo Bike]:27 18 (27.0:49.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-Van]:52 13 (52.0:65.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-Van]:8 24 (8.0:47.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[true-Van]:25 19 (25.0:33.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[false-Van]:20 18 (20.0:45.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-City Cargo Bike]:17 16 (17.0:85.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[false-City Cargo Bike]:23 19 (23.0:63.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:44 19 (44.0:47.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-Van]:41 5 (41.0:35.0)[false-City Cargo Bike]:50 20 (50.0:21.0)[false-Van]:54 23 (54.0:23.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-Walker]:,SOL:R:Van::R:Van:3:31:4:9:7:11:13::R:City Cargo Bike:24::R:City Cargo Bike:2::R:City Cargo Bike:58::R:City Cargo Bike:59::R:City Cargo Bike:32::R:Van:21:43:38:60:47:55:27::R:City Cargo Bike:12::R:City Cargo Bike:15::R:Van:46:52:37:33:30:8::R:Van:16:25:26:49:35:40:29:14::R:Van:22:20:34:28:36:17:18:23:10::R:City Cargo Bike:48::R:City Cargo Bike:6::R:City Cargo Bike:53::R:City Cargo Bike:19::R:City Cargo Bike:39::R:City Cargo Bike:45::R:City Cargo Bike:44::R:City Cargo Bike:61::R:Van:42:41:50:54:56:51:57:5:,84303.29939,22,51378.77003,303781.4009,1590,302191.4009,6332.157561,NaN,5063.023348,856.3128339,32,0,0,68,75,0,0,25,12,0,0,88,64,0,0,36,RndSwap:simple
0:0:1:1,117299.8451,0,0,1,1,52 13 (52.0:65.0)[false-City Cargo Bike]:2 23 (2.0:93.0)[true-Van]:17 16 (17.0:85.0)[false-City Cargo Bike]:34 4 (34.0:35.0)[false-City Cargo Bike]:33 15 (33.0:31.0)[false-City Cargo Bike]:3 17 (3.0:15.0)[false-City Cargo Bike]:4 12 (4.0:23.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-City Cargo Bike]:6 22 (6.0:13.0)[true-Van]:23 19 (23.0:63.0)[false-City Cargo Bike]:49 10 (49.0:79.0)[false-City Cargo Bike]:45 16 (45.0:87.0)[false-City Cargo Bike]:13 8 (13.0:67.0)[false-City Cargo Bike]:18 4 (18.0:81.0)[true-Van]:50 20 (50.0:21.0)[false-City Cargo Bike]:55 22 (55.0:5.0)[false-City Cargo Bike]:20 18 (20.0:45.0)[false-City Cargo Bike]:8 24 (8.0:47.0)[false-City Cargo Bike]:22 10 (22.0:49.0)[true-Van]:44 19 (44.0:47.0)[false-City Cargo Bike]:30 11 (30.0:37.0)[false-City Cargo Bike]:9 24 (9.0:23.0)[false-City Cargo Bike]:16 16 (16.0:25.0)[false-City Cargo Bike]:10 11 (10.0:67.0)[false-City Cargo Bike]:11 7 (11.0:21.0)[true-City Cargo Bike]:7 3 (7.0:29.0)[false-City Cargo Bike]:56 18 (56.0:53.0)[false-City Cargo Bike]:29 18 (29.0:87.0)[false-City Cargo Bike]:61 15 (61.0:91.0)[false-City Cargo Bike]:19 9 (19.0:77.0)[true-Van]:54 23 (54.0:23.0)[false-City Cargo Bike]:42 14 (42.0:27.0)[false-City Cargo Bike]:59 27 (59.0:51.0)[false-City Cargo Bike]:57 6 (57.0:57.0)[false-City Cargo Bike]:14 14 (14.0:69.0)[false-City Cargo Bike]:12 12 (12.0:93.0)[false-City Cargo Bike]:21 14 (21.0:31.0)[false-City Cargo Bike]:48 12 (48.0:63.0)[false-Van]:25 19 (25.0:33.0)[false-City Cargo Bike]:43 11 (43.0:31.0)[false-City Cargo Bike]:60 9 (60.0:13.0)[false-City Cargo Bike]:26 9 (26.0:39.0)[false-City Cargo Bike]:24 22 (24.0:47.0)[false-Van]:27 18 (27.0:49.0)[false-City Cargo Bike]:32 18 (32.0:97.0)[false-City Cargo Bike]:38 12 (38.0:5.0)[false-City Cargo Bike]:41 5 (41.0:35.0)[false-City Cargo Bike]:15 20 (15.0:53.0)[false-City Cargo Bike]:47 3 (47.0:1.0)[false-City Cargo Bike]:28 2 (28.0:49.0)[false-City Cargo Bike]:36 8 (36.0:73.0)[false-City Cargo Bike]:37 18 (37.0:35.0)[false-City Cargo Bike]:51 7 (51.0:65.0)[false-City Cargo Bike]:40 2 (40.0:71.0)[false-City Cargo Bike]:46 19 (46.0:1.0)[false-City Cargo Bike]:53 16 (53.0:97.0)[false-City Cargo Bike]:35 12 (35.0:79.0)[false-City Cargo Bike]:31 19 (31.0:19.0)[false-City Cargo Bike]:39 72 (39.0:19.0)[false-City Cargo Bike]:58 12 (58.0:89.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:52::R:Van:2:17:34:33:3:4:5::R:Van:6:23:49:45:13::R:Van:18:50:55:20:8::R:Van:22:44:30:9:16:10::R:City Cargo Bike:11:7::R:City Cargo Bike:56::R:City Cargo Bike:29::R:City Cargo Bike:61::R:Van:19:54:42:59:57:14::R:City Cargo Bike:12::R:City Cargo Bike:21::R:Van:48:25:43:60:26:24:27::R:City Cargo Bike:32::R:City Cargo Bike:38::R:City Cargo Bike:41::R:City Cargo Bike:15::R:City Cargo Bike:47:28::R:City Cargo Bike:36::R:City Cargo Bike:37::R:City Cargo Bike:51:40::R:City Cargo Bike:46::R:City Cargo Bike:53::R:City Cargo Bike:35::R:City Cargo Bike:31::R:City Cargo Bike:39::R:City Cargo Bike:58:,117299.8451,28,51378.77003,370004.4924,1820,368184.4924,6362.766447,NaN,6166.741539,856.3128339,21,0,0,79,60,0,0,40,9,0,0,91,61,0,0,39,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
