Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,-1,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,66611.22654,0,0,1,0,20 16 (20.0:13.0)[false-City Cargo Bike]:12 14 (12.0:71.0)[true-Van]:25 8 (25.0:77.0)[false-City Cargo Bike]:3 14 (3.0:97.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-City Cargo Bike]:22 8 (22.0:87.0)[false-City Cargo Bike]:14 9 (14.0:85.0)[false-City Cargo Bike]:9 18 (9.0:51.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-Walker]:10 10 (10.0:67.0)[false-City Cargo Bike]:5 11 (5.0:77.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[false-City Cargo Bike]:6 22 (6.0:3.0)[false-City Cargo Bike]:13 22 (13.0:11.0)[false-City Cargo Bike]:2 20 (2.0:1.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:37 25 (37.0:33.0)[false-City Cargo Bike]:4 5 (4.0:23.0)[false-Walker]:17 24 (17.0:71.0)[false-City Cargo Bike]:7 25 (7.0:5.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[true-Van]:41 9 (41.0:45.0)[false-City Cargo Bike]:28 15 (28.0:53.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[true-Van]:47 18 (47.0:97.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-Van]:19 23 (19.0:39.0)[false-City Cargo Bike]:39 8 (39.0:13.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[false-City Cargo Bike]:33 3 (33.0:27.0)[false-Van]:32 2 (32.0:11.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[false-Walker]:45 7 (45.0:37.0)[false-City Cargo Bike]:36 13 (36.0:37.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-Walker]:,SOL:R:City Cargo Bike::R:City Cargo Bike:20::R:Van:12:25:3:11:22:14:9::R:Walker:18::R:City Cargo Bike:10::R:City Cargo Bike:5::R:City Cargo Bike:43:35::R:City Cargo Bike:6::R:City Cargo Bike:13::R:City Cargo Bike:2::R:City Cargo Bike:24::R:City Cargo Bike:37::R:Walker:4::R:City Cargo Bike:17::R:City Cargo Bike:7::R:City Cargo Bike:48::R:Van:42:41:28:27:40:16:15:8::R:Van:34:47:31:29:46:19::R:City Cargo Bike:39:30::R:Van:33:32:44:23:26:38:45:36:21:,66611.22654,20,32340.66288,218588.1766,1280,217308.1766,5825.051234,NaN,4650.812267,688.0992103,20,10,0,70,64,4,0,32,10,8,0,83,62,3,0,35,RndSwap:simple
0:0:1:1,84086.64083,0,0,1,1,20 16 (20.0:13.0)[false-City Cargo Bike]:12 14 (12.0:71.0)[true-Van]:25 8 (25.0:77.0)[false-City Cargo Bike]:3 14 (3.0:97.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-City Cargo Bike]:22 8 (22.0:87.0)[false-City Cargo Bike]:14 9 (14.0:85.0)[false-City Cargo Bike]:9 18 (9.0:51.0)[false-City Cargo Bike]:10 10 (10.0:67.0)[false-City Cargo Bike]:4 5 (4.0:23.0)[false-Walker]:5 11 (5.0:77.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[false-City Cargo Bike]:6 22 (6.0:3.0)[false-City Cargo Bike]:13 22 (13.0:11.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-Walker]:45 7 (45.0:37.0)[false-City Cargo Bike]:37 25 (37.0:33.0)[false-City Cargo Bike]:17 24 (17.0:71.0)[false-City Cargo Bike]:7 25 (7.0:5.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[true-Van]:41 9 (41.0:45.0)[false-City Cargo Bike]:28 15 (28.0:53.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[true-Van]:47 18 (47.0:97.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-Van]:19 23 (19.0:39.0)[false-City Cargo Bike]:39 8 (39.0:13.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-City Cargo Bike]:2 20 (2.0:1.0)[false-City Cargo Bike]:33 3 (33.0:27.0)[false-Van]:44 13 (44.0:13.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[false-Walker]:36 13 (36.0:37.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-Walker]:,SOL:R:City Cargo Bike::R:City Cargo Bike:20::R:Van:12:25:3:11:22:14:9::R:City Cargo Bike:10::R:Walker:4::R:City Cargo Bike:5::R:City Cargo Bike:43:32::R:City Cargo Bike:26::R:City Cargo Bike:35::R:City Cargo Bike:6::R:City Cargo Bike:13::R:City Cargo Bike:24::R:Walker:18::R:City Cargo Bike:45::R:City Cargo Bike:37::R:City Cargo Bike:17::R:City Cargo Bike:7::R:City Cargo Bike:48::R:Van:42:41:28:27:40:16:8::R:Van:34:47:31:29:46:19::R:City Cargo Bike:39:30::R:City Cargo Bike:15::R:City Cargo Bike:2::R:Van:33:44:23:38:36:21:,84086.64083,24,32340.66288,253739.0052,1480,252259.0052,5813.886331,NaN,5398.702237,688.0992103,17,8,0,75,55,4,0,40,8,6,0,86,56,3,0,41,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
