Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,9513.562267,0,0,0,0,7 12 (7.0:37.0)[true-Van]:2 12 (2.0:3.0)[false-Van]:4 8 (4.0:1.0)[false-Van]:13 1 (13.0:11.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[false-Van]:15 17 (15.0:75.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[true-Van]:27 13 (27.0:17.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-City Cargo Bike]:34 2 (34.0:33.0)[false-Van]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:14 5 (14.0:75.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[true-Van]:28 12 (28.0:93.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[true-Van]:22 9 (22.0:45.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[true-Van]:33 3 (33.0:89.0)[false-City Cargo Bike]:31 25 (31.0:33.0)[false-Van]:32 7 (32.0:61.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:30 19 (30.0:35.0)[false-Van]:20 5 (20.0:45.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-Walker]:36 13 (36.0:21.0)[false-City Cargo Bike]:38 14 (38.0:61.0)[false-Van]:18 13 (18.0:63.0)[false-Van]:,SOL:R:Van::R:Van:7:2:4:13:17:5:15::R:Van:9:27:26:24:34:25:37:14::R:Van:11:28:12:16:3::R:Van:19:22:23:8:10::R:Van:21:33:31:32:29:6::R:Van:30:20:35:36:38:18:,9513.562267,7,47567.81133,143543.434,840,142703.434,6106.442477,NaN,3879.55227,1285.616523,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,RndSwap:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,11654.7207,0,0,1,0,11 8 (11.0:41.0)[true-Van]:5 12 (5.0:11.0)[false-Van]:7 12 (7.0:37.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[true-Van]:24 21 (24.0:19.0)[false-City Cargo Bike]:38 14 (38.0:61.0)[false-Van]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:3 5 (3.0:71.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[true-Van]:17 9 (17.0:15.0)[false-City Cargo Bike]:2 12 (2.0:3.0)[false-City Cargo Bike]:4 8 (4.0:1.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-Van]:26 12 (26.0:27.0)[false-City Cargo Bike]:20 5 (20.0:45.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[true-Van]:21 26 (21.0:89.0)[false-Van]:34 2 (34.0:33.0)[false-Van]:29 4 (29.0:59.0)[false-Van]:33 3 (33.0:89.0)[false-Van]:28 12 (28.0:93.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[true-Van]:22 9 (22.0:45.0)[false-Van]:36 13 (36.0:21.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[true-Van]:30 19 (30.0:35.0)[true-Van]:27 13 (27.0:17.0)[false-City Cargo Bike]:31 25 (31.0:33.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-Walker]:18 13 (18.0:63.0)[false-Walker]:,SOL:R:Van::R:Van:11:5:7:12:8::R:Van:9:24:38:25:37:3::R:Van:19:17:2:4:13:26:20:14::R:Van:16:21:34:29:33:28:6::R:Van:35:22:36:23:15::R:Van:10::R:Van:30:27:31:32:18:,11654.7207,8,58273.6035,175780.8105,960,174820.8105,6295.740351,NaN,4750.832717,1574.962257,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,RndSwap:simple
0:0:1:1,67903.49907,0,0,1,1,9 19 (9.0:35.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[true-Van]:3 5 (3.0:71.0)[false-City Cargo Bike]:33 3 (33.0:89.0)[false-City Cargo Bike]:30 19 (30.0:35.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[false-City Cargo Bike]:7 12 (7.0:37.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[true-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[true-City Cargo Bike]:25 8 (25.0:71.0)[true-Van]:37 14 (37.0:67.0)[false-Van]:23 20 (23.0:95.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-City Cargo Bike]:38 14 (38.0:61.0)[false-Van]:6 18 (6.0:87.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[true-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:20 5 (20.0:45.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[true-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-City Cargo Bike]:22 9 (22.0:45.0)[false-City Cargo Bike]:34 2 (34.0:33.0)[true-Van]:13 1 (13.0:11.0)[false-Van]:2 12 (2.0:3.0)[false-Van]:4 8 (4.0:1.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-Van]:31 25 (31.0:33.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:9::R:Van:10:3:33:30:27:7::R:City Cargo Bike:29::R:City Cargo Bike:16::R:City Cargo Bike:15::R:City Cargo Bike:21::R:City Cargo Bike:5::R:Van:25:37:23:8:18:38:6::R:City Cargo Bike:11::R:City Cargo Bike:12::R:City Cargo Bike:19::R:City Cargo Bike:17::R:City Cargo Bike:20:14::R:City Cargo Bike:28::R:City Cargo Bike:32::R:City Cargo Bike:24::R:City Cargo Bike:22::R:Van:34:13:2:4:35:31:26:36:,67903.49907,19,59860.22767,292603.5901,1160,291443.5901,6172.220575,NaN,7908.205137,1617.843991,16,0,0,84,57,0,0,43,18,0,0,82,56,0,0,44,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
