Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,10050.07822,0,0,0,0,24 18 (24.0:81.0)[true-Van]:9 7 (9.0:35.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[true-Van]:12 7 (12.0:37.0)[false-City Cargo Bike]:2 12 (2.0:7.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:31 15 (31.0:83.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-Van]:20 12 (20.0:41.0)[true-Van]:30 20 (30.0:27.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-Van]:17 13 (17.0:9.0)[false-City Cargo Bike]:25 19 (25.0:7.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-City Cargo Bike]:6 2 (6.0:59.0)[false-Van]:26 20 (26.0:21.0)[true-Van]:23 22 (23.0:49.0)[false-City Cargo Bike]:4 1 (4.0:51.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-Van]:34 3 (34.0:27.0)[true-Van]:16 23 (16.0:23.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:42 6 (42.0:33.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:44 20 (44.0:91.0)[true-Van]:14 10 (14.0:95.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[false-City Cargo Bike]:38 23 (38.0:67.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[false-Van]:10 10 (10.0:77.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[true-Van]:41 13 (41.0:3.0)[false-Van]:35 7 (35.0:9.0)[false-City Cargo Bike]:28 10 (28.0:17.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-Walker]:7 13 (7.0:93.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:24:9:37:39:22:29:18::R:Van:11:12:2:32:40:31:15::R:Van:20:30:19:17:25:36:6::R:Van:26:23:4:27:3::R:Van:34:16:13:45:42:5::R:Van:44:14:46:38:33:10::R:Van:43:41:35:28:21:8:7:,10050.07822,8,50250.3911,151711.1733,960,150751.1733,6514.402316,NaN,3371.359407,1116.675358,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,CrossOver:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,19629.46656,0,0,1,0,24 18 (24.0:81.0)[true-Van]:9 7 (9.0:35.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[true-Van]:12 7 (12.0:37.0)[false-City Cargo Bike]:2 12 (2.0:7.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-Van]:20 12 (20.0:41.0)[true-Van]:30 20 (30.0:27.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-Van]:17 13 (17.0:9.0)[false-City Cargo Bike]:25 19 (25.0:7.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-City Cargo Bike]:6 2 (6.0:59.0)[false-Van]:31 15 (31.0:83.0)[false-City Cargo Bike]:4 1 (4.0:51.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[true-Van]:23 22 (23.0:49.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-Van]:34 3 (34.0:27.0)[true-Van]:16 23 (16.0:23.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:42 6 (42.0:33.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:44 20 (44.0:91.0)[true-Van]:14 10 (14.0:95.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[false-City Cargo Bike]:38 23 (38.0:67.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[false-Van]:10 10 (10.0:77.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[true-Van]:41 13 (41.0:3.0)[false-Van]:35 7 (35.0:9.0)[false-City Cargo Bike]:28 10 (28.0:17.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-Walker]:7 13 (7.0:93.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:24:9:37:39:22:18::R:Van:11:12:2:32:40:15::R:Van:20:30:19:17:25:36:6::R:City Cargo Bike:31::R:City Cargo Bike:4::R:Van:26:23:27:3::R:Van:34:16:13:45:42:5::R:City Cargo Bike:29::R:Van:44:14:46:38:33:10::R:Van:43:41:35:28:21:8:7:,19629.46656,11,50250.3911,171019.95,1110,169909.95,6514.402316,NaN,3800.443333,1116.675358,73,0,0,27,93,0,0,7,51,0,0,49,97,0,0,3,RndSwap:simple
0:0:1:1,81033.94513,0,0,1,1,10 10 (10.0:77.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[false-City Cargo Bike]:16 23 (16.0:23.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-Walker]:5 20 (5.0:81.0)[true-City Cargo Bike]:11 15 (11.0:37.0)[true-Van]:12 7 (12.0:37.0)[false-City Cargo Bike]:2 12 (2.0:7.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:14 10 (14.0:95.0)[false-City Cargo Bike]:28 10 (28.0:17.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:38 23 (38.0:67.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:30 20 (30.0:27.0)[false-City Cargo Bike]:6 2 (6.0:59.0)[false-Van]:20 12 (20.0:41.0)[false-City Cargo Bike]:17 13 (17.0:9.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-Van]:25 19 (25.0:7.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-City Cargo Bike]:4 1 (4.0:51.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:31 15 (31.0:83.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:24 18 (24.0:81.0)[true-City Cargo Bike]:21 6 (21.0:29.0)[true-Van]:9 7 (9.0:35.0)[false-City Cargo Bike]:34 3 (34.0:27.0)[false-Van]:42 6 (42.0:33.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[true-City Cargo Bike]:33 12 (33.0:59.0)[true-Van]:41 13 (41.0:3.0)[false-Van]:35 7 (35.0:9.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:44 20 (44.0:91.0)[true-City Cargo Bike]:,SOL:R:City Cargo Bike:10::R:City Cargo Bike:13::R:City Cargo Bike:7::R:City Cargo Bike:16::R:Walker:8::R:City Cargo Bike:5::R:Van:11:12:2:43:45:23::R:City Cargo Bike:14::R:City Cargo Bike:28::R:City Cargo Bike:29::R:City Cargo Bike:38::R:City Cargo Bike:40::R:City Cargo Bike:30::R:Van:6:20:17:19:25:26:36:4::R:City Cargo Bike:22::R:City Cargo Bike:31::R:City Cargo Bike:27::R:City Cargo Bike:24::R:Van:21:9:34:42:37:39:18::R:City Cargo Bike:46::R:Van:33:41:35:32:3:15::R:City Cargo Bike:44:,81033.94513,22,51776.50095,298066.7927,1380,296686.7927,6433.919957,1849.522808,6623.706505,1150.58891,18,5,0,77,60,2,0,38,13,4,0,83,53,3,0,43,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
