Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,70674.80644560944,0,0,1,0,2 19 (2.0:11.0)[true-Walker]:20 2 (20.0:6.0)[false-City Cargo Bike]:22 10 (22.0:87.0)[false-Van]:42 5 (42.0:96.0)[false-Van]:34 11 (34.0:98.0)[false-Van]:21 24 (21.0:64.0)[false-City Cargo Bike]:27 6 (27.0:27.0)[false-City Cargo Bike]:37 17 (37.0:96.0)[false-Van]:13 7 (13.0:74.0)[false-Van]:14 22 (14.0:56.0)[true-City Cargo Bike]:11 8 (11.0:85.0)[false-Van]:6 6 (6.0:71.0)[true-City Cargo Bike]:23 20 (23.0:75.0)[false-Van]:16 17 (16.0:66.0)[true-Van]:19 21 (19.0:32.0)[false-Van]:4 12 (4.0:81.0)[false-Van]:17 23 (17.0:96.0)[false-Van]:9 14 (9.0:91.0)[false-Van]:5 20 (5.0:97.0)[false-Van]:33 8 (33.0:53.0)[true-Van]:38 22 (38.0:2.0)[false-Van]:18 15 (18.0:36.0)[false-City Cargo Bike]:44 18 (44.0:33.0)[false-Van]:43 3 (43.0:90.0)[false-Van]:7 17 (7.0:6.0)[true-Walker]:31 11 (31.0:3.0)[false-Van]:29 21 (29.0:46.0)[false-City Cargo Bike]:24 6 (24.0:40.0)[false-City Cargo Bike]:3 2 (3.0:52.0)[false-City Cargo Bike]:35 11 (35.0:6.0)[false-City Cargo Bike]:45 12 (45.0:6.0)[false-Van]:26 10 (26.0:60.0)[false-City Cargo Bike]:32 16 (32.0:1.0)[false-City Cargo Bike]:28 13 (28.0:15.0)[false-City Cargo Bike]:30 24 (30.0:28.0)[false-City Cargo Bike]:8 8 (8.0:48.0)[true-Walker]:25 21 (25.0:1.0)[false-City Cargo Bike]:15 14 (15.0:13.0)[false-City Cargo Bike]:36 22 (36.0:7.0)[false-Van]:40 8 (40.0:95.0)[false-Van]:39 17 (39.0:32.0)[false-City Cargo Bike]:41 23 (41.0:9.0)[false-City Cargo Bike]:12 5 (12.0:11.0)[false-Van]:10 2 (10.0:49.0)[false-Van]:,SOL:R:Walker:2::R:City Cargo Bike:20:27::R:Van:22:42:34:37:13:11:23:19::R:City Cargo Bike:21::R:City Cargo Bike:14::R:City Cargo Bike:6:3::R:Van:16:4:17:9:5:43:40:10::R:Van:33:38:44:31:45:36:12::R:City Cargo Bike:18::R:Walker:7::R:City Cargo Bike:29::R:City Cargo Bike:24::R:City Cargo Bike:35::R:City Cargo Bike:26::R:City Cargo Bike:32::R:City Cargo Bike:28::R:City Cargo Bike:30::R:Walker:8::R:City Cargo Bike:25::R:City Cargo Bike:15::R:City Cargo Bike:39::R:City Cargo Bike:41:,70674.80644560944,22.0,33781.39041391577,230491.22796739993,1310.0,229181.22796739993,6999.354364411699,1756.6579717645507,5238.436999259089,767.7588730435401,14.0,14.0,0.0,73.0,52.0,7.0,0.0,41.0,10.0,10.0,0.0,80.0,50.0,7.0,0.0,43.0,RndSwap:advanced
0:0:1:1,-1.0,0,0,1,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
