Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,9413.787313876399,0,0,0,0,3 14 (3.0:87.0)[true-Van]:5 11 (5.0:93.0)[false-Walker]:9 7 (9.0:93.0)[false-City Cargo Bike]:6 18 (6.0:33.0)[false-Van]:8 22 (8.0:29.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[true-Van]:18 4 (18.0:19.0)[false-Van]:22 15 (22.0:19.0)[false-Van]:21 20 (21.0:41.0)[false-City Cargo Bike]:10 18 (10.0:55.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-City Cargo Bike]:4 15 (4.0:69.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:2 1 (2.0:1.0)[false-Van]:17 10 (17.0:3.0)[true-Van]:33 12 (33.0:15.0)[false-Van]:26 19 (26.0:27.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Van]:15 14 (15.0:65.0)[false-Van]:16 9 (16.0:69.0)[false-City Cargo Bike]:20 2 (20.0:67.0)[false-Walker]:12 12 (12.0:19.0)[false-Van]:13 21 (13.0:57.0)[false-Van]:35 23 (35.0:71.0)[false-Van]:29 15 (29.0:59.0)[false-Van]:23 11 (23.0:15.0)[false-City Cargo Bike]:34 2 (34.0:31.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-Van]:25 13 (25.0:19.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-Walker]:24 6 (24.0:79.0)[false-Van]:27 13 (27.0:29.0)[false-Van]:30 18 (30.0:27.0)[false-Van]:31 11 (31.0:21.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:5:9:6:8::R:Van:19:18:22:21:10:7:4:14:2::R:Van:17:33:26:28:15:16:20:12::R:Van:13:35:29:23:34:11::R:Van:25:32:36:24:27:30:31:,9413.787313876399,6.0,47068.936569382,141926.809708146,720.0,141206.809708146,6013.335913106757,NaN,4055.0517059470285,1344.8267591252,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,13336.982760230208,0,0,1,0,2 1 (2.0:1.0)[true-Van]:3 14 (3.0:87.0)[true-Van]:5 11 (5.0:93.0)[false-Walker]:9 7 (9.0:93.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[true-Walker]:18 4 (18.0:19.0)[true-Van]:22 15 (22.0:19.0)[false-Van]:6 18 (6.0:33.0)[false-Van]:21 20 (21.0:41.0)[false-City Cargo Bike]:10 18 (10.0:55.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-City Cargo Bike]:4 15 (4.0:69.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:17 10 (17.0:3.0)[true-Van]:33 12 (33.0:15.0)[false-Van]:26 19 (26.0:27.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Van]:15 14 (15.0:65.0)[false-Van]:16 9 (16.0:69.0)[false-City Cargo Bike]:20 2 (20.0:67.0)[false-Walker]:12 12 (12.0:19.0)[false-Van]:13 21 (13.0:57.0)[false-Van]:35 23 (35.0:71.0)[false-Van]:29 15 (29.0:59.0)[false-Van]:23 11 (23.0:15.0)[false-City Cargo Bike]:34 2 (34.0:31.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-Van]:25 13 (25.0:19.0)[false-Van]:32 21 (32.0:61.0)[false-City Cargo Bike]:36 11 (36.0:91.0)[false-Walker]:24 6 (24.0:79.0)[false-Van]:27 13 (27.0:29.0)[false-Van]:30 18 (30.0:27.0)[false-Van]:31 11 (31.0:21.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2::R:Van:3:5:9:8::R:Walker:19::R:Van:18:22:6:21:10:7:4:14::R:Van:17:33:26:28:15:16:20:12::R:Van:13:35:29:23:34:11::R:Van:25:32:36:24:27:30:31:,13336.982760230208,8.0,56153.61159085727,173563.3556566893,890.0,172673.3556566893,6013.335913106757,NaN,4958.953018762551,1604.388902595922,88.0,13.0,0.0,0.0,97.0,3.0,0.0,0.0,84.0,16.0,0.0,0.0,96.0,4.0,0.0,0.0
0:0:1:1,62370.33011744429,0,0,1,1,3 14 (3.0:87.0)[false-City Cargo Bike]:5 11 (5.0:93.0)[false-City Cargo Bike]:9 7 (9.0:93.0)[false-City Cargo Bike]:7 2 (7.0:71.0)[false-City Cargo Bike]:29 15 (29.0:59.0)[false-City Cargo Bike]:13 21 (13.0:57.0)[false-City Cargo Bike]:10 18 (10.0:55.0)[true-Van]:15 14 (15.0:65.0)[false-City Cargo Bike]:16 9 (16.0:69.0)[false-City Cargo Bike]:11 23 (11.0:23.0)[false-City Cargo Bike]:17 10 (17.0:3.0)[false-City Cargo Bike]:14 2 (14.0:5.0)[false-City Cargo Bike]:2 1 (2.0:1.0)[false-City Cargo Bike]:19 19 (19.0:21.0)[false-City Cargo Bike]:21 20 (21.0:41.0)[false-City Cargo Bike]:8 22 (8.0:29.0)[false-City Cargo Bike]:6 18 (6.0:33.0)[false-City Cargo Bike]:24 6 (24.0:79.0)[false-City Cargo Bike]:34 2 (34.0:31.0)[false-Walker]:25 13 (25.0:19.0)[false-City Cargo Bike]:22 15 (22.0:19.0)[false-City Cargo Bike]:12 12 (12.0:19.0)[false-City Cargo Bike]:23 11 (23.0:15.0)[false-Van]:26 19 (26.0:27.0)[false-City Cargo Bike]:27 13 (27.0:29.0)[false-Van]:30 18 (30.0:27.0)[false-Van]:18 4 (18.0:19.0)[false-Van]:4 15 (4.0:69.0)[false-City Cargo Bike]:28 8 (28.0:25.0)[false-Van]:31 11 (31.0:21.0)[true-Van]:33 12 (33.0:15.0)[false-Van]:20 2 (20.0:67.0)[false-Walker]:35 23 (35.0:71.0)[false-Walker]:36 11 (36.0:91.0)[false-Walker]:32 21 (32.0:61.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:3::R:City Cargo Bike:5::R:City Cargo Bike:9:7::R:City Cargo Bike:29::R:City Cargo Bike:13::R:Van:10:15:16:11:17:14:2:19::R:City Cargo Bike:21::R:City Cargo Bike:8::R:City Cargo Bike:6::R:City Cargo Bike:24:34::R:City Cargo Bike:25::R:City Cargo Bike:22::R:City Cargo Bike:12::R:Van:23:26:27:30:18:4:28::R:Van:31:33:20:35:36:32:,62370.33011744429,16.0,56078.99062238526,271556.03585309023,1010.0,270546.03585309023,6045.824850439012,NaN,7758.743881516863,1602.2568749252932,19.0,0.0,0.0,81.0,60.0,0.0,0.0,40.0,18.0,0.0,0.0,82.0,60.0,0.0,0.0,40.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
