Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,33444.3003159059,0,0,0,0,2 12 (2.0:7.0)[false-Van]:38 23 (38.0:67.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-Van]:4 1 (4.0:51.0)[true-Van]:13 24 (13.0:27.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[false-Van]:18 19 (18.0:73.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[true-Van]:14 10 (14.0:95.0)[false-City Cargo Bike]:16 23 (16.0:23.0)[false-City Cargo Bike]:9 7 (9.0:35.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:42 6 (42.0:33.0)[true-Van]:34 3 (34.0:27.0)[false-Van]:30 20 (30.0:27.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-Van]:17 13 (17.0:9.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-Van]:25 19 (25.0:7.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:31 15 (31.0:83.0)[false-City Cargo Bike]:24 18 (24.0:81.0)[true-City Cargo Bike]:46 2 (46.0:97.0)[true-City Cargo Bike]:39 1 (39.0:77.0)[false-City Cargo Bike]:6 2 (6.0:59.0)[false-Van]:33 12 (33.0:59.0)[false-Van]:37 3 (37.0:59.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:28 10 (28.0:17.0)[false-City Cargo Bike]:41 13 (41.0:3.0)[false-Van]:35 7 (35.0:9.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-Van]:21 6 (21.0:29.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-Walker]:44 20 (44.0:91.0)[true-City Cargo Bike]:,SOL:R:Van:2:38:3::R:Van:4:13:26:11:18::R:Van:7:14:16:9:5::R:Van:42:34:30:32:23:12:22:15::R:City Cargo Bike:43::R:Van:20:17:19:25:36:40:10::R:City Cargo Bike:27::R:City Cargo Bike:31::R:City Cargo Bike:24::R:City Cargo Bike:46:39:6::R:Van:33:37:29:28:41:35:45:21:8::R:City Cargo Bike:44:,33444.3003159059,12.0,48573.421233161,194199.49583803042,1020.0,193179.49583803042,6288.806859264506,1607.9607455401576,4315.544351956231,1079.4093607369111,50.0,0.0,0.0,50.0,82.0,0.0,0.0,18.0,29.0,0.0,0.0,71.0,83.0,0.0,0.0,17.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,33444.3003159059,0,0,1,0,2 12 (2.0:7.0)[true-Van]:38 23 (38.0:67.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-Van]:4 1 (4.0:51.0)[true-Van]:13 24 (13.0:27.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[false-Van]:18 19 (18.0:73.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[true-Van]:14 10 (14.0:95.0)[false-City Cargo Bike]:16 23 (16.0:23.0)[false-City Cargo Bike]:9 7 (9.0:35.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:42 6 (42.0:33.0)[true-Van]:34 3 (34.0:27.0)[false-Van]:30 20 (30.0:27.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-Van]:17 13 (17.0:9.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-Van]:25 19 (25.0:7.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:31 15 (31.0:83.0)[false-City Cargo Bike]:24 18 (24.0:81.0)[true-City Cargo Bike]:46 2 (46.0:97.0)[true-City Cargo Bike]:39 1 (39.0:77.0)[false-City Cargo Bike]:6 2 (6.0:59.0)[false-Van]:33 12 (33.0:59.0)[false-Van]:37 3 (37.0:59.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:28 10 (28.0:17.0)[false-City Cargo Bike]:41 13 (41.0:3.0)[false-Van]:35 7 (35.0:9.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-Van]:21 6 (21.0:29.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-Walker]:44 20 (44.0:91.0)[true-City Cargo Bike]:,SOL:R:Van::R:Van:2:38:3::R:Van:4:13:26:11:18::R:Van:7:14:16:9:5::R:Van:42:34:30:32:23:12:22:15::R:City Cargo Bike:43::R:Van:20:17:19:25:36:40:10::R:City Cargo Bike:27::R:City Cargo Bike:31::R:City Cargo Bike:24::R:City Cargo Bike:46:39:6::R:Van:33:37:29:28:41:35:45:21:8::R:City Cargo Bike:44:,33444.3003159059,13.0,48573.421233161,194319.49583803042,1140.0,193179.49583803042,6288.806859264506,NaN,4318.211018622898,1079.4093607369111,54.0,0.0,0.0,46.0,82.0,0.0,0.0,18.0,29.0,0.0,0.0,71.0,83.0,0.0,0.0,17.0
0:0:1:1,81665.95773982574,0,0,1,1,3 26 (3.0:77.0)[false-City Cargo Bike]:2 12 (2.0:7.0)[false-Van]:28 10 (28.0:17.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[true-Van]:23 22 (23.0:49.0)[false-City Cargo Bike]:9 7 (9.0:35.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-City Cargo Bike]:4 1 (4.0:51.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[false-City Cargo Bike]:14 10 (14.0:95.0)[true-Walker]:15 12 (15.0:87.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[true-City Cargo Bike]:6 2 (6.0:59.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-Van]:42 6 (42.0:33.0)[false-City Cargo Bike]:25 19 (25.0:7.0)[false-City Cargo Bike]:16 23 (16.0:23.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[false-Van]:39 1 (39.0:77.0)[false-Walker]:24 18 (24.0:81.0)[false-City Cargo Bike]:31 15 (31.0:83.0)[false-City Cargo Bike]:27 24 (27.0:91.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-Van]:34 3 (34.0:27.0)[false-City Cargo Bike]:30 20 (30.0:27.0)[false-City Cargo Bike]:41 13 (41.0:3.0)[false-Van]:36 18 (36.0:11.0)[false-Van]:35 7 (35.0:9.0)[false-Van]:38 23 (38.0:67.0)[false-Van]:45 21 (45.0:23.0)[false-City Cargo Bike]:17 13 (17.0:9.0)[true-City Cargo Bike]:43 22 (43.0:17.0)[true-City Cargo Bike]:44 20 (44.0:91.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:3::R:Van:2:28:32:26:5::R:Van:10:23:9:22:12:40:8:4::R:City Cargo Bike:7::R:Walker:14::R:City Cargo Bike:15::R:City Cargo Bike:18::R:City Cargo Bike:11::R:City Cargo Bike:21:6::R:City Cargo Bike:19::R:Van:20:42:25:16:33:39:24::R:City Cargo Bike:31::R:City Cargo Bike:27::R:City Cargo Bike:29::R:City Cargo Bike:13::R:Van:37:34:30:41:36:35:38::R:City Cargo Bike:45::R:City Cargo Bike:17::R:City Cargo Bike:43::R:City Cargo Bike:44::R:City Cargo Bike:46:,81665.95773982574,22.0,51615.26478931665,298911.6039318748,1380.0,297531.6039318748,6446.0336242410785,NaN,6642.4800873749955,1147.0058842070366,18.0,5.0,0.0,77.0,60.0,2.0,0.0,38.0,13.0,3.0,0.0,84.0,57.0,2.0,0.0,41.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
