Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,43035.31610988879,0,0,0,0,2 26 (2.0:64.0)[true-Van]:4 16 (4.0:77.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:5 8 (5.0:96.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-City Cargo Bike]:7 11 (7.0:38.0)[false-Van]:9 9 (9.0:7.0)[false-Van]:8 4 (8.0:7.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[true-City Cargo Bike]:14 1 (14.0:38.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[false-Van]:40 16 (40.0:84.0)[false-Van]:20 20 (20.0:35.0)[false-Van]:33 9 (33.0:38.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-Van]:17 23 (17.0:1.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:22 1 (22.0:94.0)[true-Van]:18 4 (18.0:94.0)[false-City Cargo Bike]:24 12 (24.0:96.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-Van]:27 11 (27.0:73.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:3 18 (3.0:33.0)[false-Van]:37 19 (37.0:8.0)[false-Van]:38 18 (38.0:13.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[false-Van]:34 20 (34.0:90.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[true-City Cargo Bike]:32 2 (32.0:61.0)[true-Van]:47 21 (47.0:56.0)[false-Van]:48 24 (48.0:68.0)[false-Van]:43 23 (43.0:73.0)[false-City Cargo Bike]:44 16 (44.0:21.0)[false-Van]:21 7 (21.0:14.0)[false-City Cargo Bike]:49 24 (49.0:30.0)[false-Van]:50 19 (50.0:85.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:59 26 (59.0:93.0)[false-Van]:52 16 (52.0:0.0)[false-Van]:29 2 (29.0:4.0)[false-City Cargo Bike]:53 6 (53.0:12.0)[false-Van]:45 10 (45.0:28.0)[false-City Cargo Bike]:55 2 (55.0:72.0)[false-Van]:56 2 (56.0:71.0)[false-Walker]:46 9 (46.0:55.0)[false-Van]:61 2 (61.0:54.0)[false-Van]:62 7 (62.0:26.0)[false-Van]:58 16 (58.0:51.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:57 23 (57.0:33.0)[false-Van]:54 2 (54.0:26.0)[false-Van]:,SOL:R:Van::R:Van:2:4:10:5:12:6:7:9:8::R:City Cargo Bike:11::R:City Cargo Bike:14:13::R:Van:40:20:33:15:17:16::R:Van:22:18:24:25:27:26:28:3::R:Van:37:38:36:42:34:30:23::R:City Cargo Bike:31::R:City Cargo Bike:35:19:39::R:City Cargo Bike:41::R:Van:32:47:48:43:44:21::R:Van:49:50:51:59:52:29::R:Van:53:45:55:56:46:61:62:58:60:57:54:,43035.31610988879,13.0,107181.26864898512,365951.9307071389,1210.0,364741.9307071389,7837.933226429834,NaN,5999.211978805556,1757.069977852215,62.0,0.0,0.0,38.0,87.0,0.0,0.0,13.0,50.0,0.0,0.0,50.0,90.0,0.0,0.0,10.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,59284.262273349974,0,0,1,0,3 18 (3.0:33.0)[true-Van]:22 1 (22.0:94.0)[false-Van]:5 8 (5.0:96.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-Walker]:9 9 (9.0:7.0)[false-Van]:6 7 (6.0:53.0)[true-Van]:17 23 (17.0:1.0)[false-Van]:20 20 (20.0:35.0)[false-City Cargo Bike]:15 2 (15.0:42.0)[false-City Cargo Bike]:14 1 (14.0:38.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[true-City Cargo Bike]:37 19 (37.0:8.0)[false-City Cargo Bike]:2 26 (2.0:64.0)[true-Van]:53 6 (53.0:12.0)[false-City Cargo Bike]:52 16 (52.0:0.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[true-Van]:18 4 (18.0:94.0)[false-City Cargo Bike]:24 12 (24.0:96.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[false-City Cargo Bike]:40 16 (40.0:84.0)[false-City Cargo Bike]:23 2 (23.0:23.0)[false-Van]:21 7 (21.0:14.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[true-City Cargo Bike]:35 2 (35.0:58.0)[false-Van]:13 6 (13.0:30.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-Van]:44 16 (44.0:21.0)[false-Walker]:58 16 (58.0:51.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:29 2 (29.0:4.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[true-City Cargo Bike]:7 11 (7.0:38.0)[true-Van]:33 9 (33.0:38.0)[false-City Cargo Bike]:57 23 (57.0:33.0)[false-City Cargo Bike]:48 24 (48.0:68.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:62 7 (62.0:26.0)[false-Van]:55 2 (55.0:72.0)[false-Van]:56 2 (56.0:71.0)[false-City Cargo Bike]:51 12 (51.0:85.0)[false-Van]:59 26 (59.0:93.0)[false-City Cargo Bike]:50 19 (50.0:85.0)[false-City Cargo Bike]:61 2 (61.0:54.0)[false-Van]:41 26 (41.0:35.0)[false-Van]:39 4 (39.0:34.0)[false-City Cargo Bike]:42 3 (42.0:96.0)[true-Van]:54 2 (54.0:26.0)[false-City Cargo Bike]:46 9 (46.0:55.0)[false-City Cargo Bike]:47 21 (47.0:56.0)[false-City Cargo Bike]:60 21 (60.0:70.0)[false-City Cargo Bike]:49 24 (49.0:30.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:3:22:5:19:9::R:Van:6:17:20:15:14:11::R:City Cargo Bike:38::R:City Cargo Bike:37::R:Van:2:53:52:16::R:Van:4:18:24:25:34:40:23:21::R:City Cargo Bike:32:35:13::R:Van:30:44:58:43:10:12:29::R:City Cargo Bike:36::R:Van:7:33:57:48:27:26:8::R:City Cargo Bike:31::R:City Cargo Bike:28::R:Van:62:55:56:51:59:50:61:41:39::R:Van:42:54:46:47:60:49:45:,59284.262273349974,15.0,106945.15777017371,398005.9347491516,1380.0,396625.9347491516,7765.397454609003,NaN,6524.687454904124,1753.1993077077657,60.0,0.0,0.0,40.0,87.0,0.0,0.0,13.0,36.0,0.0,0.0,64.0,88.0,0.0,0.0,12.0
0:0:1:1,127673.13816385504,0,0,1,1,3 18 (3.0:33.0)[false-Van]:7 11 (7.0:38.0)[false-City Cargo Bike]:22 1 (22.0:94.0)[false-Van]:5 8 (5.0:96.0)[false-City Cargo Bike]:6 7 (6.0:53.0)[false-City Cargo Bike]:17 23 (17.0:1.0)[false-Van]:20 20 (20.0:35.0)[true-Van]:15 2 (15.0:42.0)[false-City Cargo Bike]:19 3 (19.0:50.0)[false-City Cargo Bike]:12 7 (12.0:82.0)[false-City Cargo Bike]:4 16 (4.0:77.0)[false-City Cargo Bike]:10 9 (10.0:73.0)[false-City Cargo Bike]:2 26 (2.0:64.0)[false-City Cargo Bike]:11 16 (11.0:4.0)[false-City Cargo Bike]:13 6 (13.0:30.0)[true-City Cargo Bike]:31 14 (31.0:52.0)[false-City Cargo Bike]:14 1 (14.0:38.0)[false-City Cargo Bike]:29 2 (29.0:4.0)[false-City Cargo Bike]:16 22 (16.0:5.0)[true-Van]:23 2 (23.0:23.0)[false-City Cargo Bike]:21 7 (21.0:14.0)[false-City Cargo Bike]:38 18 (38.0:13.0)[false-City Cargo Bike]:44 16 (44.0:21.0)[false-City Cargo Bike]:34 20 (34.0:90.0)[false-City Cargo Bike]:8 4 (8.0:7.0)[false-City Cargo Bike]:9 9 (9.0:7.0)[false-City Cargo Bike]:45 10 (45.0:28.0)[false-City Cargo Bike]:33 9 (33.0:38.0)[false-City Cargo Bike]:43 23 (43.0:73.0)[false-City Cargo Bike]:18 4 (18.0:94.0)[false-City Cargo Bike]:24 12 (24.0:96.0)[false-City Cargo Bike]:25 22 (25.0:74.0)[false-City Cargo Bike]:27 11 (27.0:73.0)[false-City Cargo Bike]:28 12 (28.0:92.0)[false-City Cargo Bike]:49 24 (49.0:30.0)[false-City Cargo Bike]:26 6 (26.0:68.0)[false-City Cargo Bike]:32 2 (32.0:61.0)[false-City Cargo Bike]:35 2 (35.0:58.0)[false-City Cargo Bike]:30 14 (30.0:24.0)[false-City Cargo Bike]:36 18 (36.0:93.0)[false-City Cargo Bike]:37 19 (37.0:8.0)[true-Van]:40 16 (40.0:84.0)[false-Van]:46 9 (46.0:55.0)[false-Van]:56 2 (56.0:71.0)[false-Van]:42 3 (42.0:96.0)[false-City Cargo Bike]:41 26 (41.0:35.0)[false-City Cargo Bike]:39 4 (39.0:34.0)[false-City Cargo Bike]:47 21 (47.0:56.0)[true-Van]:50 19 (50.0:85.0)[false-Van]:51 12 (51.0:85.0)[false-Van]:48 24 (48.0:68.0)[false-City Cargo Bike]:52 16 (52.0:0.0)[false-Van]:53 6 (53.0:12.0)[false-Van]:60 21 (60.0:70.0)[false-Van]:55 2 (55.0:72.0)[false-Van]:57 23 (57.0:33.0)[false-Van]:58 16 (58.0:51.0)[false-Van]:59 26 (59.0:93.0)[false-Van]:61 2 (61.0:54.0)[false-Van]:54 2 (54.0:26.0)[false-City Cargo Bike]:62 7 (62.0:26.0)[false-Van]:,SOL:R:Van:3:7:22:5:6:17::R:Van:20:15:19:12:4:10:2:11::R:City Cargo Bike:13::R:City Cargo Bike:31::R:City Cargo Bike:14:29::R:Van:16:23:21:38:44:34:8:9::R:City Cargo Bike:45::R:City Cargo Bike:33::R:City Cargo Bike:43::R:City Cargo Bike:18::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:27::R:City Cargo Bike:28::R:City Cargo Bike:49::R:City Cargo Bike:26:32:35::R:City Cargo Bike:30::R:City Cargo Bike:36::R:Van:37:40:46:56:42:41:39::R:Van:47:50:51:48:52:53::R:Van:60:55:57:58:59:61:54:62:,127673.13816385504,21.0,111155.53233542488,545820.6603998147,1470.0,544350.6603998147,7609.317711744451,2715.592403987135,8947.879678685487,1822.2218415643424,29.0,0.0,0.0,71.0,70.0,0.0,0.0,30.0,17.0,0.0,0.0,83.0,74.0,0.0,0.0,26.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
