Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,9615.381861435146,0,0,0,0,38 10 (38.0:7.0)[true-Van]:36 7 (36.0:5.0)[false-Van]:31 9 (31.0:43.0)[false-City Cargo Bike]:2 18 (2.0:79.0)[false-Van]:7 19 (7.0:69.0)[false-Van]:5 24 (5.0:63.0)[false-Van]:9 6 (9.0:53.0)[false-Van]:13 16 (13.0:1.0)[true-Van]:10 6 (10.0:1.0)[false-Walker]:27 15 (27.0:41.0)[false-City Cargo Bike]:25 22 (25.0:31.0)[false-City Cargo Bike]:15 7 (15.0:23.0)[false-City Cargo Bike]:8 6 (8.0:57.0)[false-Walker]:34 9 (34.0:45.0)[true-Van]:39 2 (39.0:7.0)[false-City Cargo Bike]:32 10 (32.0:13.0)[false-City Cargo Bike]:30 22 (30.0:13.0)[false-City Cargo Bike]:29 5 (29.0:9.0)[false-City Cargo Bike]:20 23 (20.0:49.0)[false-City Cargo Bike]:4 22 (4.0:25.0)[false-Walker]:6 3 (6.0:33.0)[false-City Cargo Bike]:26 16 (26.0:19.0)[true-Van]:12 18 (12.0:59.0)[false-City Cargo Bike]:11 12 (11.0:79.0)[false-Van]:23 11 (23.0:93.0)[false-City Cargo Bike]:18 4 (18.0:93.0)[false-City Cargo Bike]:16 16 (16.0:37.0)[false-Van]:14 72 (14.0:41.0)[true-Van]:28 7 (28.0:83.0)[false-City Cargo Bike]:3 16 (3.0:41.0)[false-Van]:22 11 (22.0:83.0)[true-Van]:19 22 (19.0:85.0)[false-City Cargo Bike]:17 23 (17.0:85.0)[false-City Cargo Bike]:24 1 (24.0:87.0)[false-City Cargo Bike]:33 11 (33.0:71.0)[false-City Cargo Bike]:37 15 (37.0:81.0)[false-City Cargo Bike]:35 3 (35.0:93.0)[false-Van]:21 7 (21.0:55.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:38:36:31:2:7:5:9::R:Van:13:10:27:25:15:8::R:Van:34:39:32:30:29:20:4:6::R:Van:26:12:11:23:18:16::R:Van:14:28:3::R:Van:22:19:17:24:33:37:35:21:,9615.381861435146,7.0,48076.90930717573,145070.72792152717,840.0,144230.72792152717,6215.553534677072,NaN,3817.6507347770307,1265.1818238730455,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,10053.611025057413,0,0,1,0,17 23 (17.0:85.0)[true-Van]:24 1 (24.0:87.0)[false-City Cargo Bike]:5 24 (5.0:63.0)[false-Van]:21 7 (21.0:55.0)[false-City Cargo Bike]:20 23 (20.0:49.0)[false-City Cargo Bike]:3 16 (3.0:41.0)[false-Van]:32 10 (32.0:13.0)[true-Van]:30 22 (30.0:13.0)[false-City Cargo Bike]:6 3 (6.0:33.0)[false-Van]:28 7 (28.0:83.0)[true-Van]:22 11 (22.0:83.0)[false-City Cargo Bike]:25 22 (25.0:31.0)[false-Van]:16 16 (16.0:37.0)[false-Van]:38 10 (38.0:7.0)[true-Van]:36 7 (36.0:5.0)[false-City Cargo Bike]:39 2 (39.0:7.0)[false-City Cargo Bike]:27 15 (27.0:41.0)[false-City Cargo Bike]:26 16 (26.0:19.0)[false-City Cargo Bike]:4 22 (4.0:25.0)[false-Van]:31 9 (31.0:43.0)[true-Van]:34 9 (34.0:45.0)[false-City Cargo Bike]:7 19 (7.0:69.0)[false-Van]:11 12 (11.0:79.0)[false-Van]:2 18 (2.0:79.0)[false-Van]:12 18 (12.0:59.0)[false-City Cargo Bike]:8 6 (8.0:57.0)[false-Van]:9 6 (9.0:53.0)[false-City Cargo Bike]:33 11 (33.0:71.0)[true-Van]:37 15 (37.0:81.0)[false-Van]:35 3 (35.0:93.0)[false-Van]:19 22 (19.0:85.0)[false-City Cargo Bike]:18 4 (18.0:93.0)[false-Van]:23 11 (23.0:93.0)[false-City Cargo Bike]:15 7 (15.0:23.0)[false-City Cargo Bike]:10 6 (10.0:1.0)[true-Van]:13 16 (13.0:1.0)[false-Van]:29 5 (29.0:9.0)[false-Van]:14 72 (14.0:41.0)[false-Van]:,SOL:R:Van::R:Van:17:24:5:21:20:3::R:Van:32:30:6::R:Van:28:22:25:16::R:Van:38:36:39:27:26:4::R:Van:31:34:7:11:2:12:8:9::R:Van:33:37:35:19:18:23:15::R:Van:10:13:29:14:,10053.611025057413,8.0,50268.05512528706,151764.16537586116,960.0,150804.16537586116,5900.628583645799,NaN,3993.793825680557,1322.8435559286067,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:1:1,58645.212680843964,0,0,1,1,2 18 (2.0:79.0)[false-City Cargo Bike]:3 16 (3.0:41.0)[true-Van]:16 16 (16.0:37.0)[false-City Cargo Bike]:4 22 (4.0:25.0)[false-City Cargo Bike]:15 7 (15.0:23.0)[false-Walker]:5 24 (5.0:63.0)[false-City Cargo Bike]:8 6 (8.0:57.0)[false-City Cargo Bike]:9 6 (9.0:53.0)[false-City Cargo Bike]:6 3 (6.0:33.0)[false-City Cargo Bike]:7 19 (7.0:69.0)[false-City Cargo Bike]:34 9 (34.0:45.0)[false-Van]:10 6 (10.0:1.0)[false-Van]:13 16 (13.0:1.0)[false-City Cargo Bike]:12 18 (12.0:59.0)[true-City Cargo Bike]:31 9 (31.0:43.0)[false-City Cargo Bike]:14 72 (14.0:41.0)[false-City Cargo Bike]:21 7 (21.0:55.0)[false-City Cargo Bike]:17 23 (17.0:85.0)[false-Van]:11 12 (11.0:79.0)[false-City Cargo Bike]:18 4 (18.0:93.0)[false-City Cargo Bike]:23 11 (23.0:93.0)[false-City Cargo Bike]:19 22 (19.0:85.0)[false-City Cargo Bike]:20 23 (20.0:49.0)[false-City Cargo Bike]:27 15 (27.0:41.0)[false-City Cargo Bike]:28 7 (28.0:83.0)[false-Van]:24 1 (24.0:87.0)[false-City Cargo Bike]:22 11 (22.0:83.0)[false-City Cargo Bike]:35 3 (35.0:93.0)[false-City Cargo Bike]:25 22 (25.0:31.0)[false-City Cargo Bike]:29 5 (29.0:9.0)[false-Van]:32 10 (32.0:13.0)[false-City Cargo Bike]:30 22 (30.0:13.0)[false-City Cargo Bike]:26 16 (26.0:19.0)[false-City Cargo Bike]:33 11 (33.0:71.0)[false-City Cargo Bike]:36 7 (36.0:5.0)[false-City Cargo Bike]:37 15 (37.0:81.0)[false-City Cargo Bike]:38 10 (38.0:7.0)[false-City Cargo Bike]:39 2 (39.0:7.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:Van:3:16:4:15:5:8:9:6::R:City Cargo Bike:7::R:Van:34:10:13::R:City Cargo Bike:12::R:City Cargo Bike:31::R:City Cargo Bike:14::R:City Cargo Bike:21::R:Van:17:11:18:23:19:20::R:City Cargo Bike:27::R:Van:28:24:22:35:25:29:32:30:26::R:City Cargo Bike:33::R:City Cargo Bike:36::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:39:,58645.212680843964,17.0,55740.237094613316,263345.04180768254,1130.0,262215.04180768254,6012.129972491706,NaN,6930.13267914954,1466.8483445950872,24.0,0.0,0.0,76.0,68.0,0.0,0.0,32.0,19.0,0.0,0.0,81.0,61.0,0.0,0.0,39.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
