Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0:0,10354.53205432058,0,0,0,0,0,42 6 (42.0:28.0)[false-Van]:51 8 (51.0:62.0)[false-Van-30]:4 3 (4.0:91.0)[false-Van]:40 19 (40.0:98.0)[false-Van]:39 2 (39.0:36.0)[false-Van]:41 7 (41.0:36.0)[false-Van]:6 10 (6.0:7.0)[false-City Cargo Bike]:49 13 (49.0:34.0)[false-Van]:34 3 (34.0:8.0)[false-Van]:16 4 (16.0:47.0)[false-Van]:35 1 (35.0:43.0)[false-Van-30]:37 9 (37.0:30.0)[false-Van]:3 8 (3.0:31.0)[false-City Cargo Bike]:12 10 (12.0:92.0)[true-Van]:47 4 (47.0:45.0)[false-Van-30]:15 8 (15.0:96.0)[false-Van]:52 14 (52.0:8.0)[false-City Cargo Bike]:22 13 (22.0:92.0)[false-Van]:18 6 (18.0:49.0)[false-Van]:13 6 (13.0:62.0)[false-Van]:9 13 (9.0:8.0)[false-City Cargo Bike]:14 23 (14.0:45.0)[false-Van]:21 22 (21.0:46.0)[false-Van]:23 13 (23.0:49.0)[false-Van-30]:24 18 (24.0:62.0)[false-Van]:19 5 (19.0:48.0)[false-City Cargo Bike]:26 14 (26.0:28.0)[false-Van]:25 14 (25.0:96.0)[false-Van]:10 13 (10.0:40.0)[false-Van]:2 22 (2.0:41.0)[false-City Cargo Bike]:28 23 (28.0:9.0)[false-Van]:29 4 (29.0:92.0)[false-Van]:30 25 (30.0:12.0)[false-Van]:27 26 (27.0:47.0)[false-Van]:31 9 (31.0:48.0)[false-City Cargo Bike]:17 13 (17.0:40.0)[false-City Cargo Bike]:48 23 (48.0:17.0)[false-Van]:8 8 (8.0:1.0)[false-Van]:36 17 (36.0:8.0)[false-Van]:32 8 (32.0:94.0)[false-Van]:5 6 (5.0:53.0)[false-Van-30]:33 16 (33.0:43.0)[false-Van-30]:38 15 (38.0:16.0)[false-Van-30]:11 3 (11.0:14.0)[false-Van]:44 22 (44.0:2.0)[false-Van]:45 10 (45.0:16.0)[false-Van]:43 22 (43.0:42.0)[false-City Cargo Bike]:20 10 (20.0:45.0)[false-Van]:50 10 (50.0:47.0)[false-Van]:46 7 (46.0:56.0)[false-Van]:7 18 (7.0:27.0)[false-Van]:,SOL:R:Van:42:51:4:40:39:41:6:49:34:16:35:37:3::R:Van:12:47:15:52:22:18:13:9:14::R:Van:21:23:24:19:26:25:10::R:City Cargo Bike:2::R:Van:28:29:30:27:31:17::R:Van:48:8:36:32:5:33:38:11::R:Van:44:45:43:20:50:46:7:,10354.53205432058,7.0,45078.319601980584,138682.69507379067,770.0,137912.69507379067,17006.709897688605,1227.1525258769686,2719.2685308586406,883.8886196466781,86.0,0.0,0.0,14.0,98.0,0.0,0.0,2.0,87.0,0.0,0.0,13.0,96.0,0.0,0.0,4.0
0:0:0:0:1,-1.0,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:2,-1.0,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:3,-1.0,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:4,-1.0,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:0,10354.53205432058,0,0,0,1,0,2 22 (2.0:41.0)[false-City Cargo Bike]:42 6 (42.0:28.0)[false-Van]:51 8 (51.0:62.0)[false-Van-30]:4 3 (4.0:91.0)[false-Van]:40 19 (40.0:98.0)[false-Van]:39 2 (39.0:36.0)[false-Van]:41 7 (41.0:36.0)[false-Van]:6 10 (6.0:7.0)[false-City Cargo Bike]:49 13 (49.0:34.0)[false-Van]:34 3 (34.0:8.0)[false-Van]:16 4 (16.0:47.0)[false-Van]:35 1 (35.0:43.0)[false-Van-30]:37 9 (37.0:30.0)[false-Van]:3 8 (3.0:31.0)[false-City Cargo Bike]:12 10 (12.0:92.0)[true-Van]:47 4 (47.0:45.0)[false-Van-30]:15 8 (15.0:96.0)[false-Van]:52 14 (52.0:8.0)[false-City Cargo Bike]:22 13 (22.0:92.0)[false-Van]:18 6 (18.0:49.0)[false-Van]:13 6 (13.0:62.0)[false-Van]:9 13 (9.0:8.0)[false-City Cargo Bike]:14 23 (14.0:45.0)[false-Van]:21 22 (21.0:46.0)[false-Van]:23 13 (23.0:49.0)[false-Van-30]:24 18 (24.0:62.0)[false-Van]:19 5 (19.0:48.0)[false-City Cargo Bike]:26 14 (26.0:28.0)[false-Van]:25 14 (25.0:96.0)[false-Van]:10 13 (10.0:40.0)[false-Van]:28 23 (28.0:9.0)[false-Van]:29 4 (29.0:92.0)[false-Van]:30 25 (30.0:12.0)[false-Van]:27 26 (27.0:47.0)[false-Van]:31 9 (31.0:48.0)[false-City Cargo Bike]:17 13 (17.0:40.0)[false-City Cargo Bike]:48 23 (48.0:17.0)[false-Van]:8 8 (8.0:1.0)[false-Van]:36 17 (36.0:8.0)[false-Van]:32 8 (32.0:94.0)[false-Van]:5 6 (5.0:53.0)[false-Van-30]:33 16 (33.0:43.0)[false-Van-30]:38 15 (38.0:16.0)[false-Van-30]:11 3 (11.0:14.0)[false-Van]:44 22 (44.0:2.0)[false-Van]:45 10 (45.0:16.0)[false-Van]:43 22 (43.0:42.0)[false-City Cargo Bike]:20 10 (20.0:45.0)[false-Van]:50 10 (50.0:47.0)[false-Van]:46 7 (46.0:56.0)[false-Van]:7 18 (7.0:27.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:Van:42:51:4:40:39:41:6:49:34:16:35:37:3::R:Van:12:47:15:52:22:18:13:9:14::R:Van:21:23:24:19:26:25:10::R:Van:28:29:30:27:31:17::R:Van:48:8:36:32:5:33:38:11::R:Van:44:45:43:20:50:46:7:,10354.53205432058,8.0,45078.319601980584,138732.69507379067,820.0,137912.69507379067,17006.709897688605,NaN,2720.2489230155034,883.8886196466781,75.0,0.0,0.0,25.0,98.0,0.0,0.0,2.0,87.0,0.0,0.0,13.0,96.0,0.0,0.0,4.0
0:0:0:1:1,-1.0,0,0,0,1,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:2,-1.0,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:3,-1.0,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:4,-1.0,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
