Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,12151.577562286033,0,0,0,0,2 16 (2.0:59.0)[false-Van]:7 23 (7.0:96.0)[false-Van]:3 18 (3.0:96.0)[false-Walker]:6 8 (6.0:66.0)[false-Van]:5 13 (5.0:26.0)[false-City Cargo Bike]:9 27 (9.0:68.0)[false-Van]:10 1 (10.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:12 6 (12.0:93.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[true-Van]:18 7 (18.0:73.0)[false-Van]:20 22 (20.0:98.0)[false-City Cargo Bike]:21 7 (21.0:92.0)[false-Van]:23 16 (23.0:53.0)[false-Van]:22 23 (22.0:43.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[true-City Cargo Bike]:25 2 (25.0:72.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[true-Van]:30 9 (30.0:9.0)[false-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:31 23 (31.0:25.0)[false-Van]:19 4 (19.0:10.0)[false-City Cargo Bike]:37 20 (37.0:22.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-Van]:32 6 (32.0:8.0)[false-Van]:8 7 (8.0:37.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-Van]:28 12 (28.0:75.0)[false-City Cargo Bike]:36 20 (36.0:18.0)[false-City Cargo Bike]:26 9 (26.0:37.0)[false-City Cargo Bike]:,SOL:R:Van:2:7:3:6:5::R:Van:9:10:11:12:13:14:15:16:4::R:Van:17:18:20:21:23:22::R:City Cargo Bike:24:25:27::R:Van:33:30:29:31:19:37:35:32:8::R:Van:34:28:36:26:,12151.577562286033,6.0,42129.69502875392,134490.36219933222,650.0,133840.36219933222,6004.193389015365,1004.483746558923,3735.843394425895,1170.2693063542756,83.0,0.0,0.0,17.0,92.0,0.0,0.0,8.0,69.0,0.0,0.0,31.0,99.0,0.0,0.0,1.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,14013.733918786413,0,0,1,0,7 23 (7.0:96.0)[true-Van]:3 18 (3.0:96.0)[false-Walker]:6 8 (6.0:66.0)[false-Van]:2 16 (2.0:59.0)[false-Van]:4 1 (4.0:47.0)[false-City Cargo Bike]:36 20 (36.0:18.0)[true-Van]:37 20 (37.0:22.0)[false-Van]:13 24 (13.0:74.0)[false-City Cargo Bike]:34 7 (34.0:50.0)[false-Walker]:8 7 (8.0:37.0)[false-Van]:16 5 (16.0:36.0)[true-Van]:9 27 (9.0:68.0)[false-City Cargo Bike]:12 6 (12.0:93.0)[false-City Cargo Bike]:20 22 (20.0:98.0)[false-Van]:21 7 (21.0:92.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[true-Van]:23 16 (23.0:53.0)[false-Van]:25 2 (25.0:72.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[true-City Cargo Bike]:29 1 (29.0:11.0)[false-City Cargo Bike]:27 2 (27.0:16.0)[false-City Cargo Bike]:19 4 (19.0:10.0)[false-Van]:28 12 (28.0:75.0)[true-Van]:32 6 (32.0:8.0)[false-Van]:33 19 (33.0:12.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-Van]:31 23 (31.0:25.0)[false-City Cargo Bike]:30 9 (30.0:9.0)[false-Van]:26 9 (26.0:37.0)[false-Walker]:,SOL:R:Van::R:Van:7:3:6:2:4::R:Van:36:37:13:34:8::R:Van:16:9:12:20:21:24:10:11:15:17::R:Van:14:23:25:18:5::R:City Cargo Bike:22::R:City Cargo Bike:29:27:19::R:Van:28:32:33:35:31:30:26:,14013.733918786413,8.0,39829.133420051934,132403.21472970783,820.0,131583.21472970783,5927.927784128203,NaN,3677.8670758252174,1106.3648172236649,75.0,0.0,0.0,25.0,89.0,0.0,0.0,11.0,57.0,0.0,0.0,43.0,93.0,0.0,0.0,7.0
0:0:1:1,50116.2655371591,0,0,1,1,19 4 (19.0:10.0)[false-Van]:2 16 (2.0:59.0)[false-Van]:12 6 (12.0:93.0)[true-City Cargo Bike]:3 18 (3.0:96.0)[false-City Cargo Bike]:7 23 (7.0:96.0)[false-Van]:8 7 (8.0:37.0)[false-City Cargo Bike]:33 19 (33.0:12.0)[true-City Cargo Bike]:20 22 (20.0:98.0)[false-City Cargo Bike]:28 12 (28.0:75.0)[false-City Cargo Bike]:5 13 (5.0:26.0)[false-City Cargo Bike]:21 7 (21.0:92.0)[false-Van]:6 8 (6.0:66.0)[false-City Cargo Bike]:9 27 (9.0:68.0)[false-City Cargo Bike]:11 3 (11.0:82.0)[false-City Cargo Bike]:10 1 (10.0:78.0)[false-City Cargo Bike]:13 24 (13.0:74.0)[false-City Cargo Bike]:15 2 (15.0:78.0)[false-City Cargo Bike]:14 19 (14.0:60.0)[false-City Cargo Bike]:16 5 (16.0:36.0)[false-City Cargo Bike]:18 7 (18.0:73.0)[false-City Cargo Bike]:22 23 (22.0:43.0)[false-City Cargo Bike]:4 1 (4.0:47.0)[false-Van]:23 16 (23.0:53.0)[false-City Cargo Bike]:24 2 (24.0:78.0)[false-Walker]:25 2 (25.0:72.0)[false-City Cargo Bike]:32 6 (32.0:8.0)[false-Van]:26 9 (26.0:37.0)[false-Van]:31 23 (31.0:25.0)[true-City Cargo Bike]:27 2 (27.0:16.0)[false-Van]:29 1 (29.0:11.0)[false-Van]:30 9 (30.0:9.0)[false-Van]:34 7 (34.0:50.0)[false-City Cargo Bike]:35 7 (35.0:26.0)[false-Van]:36 20 (36.0:18.0)[false-Van]:37 20 (37.0:22.0)[false-City Cargo Bike]:17 16 (17.0:45.0)[false-Van]:,SOL:R:Van:19:2::R:City Cargo Bike:12::R:City Cargo Bike:3::R:Van:7:8::R:City Cargo Bike:33::R:City Cargo Bike:20::R:City Cargo Bike:28::R:City Cargo Bike:5::R:Van:21:6:9:11:10:13:15:14:16::R:City Cargo Bike:18::R:City Cargo Bike:22::R:Van:4:23:24:25:32:26::R:City Cargo Bike:31::R:Van:27:29:30:34:35:36:37:17:,50116.2655371591,14.0,47635.2733064038,225134.24167096807,1050.0,224084.24167096807,5828.232506851809,1866.810236598359,6253.728935304669,1323.2020362889943,36.0,0.0,0.0,64.0,75.0,0.0,0.0,25.0,19.0,0.0,0.0,81.0,65.0,0.0,0.0,35.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
