Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,9063.056162273026,0,0,0,0,3 3 (3.0:39.0)[true-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-Van]:17 24 (17.0:35.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:5 15 (5.0:97.0)[false-Van]:6 15 (6.0:91.0)[false-Walker]:34 1 (34.0:55.0)[false-Van]:23 13 (23.0:27.0)[false-Van]:9 25 (9.0:57.0)[false-Van]:15 13 (15.0:63.0)[false-Van]:11 5 (11.0:47.0)[true-Van]:19 9 (19.0:49.0)[false-Van]:14 14 (14.0:43.0)[false-Van]:20 16 (20.0:29.0)[false-Van]:22 16 (22.0:31.0)[false-Van]:18 15 (18.0:27.0)[false-City Cargo Bike]:12 7 (12.0:51.0)[false-Van]:16 5 (16.0:55.0)[false-Walker]:21 13 (21.0:71.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-Van]:30 12 (30.0:65.0)[false-Van]:27 20 (27.0:89.0)[false-Van]:31 19 (31.0:87.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:7 24 (7.0:55.0)[false-Van]:24 24 (24.0:67.0)[false-Van]:33 15 (33.0:1.0)[false-Van]:32 4 (32.0:19.0)[false-Van]:29 15 (29.0:19.0)[false-Van]:26 23 (26.0:23.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:,SOL:R:Van::R:Van:3:10:13:4:17:2::R:Van:5:6:34:23:9:15::R:Van:11:19:14:20:22:18:12:16:21::R:Van:25:30:27:31:28:7::R:Van:24:33:32:29:26:8:,9063.056162273026,6.0,45315.280811365126,136665.8424340954,720.0,135945.8424340954,5348.506142043243,NaN,4141.389164669557,1373.1903276171251,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,15703.442829187812,0,0,1,0,3 3 (3.0:39.0)[true-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-Van]:17 24 (17.0:35.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:26 23 (26.0:23.0)[false-Van]:29 15 (29.0:19.0)[false-Van]:32 4 (32.0:19.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:12 7 (12.0:51.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[true-City Cargo Bike]:9 25 (9.0:57.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[true-Van]:18 15 (18.0:27.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[true-Walker]:5 15 (5.0:97.0)[true-Van]:27 20 (27.0:89.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[false-Van]:14 14 (14.0:43.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-Van]:20 16 (20.0:29.0)[false-Van]:16 5 (16.0:55.0)[false-Walker]:19 9 (19.0:49.0)[false-Van]:24 24 (24.0:67.0)[false-Van]:25 20 (25.0:87.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:31 19 (31.0:87.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:,SOL:R:Van::R:Van:3:10:13:4:17:2::R:Van:26:29:32:33:12:11:7::R:City Cargo Bike:21::R:City Cargo Bike:9::R:Van:23:18:6::R:Walker:15::R:Van:5:27:30:34:14:22:20:16::R:Van:19:24:25:28:31:8:,15703.442829187812,9.0,47902.18791511219,156822.57423766732,870.0,155952.57423766732,5348.506142043243,NaN,4752.199219323252,1451.5814519730966,67.0,11.0,0.0,22.0,91.0,3.0,0.0,6.0,61.0,12.0,0.0,27.0,89.0,3.0,0.0,8.0
0:0:1:1,71801.71901143786,0,0,1,1,3 3 (3.0:39.0)[false-City Cargo Bike]:10 13 (10.0:21.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[true-Van]:5 15 (5.0:97.0)[false-Van]:6 15 (6.0:91.0)[false-Van]:8 7 (8.0:55.0)[false-Van]:9 25 (9.0:57.0)[false-Van]:2 23 (2.0:67.0)[false-Van]:11 5 (11.0:47.0)[true-Van]:12 7 (12.0:51.0)[false-Van]:14 14 (14.0:43.0)[false-Van]:15 13 (15.0:63.0)[false-Van]:16 5 (16.0:55.0)[false-Van]:17 24 (17.0:35.0)[false-Walker]:18 15 (18.0:27.0)[false-Van]:19 9 (19.0:49.0)[true-Walker]:22 16 (22.0:31.0)[false-Van]:26 23 (26.0:23.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[false-City Cargo Bike]:32 4 (32.0:19.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-Van]:25 20 (25.0:87.0)[true-City Cargo Bike]:27 20 (27.0:89.0)[true-City Cargo Bike]:24 24 (24.0:67.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:31 19 (31.0:87.0)[false-Van]:13 5 (13.0:11.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[false-Van]:23 13 (23.0:27.0)[false-Van]:20 16 (20.0:29.0)[false-Van]:30 12 (30.0:65.0)[false-Van]:,SOL:R:City Cargo Bike:3:32::R:City Cargo Bike:10::R:City Cargo Bike:4::R:Van:21:5:6:8:9:2:34::R:Van:11:12:14:15:16:18:22:7::R:Walker:17::R:Walker:19::R:City Cargo Bike:26::R:City Cargo Bike:29::R:City Cargo Bike:33::R:City Cargo Bike:25::R:City Cargo Bike:27::R:Van:24:28:31:23:20:30::R:City Cargo Bike:13:,71801.71901143786,14.0,47802.579388544094,268800.14443309035,910.0,267890.14443309035,5193.770978667202,2556.2394228454405,8145.458922214859,1448.5630117740634,21.0,14.0,0.0,64.0,64.0,6.0,0.0,30.0,13.0,11.0,0.0,76.0,62.0,7.0,0.0,31.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
