Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,105630.64314457221,0,0,1,0,3 20 (3.0:46.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-City Cargo Bike]:7 17 (7.0:20.0)[false-City Cargo Bike]:11 22 (11.0:95.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-City Cargo Bike]:6 5 (6.0:86.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[true-Van]:8 1 (8.0:41.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:33 15 (33.0:35.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-City Cargo Bike]:20 5 (20.0:100.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[true-Van]:59 16 (59.0:20.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:2 11 (2.0:60.0)[false-Van]:9 15 (9.0:21.0)[false-City Cargo Bike]:55 10 (55.0:41.0)[false-Van]:58 25 (58.0:40.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-City Cargo Bike]:61 22 (61.0:31.0)[false-City Cargo Bike]:29 12 (29.0:51.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[true-Van]:22 5 (22.0:40.0)[false-City Cargo Bike]:23 21 (23.0:19.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[false-City Cargo Bike]:14 25 (14.0:60.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-Van]:34 26 (34.0:1.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-City Cargo Bike]:5 17 (5.0:70.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-Van]:41 6 (41.0:65.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-City Cargo Bike]:43 6 (43.0:100.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-City Cargo Bike]:45 11 (45.0:25.0)[true-City Cargo Bike]:48 10 (48.0:21.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-Van]:30 2 (30.0:61.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:3::R:City Cargo Bike:4::R:City Cargo Bike:7::R:City Cargo Bike:11::R:City Cargo Bike:47::R:City Cargo Bike:6::R:Van:13:8:12:10:17:33:15::R:City Cargo Bike:20::R:Van:31:59:56:18:2::R:City Cargo Bike:9::R:Van:55:58:62:61:29:19::R:Van:21:22:23:28:24:25:26::R:City Cargo Bike:27::R:City Cargo Bike:32::R:City Cargo Bike:14::R:Van:38:34:35:36:5::R:Van:37:41:42:43:44:50:53:40:16::R:City Cargo Bike:39::R:City Cargo Bike:45::R:City Cargo Bike:48::R:City Cargo Bike:49::R:City Cargo Bike:54::R:City Cargo Bike:52:51:30::R:City Cargo Bike:60::R:City Cargo Bike:63:46::R:City Cargo Bike:57:,105630.64314457221,27.0,60259.68207552606,369706.4596855123,1770.0,367936.4596855123,5942.639127373966,NaN,5963.007414282456,971.930356056872,22.0,0.0,0.0,78.0,63.0,0.0,0.0,37.0,11.0,0.0,0.0,89.0,62.0,0.0,0.0,38.0
0:0:1:1,148290.76310688583,0,0,1,1,2 11 (2.0:60.0)[true-Van]:45 11 (45.0:25.0)[false-City Cargo Bike]:48 10 (48.0:21.0)[false-City Cargo Bike]:27 15 (27.0:61.0)[false-City Cargo Bike]:4 26 (4.0:91.0)[false-Van]:11 22 (11.0:95.0)[false-Walker]:61 22 (61.0:31.0)[true-City Cargo Bike]:5 17 (5.0:70.0)[true-City Cargo Bike]:7 17 (7.0:20.0)[false-Van]:9 15 (9.0:21.0)[false-Van]:33 15 (33.0:35.0)[false-City Cargo Bike]:32 16 (32.0:41.0)[false-City Cargo Bike]:10 16 (10.0:46.0)[false-City Cargo Bike]:3 20 (3.0:46.0)[false-Van]:6 5 (6.0:86.0)[true-Van]:29 12 (29.0:51.0)[false-City Cargo Bike]:54 17 (54.0:60.0)[false-City Cargo Bike]:62 17 (62.0:40.0)[false-City Cargo Bike]:49 21 (49.0:75.0)[false-City Cargo Bike]:50 7 (50.0:71.0)[false-City Cargo Bike]:15 20 (15.0:55.0)[false-City Cargo Bike]:13 22 (13.0:41.0)[true-Van]:14 25 (14.0:60.0)[false-Van]:55 10 (55.0:41.0)[false-City Cargo Bike]:31 17 (31.0:76.0)[false-City Cargo Bike]:16 20 (16.0:71.0)[false-City Cargo Bike]:17 21 (17.0:39.0)[false-City Cargo Bike]:21 11 (21.0:65.0)[false-City Cargo Bike]:19 12 (19.0:80.0)[false-Van]:20 5 (20.0:100.0)[false-City Cargo Bike]:22 5 (22.0:40.0)[false-Van]:23 21 (23.0:19.0)[false-City Cargo Bike]:24 17 (24.0:34.0)[false-City Cargo Bike]:25 12 (25.0:36.0)[false-City Cargo Bike]:26 12 (26.0:69.0)[false-City Cargo Bike]:34 26 (34.0:1.0)[false-City Cargo Bike]:59 16 (59.0:20.0)[false-City Cargo Bike]:36 22 (36.0:21.0)[false-City Cargo Bike]:37 16 (37.0:79.0)[false-City Cargo Bike]:38 21 (38.0:34.0)[false-City Cargo Bike]:39 16 (39.0:74.0)[false-City Cargo Bike]:35 12 (35.0:15.0)[false-City Cargo Bike]:41 6 (41.0:65.0)[false-City Cargo Bike]:40 2 (40.0:75.0)[false-City Cargo Bike]:8 1 (8.0:41.0)[false-City Cargo Bike]:56 25 (56.0:6.0)[false-City Cargo Bike]:42 2 (42.0:55.0)[false-City Cargo Bike]:43 6 (43.0:100.0)[false-City Cargo Bike]:44 10 (44.0:99.0)[false-City Cargo Bike]:18 26 (18.0:61.0)[false-City Cargo Bike]:47 63 (47.0:30.0)[false-City Cargo Bike]:46 1 (46.0:75.0)[false-City Cargo Bike]:63 6 (63.0:56.0)[false-City Cargo Bike]:51 1 (51.0:56.0)[false-City Cargo Bike]:52 6 (52.0:25.0)[false-City Cargo Bike]:12 2 (12.0:16.0)[false-City Cargo Bike]:53 26 (53.0:85.0)[false-City Cargo Bike]:57 25 (57.0:60.0)[false-City Cargo Bike]:58 25 (58.0:40.0)[false-City Cargo Bike]:60 5 (60.0:94.0)[false-City Cargo Bike]:30 2 (30.0:61.0)[false-City Cargo Bike]:28 21 (28.0:19.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:45:48:27:4:11::R:City Cargo Bike:61::R:City Cargo Bike:5::R:Van:7:9:33:32:10:3::R:Van:6:29:54:62:49:50:15::R:Van:13:14:55:31:16::R:City Cargo Bike:17::R:City Cargo Bike:21::R:Van:19:20:22:23:24:25:26::R:City Cargo Bike:34::R:City Cargo Bike:59::R:City Cargo Bike:36::R:City Cargo Bike:37::R:City Cargo Bike:38::R:City Cargo Bike:39::R:City Cargo Bike:35::R:City Cargo Bike:41:40:8::R:City Cargo Bike:56::R:City Cargo Bike:42:43::R:City Cargo Bike:44::R:City Cargo Bike:18::R:City Cargo Bike:47::R:City Cargo Bike:46:63:51::R:City Cargo Bike:52:12::R:City Cargo Bike:53::R:City Cargo Bike:57::R:City Cargo Bike:58::R:City Cargo Bike:60:30::R:City Cargo Bike:28:,148290.76310688583,30.0,65682.80065101461,469276.8079064098,1920.0,467356.8079064098,5950.988443898473,NaN,7568.980772684029,1059.4000105002356,20.0,0.0,0.0,80.0,50.0,0.0,0.0,50.0,9.0,0.0,0.0,91.0,51.0,0.0,0.0,49.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
