Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,83072.17733230228,0,0,1,0,22 20 (22.0:95.0)[false-City Cargo Bike]:5 9 (5.0:87.0)[false-City Cargo Bike]:30 3 (30.0:28.0)[false-Van]:7 5 (7.0:40.0)[false-City Cargo Bike]:14 10 (14.0:23.0)[false-Van]:38 13 (38.0:25.0)[false-City Cargo Bike]:9 9 (9.0:0.0)[false-City Cargo Bike]:11 1 (11.0:11.0)[false-City Cargo Bike]:2 2 (2.0:9.0)[false-City Cargo Bike]:4 6 (4.0:36.0)[false-City Cargo Bike]:6 16 (6.0:34.0)[false-City Cargo Bike]:16 5 (16.0:34.0)[false-City Cargo Bike]:13 18 (13.0:33.0)[false-City Cargo Bike]:46 19 (46.0:9.0)[false-City Cargo Bike]:34 10 (34.0:94.0)[true-Van]:66 22 (66.0:80.0)[false-Van]:33 23 (33.0:14.0)[false-Van]:40 25 (40.0:3.0)[false-City Cargo Bike]:25 17 (25.0:48.0)[false-City Cargo Bike]:24 39 (24.0:50.0)[false-City Cargo Bike]:55 7 (55.0:41.0)[false-City Cargo Bike]:31 2 (31.0:51.0)[false-City Cargo Bike]:17 9 (17.0:19.0)[false-Van]:18 16 (18.0:14.0)[false-City Cargo Bike]:41 5 (41.0:13.0)[false-City Cargo Bike]:39 21 (39.0:11.0)[false-City Cargo Bike]:21 6 (21.0:5.0)[false-City Cargo Bike]:23 23 (23.0:38.0)[false-City Cargo Bike]:47 10 (47.0:36.0)[false-City Cargo Bike]:20 6 (20.0:58.0)[false-City Cargo Bike]:45 23 (45.0:32.0)[false-Van]:32 7 (32.0:68.0)[false-City Cargo Bike]:28 13 (28.0:79.0)[false-City Cargo Bike]:35 7 (35.0:68.0)[false-City Cargo Bike]:50 5 (50.0:96.0)[false-City Cargo Bike]:43 13 (43.0:58.0)[false-City Cargo Bike]:52 13 (52.0:40.0)[false-City Cargo Bike]:12 1 (12.0:46.0)[false-City Cargo Bike]:29 17 (29.0:61.0)[true-Walker]:26 8 (26.0:64.0)[false-City Cargo Bike]:69 18 (69.0:18.0)[true-City Cargo Bike]:44 12 (44.0:40.0)[false-City Cargo Bike]:48 7 (48.0:82.0)[false-City Cargo Bike]:27 2 (27.0:39.0)[false-City Cargo Bike]:3 1 (3.0:84.0)[false-City Cargo Bike]:37 20 (37.0:2.0)[false-City Cargo Bike]:53 30 (53.0:33.0)[false-City Cargo Bike]:54 15 (54.0:72.0)[false-City Cargo Bike]:36 12 (36.0:12.0)[false-City Cargo Bike]:56 9 (56.0:90.0)[false-Van]:58 8 (58.0:54.0)[false-Van]:59 5 (59.0:43.0)[false-City Cargo Bike]:63 25 (63.0:14.0)[false-City Cargo Bike]:60 8 (60.0:3.0)[false-City Cargo Bike]:57 23 (57.0:4.0)[false-City Cargo Bike]:42 4 (42.0:9.0)[false-City Cargo Bike]:49 15 (49.0:10.0)[false-City Cargo Bike]:8 3 (8.0:72.0)[false-City Cargo Bike]:61 25 (61.0:94.0)[true-Van]:62 12 (62.0:94.0)[false-City Cargo Bike]:65 8 (65.0:88.0)[false-Van]:68 24 (68.0:87.0)[false-City Cargo Bike]:67 7 (67.0:37.0)[false-City Cargo Bike]:10 12 (10.0:64.0)[false-Van]:64 24 (64.0:37.0)[false-Van]:51 15 (51.0:20.0)[false-City Cargo Bike]:19 12 (19.0:70.0)[false-Van]:15 5 (15.0:67.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:22::R:City Cargo Bike:5::R:Van:30:7:14:38:9:11:2:4:6:16:13::R:City Cargo Bike:46::R:Van:34:66:33:40:25::R:City Cargo Bike:24::R:City Cargo Bike:55:31::R:Van:17:18:41:39:21:23:47:20::R:Van:45:32:28:35:50:43:52:12::R:Walker:29::R:City Cargo Bike:26::R:City Cargo Bike:69::R:City Cargo Bike:44::R:City Cargo Bike:48:27:3::R:City Cargo Bike:37::R:City Cargo Bike:53::R:City Cargo Bike:54::R:City Cargo Bike:36::R:Van:56:58:59:63:60:57:42:49:8::R:Van:61:62:65:68:67:10::R:Van:64:51:19:15:,83072.17733230228,22.0,73249.95393583947,358184.2348977872,1590.0,356594.2348977872,7791.071739258594,NaN,5267.415219085106,1077.2052049388158,32.0,5.0,0.0,64.0,75.0,1.0,0.0,24.0,18.0,4.0,0.0,79.0,72.0,2.0,0.0,26.0
0:0:1:1,140143.97672872923,0,0,1,1,66 22 (66.0:80.0)[false-City Cargo Bike]:5 9 (5.0:87.0)[false-City Cargo Bike]:3 1 (3.0:84.0)[false-City Cargo Bike]:62 12 (62.0:94.0)[false-City Cargo Bike]:37 20 (37.0:2.0)[false-City Cargo Bike]:2 2 (2.0:9.0)[false-City Cargo Bike]:4 6 (4.0:36.0)[false-City Cargo Bike]:38 13 (38.0:25.0)[false-City Cargo Bike]:19 12 (19.0:70.0)[false-City Cargo Bike]:10 12 (10.0:64.0)[false-City Cargo Bike]:16 5 (16.0:34.0)[false-City Cargo Bike]:15 5 (15.0:67.0)[false-City Cargo Bike]:8 3 (8.0:72.0)[false-City Cargo Bike]:41 5 (41.0:13.0)[true-City Cargo Bike]:14 10 (14.0:23.0)[false-City Cargo Bike]:34 10 (34.0:94.0)[false-Van]:33 23 (33.0:14.0)[false-City Cargo Bike]:40 25 (40.0:3.0)[false-City Cargo Bike]:25 17 (25.0:48.0)[false-City Cargo Bike]:13 18 (13.0:33.0)[false-City Cargo Bike]:12 1 (12.0:46.0)[false-City Cargo Bike]:7 5 (7.0:40.0)[false-City Cargo Bike]:24 39 (24.0:50.0)[false-City Cargo Bike]:17 9 (17.0:19.0)[false-Van]:39 21 (39.0:11.0)[false-Van]:21 6 (21.0:5.0)[false-City Cargo Bike]:23 23 (23.0:38.0)[false-City Cargo Bike]:47 10 (47.0:36.0)[false-City Cargo Bike]:45 23 (45.0:32.0)[false-City Cargo Bike]:20 6 (20.0:58.0)[false-City Cargo Bike]:22 20 (22.0:95.0)[false-Van]:32 7 (32.0:68.0)[false-City Cargo Bike]:29 17 (29.0:61.0)[false-City Cargo Bike]:51 15 (51.0:20.0)[false-City Cargo Bike]:18 16 (18.0:14.0)[false-City Cargo Bike]:9 9 (9.0:0.0)[false-City Cargo Bike]:6 16 (6.0:34.0)[false-City Cargo Bike]:26 8 (26.0:64.0)[false-City Cargo Bike]:28 13 (28.0:79.0)[false-City Cargo Bike]:30 3 (30.0:28.0)[false-City Cargo Bike]:31 2 (31.0:51.0)[false-City Cargo Bike]:36 12 (36.0:12.0)[false-City Cargo Bike]:53 30 (53.0:33.0)[false-City Cargo Bike]:50 5 (50.0:96.0)[false-Van]:61 25 (61.0:94.0)[false-City Cargo Bike]:65 8 (65.0:88.0)[false-City Cargo Bike]:69 18 (69.0:18.0)[false-City Cargo Bike]:42 4 (42.0:9.0)[false-City Cargo Bike]:60 8 (60.0:3.0)[false-Walker]:59 5 (59.0:43.0)[false-City Cargo Bike]:58 8 (58.0:54.0)[false-City Cargo Bike]:35 7 (35.0:68.0)[false-City Cargo Bike]:43 13 (43.0:58.0)[false-City Cargo Bike]:64 24 (64.0:37.0)[false-Van]:67 7 (67.0:37.0)[false-City Cargo Bike]:54 15 (54.0:72.0)[false-Walker]:48 7 (48.0:82.0)[false-City Cargo Bike]:68 24 (68.0:87.0)[false-City Cargo Bike]:46 19 (46.0:9.0)[false-City Cargo Bike]:27 2 (27.0:39.0)[false-City Cargo Bike]:44 12 (44.0:40.0)[false-City Cargo Bike]:49 15 (49.0:10.0)[false-City Cargo Bike]:52 13 (52.0:40.0)[false-City Cargo Bike]:55 7 (55.0:41.0)[false-City Cargo Bike]:56 9 (56.0:90.0)[false-City Cargo Bike]:11 1 (11.0:11.0)[false-City Cargo Bike]:57 23 (57.0:4.0)[false-City Cargo Bike]:63 25 (63.0:14.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:66::R:City Cargo Bike:5:3::R:City Cargo Bike:62::R:City Cargo Bike:37::R:City Cargo Bike:2:4::R:City Cargo Bike:38::R:City Cargo Bike:19::R:City Cargo Bike:10::R:City Cargo Bike:16:15::R:City Cargo Bike:8::R:City Cargo Bike:41::R:City Cargo Bike:14::R:Van:34:33:40:25:13:12:7::R:City Cargo Bike:24::R:Van:17:39:21:23:47:45:20::R:Van:22:32:29:51:18:9:6::R:City Cargo Bike:26::R:City Cargo Bike:28::R:City Cargo Bike:30:31::R:City Cargo Bike:36::R:City Cargo Bike:53::R:Van:50:61:65:69:42:60:59:58:35::R:City Cargo Bike:43::R:Van:64:67:54:48:68:46:27::R:City Cargo Bike:44::R:City Cargo Bike:49::R:City Cargo Bike:52::R:City Cargo Bike:55::R:City Cargo Bike:56:11::R:City Cargo Bike:57::R:City Cargo Bike:63:,140143.97672872923,32.0,73230.54063240711,472637.3591017169,1950.0,470687.3591017169,7517.287844391918,NaN,6950.54939855466,1076.9197151824574,16.0,0.0,0.0,84.0,54.0,0.0,0.0,46.0,10.0,0.0,0.0,90.0,57.0,0.0,0.0,43.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
