Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,10802.434766160328,0,0,0,0,5 12 (5.0:11.0)[true-Van]:2 12 (2.0:3.0)[false-Van]:4 8 (4.0:1.0)[false-Van]:7 12 (7.0:37.0)[false-Van]:9 19 (9.0:35.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[true-Van]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:38 14 (38.0:61.0)[false-Van]:8 11 (8.0:87.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-Van]:19 19 (19.0:47.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-Van]:26 12 (26.0:27.0)[false-City Cargo Bike]:20 5 (20.0:45.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-Van]:11 8 (11.0:41.0)[false-Van]:34 2 (34.0:33.0)[false-Van]:22 9 (22.0:45.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-Van]:30 19 (30.0:35.0)[true-Van]:31 25 (31.0:33.0)[false-Van]:27 13 (27.0:17.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-Van]:33 3 (33.0:89.0)[true-Van]:28 12 (28.0:93.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:5:2:4:7:9:10::R:Van:24:25:37:38:8:6::R:Van:12:19:17:13:26:20:15::R:Van:18:11:34:22:16:23:21:14::R:Van:30:31:27:36:3::R:Van:33:28:35:32:29:,10802.434766160328,7.0,54012.17383080163,162876.52149240486,840.0,162036.52149240486,6431.63971171527,NaN,4402.068148443374,1459.7884819135575,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,15405.827506677877,0,0,1,0,16 13 (16.0:97.0)[true-Van]:22 9 (22.0:45.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[false-Van]:27 13 (27.0:17.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-City Cargo Bike]:25 8 (25.0:71.0)[false-City Cargo Bike]:4 8 (4.0:1.0)[true-Van]:2 12 (2.0:3.0)[false-Walker]:32 7 (32.0:61.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[true-Van]:13 1 (13.0:11.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-Van]:15 17 (15.0:75.0)[false-Walker]:8 11 (8.0:87.0)[true-City Cargo Bike]:6 18 (6.0:87.0)[false-Walker]:19 19 (19.0:47.0)[true-Van]:10 23 (10.0:55.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-Van]:28 12 (28.0:93.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-Van]:7 12 (7.0:37.0)[true-Van]:31 25 (31.0:33.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[false-Van]:36 13 (36.0:21.0)[false-Van]:21 26 (21.0:89.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-City Cargo Bike]:33 3 (33.0:89.0)[true-Van]:34 2 (34.0:33.0)[false-Van]:20 5 (20.0:45.0)[false-City Cargo Bike]:30 19 (30.0:35.0)[false-Van]:35 24 (35.0:37.0)[false-Walker]:29 4 (29.0:59.0)[false-Van]:38 14 (38.0:61.0)[false-Van]:37 14 (37.0:67.0)[false-Van]:18 13 (18.0:63.0)[false-Van]:,SOL:R:Van::R:Van:16:22:9:27:24:25::R:Van:4:2:32:12::R:Van:5:13:17:15::R:City Cargo Bike:8::R:Walker:6::R:Van:19:10:23:28:11:14::R:Van:7:31:26:36:21:3::R:Van:33:34:20:30:35:29:38:37:18:,15405.827506677877,9.0,55955.18034784677,177235.12391775733,940.0,176295.12391775733,6393.448622655476,NaN,4790.138484263712,1512.3021715634263,78.0,11.0,0.0,11.0,95.0,3.0,0.0,3.0,73.0,13.0,0.0,14.0,94.0,4.0,0.0,2.0
0:0:1:1,67117.09460023175,0,0,1,1,10 23 (10.0:55.0)[false-Van]:3 5 (3.0:71.0)[false-Van]:5 12 (5.0:11.0)[true-City Cargo Bike]:7 12 (7.0:37.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-Van]:9 19 (9.0:35.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:8 11 (8.0:87.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[false-City Cargo Bike]:11 8 (11.0:41.0)[true-City Cargo Bike]:32 7 (32.0:61.0)[true-Van]:20 5 (20.0:45.0)[false-City Cargo Bike]:22 9 (22.0:45.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:33 3 (33.0:89.0)[false-City Cargo Bike]:30 19 (30.0:35.0)[false-City Cargo Bike]:31 25 (31.0:33.0)[false-City Cargo Bike]:34 2 (34.0:33.0)[true-Walker]:26 12 (26.0:27.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-Van]:24 21 (24.0:19.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-Van]:2 12 (2.0:3.0)[false-City Cargo Bike]:4 8 (4.0:1.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-Van]:38 14 (38.0:61.0)[true-City Cargo Bike]:,SOL:R:Van:10:3::R:City Cargo Bike:5::R:City Cargo Bike:7::R:Van:15:9:29:25:37:8:6:14::R:City Cargo Bike:18::R:City Cargo Bike:12::R:City Cargo Bike:16::R:City Cargo Bike:21::R:City Cargo Bike:19::R:City Cargo Bike:11::R:Van:32:20:22:23:28:33:30:31::R:Walker:34::R:City Cargo Bike:26::R:City Cargo Bike:17::R:City Cargo Bike:27::R:Van:36:24:13:2:4:35::R:City Cargo Bike:38:,67117.09460023175,17.0,59899.12899915218,291101.92459825915,1130.0,289971.92459825915,5902.731832499551,1951.5197342094684,7867.619583736734,1618.8953783554643,24.0,6.0,0.0,71.0,65.0,3.0,0.0,32.0,18.0,8.0,0.0,74.0,63.0,0.0,0.0,37.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
