Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,71557.85281743924,0,0,1,0,19 23 (19.0:39.0)[false-City Cargo Bike]:25 8 (25.0:77.0)[false-City Cargo Bike]:2 20 (2.0:1.0)[true-City Cargo Bike]:6 22 (6.0:3.0)[false-Van]:7 25 (7.0:5.0)[false-City Cargo Bike]:20 16 (20.0:13.0)[false-City Cargo Bike]:13 22 (13.0:11.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-Van]:3 14 (3.0:97.0)[false-City Cargo Bike]:5 11 (5.0:77.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[false-City Cargo Bike]:12 14 (12.0:71.0)[false-City Cargo Bike]:10 10 (10.0:67.0)[false-City Cargo Bike]:14 9 (14.0:85.0)[true-Van]:22 8 (22.0:87.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[false-City Cargo Bike]:17 24 (17.0:71.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:28 15 (28.0:53.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[false-City Cargo Bike]:4 5 (4.0:23.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[false-City Cargo Bike]:33 3 (33.0:27.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[true-Van]:36 13 (36.0:37.0)[false-Van]:37 25 (37.0:33.0)[false-City Cargo Bike]:39 8 (39.0:13.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:9 18 (9.0:51.0)[false-City Cargo Bike]:41 9 (41.0:45.0)[false-Walker]:27 12 (27.0:47.0)[false-City Cargo Bike]:46 16 (46.0:53.0)[false-City Cargo Bike]:47 18 (47.0:97.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:19::R:City Cargo Bike:25::R:City Cargo Bike:2::R:Van:6:7:20:13:24:8::R:Van:11:3:5:34:12:10::R:Van:14:22:29:48:42:31:18:16::R:City Cargo Bike:26::R:City Cargo Bike:15::R:City Cargo Bike:21::R:City Cargo Bike:45:30::R:City Cargo Bike:17::R:City Cargo Bike:43:23::R:City Cargo Bike:28::R:City Cargo Bike:38::R:City Cargo Bike:4:32:33::R:Van:35:36:37:39:44:40:9::R:Walker:41::R:City Cargo Bike:27::R:City Cargo Bike:46::R:City Cargo Bike:47:,71557.85281743924,21.0,32210.59971410811,228193.26489155958,1330.0,226863.26489155958,5440.398429241108,NaN,4855.175848756587,685.3319088108109,19.0,5.0,0.0,76.0,57.0,2.0,0.0,40.0,9.0,6.0,0.0,85.0,62.0,1.0,0.0,36.0
0:0:1:1,84298.33424668967,0,0,1,1,19 23 (19.0:39.0)[false-City Cargo Bike]:25 8 (25.0:77.0)[false-City Cargo Bike]:30 2 (30.0:81.0)[true-Walker]:2 20 (2.0:1.0)[true-City Cargo Bike]:6 22 (6.0:3.0)[false-Van]:7 25 (7.0:5.0)[false-City Cargo Bike]:20 16 (20.0:13.0)[false-City Cargo Bike]:13 22 (13.0:11.0)[false-City Cargo Bike]:24 12 (24.0:21.0)[false-City Cargo Bike]:8 2 (8.0:41.0)[false-City Cargo Bike]:11 26 (11.0:89.0)[false-Van]:3 14 (3.0:97.0)[false-City Cargo Bike]:5 11 (5.0:77.0)[false-City Cargo Bike]:34 20 (34.0:95.0)[false-City Cargo Bike]:12 14 (12.0:71.0)[false-City Cargo Bike]:10 10 (10.0:67.0)[false-City Cargo Bike]:14 9 (14.0:85.0)[true-Van]:22 8 (22.0:87.0)[false-City Cargo Bike]:29 9 (29.0:73.0)[false-City Cargo Bike]:48 16 (48.0:75.0)[false-City Cargo Bike]:42 14 (42.0:83.0)[false-City Cargo Bike]:31 10 (31.0:89.0)[false-City Cargo Bike]:18 15 (18.0:61.0)[false-City Cargo Bike]:16 18 (16.0:57.0)[false-City Cargo Bike]:15 11 (15.0:57.0)[false-City Cargo Bike]:21 14 (21.0:43.0)[false-City Cargo Bike]:26 16 (26.0:3.0)[false-City Cargo Bike]:4 5 (4.0:23.0)[false-City Cargo Bike]:17 24 (17.0:71.0)[false-City Cargo Bike]:43 4 (43.0:69.0)[false-City Cargo Bike]:23 5 (23.0:11.0)[false-City Cargo Bike]:28 15 (28.0:53.0)[false-City Cargo Bike]:27 12 (27.0:47.0)[false-City Cargo Bike]:47 18 (47.0:97.0)[false-City Cargo Bike]:38 23 (38.0:23.0)[false-City Cargo Bike]:33 3 (33.0:27.0)[false-City Cargo Bike]:35 3 (35.0:63.0)[true-Van]:46 16 (46.0:53.0)[false-Walker]:41 9 (41.0:45.0)[false-City Cargo Bike]:45 7 (45.0:37.0)[false-City Cargo Bike]:36 13 (36.0:37.0)[false-Van]:9 18 (9.0:51.0)[false-City Cargo Bike]:37 25 (37.0:33.0)[true-Walker]:39 8 (39.0:13.0)[false-City Cargo Bike]:32 2 (32.0:11.0)[false-City Cargo Bike]:44 13 (44.0:13.0)[false-City Cargo Bike]:40 16 (40.0:47.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:19::R:City Cargo Bike:25::R:Walker:30::R:City Cargo Bike:2::R:Van:6:7:20:13:24:8::R:Van:11:3:5:34:12:10::R:Van:14:22:29:48:42:31:18:16::R:City Cargo Bike:15::R:City Cargo Bike:21::R:City Cargo Bike:26::R:City Cargo Bike:4::R:City Cargo Bike:17::R:City Cargo Bike:43:23::R:City Cargo Bike:28::R:City Cargo Bike:27::R:City Cargo Bike:47::R:City Cargo Bike:38::R:City Cargo Bike:33::R:Van:35:46:41:45:36:9::R:Walker:37::R:City Cargo Bike:39:32::R:City Cargo Bike:44::R:City Cargo Bike:40:,84298.33424668967,24.0,32210.59971410811,253824.2277500604,1480.0,252344.2277500604,5440.398429241108,NaN,5400.515484043838,685.3319088108109,17.0,8.0,0.0,75.0,55.0,4.0,0.0,40.0,8.0,11.0,0.0,82.0,57.0,4.0,0.0,38.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
