Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,16274.56046732221,0,0,0,0,33 22 (33.0:26.0)[true-Van]:30 22 (30.0:10.0)[false-Walker]:20 22 (20.0:45.0)[false-Walker]:32 2 (32.0:51.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[true-Van]:16 11 (16.0:71.0)[false-Walker]:4 6 (4.0:81.0)[false-City Cargo Bike]:5 15 (5.0:85.0)[false-City Cargo Bike]:19 17 (19.0:45.0)[false-City Cargo Bike]:8 15 (8.0:50.0)[false-Walker]:14 25 (14.0:50.0)[false-City Cargo Bike]:12 21 (12.0:9.0)[true-Van]:26 11 (26.0:15.0)[false-City Cargo Bike]:28 11 (28.0:15.0)[false-City Cargo Bike]:22 25 (22.0:11.0)[false-Walker]:17 7 (17.0:1.0)[false-City Cargo Bike]:15 16 (15.0:35.0)[false-City Cargo Bike]:23 16 (23.0:81.0)[true-Van]:27 21 (27.0:90.0)[false-City Cargo Bike]:24 7 (24.0:85.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[false-City Cargo Bike]:25 21 (25.0:75.0)[false-Van]:7 5 (7.0:45.0)[false-City Cargo Bike]:31 25 (31.0:6.0)[false-Walker]:13 66 (13.0:1.0)[false-Walker]:10 17 (10.0:75.0)[false-Van]:9 16 (9.0:80.0)[false-City Cargo Bike]:3 17 (3.0:70.0)[false-Walker]:29 21 (29.0:31.0)[false-Van]:18 17 (18.0:25.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:33:30:20:32:2::R:Van:6:16:4:5:19:8:14::R:Van:12:26:28:22:17:15::R:Van:23:27:24:21:25:7::R:Walker:31::R:Walker:13::R:Van:10:9:3:29:18:11:,16274.56046732221,8.0,39747.82305309316,136713.46087268664,820.0,135893.46087268664,4669.6962885093935,NaN,4272.295652271458,1242.1194704091613,75.0,25.0,0.0,0.0,94.0,6.0,0.0,0.0,49.0,51.0,0.0,0.0,83.0,17.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,21391.569723067216,0,0,1,0,33 22 (33.0:26.0)[true-Van]:30 22 (30.0:10.0)[false-Walker]:32 2 (32.0:51.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[true-Van]:16 11 (16.0:71.0)[false-Walker]:21 10 (21.0:66.0)[false-Van]:3 17 (3.0:70.0)[false-Walker]:4 6 (4.0:81.0)[false-City Cargo Bike]:5 15 (5.0:85.0)[false-City Cargo Bike]:8 15 (8.0:50.0)[false-Van]:14 25 (14.0:50.0)[false-Van]:9 16 (9.0:80.0)[false-Walker]:25 21 (25.0:75.0)[false-Van]:27 21 (27.0:90.0)[false-Walker]:15 16 (15.0:35.0)[false-Walker]:13 66 (13.0:1.0)[false-Walker]:17 7 (17.0:1.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:12 21 (12.0:9.0)[false-Walker]:29 21 (29.0:31.0)[false-Van]:24 7 (24.0:85.0)[false-Walker]:23 16 (23.0:81.0)[false-Walker]:10 17 (10.0:75.0)[false-Walker]:19 17 (19.0:45.0)[false-Walker]:7 5 (7.0:45.0)[true-City Cargo Bike]:20 22 (20.0:45.0)[false-Walker]:28 11 (28.0:15.0)[true-Van]:31 25 (31.0:6.0)[false-Walker]:26 11 (26.0:15.0)[false-Walker]:22 25 (22.0:11.0)[false-Walker]:18 17 (18.0:25.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:33:30:32:2::R:Van:6:16:21:3:4:5:8::R:Van:14:9:25:27:15::R:Walker:13::R:City Cargo Bike:17:11::R:Walker:12::R:Van:29:24:23:10:19::R:City Cargo Bike:7::R:Walker:20::R:Van:28:31:26:22:18:,21391.569723067216,11.0,45953.22276026228,163231.5186228164,970.0,162261.5186228164,4928.025559289482,NaN,5100.984956963012,1436.0382112581963,55.0,27.0,0.0,18.0,81.0,9.0,0.0,9.0,43.0,44.0,0.0,13.0,77.0,20.0,0.0,2.0
0:0:1:1,64501.419116116835,0,0,1,1,29 21 (29.0:31.0)[false-Van]:3 17 (3.0:70.0)[false-City Cargo Bike]:4 6 (4.0:81.0)[false-Van]:5 15 (5.0:85.0)[false-City Cargo Bike]:6 7 (6.0:59.0)[false-City Cargo Bike]:7 5 (7.0:45.0)[false-City Cargo Bike]:22 25 (22.0:11.0)[true-Walker]:8 15 (8.0:50.0)[true-Van]:9 16 (9.0:80.0)[false-City Cargo Bike]:10 17 (10.0:75.0)[false-City Cargo Bike]:11 1 (11.0:25.0)[false-City Cargo Bike]:17 7 (17.0:1.0)[true-Van]:13 66 (13.0:1.0)[false-Van]:26 11 (26.0:15.0)[false-City Cargo Bike]:16 11 (16.0:71.0)[false-City Cargo Bike]:18 17 (18.0:25.0)[false-Van]:15 16 (15.0:35.0)[false-City Cargo Bike]:19 17 (19.0:45.0)[false-City Cargo Bike]:20 22 (20.0:45.0)[false-City Cargo Bike]:14 25 (14.0:50.0)[false-City Cargo Bike]:2 26 (2.0:45.0)[false-City Cargo Bike]:12 21 (12.0:9.0)[false-City Cargo Bike]:28 11 (28.0:15.0)[false-City Cargo Bike]:33 22 (33.0:26.0)[true-City Cargo Bike]:30 22 (30.0:10.0)[false-City Cargo Bike]:21 10 (21.0:66.0)[false-City Cargo Bike]:31 25 (31.0:6.0)[false-City Cargo Bike]:25 21 (25.0:75.0)[false-City Cargo Bike]:23 16 (23.0:81.0)[false-City Cargo Bike]:24 7 (24.0:85.0)[false-City Cargo Bike]:27 21 (27.0:90.0)[false-City Cargo Bike]:32 2 (32.0:51.0)[false-City Cargo Bike]:,SOL:R:Van:29:3:4:5:6:7::R:Walker:22::R:Van:8:9:10:11::R:Van:17:13:26:16::R:Van:18:15:19:20:14::R:City Cargo Bike:2::R:City Cargo Bike:12::R:City Cargo Bike:28::R:City Cargo Bike:33::R:City Cargo Bike:30::R:City Cargo Bike:21::R:City Cargo Bike:31::R:City Cargo Bike:25::R:City Cargo Bike:23::R:City Cargo Bike:24::R:City Cargo Bike:27::R:City Cargo Bike:32:,64501.419116116835,17.0,47730.88931141534,254233.1504419135,1130.0,253103.1504419135,4759.130309616132,1900.4578022037479,7944.7859513097965,1491.5902909817294,24.0,6.0,0.0,71.0,59.0,3.0,0.0,38.0,15.0,5.0,0.0,80.0,58.0,5.0,0.0,38.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
