Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,7860.906178164247,0,0,0,0,5 19 (5.0:13.0)[false-Van]:21 8 (21.0:50.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:8 16 (8.0:84.0)[false-Walker]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:15 3 (15.0:61.0)[false-Van]:7 12 (7.0:58.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:32 9 (32.0:98.0)[true-Van]:24 8 (24.0:42.0)[false-Van]:31 14 (31.0:85.0)[false-Van]:22 12 (22.0:98.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-Van]:18 19 (18.0:91.0)[false-Walker]:28 20 (28.0:57.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:30 2 (30.0:20.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-Walker]:2 19 (2.0:96.0)[false-Walker]:26 24 (26.0:9.0)[false-Van]:23 4 (23.0:5.0)[false-Walker]:25 24 (25.0:61.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van:5:21:6:3:4:8::R:Van:9:10:11:16:12:15:7:14::R:Van:32:24:31:22:13:18::R:Van:28:29:30:19:27:20:2::R:Van:26:23:25:17:,7860.906178164247,5.0,39304.53089082124,118513.59267246371,600.0,117913.59267246371,7086.590831267295,1063.3530524849125,3823.0191184665714,1267.888093252298,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,10072.066732081601,0,0,1,0,5 19 (5.0:13.0)[true-Van]:21 8 (21.0:50.0)[false-Van]:6 7 (6.0:29.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:8 16 (8.0:84.0)[false-Walker]:9 6 (9.0:14.0)[true-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:16 22 (16.0:1.0)[false-Van]:12 14 (12.0:5.0)[false-Van]:15 3 (15.0:61.0)[false-Van]:7 12 (7.0:58.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:32 9 (32.0:98.0)[true-Van]:24 8 (24.0:42.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:31 14 (31.0:85.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-Walker]:28 20 (28.0:57.0)[false-Van]:29 15 (29.0:23.0)[false-Van]:19 1 (19.0:19.0)[false-Van]:30 2 (30.0:20.0)[false-Van]:20 24 (20.0:93.0)[false-Walker]:13 21 (13.0:98.0)[false-Van]:2 19 (2.0:96.0)[false-Walker]:26 24 (26.0:9.0)[false-Van]:23 4 (23.0:5.0)[false-Walker]:25 24 (25.0:61.0)[false-Van]:17 18 (17.0:88.0)[false-Van]:,SOL:R:Van::R:Van:5:21:6:4:8::R:Van:9:10:11:16:12:15:7:14::R:Van:32:24:3:31:27:22:18::R:Van:28:29:19:30:20:13::R:Walker:2::R:Van:26:23:25:17:,10072.066732081601,7.0,42557.426486901124,131563.44233010613,770.0,130793.44233010613,6992.543519086128,NaN,4243.982010648585,1372.820209254875,86.0,14.0,0.0,0.0,97.0,3.0,0.0,0.0,85.0,15.0,0.0,0.0,95.0,5.0,0.0,0.0
0:0:1:1,56093.16687563454,0,0,1,1,4 6 (4.0:49.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[true-Van]:25 24 (25.0:61.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[false-Walker]:32 9 (32.0:98.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-City Cargo Bike]:24 8 (24.0:42.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[false-City Cargo Bike]:30 2 (30.0:20.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-City Cargo Bike]:7 12 (7.0:58.0)[true-City Cargo Bike]:2 19 (2.0:96.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:9 6 (9.0:14.0)[false-Van]:22 12 (22.0:98.0)[false-Van]:13 21 (13.0:98.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[true-Van]:17 18 (17.0:88.0)[false-City Cargo Bike]:19 1 (19.0:19.0)[false-Van]:6 7 (6.0:29.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:,SOL:R:City Cargo Bike:4::R:City Cargo Bike:14::R:City Cargo Bike:20::R:City Cargo Bike:15::R:Van:27:25:3:32:21:24:29:30::R:City Cargo Bike:5::R:City Cargo Bike:7::R:City Cargo Bike:2::R:City Cargo Bike:31::R:City Cargo Bike:26::R:City Cargo Bike:23::R:Van:10:11:16:12:9:22:13::R:Van:18:17:19:6:8:28:,56093.16687563454,13.0,67523.24392382939,288606.76795322547,860.0,287746.76795322547,7179.217525657202,1875.8001822848053,9309.895740426628,2178.169158833206,23.0,0.0,0.0,77.0,68.0,0.0,0.0,32.0,24.0,0.0,0.0,76.0,66.0,0.0,0.0,34.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
