Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,28518.18240089229,0,0,0,0,29 15 (29.0:58.0)[false-Van]:4 14 (4.0:77.0)[false-Walker]:10 18 (10.0:82.0)[false-City Cargo Bike]:23 19 (23.0:47.0)[false-Van]:26 14 (26.0:39.0)[false-City Cargo Bike]:7 18 (7.0:42.0)[false-Van]:8 19 (8.0:8.0)[false-Van]:21 8 (21.0:23.0)[false-Van]:27 2 (27.0:17.0)[false-Walker]:33 3 (33.0:7.0)[false-City Cargo Bike]:14 23 (14.0:7.0)[false-Van]:9 10 (9.0:7.0)[false-City Cargo Bike]:6 8 (6.0:32.0)[false-Van]:5 13 (5.0:32.0)[false-Walker]:13 9 (13.0:39.0)[false-Walker]:19 13 (19.0:59.0)[false-Walker]:25 13 (25.0:32.0)[false-City Cargo Bike]:11 20 (11.0:48.0)[false-Walker]:20 14 (20.0:58.0)[false-City Cargo Bike]:32 24 (32.0:68.0)[false-City Cargo Bike]:3 23 (3.0:28.0)[true-Walker]:18 24 (18.0:73.0)[false-Van]:17 10 (17.0:72.0)[false-Walker]:15 9 (15.0:67.0)[false-Walker]:30 8 (30.0:82.0)[false-Van]:2 5 (2.0:77.0)[false-City Cargo Bike]:22 10 (22.0:68.0)[false-City Cargo Bike]:16 18 (16.0:54.0)[false-City Cargo Bike]:12 5 (12.0:53.0)[false-City Cargo Bike]:28 23 (28.0:38.0)[false-City Cargo Bike]:24 14 (24.0:52.0)[false-City Cargo Bike]:31 20 (31.0:42.0)[false-City Cargo Bike]:,SOL:R:Van:29:4:10:23:26:7::R:Van:8:21:27:33:14:9:6:5:13::R:Walker:19::R:City Cargo Bike:25::R:Walker:11::R:City Cargo Bike:20::R:City Cargo Bike:32::R:Walker:3::R:Van:18:17:15:30:2:22:16:12::R:City Cargo Bike:28::R:City Cargo Bike:24::R:City Cargo Bike:31:,28518.18240089229,12.0,18828.676340089663,106800.9232860177,810.0,105990.9232860177,4947.446054752724,1429.4067873098438,3337.528852688053,588.396135627802,25.0,25.0,0.0,50.0,72.0,9.0,0.0,19.0,13.0,20.0,0.0,67.0,63.0,13.0,0.0,24.0
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,28518.18240089229,0,0,1,0,29 15 (29.0:58.0)[true-Van]:4 14 (4.0:77.0)[false-Walker]:10 18 (10.0:82.0)[false-City Cargo Bike]:23 19 (23.0:47.0)[false-Van]:26 14 (26.0:39.0)[false-City Cargo Bike]:7 18 (7.0:42.0)[false-Van]:8 19 (8.0:8.0)[false-Van]:21 8 (21.0:23.0)[false-Van]:27 2 (27.0:17.0)[false-Walker]:33 3 (33.0:7.0)[false-City Cargo Bike]:14 23 (14.0:7.0)[false-Van]:9 10 (9.0:7.0)[false-City Cargo Bike]:6 8 (6.0:32.0)[false-Van]:5 13 (5.0:32.0)[false-Walker]:13 9 (13.0:39.0)[false-Walker]:19 13 (19.0:59.0)[false-Walker]:25 13 (25.0:32.0)[false-City Cargo Bike]:11 20 (11.0:48.0)[false-Walker]:20 14 (20.0:58.0)[false-City Cargo Bike]:32 24 (32.0:68.0)[false-City Cargo Bike]:3 23 (3.0:28.0)[true-Walker]:18 24 (18.0:73.0)[false-Van]:17 10 (17.0:72.0)[false-Walker]:15 9 (15.0:67.0)[false-Walker]:30 8 (30.0:82.0)[false-Van]:2 5 (2.0:77.0)[false-City Cargo Bike]:22 10 (22.0:68.0)[false-City Cargo Bike]:16 18 (16.0:54.0)[false-City Cargo Bike]:12 5 (12.0:53.0)[false-City Cargo Bike]:28 23 (28.0:38.0)[false-City Cargo Bike]:24 14 (24.0:52.0)[false-City Cargo Bike]:31 20 (31.0:42.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:29:4:10:23:26:7::R:Van:8:21:27:33:14:9:6:5:13::R:Walker:19::R:City Cargo Bike:25::R:Walker:11::R:City Cargo Bike:20::R:City Cargo Bike:32::R:Walker:3::R:Van:18:17:15:30:2:22:16:12::R:City Cargo Bike:28::R:City Cargo Bike:24::R:City Cargo Bike:31:,28518.18240089229,13.0,18828.676340089663,106920.9232860177,930.0,105990.9232860177,4947.446054752724,NaN,3341.278852688053,588.396135627802,31.0,23.0,0.0,46.0,72.0,9.0,0.0,19.0,13.0,20.0,0.0,67.0,63.0,13.0,0.0,24.0
0:0:1:1,37182.59936085851,0,0,1,1,8 19 (8.0:8.0)[false-Walker]:14 23 (14.0:7.0)[true-Van]:16 18 (16.0:54.0)[false-City Cargo Bike]:26 14 (26.0:39.0)[false-City Cargo Bike]:5 13 (5.0:32.0)[false-City Cargo Bike]:3 23 (3.0:28.0)[false-City Cargo Bike]:4 14 (4.0:77.0)[true-Walker]:2 5 (2.0:77.0)[false-City Cargo Bike]:12 5 (12.0:53.0)[false-City Cargo Bike]:11 20 (11.0:48.0)[false-City Cargo Bike]:22 10 (22.0:68.0)[false-City Cargo Bike]:18 24 (18.0:73.0)[false-City Cargo Bike]:9 10 (9.0:7.0)[false-City Cargo Bike]:31 20 (31.0:42.0)[false-City Cargo Bike]:10 18 (10.0:82.0)[true-Van]:17 10 (17.0:72.0)[false-City Cargo Bike]:15 9 (15.0:67.0)[false-City Cargo Bike]:20 14 (20.0:58.0)[false-City Cargo Bike]:19 13 (19.0:59.0)[false-City Cargo Bike]:23 19 (23.0:47.0)[false-City Cargo Bike]:21 8 (21.0:23.0)[false-City Cargo Bike]:6 8 (6.0:32.0)[false-City Cargo Bike]:24 14 (24.0:52.0)[true-City Cargo Bike]:33 3 (33.0:7.0)[false-City Cargo Bike]:27 2 (27.0:17.0)[false-City Cargo Bike]:28 23 (28.0:38.0)[true-Van]:25 13 (25.0:32.0)[false-Walker]:29 15 (29.0:58.0)[false-Van]:32 24 (32.0:68.0)[false-Van]:30 8 (30.0:82.0)[false-Van]:13 9 (13.0:39.0)[false-Van]:7 18 (7.0:42.0)[false-City Cargo Bike]:,SOL:R:Walker::R:Walker:8::R:Van:14:16:26:5:3::R:Walker:4::R:City Cargo Bike:2:12::R:City Cargo Bike:11::R:City Cargo Bike:22::R:City Cargo Bike:18::R:City Cargo Bike:9::R:City Cargo Bike:31::R:Van:10:17:15:20:19:23:21:6::R:City Cargo Bike:24::R:City Cargo Bike:33:27::R:Van:28:25:29:32:30:13::R:City Cargo Bike:7:,37182.59936085851,15.0,20941.82713973888,129773.94928503814,960.0,128813.94928503814,4671.872086613413,NaN,4055.4359151574417,654.43209811684,20.0,20.0,0.0,60.0,59.0,6.0,0.0,34.0,11.0,21.0,0.0,68.0,63.0,7.0,0.0,29.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
