Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,65235.160658219844,0,0,1,0,2 19 (2.0:11.0)[true-Walker]:29 21 (29.0:46.0)[false-City Cargo Bike]:3 2 (3.0:52.0)[true-Van]:6 6 (6.0:71.0)[false-City Cargo Bike]:13 7 (13.0:74.0)[false-City Cargo Bike]:23 20 (23.0:75.0)[false-City Cargo Bike]:4 12 (4.0:81.0)[false-Van]:5 20 (5.0:97.0)[false-Van]:9 14 (9.0:91.0)[false-City Cargo Bike]:11 8 (11.0:85.0)[false-City Cargo Bike]:10 2 (10.0:49.0)[false-City Cargo Bike]:8 8 (8.0:48.0)[false-City Cargo Bike]:14 22 (14.0:56.0)[true-City Cargo Bike]:30 24 (30.0:28.0)[false-City Cargo Bike]:20 2 (20.0:6.0)[false-City Cargo Bike]:27 6 (27.0:27.0)[false-City Cargo Bike]:28 13 (28.0:15.0)[false-Walker]:25 21 (25.0:1.0)[false-City Cargo Bike]:16 17 (16.0:66.0)[false-City Cargo Bike]:21 24 (21.0:64.0)[false-City Cargo Bike]:19 21 (19.0:32.0)[false-City Cargo Bike]:26 10 (26.0:60.0)[false-Van]:39 17 (39.0:32.0)[false-City Cargo Bike]:33 8 (33.0:53.0)[false-City Cargo Bike]:31 11 (31.0:3.0)[false-City Cargo Bike]:32 16 (32.0:1.0)[false-City Cargo Bike]:36 22 (36.0:7.0)[false-City Cargo Bike]:35 11 (35.0:6.0)[false-Van]:12 5 (12.0:11.0)[false-City Cargo Bike]:15 14 (15.0:13.0)[false-City Cargo Bike]:7 17 (7.0:6.0)[true-Walker]:44 18 (44.0:33.0)[false-City Cargo Bike]:38 22 (38.0:2.0)[false-City Cargo Bike]:22 10 (22.0:87.0)[false-Van]:17 23 (17.0:96.0)[false-City Cargo Bike]:43 3 (43.0:90.0)[false-City Cargo Bike]:37 17 (37.0:96.0)[false-City Cargo Bike]:34 11 (34.0:98.0)[false-City Cargo Bike]:42 5 (42.0:96.0)[false-City Cargo Bike]:40 8 (40.0:95.0)[false-City Cargo Bike]:24 6 (24.0:40.0)[false-City Cargo Bike]:18 15 (18.0:36.0)[false-City Cargo Bike]:45 12 (45.0:6.0)[false-City Cargo Bike]:41 23 (41.0:9.0)[false-City Cargo Bike]:,SOL:R:Walker::R:Walker:2::R:City Cargo Bike:29::R:Van:3:6:13:23:4:5:9:11:10:8::R:City Cargo Bike:14::R:City Cargo Bike:30::R:City Cargo Bike:20:27::R:Walker:28::R:City Cargo Bike:25::R:City Cargo Bike:16::R:City Cargo Bike:21::R:City Cargo Bike:19::R:Van:26:39:33:31:32:36:35:12::R:City Cargo Bike:15::R:Walker:7::R:City Cargo Bike:44::R:City Cargo Bike:38::R:Van:22:17:43:37:34:42:40:24:18::R:City Cargo Bike:45::R:City Cargo Bike:41:,65235.160658219844,20.0,32647.843996517477,216564.71570738518,1210.0,215354.71570738518,6357.783721716431,NaN,4921.925356986027,741.9964544663063,15.0,20.0,0.0,65.0,61.0,7.0,0.0,32.0,10.0,13.0,0.0,77.0,50.0,8.0,0.0,42.0
0:0:1:1,88108.3334773401,0,0,1,1,24 6 (24.0:40.0)[false-City Cargo Bike]:9 14 (9.0:91.0)[false-City Cargo Bike]:4 12 (4.0:81.0)[false-City Cargo Bike]:28 13 (28.0:15.0)[false-Van]:7 17 (7.0:6.0)[false-Van]:32 16 (32.0:1.0)[false-City Cargo Bike]:35 11 (35.0:6.0)[false-City Cargo Bike]:31 11 (31.0:3.0)[false-City Cargo Bike]:45 12 (45.0:6.0)[false-Van]:12 5 (12.0:11.0)[false-City Cargo Bike]:15 14 (15.0:13.0)[false-City Cargo Bike]:19 21 (19.0:32.0)[false-City Cargo Bike]:16 17 (16.0:66.0)[true-City Cargo Bike]:23 20 (23.0:75.0)[false-City Cargo Bike]:5 20 (5.0:97.0)[false-City Cargo Bike]:25 21 (25.0:1.0)[false-City Cargo Bike]:38 22 (38.0:2.0)[true-Van]:29 21 (29.0:46.0)[false-Van]:44 18 (44.0:33.0)[false-Van]:21 24 (21.0:64.0)[false-Van]:8 8 (8.0:48.0)[false-City Cargo Bike]:10 2 (10.0:49.0)[false-City Cargo Bike]:3 2 (3.0:52.0)[false-City Cargo Bike]:14 22 (14.0:56.0)[true-City Cargo Bike]:11 8 (11.0:85.0)[true-City Cargo Bike]:13 7 (13.0:74.0)[false-Van]:37 17 (37.0:96.0)[false-City Cargo Bike]:34 11 (34.0:98.0)[false-City Cargo Bike]:40 8 (40.0:95.0)[false-City Cargo Bike]:43 3 (43.0:90.0)[false-City Cargo Bike]:42 5 (42.0:96.0)[false-City Cargo Bike]:17 23 (17.0:96.0)[false-Van]:22 10 (22.0:87.0)[false-City Cargo Bike]:18 15 (18.0:36.0)[false-Van]:41 23 (41.0:9.0)[false-City Cargo Bike]:26 10 (26.0:60.0)[false-City Cargo Bike]:39 17 (39.0:32.0)[true-Walker]:30 24 (30.0:28.0)[false-City Cargo Bike]:36 22 (36.0:7.0)[false-City Cargo Bike]:33 8 (33.0:53.0)[false-City Cargo Bike]:2 19 (2.0:11.0)[false-City Cargo Bike]:6 6 (6.0:71.0)[false-City Cargo Bike]:20 2 (20.0:6.0)[false-City Cargo Bike]:27 6 (27.0:27.0)[true-City Cargo Bike]:,SOL:R:City Cargo Bike:24::R:City Cargo Bike:9::R:City Cargo Bike:4::R:Van:28:7:32:35:31:45:12:15::R:City Cargo Bike:19::R:City Cargo Bike:16::R:City Cargo Bike:23::R:City Cargo Bike:5::R:City Cargo Bike:25::R:Van:38:29:44:21:8:10:3::R:City Cargo Bike:14::R:City Cargo Bike:11::R:Van:13:37:34:40:43:42:17:22:18::R:City Cargo Bike:41::R:City Cargo Bike:26::R:Walker:39::R:City Cargo Bike:30::R:City Cargo Bike:36::R:City Cargo Bike:33::R:City Cargo Bike:2::R:City Cargo Bike:6:20::R:City Cargo Bike:27:,88108.3334773401,22.0,34148.53739661581,266312.86418588134,1310.0,265002.86418588134,6569.683709441038,2099.9762171312486,6052.565095133667,776.1031226503593,14.0,5.0,0.0,82.0,55.0,2.0,0.0,43.0,8.0,5.0,0.0,87.0,50.0,3.0,0.0,47.0
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
