Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,source
0:0:0:0:0,10354.53205432058,0,0,0,0,0,4 3 (4.0:91.0)[false-Van-30]:23 13 (23.0:49.0)[false-Van]:5 6 (5.0:53.0)[false-Van]:2 22 (2.0:41.0)[false-Van]:8 8 (8.0:1.0)[false-Van]:18 6 (18.0:49.0)[false-Van]:42 6 (42.0:28.0)[false-Van]:28 23 (28.0:9.0)[false-Van]:41 7 (41.0:36.0)[false-Van]:22 13 (22.0:92.0)[false-Van]:36 17 (36.0:8.0)[false-Van]:3 8 (3.0:31.0)[false-City Cargo Bike]:9 13 (9.0:8.0)[false-Van]:15 8 (15.0:96.0)[false-Van]:6 10 (6.0:7.0)[false-Van]:39 2 (39.0:36.0)[false-Van]:12 10 (12.0:92.0)[false-Van]:44 22 (44.0:2.0)[false-Van]:49 13 (49.0:34.0)[false-Van]:25 14 (25.0:96.0)[false-Van]:16 4 (16.0:47.0)[false-Van]:11 3 (11.0:14.0)[false-Van]:19 5 (19.0:48.0)[false-Van]:20 10 (20.0:45.0)[false-Van]:21 22 (21.0:46.0)[false-Van]:48 23 (48.0:17.0)[false-Van]:38 15 (38.0:16.0)[false-Van]:14 23 (14.0:45.0)[false-Van]:34 3 (34.0:8.0)[false-Van]:46 7 (46.0:56.0)[false-Van]:24 18 (24.0:62.0)[false-Van]:51 8 (51.0:62.0)[false-Van]:26 14 (26.0:28.0)[false-Van]:50 10 (50.0:47.0)[false-Van]:27 26 (27.0:47.0)[false-Van]:17 13 (17.0:40.0)[false-Van]:40 19 (40.0:98.0)[false-Van]:30 25 (30.0:12.0)[false-Van]:33 16 (33.0:43.0)[false-City Cargo Bike]:35 1 (35.0:43.0)[false-Van]:32 8 (32.0:94.0)[false-City Cargo Bike]:45 10 (45.0:16.0)[false-Van]:10 13 (10.0:40.0)[false-Van]:43 22 (43.0:42.0)[false-Van]:13 6 (13.0:62.0)[false-Van]:37 9 (37.0:30.0)[false-Van]:52 14 (52.0:8.0)[false-Van-30]:31 9 (31.0:48.0)[false-Van]:47 4 (47.0:45.0)[false-City Cargo Bike]:29 4 (29.0:92.0)[false-City Cargo Bike]:7 18 (7.0:27.0)[false-Van]:,SOL:R:Van-30:4:23:5:2::R:Van:8:18:42:28:41:22:36:3::R:Van:9:15:6:39:12:44:49:25:16:11::R:Van:19:20:21:48:38:14::R:Van:34:46:24:51:26:50:27:17::R:Van:40:30:33:35:32:45:10::R:Van:43:13:37:52:31:47:29:7:,10354.53205432058,7.0,50433.79213767844,156117.98081480872,800.0,155317.98081480872,19661.70074512409,1350.447000062089,3061.13687872174,988.8978850525185,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,init
0:0:0:0:1,-1.0,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:2,-1.0,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:3,-1.0,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:4,-1.0,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:0,10580.612272282891,0,0,0,1,0,2 22 (2.0:41.0)[false-City Cargo Bike]:9 13 (9.0:8.0)[true-Van]:41 7 (41.0:36.0)[false-Van]:36 17 (36.0:8.0)[false-Van-30]:35 1 (35.0:43.0)[false-Van]:32 8 (32.0:94.0)[false-City Cargo Bike]:48 23 (48.0:17.0)[false-Van]:51 8 (51.0:62.0)[false-City Cargo Bike]:45 10 (45.0:16.0)[false-Van]:6 10 (6.0:7.0)[false-Van]:21 22 (21.0:46.0)[false-Van]:18 6 (18.0:49.0)[false-Van]:43 22 (43.0:42.0)[false-Van]:13 6 (13.0:62.0)[false-Van]:37 9 (37.0:30.0)[false-Van]:25 14 (25.0:96.0)[false-Van]:7 18 (7.0:27.0)[false-Van]:14 23 (14.0:45.0)[false-Van]:16 4 (16.0:47.0)[false-City Cargo Bike]:39 2 (39.0:36.0)[false-Van]:29 4 (29.0:92.0)[false-Van]:24 18 (24.0:62.0)[false-Van]:19 5 (19.0:48.0)[false-City Cargo Bike]:23 13 (23.0:49.0)[false-Van]:40 19 (40.0:98.0)[false-Van]:3 8 (3.0:31.0)[false-Van]:5 6 (5.0:53.0)[true-Van]:49 13 (49.0:34.0)[false-Van]:27 26 (27.0:47.0)[false-City Cargo Bike]:4 3 (4.0:91.0)[false-Van]:34 3 (34.0:8.0)[false-Van]:44 22 (44.0:2.0)[false-Van]:52 14 (52.0:8.0)[false-Van-30]:17 13 (17.0:40.0)[false-Van]:31 9 (31.0:48.0)[false-Van]:20 10 (20.0:45.0)[false-Van]:15 8 (15.0:96.0)[false-Van]:28 23 (28.0:9.0)[false-Van]:46 7 (46.0:56.0)[false-Van]:8 8 (8.0:1.0)[false-Van]:42 6 (42.0:28.0)[false-Van]:22 13 (22.0:92.0)[false-Van]:12 10 (12.0:92.0)[false-Van]:11 3 (11.0:14.0)[false-Van]:38 15 (38.0:16.0)[false-Van]:26 14 (26.0:28.0)[false-Van]:50 10 (50.0:47.0)[false-Van]:33 16 (33.0:43.0)[false-Van]:30 25 (30.0:12.0)[false-Van]:47 4 (47.0:45.0)[false-Van]:10 13 (10.0:40.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:Van:9:41:36:35:32:48:51:45:6::R:Van:21:18:43:13:37:25:7::R:Van:14:16:39:29:24:19:23:40:3::R:Van:5:49:27:4:34:44:52:17::R:Van:31:20:15:28:46:8:42:22:12:11::R:Van:38:26:50:33:30:47:10:,10580.612272282891,8.0,46208.720691792136,142123.89834322533,820.0,141303.89834322533,17084.93037090312,NaN,2786.7431047691243,906.053346897885,75.0,0.0,0.0,25.0,98.0,0.0,0.0,2.0,87.0,0.0,0.0,13.0,96.0,0.0,0.0,4.0,RndSwap:simple
0:0:0:1:1,-1.0,0,0,0,1,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:2,-1.0,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:3,-1.0,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:4,-1.0,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
