Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,8248.47587032751,0,0,0,0,24 18 (24.0:58.0)[true-Van]:41 13 (41.0:48.0)[false-City Cargo Bike]:40 8 (40.0:48.0)[false-City Cargo Bike]:30 13 (30.0:38.0)[false-City Cargo Bike]:26 24 (26.0:38.0)[false-City Cargo Bike]:22 2 (22.0:79.0)[false-City Cargo Bike]:19 8 (19.0:87.0)[false-City Cargo Bike]:8 9 (8.0:18.0)[false-Van]:7 18 (7.0:33.0)[true-Van]:29 14 (29.0:32.0)[false-City Cargo Bike]:16 4 (16.0:32.0)[false-City Cargo Bike]:2 8 (2.0:73.0)[false-City Cargo Bike]:11 14 (11.0:72.0)[false-City Cargo Bike]:36 14 (36.0:73.0)[false-City Cargo Bike]:3 24 (3.0:13.0)[false-City Cargo Bike]:4 9 (4.0:37.0)[true-Van]:6 9 (6.0:58.0)[false-City Cargo Bike]:20 18 (20.0:42.0)[false-City Cargo Bike]:25 3 (25.0:53.0)[false-City Cargo Bike]:17 24 (17.0:97.0)[false-City Cargo Bike]:5 19 (5.0:34.0)[false-City Cargo Bike]:9 14 (9.0:24.0)[false-Walker]:44 18 (44.0:34.0)[false-Van]:34 13 (34.0:58.0)[false-City Cargo Bike]:35 14 (35.0:43.0)[false-City Cargo Bike]:21 13 (21.0:83.0)[false-City Cargo Bike]:27 8 (27.0:63.0)[false-City Cargo Bike]:37 18 (37.0:17.0)[false-City Cargo Bike]:23 9 (23.0:22.0)[false-City Cargo Bike]:15 18 (15.0:2.0)[true-Van]:18 14 (18.0:39.0)[false-City Cargo Bike]:32 23 (32.0:22.0)[false-City Cargo Bike]:28 24 (28.0:42.0)[false-City Cargo Bike]:42 4 (42.0:7.0)[false-City Cargo Bike]:39 4 (39.0:12.0)[false-City Cargo Bike]:14 13 (14.0:1.0)[false-City Cargo Bike]:13 8 (13.0:42.0)[false-Van]:31 24 (31.0:63.0)[false-City Cargo Bike]:43 14 (43.0:98.0)[false-Van]:38 24 (38.0:87.0)[false-Van]:33 9 (33.0:88.0)[false-City Cargo Bike]:12 8 (12.0:78.0)[false-Van]:10 3 (10.0:17.0)[false-Van]:,SOL:R:Van::R:Van:24:41:40:30:26:22:19:8::R:Van:7:29:16:2:11:36:3::R:Van:4:6:20:25:17:5:9::R:Van:44:34:35:21:27:37:23::R:Van:15:18:32:28:42:39:14::R:Van:13:31:43:38:33:12:10:,8248.47587032751,7.0,41242.37935163755,124567.13805491265,840.0,123727.13805491265,7357.189546458578,NaN,2896.91018732355,959.1251012008732,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,20975.38011475504,0,0,1,0,26 24 (26.0:38.0)[true-Van]:43 14 (43.0:98.0)[false-Van]:16 4 (16.0:32.0)[false-City Cargo Bike]:13 8 (13.0:42.0)[false-City Cargo Bike]:14 13 (14.0:1.0)[false-Van]:40 8 (40.0:48.0)[true-Van]:24 18 (24.0:58.0)[false-Van]:34 13 (34.0:58.0)[false-City Cargo Bike]:30 13 (30.0:38.0)[false-Van]:27 8 (27.0:63.0)[false-City Cargo Bike]:31 24 (31.0:63.0)[false-City Cargo Bike]:25 3 (25.0:53.0)[false-City Cargo Bike]:10 3 (10.0:17.0)[false-Van]:29 14 (29.0:32.0)[false-City Cargo Bike]:42 4 (42.0:7.0)[false-City Cargo Bike]:39 4 (39.0:12.0)[false-City Cargo Bike]:20 18 (20.0:42.0)[true-Van]:15 18 (15.0:2.0)[false-Walker]:41 13 (41.0:48.0)[false-Van]:37 18 (37.0:17.0)[false-City Cargo Bike]:32 23 (32.0:22.0)[false-City Cargo Bike]:8 9 (8.0:18.0)[false-Walker]:7 18 (7.0:33.0)[false-Van]:6 9 (6.0:58.0)[false-City Cargo Bike]:11 14 (11.0:72.0)[false-City Cargo Bike]:12 8 (12.0:78.0)[false-City Cargo Bike]:38 24 (38.0:87.0)[false-Van]:19 8 (19.0:87.0)[false-City Cargo Bike]:5 19 (5.0:34.0)[false-Walker]:23 9 (23.0:22.0)[false-City Cargo Bike]:4 9 (4.0:37.0)[false-City Cargo Bike]:36 14 (36.0:73.0)[false-Van]:33 9 (33.0:88.0)[false-City Cargo Bike]:22 2 (22.0:79.0)[false-Van]:21 13 (21.0:83.0)[false-City Cargo Bike]:17 24 (17.0:97.0)[false-Van]:2 8 (2.0:73.0)[false-City Cargo Bike]:3 24 (3.0:13.0)[false-Walker]:28 24 (28.0:42.0)[false-Van]:18 14 (18.0:39.0)[false-Van]:44 18 (44.0:34.0)[false-Van]:35 14 (35.0:43.0)[false-Van]:9 14 (9.0:24.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:26:43:16:13:14::R:Van:40:24:34:30:27:31:25:10::R:City Cargo Bike:29::R:City Cargo Bike:42:39::R:Van:20:15:41:37:32:8::R:Van:7:6:11:12:38:19:5::R:City Cargo Bike:23::R:City Cargo Bike:4::R:Van:36:33:22:21:17:2:3::R:Van:28:18:44:35:9:,20975.38011475504,11.0,39592.41407414413,145931.03682228483,1040.0,144891.03682228483,7297.9950547081,NaN,3393.7450423787172,920.7538156777705,64.0,0.0,0.0,36.0,88.0,0.0,0.0,12.0,38.0,0.0,0.0,62.0,93.0,0.0,0.0,7.0,RndSwap:simple
0:0:1:1,61719.51283270566,0,0,1,1,24 18 (24.0:58.0)[true-Van]:34 13 (34.0:58.0)[false-City Cargo Bike]:30 13 (30.0:38.0)[false-Van]:26 24 (26.0:38.0)[false-Van]:43 14 (43.0:98.0)[false-Van]:27 8 (27.0:63.0)[false-City Cargo Bike]:16 4 (16.0:32.0)[false-City Cargo Bike]:13 8 (13.0:42.0)[false-City Cargo Bike]:31 24 (31.0:63.0)[false-City Cargo Bike]:5 19 (5.0:34.0)[false-Walker]:25 3 (25.0:53.0)[false-City Cargo Bike]:10 3 (10.0:17.0)[false-Van]:2 8 (2.0:73.0)[false-City Cargo Bike]:42 4 (42.0:7.0)[false-City Cargo Bike]:39 4 (39.0:12.0)[false-City Cargo Bike]:35 14 (35.0:43.0)[false-City Cargo Bike]:20 18 (20.0:42.0)[false-City Cargo Bike]:15 18 (15.0:2.0)[false-Walker]:37 18 (37.0:17.0)[false-City Cargo Bike]:32 23 (32.0:22.0)[false-City Cargo Bike]:7 18 (7.0:33.0)[false-Van]:4 9 (4.0:37.0)[false-City Cargo Bike]:6 9 (6.0:58.0)[false-City Cargo Bike]:41 13 (41.0:48.0)[false-Van]:11 14 (11.0:72.0)[false-City Cargo Bike]:12 8 (12.0:78.0)[false-City Cargo Bike]:19 8 (19.0:87.0)[false-City Cargo Bike]:23 9 (23.0:22.0)[false-City Cargo Bike]:36 14 (36.0:73.0)[false-Van]:33 9 (33.0:88.0)[false-Van]:22 2 (22.0:79.0)[false-Van]:17 24 (17.0:97.0)[false-Walker]:21 13 (21.0:83.0)[false-City Cargo Bike]:8 9 (8.0:18.0)[false-Walker]:3 24 (3.0:13.0)[false-Walker]:28 24 (28.0:42.0)[false-Van]:44 18 (44.0:34.0)[false-Van]:38 24 (38.0:87.0)[false-Walker]:9 14 (9.0:24.0)[false-City Cargo Bike]:18 14 (18.0:39.0)[false-Walker]:40 8 (40.0:48.0)[true-Walker]:14 13 (14.0:1.0)[false-Walker]:29 14 (29.0:32.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:24:34:30:26:43:27:16::R:City Cargo Bike:13::R:City Cargo Bike:31::R:Walker:5::R:City Cargo Bike:25:10::R:City Cargo Bike:2::R:City Cargo Bike:42:39::R:City Cargo Bike:35::R:City Cargo Bike:20::R:Walker:15::R:City Cargo Bike:37::R:City Cargo Bike:32::R:Van:7:4:6:41:11:12:19:23::R:Van:36:33:22:17:21:8:3::R:Van:28:44:38:9:18::R:Walker:40::R:Walker:14::R:City Cargo Bike:29:,61719.51283270566,19.0,43749.56221442178,238487.887422908,1300.0,237187.887422908,7270.703079836399,NaN,5546.229940067628,1017.4316794051576,26.0,21.0,0.0,53.0,63.0,9.0,0.0,28.0,14.0,19.0,0.0,67.0,65.0,10.0,0.0,25.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
