Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,source
0:0:0:0:0,12798.050136480426,0,0,0,0,0,45 2 (45.0:22.0)[false-Van]:50 11 (50.0:30.0)[false-Van]:12 7 (12.0:8.0)[false-Van]:49 19 (49.0:18.0)[false-Van]:47 24 (47.0:62.0)[false-Van]:6 21 (6.0:1.0)[false-Van]:3 8 (3.0:17.0)[false-Van]:5 7 (5.0:47.0)[false-Van]:43 14 (43.0:86.0)[false-Van]:42 26 (42.0:63.0)[false-Van]:34 9 (34.0:59.0)[false-Van]:15 2 (15.0:86.0)[false-Van]:18 12 (18.0:18.0)[false-Van]:8 13 (8.0:75.0)[false-Van-30]:31 2 (31.0:76.0)[false-Van]:23 12 (23.0:59.0)[false-Van]:7 5 (7.0:25.0)[false-Van]:24 2 (24.0:52.0)[false-City Cargo Bike]:38 12 (38.0:10.0)[false-Van]:48 4 (48.0:59.0)[false-Van]:9 10 (9.0:3.0)[false-Van]:37 3 (37.0:2.0)[false-Van]:19 3 (19.0:82.0)[false-Van]:22 5 (22.0:10.0)[false-Van]:39 7 (39.0:57.0)[false-Van-30]:21 13 (21.0:6.0)[false-Van]:40 17 (40.0:68.0)[false-Van]:14 23 (14.0:64.0)[false-City Cargo Bike]:46 16 (46.0:6.0)[false-Van]:4 11 (4.0:85.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:25 3 (25.0:94.0)[false-Van]:32 9 (32.0:63.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:2 21 (2.0:59.0)[false-Van]:29 63 (29.0:20.0)[false-Van]:17 14 (17.0:88.0)[false-Van]:36 6 (36.0:48.0)[false-Van]:13 12 (13.0:59.0)[false-Van]:27 24 (27.0:66.0)[false-City Cargo Bike]:28 4 (28.0:90.0)[false-Van]:44 9 (44.0:90.0)[false-Van]:41 22 (41.0:28.0)[false-Van]:30 19 (30.0:50.0)[false-Van]:35 23 (35.0:32.0)[false-Van]:20 5 (20.0:22.0)[false-Van-30]:16 4 (16.0:28.0)[false-Van]:33 4 (33.0:20.0)[false-Van]:10 9 (10.0:56.0)[false-Van]:,SOL:R:Van:45:50:12:49:47:6:3:5::R:Van:43:42:34:15:18:8:31:23:7:24::R:Van:38:48:9:37:19:22:39:21:40:14::R:Van:46:4:26:25:32:11:2::R:Van:29:17:36:13::R:City Cargo Bike:27::R:Van:28:44:41:30:35:20:16:33:10:,12798.050136480426,7.0,46917.94060664445,148352.74585023642,770.0,147582.74585023642,18049.169974952,1421.5278511391741,3027.60705816809,957.5089919723357,86.0,0.0,0.0,14.0,98.0,0.0,0.0,2.0,73.0,0.0,0.0,27.0,96.0,0.0,0.0,4.0,init
0:0:0:0:1,-1.0,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:2,-1.0,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:3,-1.0,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:4,-1.0,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:0,13760.173497181879,0,0,0,1,0,29 63 (29.0:20.0)[false-City Cargo Bike]:4 11 (4.0:85.0)[false-Van]:15 2 (15.0:86.0)[false-Van]:36 6 (36.0:48.0)[false-Van]:9 10 (9.0:3.0)[false-Van]:40 17 (40.0:68.0)[false-Van]:48 4 (48.0:59.0)[false-Van]:11 20 (11.0:86.0)[false-Van]:39 7 (39.0:57.0)[false-Van]:14 23 (14.0:64.0)[false-Van]:19 3 (19.0:82.0)[false-Van]:34 9 (34.0:59.0)[false-Van-30]:44 9 (44.0:90.0)[false-Van]:38 12 (38.0:10.0)[false-Van]:22 5 (22.0:10.0)[false-Van]:37 3 (37.0:2.0)[false-Van]:6 21 (6.0:1.0)[false-Van]:23 12 (23.0:59.0)[false-Van]:2 21 (2.0:59.0)[false-City Cargo Bike]:27 24 (27.0:66.0)[false-Van]:41 22 (41.0:28.0)[false-City Cargo Bike]:3 8 (3.0:17.0)[false-City Cargo Bike]:46 16 (46.0:6.0)[false-Van]:49 19 (49.0:18.0)[false-Van]:10 9 (10.0:56.0)[false-Van]:20 5 (20.0:22.0)[false-Van]:42 26 (42.0:63.0)[false-Van]:17 14 (17.0:88.0)[false-Van-30]:25 3 (25.0:94.0)[false-Van]:32 9 (32.0:63.0)[false-Van]:50 11 (50.0:30.0)[false-Van]:21 13 (21.0:6.0)[false-Van]:31 2 (31.0:76.0)[false-Van-30]:13 12 (13.0:59.0)[false-Van]:47 24 (47.0:62.0)[false-Van]:26 18 (26.0:76.0)[false-Van]:35 23 (35.0:32.0)[false-City Cargo Bike]:33 4 (33.0:20.0)[false-Van]:24 2 (24.0:52.0)[false-Van]:28 4 (28.0:90.0)[true-Van]:43 14 (43.0:86.0)[false-Van-30]:16 4 (16.0:28.0)[false-Van]:30 19 (30.0:50.0)[false-City Cargo Bike]:8 13 (8.0:75.0)[false-City Cargo Bike]:45 2 (45.0:22.0)[false-Van]:18 12 (18.0:18.0)[false-City Cargo Bike]:12 7 (12.0:8.0)[false-Van]:7 5 (7.0:25.0)[false-City Cargo Bike]:5 7 (5.0:47.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:29::R:Van:4:15:36:9:40:48:11:39:14::R:Van:19:34:44:38:22:37:6:23:2::R:Van:27:41:3:46:49:10::R:Van:20:42:17:25:32:50:21:31:13::R:Van:47:26:35:33:24::R:Van:28:43:16:30:8:45:18:12:7:5:,13760.173497181879,8.0,46917.94060664445,150326.9925716393,820.0,149506.9925716393,11808.292316607309,NaN,3067.8978075844757,957.5089919723357,75.0,0.0,0.0,25.0,98.0,0.0,0.0,2.0,68.0,0.0,0.0,32.0,90.0,0.0,0.0,10.0,AddRoute:LargeVan:simple
0:0:0:1:1,-1.0,0,0,0,1,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:2,-1.0,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:3,-1.0,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:4,-1.0,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
