Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,36906.04585723619,0,0,0,0,12 7 (12.0:51.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-City Cargo Bike]:31 19 (31.0:87.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-Van]:19 9 (19.0:49.0)[false-City Cargo Bike]:3 3 (3.0:39.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:10 13 (10.0:21.0)[false-Walker]:18 15 (18.0:27.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-Van]:17 24 (17.0:35.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-Van]:34 1 (34.0:55.0)[false-Walker]:26 23 (26.0:23.0)[false-Van]:22 16 (22.0:31.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-Walker]:4 24 (4.0:3.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-Van]:32 4 (32.0:19.0)[false-Van]:33 15 (33.0:1.0)[false-Van]:20 16 (20.0:29.0)[false-Van]:14 14 (14.0:43.0)[false-Van]:16 5 (16.0:55.0)[false-Van]:28 3 (28.0:71.0)[false-Van]:21 13 (21.0:71.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:12::R:City Cargo Bike:9::R:City Cargo Bike:31::R:City Cargo Bike:5::R:Van:11:19:3:13:10:18:24:2::R:City Cargo Bike:17::R:City Cargo Bike:27::R:Van:15:34:26:22:29:23:30:8::R:Walker:6::R:City Cargo Bike:4::R:City Cargo Bike:25::R:Van:7:32:33:20:14:16:28:21:,36906.04585723619,12.0,25262.927869870065,140305.70417613455,810.0,139495.70417613455,6078.197160527572,1597.3208132465682,4251.688005337411,765.5432687839414,25.0,8.0,0.0,67.0,73.0,3.0,0.0,24.0,14.0,6.0,0.0,81.0,63.0,3.0,0.0,33.0,RndSwap:simple
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,26055.211800804267,0,0,1,0,27 20 (27.0:89.0)[true-Van]:5 15 (5.0:97.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[false-City Cargo Bike]:3 3 (3.0:39.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-Van]:2 23 (2.0:67.0)[false-Van]:8 7 (8.0:55.0)[true-City Cargo Bike]:14 14 (14.0:43.0)[true-City Cargo Bike]:4 24 (4.0:3.0)[false-Van]:10 13 (10.0:21.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[false-City Cargo Bike]:12 7 (12.0:51.0)[false-City Cargo Bike]:15 13 (15.0:63.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[true-City Cargo Bike]:25 20 (25.0:87.0)[true-Van]:31 19 (31.0:87.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:34 1 (34.0:55.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-Walker]:11 5 (11.0:47.0)[true-City Cargo Bike]:28 3 (28.0:71.0)[false-Van]:13 5 (13.0:11.0)[false-Van]:33 15 (33.0:1.0)[false-Van]:20 16 (20.0:29.0)[false-City Cargo Bike]:32 4 (32.0:19.0)[false-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[false-Van]:,SOL:R:Van::R:Van:27:5:21:3:17:2::R:City Cargo Bike:8::R:City Cargo Bike:14::R:Van:4:10:26:29:12:15::R:City Cargo Bike:24::R:City Cargo Bike:30::R:City Cargo Bike:16::R:Van:25:31:22:18:23:34:6::R:Walker:7::R:City Cargo Bike:11:28::R:Van:13:33:20:32:19:9:,26055.211800804267,12.0,33189.34832005392,139352.72923374872,950.0,138402.72923374872,6307.884194775613,NaN,4222.809976780264,1005.7378278804218,42.0,8.0,0.0,50.0,76.0,3.0,0.0,21.0,25.0,8.0,0.0,66.0,80.0,5.0,0.0,15.0,RndSwap:simple
0:0:1:1,63862.44824527439,0,0,1,1,34 1 (34.0:55.0)[false-City Cargo Bike]:3 3 (3.0:39.0)[false-City Cargo Bike]:16 5 (16.0:55.0)[false-City Cargo Bike]:29 15 (29.0:19.0)[false-City Cargo Bike]:10 13 (10.0:21.0)[false-City Cargo Bike]:13 5 (13.0:11.0)[false-City Cargo Bike]:11 5 (11.0:47.0)[false-City Cargo Bike]:23 13 (23.0:27.0)[false-City Cargo Bike]:14 14 (14.0:43.0)[true-Van]:15 13 (15.0:63.0)[false-City Cargo Bike]:6 15 (6.0:91.0)[false-City Cargo Bike]:17 24 (17.0:35.0)[false-City Cargo Bike]:18 15 (18.0:27.0)[false-City Cargo Bike]:19 9 (19.0:49.0)[false-City Cargo Bike]:20 16 (20.0:29.0)[false-City Cargo Bike]:28 3 (28.0:71.0)[false-City Cargo Bike]:21 13 (21.0:71.0)[true-Van]:12 7 (12.0:51.0)[false-City Cargo Bike]:7 24 (7.0:55.0)[false-City Cargo Bike]:8 7 (8.0:55.0)[false-City Cargo Bike]:4 24 (4.0:3.0)[false-City Cargo Bike]:2 23 (2.0:67.0)[false-City Cargo Bike]:26 23 (26.0:23.0)[false-City Cargo Bike]:33 15 (33.0:1.0)[false-City Cargo Bike]:27 20 (27.0:89.0)[false-City Cargo Bike]:22 16 (22.0:31.0)[false-City Cargo Bike]:9 25 (9.0:57.0)[true-Van]:32 4 (32.0:19.0)[false-City Cargo Bike]:30 12 (30.0:65.0)[false-City Cargo Bike]:25 20 (25.0:87.0)[false-City Cargo Bike]:31 19 (31.0:87.0)[false-City Cargo Bike]:5 15 (5.0:97.0)[false-City Cargo Bike]:24 24 (24.0:67.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:34:3:16::R:City Cargo Bike:29::R:City Cargo Bike:10::R:City Cargo Bike:13:11::R:City Cargo Bike:23::R:Van:14:15:6:17:18:19::R:City Cargo Bike:20::R:City Cargo Bike:28::R:Van:21:12:7:8:4:2::R:City Cargo Bike:26::R:City Cargo Bike:33::R:City Cargo Bike:27::R:City Cargo Bike:22::R:Van:9:32:30:25:31:5::R:City Cargo Bike:24:,63862.44824527439,15.0,33364.38781362506,215432.3048059739,960.0,214472.3048059739,6119.225607025017,2210.935938049018,6528.2516607870875,1011.042054958335,20.0,0.0,0.0,80.0,55.0,0.0,0.0,45.0,10.0,0.0,0.0,90.0,62.0,0.0,0.0,38.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
