Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,52497.66190411201,0,0,1,0,16 21 (16.0:85.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[true-Walker]:2 14 (2.0:95.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[true-Van]:30 22 (30.0:33.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:12 14 (12.0:17.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Walker]:27 16 (27.0:47.0)[true-City Cargo Bike]:18 24 (18.0:89.0)[true-Van]:26 8 (26.0:89.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[true-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-Van]:43 11 (43.0:89.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-City Cargo Bike]:,SOL:R:City Cargo Bike::R:City Cargo Bike:16::R:City Cargo Bike:5::R:City Cargo Bike:23::R:City Cargo Bike:7:22::R:City Cargo Bike:14::R:Walker:36::R:City Cargo Bike:2::R:City Cargo Bike:42:39::R:Van:33:30:44:28:25::R:City Cargo Bike:31::R:City Cargo Bike:20::R:City Cargo Bike:40:9::R:City Cargo Bike:15:3::R:City Cargo Bike:37::R:Van:4:12:29:34:19:10::R:City Cargo Bike:27::R:Van:18:26:8:35:45:11::R:Van:24:21:17:38:41:43:32:6::R:City Cargo Bike:13:,52497.66190411201,20.0,36287.74419614406,200623.4587181986,1280.0,199343.4587181986,6083.539374451106,NaN,4559.624061777241,824.7214590032742,20.0,5.0,0.0,75.0,57.0,2.0,0.0,41.0,14.0,7.0,0.0,79.0,62.0,3.0,0.0,35.0,RndSwap:simple
0:0:1:1,75869.96117583975,0,0,1,1,42 6 (42.0:17.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-Van]:15 8 (15.0:49.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:12 14 (12.0:17.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-Walker]:27 16 (27.0:47.0)[true-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[true-Van]:16 21 (16.0:85.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[true-Van]:26 8 (26.0:89.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[true-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:42:39::R:City Cargo Bike:29::R:City Cargo Bike:5::R:City Cargo Bike:33::R:City Cargo Bike:6::R:City Cargo Bike:31::R:City Cargo Bike:20::R:City Cargo Bike:28::R:Van:13:15:4:12:19:10::R:City Cargo Bike:27::R:City Cargo Bike:7::R:City Cargo Bike:43::R:City Cargo Bike:3::R:Van:18:16:25:17:2:9::R:Van:14:26:40:45:36:8:11::R:Van:24:38:41:32:30:22::R:City Cargo Bike:23::R:City Cargo Bike:37::R:City Cargo Bike:21::R:City Cargo Bike:35::R:City Cargo Bike:34::R:City Cargo Bike:44:,75869.96117583975,22.0,36424.92443500738,247824.72588269872,1380.0,246444.72588269872,6108.687786092815,1747.614858030818,5632.3801336976985,827.8391917047131,18.0,0.0,0.0,82.0,57.0,0.0,0.0,43.0,10.0,0.0,0.0,90.0,55.0,0.0,0.0,45.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
