Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,35252.42172588789,0,0,0,0,34 25 (34.0:41.0)[false-Walker]:25 22 (25.0:39.0)[false-Van]:23 26 (23.0:63.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Van]:39 2 (39.0:81.0)[false-Van]:41 10 (41.0:93.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-Van]:28 20 (28.0:29.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-Walker]:38 15 (38.0:83.0)[true-Walker]:17 8 (17.0:89.0)[true-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[true-Walker]:15 8 (15.0:49.0)[true-City Cargo Bike]:45 24 (45.0:35.0)[false-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-Van]:31 20 (31.0:63.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[true-Van]:20 19 (20.0:45.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:7 6 (7.0:29.0)[false-Walker]:29 12 (29.0:13.0)[false-Van]:42 6 (42.0:17.0)[false-Van]:30 22 (30.0:33.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Van]:,SOL:R:Walker::R:Walker:34::R:Van:25:23:26:39:41:43:19:9::R:Van:13:28:32:8:14:24:11::R:Walker:38::R:Van:17:21:16:40:35:33:10::R:Walker:2::R:City Cargo Bike:15::R:Van:45:37:44:31:6::R:City Cargo Bike:36::R:City Cargo Bike:18::R:City Cargo Bike:27::R:City Cargo Bike:5::R:Van:22:20:12:4:7:29:42:30:3:,35252.42172588789,14.0,36359.70683271875,166090.08121684456,1050.0,165040.08121684456,6145.573978585577,NaN,3774.7745731101036,826.3569734708807,36.0,29.0,0.0,36.0,82.0,7.0,0.0,11.0,21.0,36.0,0.0,43.0,77.0,9.0,0.0,14.0,init
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,40663.26199712087,0,0,1,0,34 25 (34.0:41.0)[false-Walker]:25 22 (25.0:39.0)[false-Van]:23 26 (23.0:63.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-Van]:39 2 (39.0:81.0)[false-Van]:41 10 (41.0:93.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[true-Van]:28 20 (28.0:29.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-Walker]:38 15 (38.0:83.0)[true-Walker]:17 8 (17.0:89.0)[true-Van]:21 13 (21.0:93.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[true-Walker]:15 8 (15.0:49.0)[true-City Cargo Bike]:45 24 (45.0:35.0)[false-Van]:37 20 (37.0:45.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-Van]:31 20 (31.0:63.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[true-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-Van]:7 6 (7.0:29.0)[false-Walker]:12 14 (12.0:17.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-Van]:42 6 (42.0:17.0)[false-Van]:30 22 (30.0:33.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-Van]:,SOL:R:Walker::R:Walker:34::R:Van:25:23:26:39:41:43:19:9::R:Van:13:28:32:8:14:24:11::R:Walker:38::R:Van:17:21:16:40:35:33:10::R:Walker:2::R:City Cargo Bike:15::R:Van:45:37:44:31:6::R:City Cargo Bike:36::R:City Cargo Bike:18::R:City Cargo Bike:27::R:City Cargo Bike:5::R:City Cargo Bike:22::R:City Cargo Bike:20::R:Van:4:7:12:29:42:30:3:,40663.26199712087,16.0,36359.70683271875,177011.7617593105,1150.0,175861.7617593105,5988.718023284358,NaN,4022.9945854388748,826.3569734708807,31.0,25.0,0.0,44.0,77.0,7.0,0.0,16.0,18.0,31.0,0.0,51.0,74.0,9.0,0.0,18.0,init
0:0:1:1,76449.91457929743,0,0,1,1,15 8 (15.0:49.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-Walker]:10 13 (10.0:65.0)[true-Van]:35 17 (35.0:49.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[true-Van]:28 20 (28.0:29.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[true-Van]:30 22 (30.0:33.0)[false-Van]:42 6 (42.0:17.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:15::R:City Cargo Bike:12::R:City Cargo Bike:37::R:City Cargo Bike:4::R:City Cargo Bike:45::R:City Cargo Bike:27::R:Walker:23::R:Van:10:35:19:38:33:39:6::R:City Cargo Bike:2::R:City Cargo Bike:11::R:City Cargo Bike:20::R:City Cargo Bike:40:9::R:City Cargo Bike:14::R:City Cargo Bike:16::R:City Cargo Bike:13::R:City Cargo Bike:26:3::R:Van:36:28:7:22:21:17:18:8::R:City Cargo Bike:5::R:City Cargo Bike:24::R:City Cargo Bike:25::R:City Cargo Bike:34::R:Van:32:30:42:29:43:41:31::R:City Cargo Bike:44:,76449.91457929743,23.0,35976.78092360902,247799.4595599783,1360.0,246439.4595599783,6119.426337448193,1780.0596110303095,5631.8058990904165,817.654111900205,13.0,4.0,0.0,83.0,50.0,2.0,0.0,48.0,9.0,3.0,0.0,87.0,45.0,4.0,0.0,51.0,init
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
