2,false,City Cargo Bike,28,false,City Cargo Bike,42,false,City Cargo Bike,9,false,City Cargo Bike,5,false,City Cargo Bike,19,false,City Cargo Bike,6,false,City Cargo Bike,7,false,City Cargo Bike,30,false,City Cargo Bike,23,false,City Cargo Bike,20,false,City Cargo Bike,13,false,City Cargo Bike,14,false,City Cargo Bike,18,false,City Cargo Bike,15,false,City Cargo Bike,21,false,City Cargo Bike,22,false,City Cargo Bike,27,false,City Cargo Bike,12,false,City Cargo Bike,16,false,City Cargo Bike,32,false,City Cargo Bike,33,false,City Cargo Bike,25,false,City Cargo Bike,34,false,City Cargo Bike,31,false,City Cargo Bike,35,false,City Cargo Bike,36,false,City Cargo Bike,37,false,City Cargo Bike,41,false,City Cargo Bike,43,false,City Cargo Bike,39,false,City Cargo Bike,38,false,City Cargo Bike,40,false,City Cargo Bike,10,false,City Cargo Bike,4,false,City Cargo Bike,26,false,City Cargo Bike,44,false,City Cargo Bike,3,false,City Cargo Bike,29,false,City Cargo Bike,24,false,City Cargo Bike,17,false,City Cargo Bike,8,false,City Cargo Bike,11,false,City Cargo Bike,45,false,City Cargo Bike,46,false,City Cargo Bike,
41,false,Walker,3,false,Walker,5,false,Walker,6,false,Walker,7,false,Walker,14,false,Walker,25,false,Walker,26,false,Walker,10,false,Walker,46,false,Walker,4,false,Walker,42,false,Walker,30,false,Walker,21,false,Walker,40,false,Walker,29,false,Walker,23,false,Walker,24,false,Walker,9,false,Walker,28,false,Walker,12,false,Walker,22,false,Walker,32,false,Walker,2,false,Walker,19,false,Walker,11,false,Walker,16,false,Walker,33,false,Walker,34,false,Walker,8,false,Walker,43,false,Walker,36,false,Walker,35,false,Walker,13,false,Walker,17,false,Walker,18,false,Walker,31,false,Walker,37,false,Walker,38,false,Walker,15,false,Walker,27,false,Walker,39,false,Walker,20,false,Walker,44,false,Walker,45,false,Walker,
42,false,Walker,17,false,Walker,3,false,Walker,32,false,Walker,8,false,Walker,35,false,Walker,23,false,Walker,20,false,Walker,16,false,Walker,12,false,Walker,13,false,Walker,45,false,Walker,14,false,Walker,15,false,Walker,22,false,Walker,4,false,Walker,2,false,Walker,7,false,Walker,19,false,Walker,6,false,Walker,39,false,Walker,5,false,Walker,40,false,Walker,27,false,Walker,21,false,Walker,44,false,Walker,38,false,Walker,29,false,Walker,26,false,Walker,28,false,Walker,31,false,Walker,33,false,Walker,36,false,Walker,34,false,Walker,43,false,Walker,18,false,Walker,46,false,Walker,11,false,Walker,10,false,Walker,9,false,Walker,37,false,Walker,24,false,Walker,30,false,Walker,25,false,Walker,41,false,Walker,
8,false,Walker,40,false,Walker,16,false,Walker,45,false,Walker,6,false,Walker,7,false,Walker,11,false,Walker,13,false,Walker,19,false,Walker,15,false,Walker,10,false,Walker,34,false,Walker,14,false,Walker,20,false,Walker,43,false,Walker,38,false,Walker,17,false,Walker,5,false,Walker,26,false,Walker,35,false,Walker,21,false,Walker,24,false,Walker,2,false,Walker,27,false,Walker,28,false,Walker,9,false,Walker,29,false,Walker,18,false,Walker,30,false,Walker,32,false,Walker,31,false,Walker,12,false,Walker,33,false,Walker,22,false,Walker,37,false,Walker,36,false,Walker,4,false,Walker,25,false,Walker,39,false,Walker,42,false,Walker,41,false,Walker,23,false,Walker,44,false,Walker,3,false,Walker,46,false,Walker,
9,false,City Cargo Bike,5,false,City Cargo Bike,3,false,City Cargo Bike,7,false,City Cargo Bike,6,false,City Cargo Bike,25,false,City Cargo Bike,12,false,City Cargo Bike,13,false,City Cargo Bike,14,false,City Cargo Bike,15,false,City Cargo Bike,16,false,City Cargo Bike,2,false,City Cargo Bike,17,false,City Cargo Bike,27,false,City Cargo Bike,22,false,City Cargo Bike,28,false,City Cargo Bike,8,false,City Cargo Bike,19,false,City Cargo Bike,24,false,City Cargo Bike,43,false,City Cargo Bike,26,false,City Cargo Bike,30,false,City Cargo Bike,42,false,City Cargo Bike,11,false,City Cargo Bike,21,false,City Cargo Bike,34,false,City Cargo Bike,20,false,City Cargo Bike,36,false,City Cargo Bike,33,false,City Cargo Bike,35,false,City Cargo Bike,29,false,City Cargo Bike,38,false,City Cargo Bike,18,false,City Cargo Bike,32,false,City Cargo Bike,4,false,City Cargo Bike,23,false,City Cargo Bike,37,false,City Cargo Bike,41,false,City Cargo Bike,44,false,City Cargo Bike,45,false,City Cargo Bike,31,false,City Cargo Bike,40,false,City Cargo Bike,39,false,City Cargo Bike,10,false,City Cargo Bike,46,false,City Cargo Bike,
17,false,Walker,44,false,Walker,2,false,Walker,12,false,Walker,29,false,Walker,3,false,Walker,5,false,Walker,22,false,Walker,8,false,Walker,6,false,Walker,21,false,Walker,27,false,Walker,13,false,Walker,7,false,Walker,28,false,Walker,14,false,Walker,15,false,Walker,11,false,Walker,16,false,Walker,4,false,Walker,31,false,Walker,9,false,Walker,24,false,Walker,41,false,Walker,25,false,Walker,18,false,Walker,30,false,Walker,43,false,Walker,19,false,Walker,36,false,Walker,32,false,Walker,33,false,Walker,23,false,Walker,34,false,Walker,35,false,Walker,37,false,Walker,20,false,Walker,10,false,Walker,39,false,Walker,40,false,Walker,26,false,Walker,46,false,Walker,42,false,Walker,38,false,Walker,45,false,Walker,
15,false,City Cargo Bike,12,false,City Cargo Bike,44,false,City Cargo Bike,19,false,City Cargo Bike,9,false,City Cargo Bike,14,false,City Cargo Bike,5,false,City Cargo Bike,27,false,City Cargo Bike,16,false,City Cargo Bike,17,false,City Cargo Bike,18,false,City Cargo Bike,23,false,City Cargo Bike,8,false,City Cargo Bike,41,false,City Cargo Bike,20,false,City Cargo Bike,21,false,City Cargo Bike,22,false,City Cargo Bike,2,false,City Cargo Bike,7,false,City Cargo Bike,24,false,City Cargo Bike,28,false,City Cargo Bike,34,false,City Cargo Bike,43,false,City Cargo Bike,30,false,City Cargo Bike,42,false,City Cargo Bike,32,false,City Cargo Bike,11,false,City Cargo Bike,25,false,City Cargo Bike,45,false,City Cargo Bike,37,false,City Cargo Bike,46,false,City Cargo Bike,3,false,City Cargo Bike,40,false,City Cargo Bike,29,false,City Cargo Bike,31,false,City Cargo Bike,35,false,City Cargo Bike,6,false,City Cargo Bike,4,false,City Cargo Bike,38,false,City Cargo Bike,26,false,City Cargo Bike,36,false,City Cargo Bike,39,false,City Cargo Bike,13,false,City Cargo Bike,10,false,City Cargo Bike,33,false,City Cargo Bike,
3,false,City Cargo Bike,6,false,City Cargo Bike,26,false,City Cargo Bike,10,false,City Cargo Bike,7,false,City Cargo Bike,12,false,City Cargo Bike,13,false,City Cargo Bike,33,false,City Cargo Bike,25,false,City Cargo Bike,11,false,City Cargo Bike,44,false,City Cargo Bike,15,false,City Cargo Bike,30,false,City Cargo Bike,27,false,City Cargo Bike,8,false,City Cargo Bike,32,false,City Cargo Bike,43,false,City Cargo Bike,38,false,City Cargo Bike,16,false,City Cargo Bike,28,false,City Cargo Bike,20,false,City Cargo Bike,21,false,City Cargo Bike,23,false,City Cargo Bike,5,false,City Cargo Bike,2,false,City Cargo Bike,18,false,City Cargo Bike,4,false,City Cargo Bike,31,false,City Cargo Bike,34,false,City Cargo Bike,9,false,City Cargo Bike,19,false,City Cargo Bike,35,false,City Cargo Bike,36,false,City Cargo Bike,17,false,City Cargo Bike,41,false,City Cargo Bike,29,false,City Cargo Bike,37,false,City Cargo Bike,24,false,City Cargo Bike,22,false,City Cargo Bike,14,false,City Cargo Bike,39,false,City Cargo Bike,46,false,City Cargo Bike,40,false,City Cargo Bike,42,false,City Cargo Bike,45,false,City Cargo Bike,
36,false,City Cargo Bike,3,false,City Cargo Bike,29,false,City Cargo Bike,7,false,City Cargo Bike,18,false,City Cargo Bike,6,false,City Cargo Bike,14,false,City Cargo Bike,11,false,City Cargo Bike,15,false,City Cargo Bike,12,false,City Cargo Bike,26,false,City Cargo Bike,13,false,City Cargo Bike,16,false,City Cargo Bike,10,false,City Cargo Bike,39,false,City Cargo Bike,20,false,City Cargo Bike,2,false,City Cargo Bike,17,false,City Cargo Bike,19,false,City Cargo Bike,24,false,City Cargo Bike,42,false,City Cargo Bike,5,false,City Cargo Bike,34,false,City Cargo Bike,38,false,City Cargo Bike,25,false,City Cargo Bike,27,false,City Cargo Bike,32,false,City Cargo Bike,40,false,City Cargo Bike,28,false,City Cargo Bike,30,false,City Cargo Bike,9,false,City Cargo Bike,45,false,City Cargo Bike,44,false,City Cargo Bike,4,false,City Cargo Bike,33,false,City Cargo Bike,37,false,City Cargo Bike,35,false,City Cargo Bike,21,false,City Cargo Bike,22,false,City Cargo Bike,8,false,City Cargo Bike,31,false,City Cargo Bike,23,false,City Cargo Bike,41,false,City Cargo Bike,43,false,City Cargo Bike,46,false,City Cargo Bike,
46,false,Walker,10,false,Walker,41,false,Walker,33,false,Walker,3,false,Walker,4,false,Walker,5,false,Walker,12,false,Walker,37,false,Walker,8,false,Walker,25,false,Walker,6,false,Walker,9,false,Walker,16,false,Walker,17,false,Walker,28,false,Walker,11,false,Walker,29,false,Walker,15,false,Walker,45,false,Walker,18,false,Walker,38,false,Walker,44,false,Walker,26,false,Walker,7,false,Walker,19,false,Walker,20,false,Walker,21,false,Walker,22,false,Walker,23,false,Walker,13,false,Walker,24,false,Walker,31,false,Walker,30,false,Walker,32,false,Walker,2,false,Walker,34,false,Walker,36,false,Walker,35,false,Walker,39,false,Walker,40,false,Walker,42,false,Walker,27,false,Walker,14,false,Walker,43,false,Walker,
