Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,7940.809301665112,0,0,0,0,4 6 (4.0:49.0)[false-Van]:21 8 (21.0:50.0)[false-City Cargo Bike]:25 24 (25.0:61.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-Van]:18 19 (18.0:91.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:5 19 (5.0:13.0)[false-Van]:9 6 (9.0:14.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-Van]:11 8 (11.0:3.0)[false-Walker]:10 16 (10.0:2.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:6 7 (6.0:29.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[false-City Cargo Bike]:2 19 (2.0:96.0)[false-City Cargo Bike]:29 15 (29.0:23.0)[true-Van]:19 1 (19.0:19.0)[false-City Cargo Bike]:30 2 (30.0:20.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:32 9 (32.0:98.0)[false-Van]:20 24 (20.0:93.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:7 12 (7.0:58.0)[true-Van]:26 24 (26.0:9.0)[false-Van]:24 8 (24.0:42.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:3 21 (3.0:50.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-City Cargo Bike]:,SOL:R:Van:4:21:25:15:16:18:17::R:Van:5:9:12:11:10:23:6:27:2::R:Van:29:19:30:28:32:20:22:14::R:City Cargo Bike:13::R:Van:7:26:24:31:3:8:,7940.809301665112,5.0,28648.24373873879,90897.05232405108,530.0,90367.05232405108,8189.091653983128,1068.8745219711295,2932.162978195196,924.1368947980255,80.0,0.0,0.0,20.0,97.0,0.0,0.0,3.0,72.0,0.0,0.0,28.0,95.0,0.0,0.0,5.0,RndSwap:simple
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,13641.304534238861,0,0,1,0,19 1 (19.0:19.0)[true-Van]:16 22 (16.0:1.0)[false-City Cargo Bike]:30 2 (30.0:20.0)[false-Van]:6 7 (6.0:29.0)[false-Walker]:24 8 (24.0:42.0)[false-City Cargo Bike]:28 20 (28.0:57.0)[false-Van]:20 24 (20.0:93.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[true-Van]:9 6 (9.0:14.0)[false-Van]:26 24 (26.0:9.0)[false-Van]:7 12 (7.0:58.0)[false-Van]:32 9 (32.0:98.0)[false-Van]:14 16 (14.0:84.0)[false-Van]:25 24 (25.0:61.0)[true-Van]:23 4 (23.0:5.0)[false-Van]:10 16 (10.0:2.0)[false-Van]:11 8 (11.0:3.0)[false-Van]:4 6 (4.0:49.0)[false-Van]:3 21 (3.0:50.0)[false-Van]:2 19 (2.0:96.0)[false-Van]:5 19 (5.0:13.0)[false-Van]:29 15 (29.0:23.0)[false-Walker]:15 3 (15.0:61.0)[false-City Cargo Bike]:21 8 (21.0:50.0)[false-Van]:27 2 (27.0:80.0)[false-City Cargo Bike]:22 12 (22.0:98.0)[false-City Cargo Bike]:13 21 (13.0:98.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-City Cargo Bike]:17 18 (17.0:88.0)[false-City Cargo Bike]:18 19 (18.0:91.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:19:16:30:6:24:28:20::R:Van:12:9:26:7:32:14::R:Van:25:23:10:11:4:3:2::R:Van:5:29:15:21:27:22:13:8::R:City Cargo Bike:17::R:City Cargo Bike:18::R:City Cargo Bike:31:,13641.304534238861,8.0,31306.768936676894,109430.20830383764,750.0,108680.20830383764,8203.99476877229,NaN,3530.006719478634,1009.8957721508675,63.0,0.0,0.0,38.0,90.0,0.0,0.0,10.0,46.0,0.0,0.0,54.0,88.0,0.0,0.0,12.0,RndSwap:simple
0:0:1:1,44431.7065801031,0,0,1,1,29 15 (29.0:23.0)[true-Walker]:18 19 (18.0:91.0)[false-Van]:7 12 (7.0:58.0)[false-Van]:25 24 (25.0:61.0)[false-City Cargo Bike]:15 3 (15.0:61.0)[false-Walker]:9 6 (9.0:14.0)[false-Van]:5 19 (5.0:13.0)[false-City Cargo Bike]:8 16 (8.0:84.0)[false-Van]:10 16 (10.0:2.0)[false-City Cargo Bike]:20 24 (20.0:93.0)[false-City Cargo Bike]:32 9 (32.0:98.0)[false-City Cargo Bike]:27 2 (27.0:80.0)[true-Van]:21 8 (21.0:50.0)[false-Van]:19 1 (19.0:19.0)[false-City Cargo Bike]:23 4 (23.0:5.0)[false-City Cargo Bike]:26 24 (26.0:9.0)[false-City Cargo Bike]:30 2 (30.0:20.0)[false-Van]:28 20 (28.0:57.0)[false-City Cargo Bike]:14 16 (14.0:84.0)[false-Walker]:13 21 (13.0:98.0)[false-Van]:2 19 (2.0:96.0)[false-Walker]:11 8 (11.0:3.0)[true-City Cargo Bike]:3 21 (3.0:50.0)[false-Van]:6 7 (6.0:29.0)[false-City Cargo Bike]:12 14 (12.0:5.0)[false-City Cargo Bike]:16 22 (16.0:1.0)[false-Walker]:24 8 (24.0:42.0)[false-Walker]:22 12 (22.0:98.0)[false-City Cargo Bike]:31 14 (31.0:85.0)[false-Walker]:17 18 (17.0:88.0)[false-City Cargo Bike]:4 6 (4.0:49.0)[false-Walker]:,SOL:R:Walker::R:Walker:29::R:Van:18:7:25:15:9:5:8::R:City Cargo Bike:10::R:City Cargo Bike:20::R:City Cargo Bike:32::R:Van:27:21:19:23:26:30:28:14:13::R:Walker:2::R:City Cargo Bike:11::R:Van:3:6:12:16:24:22:31::R:City Cargo Bike:17::R:Walker:4:,44431.7065801031,12.0,31862.02039412735,172514.66618493735,810.0,171704.66618493735,7499.976252244325,NaN,5564.989231772172,1027.807109487979,25.0,33.0,0.0,42.0,74.0,10.0,0.0,16.0,14.0,27.0,0.0,58.0,72.0,10.0,0.0,18.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
