Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,source
0:0:0:0:0,12355.856650769343,0,0,0,0,0,3 11 (3.0:95.0)[false-Van]:16 14 (16.0:92.0)[false-Van]:32 17 (32.0:96.0)[false-Van]:15 14 (15.0:98.0)[false-Van]:38 20 (38.0:46.0)[false-Van]:33 3 (33.0:46.0)[false-Van]:41 4 (41.0:58.0)[false-Van]:8 12 (8.0:39.0)[false-Van]:11 19 (11.0:81.0)[false-Van]:18 7 (18.0:52.0)[false-Van]:10 12 (10.0:74.0)[false-Van]:2 26 (2.0:77.0)[false-Van]:17 20 (17.0:42.0)[false-Van]:5 18 (5.0:65.0)[false-Van]:26 20 (26.0:82.0)[false-Van]:23 15 (23.0:73.0)[false-Van]:20 11 (20.0:48.0)[false-Van]:37 4 (37.0:96.0)[false-Van-30]:22 22 (22.0:42.0)[false-Van]:25 26 (25.0:102.0)[false-Van]:36 9 (36.0:98.0)[false-Van]:27 12 (27.0:96.0)[false-Van]:39 24 (39.0:77.0)[false-Van]:43 23 (43.0:73.0)[false-Van]:19 4 (19.0:44.0)[false-Van]:31 7 (31.0:73.0)[false-Van]:21 3 (21.0:80.0)[false-Van]:34 18 (34.0:92.0)[false-Van]:12 5 (12.0:77.0)[false-Van]:30 23 (30.0:44.0)[false-Van]:42 4 (42.0:46.0)[false-Van]:35 18 (35.0:44.0)[false-Van]:29 9 (29.0:84.0)[false-Van]:40 3 (40.0:104.0)[false-Van]:7 9 (7.0:41.0)[false-Van]:13 18 (13.0:84.0)[false-Van]:44 17 (44.0:94.0)[false-Van]:28 22 (28.0:98.0)[false-Van]:4 22 (4.0:91.0)[false-Van-30]:9 10 (9.0:70.0)[false-Van]:6 10 (6.0:51.0)[false-Van-30]:24 69 (24.0:81.0)[false-Van]:14 7 (14.0:48.0)[false-Van]:,SOL:R:Van:3:16:32:15:38:33:41:8::R:Van:11:18:10:2:17::R:Van:5:26:23:20:37:22::R:Van:25:36:27:39:43:19::R:Van:31:21:34:12:30:42:35:29:40:7::R:Van:13:44:28:4:9:6::R:Van:24:14:,12355.856650769343,7.0,61779.283253846705,186177.84976154013,840.0,185337.84976154013,10193.959319813934,1095.453424767019,4329.717436314887,1436.7275175313187,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,init
0:0:0:0:1,-1.0,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:2,-1.0,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:3,-1.0,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:4,-1.0,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:0,14898.800179692811,0,0,0,1,0,6 10 (6.0:51.0)[true-City Cargo Bike]:3 11 (3.0:95.0)[false-Van]:16 14 (16.0:92.0)[false-Van]:32 17 (32.0:96.0)[false-Van]:15 14 (15.0:98.0)[false-Van]:38 20 (38.0:46.0)[false-Van]:33 3 (33.0:46.0)[false-Van]:41 4 (41.0:58.0)[false-Van]:8 12 (8.0:39.0)[false-Van]:11 19 (11.0:81.0)[false-Van]:18 7 (18.0:52.0)[false-Van]:10 12 (10.0:74.0)[false-Van]:2 26 (2.0:77.0)[false-Van]:17 20 (17.0:42.0)[false-Van]:5 18 (5.0:65.0)[false-Van]:26 20 (26.0:82.0)[false-Van]:23 15 (23.0:73.0)[false-Van]:20 11 (20.0:48.0)[false-Van]:24 69 (24.0:81.0)[false-Van]:37 4 (37.0:96.0)[false-Van-30]:22 22 (22.0:42.0)[false-Van]:25 26 (25.0:102.0)[false-Van]:36 9 (36.0:98.0)[false-Van]:27 12 (27.0:96.0)[false-Van]:39 24 (39.0:77.0)[false-Van]:43 23 (43.0:73.0)[false-Van]:19 4 (19.0:44.0)[false-Van]:31 7 (31.0:73.0)[false-Van]:21 3 (21.0:80.0)[false-Van]:34 18 (34.0:92.0)[false-Van]:12 5 (12.0:77.0)[false-Van]:30 23 (30.0:44.0)[false-Van]:42 4 (42.0:46.0)[false-Van]:35 18 (35.0:44.0)[false-Van]:29 9 (29.0:84.0)[false-Van]:40 3 (40.0:104.0)[false-Van]:7 9 (7.0:41.0)[false-Van]:13 18 (13.0:84.0)[false-Van]:44 17 (44.0:94.0)[false-Van]:28 22 (28.0:98.0)[false-Van]:4 22 (4.0:91.0)[false-Van-30]:9 10 (9.0:70.0)[false-Van]:14 7 (14.0:48.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:6::R:Van:3:16:32:15:38:33:41:8::R:Van:11:18:10:2:17::R:Van:5:26:23:20::R:Van:24:37:22::R:Van:25:36:27:39:43:19::R:Van:31:21:34:12:30:42:35:29:40:7::R:Van:13:44:28:4:9:14:,14898.800179692811,9.0,65190.20207767509,200232.12576134084,940.0,199292.12576134084,10193.959319813934,NaN,4656.561064217229,1516.051211108723,78.0,0.0,0.0,22.0,98.0,0.0,0.0,2.0,88.0,0.0,0.0,12.0,98.0,0.0,0.0,2.0,RndSwap:simple
0:0:0:1:1,-1.0,0,0,0,1,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:2,-1.0,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:3,-1.0,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:4,-1.0,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
