Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,16736.126415929022,0,0,0,0,35 14 (35.0:43.0)[false-Van]:30 13 (30.0:38.0)[false-City Cargo Bike]:14 13 (14.0:1.0)[false-City Cargo Bike]:20 18 (20.0:42.0)[false-City Cargo Bike]:13 8 (13.0:42.0)[false-City Cargo Bike]:15 18 (15.0:2.0)[false-Walker]:9 14 (9.0:24.0)[false-City Cargo Bike]:4 9 (4.0:37.0)[true-Van]:11 14 (11.0:72.0)[false-Van]:24 18 (24.0:58.0)[false-City Cargo Bike]:2 8 (2.0:73.0)[false-City Cargo Bike]:32 23 (32.0:22.0)[false-Van]:8 9 (8.0:18.0)[false-City Cargo Bike]:34 13 (34.0:58.0)[true-Van]:37 18 (37.0:17.0)[false-City Cargo Bike]:40 8 (40.0:48.0)[false-City Cargo Bike]:28 24 (28.0:42.0)[false-City Cargo Bike]:7 18 (7.0:33.0)[false-City Cargo Bike]:18 14 (18.0:39.0)[false-Van]:10 3 (10.0:17.0)[false-Van]:12 8 (12.0:78.0)[true-Van]:22 2 (22.0:79.0)[false-City Cargo Bike]:31 24 (31.0:63.0)[false-City Cargo Bike]:26 24 (26.0:38.0)[false-City Cargo Bike]:44 18 (44.0:34.0)[false-City Cargo Bike]:3 24 (3.0:13.0)[false-Van]:39 4 (39.0:12.0)[true-Van]:23 9 (23.0:22.0)[false-City Cargo Bike]:6 9 (6.0:58.0)[false-Van]:21 13 (21.0:83.0)[false-Van]:19 8 (19.0:87.0)[false-City Cargo Bike]:17 24 (17.0:97.0)[false-City Cargo Bike]:5 19 (5.0:34.0)[false-Van]:38 24 (38.0:87.0)[false-Van]:36 14 (36.0:73.0)[false-Van]:33 9 (33.0:88.0)[false-Van]:43 14 (43.0:98.0)[false-Van]:41 13 (41.0:48.0)[false-Van]:27 8 (27.0:63.0)[false-Van]:25 3 (25.0:53.0)[false-City Cargo Bike]:16 4 (16.0:32.0)[false-City Cargo Bike]:29 14 (29.0:32.0)[false-City Cargo Bike]:42 4 (42.0:7.0)[false-City Cargo Bike]:,SOL:R:Van:35:30:14:20:13:15:9::R:Van:4:11:24:2:32:8::R:Van:34:37:40:28:7:18:10::R:Van:12:22:31:26:44:3::R:Van:39:23:6:21:19:17:5::R:Van:38:36:33:43:41:27:25:16::R:City Cargo Bike:29::R:City Cargo Bike:42:,16736.126415929022,8.0,42345.75011987228,144391.20314352599,820.0,143571.20314352599,7414.140512256996,1292.6779409179853,3357.9349568261855,984.7848865086577,75.0,0.0,0.0,25.0,95.0,0.0,0.0,5.0,51.0,0.0,0.0,49.0,97.0,0.0,0.0,3.0,init
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,23767.078775440506,0,0,1,0,26 24 (26.0:38.0)[true-Van]:31 24 (31.0:63.0)[false-City Cargo Bike]:13 8 (13.0:42.0)[false-City Cargo Bike]:32 23 (32.0:22.0)[false-Van]:40 8 (40.0:48.0)[false-Van]:25 3 (25.0:53.0)[false-City Cargo Bike]:10 3 (10.0:17.0)[false-Van]:27 8 (27.0:63.0)[true-Van]:2 8 (2.0:73.0)[false-City Cargo Bike]:22 2 (22.0:79.0)[false-Van]:37 18 (37.0:17.0)[false-Van]:42 4 (42.0:7.0)[false-City Cargo Bike]:8 9 (8.0:18.0)[false-Van]:18 14 (18.0:39.0)[true-City Cargo Bike]:23 9 (23.0:22.0)[false-Van]:39 4 (39.0:12.0)[false-City Cargo Bike]:36 14 (36.0:73.0)[false-City Cargo Bike]:24 18 (24.0:58.0)[false-City Cargo Bike]:16 4 (16.0:32.0)[false-City Cargo Bike]:29 14 (29.0:32.0)[false-City Cargo Bike]:9 14 (9.0:24.0)[false-City Cargo Bike]:15 18 (15.0:2.0)[true-Van]:21 13 (21.0:83.0)[false-City Cargo Bike]:38 24 (38.0:87.0)[false-Van]:43 14 (43.0:98.0)[false-Van]:41 13 (41.0:48.0)[false-Van]:7 18 (7.0:33.0)[false-Van]:11 14 (11.0:72.0)[true-Van]:12 8 (12.0:78.0)[false-City Cargo Bike]:19 8 (19.0:87.0)[false-City Cargo Bike]:33 9 (33.0:88.0)[false-City Cargo Bike]:17 24 (17.0:97.0)[false-Van]:6 9 (6.0:58.0)[false-Van]:20 18 (20.0:42.0)[false-Van]:4 9 (4.0:37.0)[false-City Cargo Bike]:34 13 (34.0:58.0)[false-Van]:5 19 (5.0:34.0)[false-Van]:30 13 (30.0:38.0)[false-Van]:28 24 (28.0:42.0)[false-Van]:3 24 (3.0:13.0)[false-Van]:14 13 (14.0:1.0)[false-City Cargo Bike]:35 14 (35.0:43.0)[false-City Cargo Bike]:44 18 (44.0:34.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:26:31:13:32:40:25:10::R:Van:27:2:22:37:42:8::R:City Cargo Bike:18::R:Van:23:39:36:24:16:29:9::R:Van:15:21:38:43:41:7::R:Van:11:12:19:33:17:6:20:4::R:Van:34:5:30:28:3::R:City Cargo Bike:14::R:City Cargo Bike:35::R:City Cargo Bike:44:,23767.078775440506,11.0,42034.820042222695,157864.68966066005,1040.0,156824.68966066005,7447.114888325409,NaN,3671.2718525734895,977.5539544702953,64.0,0.0,0.0,36.0,91.0,0.0,0.0,9.0,35.0,0.0,0.0,65.0,90.0,0.0,0.0,10.0,AddRoute:CargoBike:simple
0:0:1:1,61830.505632161614,0,0,1,1,32 23 (32.0:22.0)[false-Van]:13 8 (13.0:42.0)[false-Walker]:36 14 (36.0:73.0)[false-Walker]:43 14 (43.0:98.0)[false-Walker]:17 24 (17.0:97.0)[false-Walker]:4 9 (4.0:37.0)[false-Walker]:40 8 (40.0:48.0)[true-Walker]:15 18 (15.0:2.0)[false-Walker]:21 13 (21.0:83.0)[true-Van]:19 8 (19.0:87.0)[false-City Cargo Bike]:22 2 (22.0:79.0)[false-Walker]:10 3 (10.0:17.0)[false-Walker]:11 14 (11.0:72.0)[true-Van]:25 3 (25.0:53.0)[false-City Cargo Bike]:6 9 (6.0:58.0)[false-City Cargo Bike]:12 8 (12.0:78.0)[false-Walker]:24 18 (24.0:58.0)[false-Walker]:7 18 (7.0:33.0)[false-Walker]:3 24 (3.0:13.0)[false-Walker]:38 24 (38.0:87.0)[true-Van]:16 4 (16.0:32.0)[false-Walker]:18 14 (18.0:39.0)[false-Walker]:20 18 (20.0:42.0)[false-Walker]:34 13 (34.0:58.0)[false-City Cargo Bike]:5 19 (5.0:34.0)[false-City Cargo Bike]:28 24 (28.0:42.0)[true-City Cargo Bike]:42 4 (42.0:7.0)[false-Walker]:35 14 (35.0:43.0)[false-Walker]:37 18 (37.0:17.0)[false-City Cargo Bike]:41 13 (41.0:48.0)[false-City Cargo Bike]:39 4 (39.0:12.0)[false-City Cargo Bike]:9 14 (9.0:24.0)[false-City Cargo Bike]:14 13 (14.0:1.0)[false-City Cargo Bike]:44 18 (44.0:34.0)[false-City Cargo Bike]:8 9 (8.0:18.0)[false-City Cargo Bike]:33 9 (33.0:88.0)[true-City Cargo Bike]:29 14 (29.0:32.0)[false-Van]:30 13 (30.0:38.0)[false-Van]:2 8 (2.0:73.0)[false-Walker]:31 24 (31.0:63.0)[false-Van]:26 24 (26.0:38.0)[false-Van]:27 8 (27.0:63.0)[false-Van]:23 9 (23.0:22.0)[false-Van]:,SOL:R:Van:32:13:36:43:17:4::R:Walker:40::R:Walker:15::R:Van:21:19:22:10::R:Van:11:25:6:12:24:7:3::R:Van:38:16:18:20:34:5::R:City Cargo Bike:28::R:Walker:42::R:Walker:35::R:City Cargo Bike:37::R:City Cargo Bike:41::R:City Cargo Bike:39::R:City Cargo Bike:9::R:City Cargo Bike:14::R:City Cargo Bike:44::R:City Cargo Bike:8::R:City Cargo Bike:33::R:Van:29:30:2:31:26:27:23:,61830.505632161614,18.0,43703.12476173476,238539.13564483364,1250.0,237289.13564483364,7453.3542787185615,2271.2646766721814,5547.421759182178,1016.3517386449945,28.0,22.0,0.0,50.0,70.0,9.0,0.0,21.0,14.0,28.0,0.0,58.0,71.0,8.0,0.0,21.0,DelRoute:LargeVan:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
