Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,99715.61508608263,0,0,1,0,59 19 (59.0:91.0)[true-Van]:53 6 (53.0:69.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:57 24 (57.0:77.0)[false-Van]:39 8 (39.0:97.0)[false-Van]:37 19 (37.0:59.0)[false-Van]:16 11 (16.0:27.0)[false-Walker]:3 24 (3.0:93.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-Van]:47 8 (47.0:3.0)[false-City Cargo Bike]:64 23 (64.0:9.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[true-Van]:38 15 (38.0:63.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-Van]:28 15 (28.0:33.0)[false-Van]:18 23 (18.0:17.0)[false-Van]:36 5 (36.0:61.0)[true-Van]:34 12 (34.0:35.0)[false-Van]:23 9 (23.0:21.0)[false-Van]:35 18 (35.0:9.0)[false-City Cargo Bike]:48 14 (48.0:11.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-Van]:14 9 (14.0:47.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-Van]:56 20 (56.0:49.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:22 10 (22.0:55.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:44 24 (44.0:31.0)[true-Walker]:17 12 (17.0:83.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-Walker]:50 13 (50.0:37.0)[true-Van]:65 14 (65.0:3.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-Van]:26 17 (26.0:59.0)[false-Walker]:13 11 (13.0:39.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:11 17 (11.0:79.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-Walker]:32 24 (32.0:1.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:59:53:51:57:39:37:16::R:City Cargo Bike:3::R:City Cargo Bike:54::R:Van:15:47:64:63:60:30:27:8::R:Van:25:38:41:33:5:28:18::R:Van:36:34:23:35:48:4:14:2::R:Van:24:56:6:9:19:29:12::R:City Cargo Bike:22::R:City Cargo Bike:7::R:Walker:44::R:City Cargo Bike:17::R:Walker:45::R:Van:50:65:40:42:31:26:13::R:City Cargo Bike:21::R:City Cargo Bike:52:20::R:City Cargo Bike:11::R:City Cargo Bike:61::R:Walker:10::R:City Cargo Bike:32::R:City Cargo Bike:43:58::R:City Cargo Bike:55::R:City Cargo Bike:62:46:49:,99715.61508608263,23.0,55036.59732267092,344166.3832111098,1640.0,342526.3832111098,7757.278654753133,NaN,5377.59973767359,859.9468331667331,30.0,13.0,0.0,57.0,69.0,5.0,0.0,27.0,11.0,13.0,0.0,76.0,66.0,9.0,0.0,25.0,init
0:0:1:1,113955.78647182362,0,0,1,1,44 24 (44.0:31.0)[true-City Cargo Bike]:19 7 (19.0:47.0)[false-City Cargo Bike]:16 11 (16.0:27.0)[false-Walker]:22 10 (22.0:55.0)[false-City Cargo Bike]:33 2 (33.0:77.0)[false-City Cargo Bike]:20 1 (20.0:57.0)[false-City Cargo Bike]:5 7 (5.0:51.0)[false-Van]:3 24 (3.0:93.0)[false-City Cargo Bike]:7 20 (7.0:1.0)[false-City Cargo Bike]:54 24 (54.0:69.0)[false-City Cargo Bike]:9 18 (9.0:75.0)[false-City Cargo Bike]:41 14 (41.0:93.0)[false-City Cargo Bike]:13 11 (13.0:39.0)[true-Van]:14 9 (14.0:47.0)[false-City Cargo Bike]:6 9 (6.0:51.0)[false-City Cargo Bike]:45 25 (45.0:77.0)[false-City Cargo Bike]:51 10 (51.0:75.0)[false-City Cargo Bike]:17 12 (17.0:83.0)[false-City Cargo Bike]:18 23 (18.0:17.0)[false-City Cargo Bike]:21 26 (21.0:87.0)[false-City Cargo Bike]:26 17 (26.0:59.0)[true-Van]:11 17 (11.0:79.0)[false-City Cargo Bike]:50 13 (50.0:37.0)[false-City Cargo Bike]:37 19 (37.0:59.0)[false-City Cargo Bike]:31 23 (31.0:63.0)[false-City Cargo Bike]:23 9 (23.0:21.0)[false-City Cargo Bike]:42 13 (42.0:83.0)[false-City Cargo Bike]:24 22 (24.0:21.0)[false-City Cargo Bike]:52 6 (52.0:15.0)[false-City Cargo Bike]:27 2 (27.0:1.0)[false-City Cargo Bike]:32 24 (32.0:1.0)[false-City Cargo Bike]:30 14 (30.0:45.0)[false-City Cargo Bike]:35 18 (35.0:9.0)[false-City Cargo Bike]:43 5 (43.0:95.0)[false-City Cargo Bike]:36 5 (36.0:61.0)[false-City Cargo Bike]:47 8 (47.0:3.0)[false-City Cargo Bike]:12 2 (12.0:9.0)[false-City Cargo Bike]:10 26 (10.0:15.0)[false-City Cargo Bike]:58 4 (58.0:15.0)[false-City Cargo Bike]:40 6 (40.0:9.0)[false-City Cargo Bike]:4 16 (4.0:53.0)[false-City Cargo Bike]:28 15 (28.0:33.0)[false-City Cargo Bike]:8 10 (8.0:9.0)[false-City Cargo Bike]:55 21 (55.0:5.0)[true-Van]:48 14 (48.0:11.0)[false-City Cargo Bike]:38 15 (38.0:63.0)[false-City Cargo Bike]:56 20 (56.0:49.0)[false-City Cargo Bike]:49 2 (49.0:7.0)[false-City Cargo Bike]:29 16 (29.0:25.0)[false-City Cargo Bike]:2 12 (2.0:35.0)[false-City Cargo Bike]:59 19 (59.0:91.0)[true-Van]:57 24 (57.0:77.0)[false-City Cargo Bike]:60 14 (60.0:79.0)[false-City Cargo Bike]:53 6 (53.0:69.0)[false-City Cargo Bike]:25 21 (25.0:67.0)[false-City Cargo Bike]:15 12 (15.0:33.0)[false-City Cargo Bike]:65 14 (65.0:3.0)[true-Van]:64 23 (64.0:9.0)[false-City Cargo Bike]:63 16 (63.0:25.0)[false-City Cargo Bike]:62 2 (62.0:93.0)[false-Van]:39 8 (39.0:97.0)[false-City Cargo Bike]:46 2 (46.0:63.0)[false-City Cargo Bike]:61 23 (61.0:67.0)[false-Van]:34 12 (34.0:35.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:44::R:City Cargo Bike:19::R:Walker:16::R:City Cargo Bike:22::R:City Cargo Bike:33:20:5::R:City Cargo Bike:3::R:City Cargo Bike:7::R:City Cargo Bike:54::R:City Cargo Bike:9::R:City Cargo Bike:41::R:Van:13:14:6:45:51:17:18::R:City Cargo Bike:21::R:Van:26:11:50:37:31:23::R:City Cargo Bike:42::R:City Cargo Bike:24::R:City Cargo Bike:52:27::R:City Cargo Bike:32::R:City Cargo Bike:30::R:City Cargo Bike:35::R:City Cargo Bike:43:36::R:City Cargo Bike:47:12::R:City Cargo Bike:10::R:City Cargo Bike:58:40::R:City Cargo Bike:4::R:City Cargo Bike:28::R:City Cargo Bike:8::R:Van:55:48:38:56:49:29:2::R:Van:59:57:60:53:25:15::R:Van:65:64:63:62:39:46:61:34:,113955.78647182362,30.0,56443.49703574734,376514.66523659043,1850.0,374664.66523659043,7558.58358149055,NaN,5883.0416443217255,881.9296411835522,17.0,3.0,0.0,80.0,53.0,2.0,0.0,45.0,10.0,1.0,0.0,89.0,56.0,1.0,0.0,43.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
