Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,16283.33287580092,0,0,0,0,35 19 (35.0:51.0)[false-Van]:2 1 (2.0:29.0)[false-Van]:3 23 (3.0:4.0)[false-Walker]:13 2 (13.0:25.0)[false-Van]:4 23 (4.0:25.0)[false-City Cargo Bike]:7 18 (7.0:62.0)[false-Van]:36 66 (36.0:83.0)[false-City Cargo Bike]:11 19 (11.0:42.0)[false-Van]:31 26 (31.0:57.0)[false-Van]:22 19 (22.0:21.0)[false-City Cargo Bike]:9 20 (9.0:34.0)[false-Van]:34 8 (34.0:16.0)[false-City Cargo Bike]:5 5 (5.0:67.0)[false-Van]:23 12 (23.0:19.0)[false-Van]:24 9 (24.0:1.0)[false-Van]:29 3 (29.0:1.0)[false-City Cargo Bike]:6 7 (6.0:13.0)[false-Van]:10 19 (10.0:19.0)[false-Van]:18 14 (18.0:54.0)[false-City Cargo Bike]:25 18 (25.0:94.0)[false-City Cargo Bike]:17 17 (17.0:87.0)[false-Van]:33 21 (33.0:68.0)[false-Van]:16 19 (16.0:61.0)[false-Van]:30 18 (30.0:96.0)[false-Van]:28 8 (28.0:100.0)[false-City Cargo Bike]:37 21 (37.0:84.0)[false-City Cargo Bike]:15 13 (15.0:75.0)[false-City Cargo Bike]:12 16 (12.0:40.0)[true-Van]:19 8 (19.0:66.0)[false-Van]:20 10 (20.0:46.0)[false-City Cargo Bike]:21 5 (21.0:47.0)[false-Walker]:32 21 (32.0:47.0)[false-City Cargo Bike]:27 20 (27.0:41.0)[false-City Cargo Bike]:26 4 (26.0:82.0)[false-City Cargo Bike]:8 12 (8.0:84.0)[false-Van]:14 26 (14.0:63.0)[true-Walker]:,SOL:R:Van:35:2:3:13:4:7::R:City Cargo Bike:36::R:Van:11:31:22:9:34:5::R:Van:23:24:29:6:10:18:25:17::R:Van:33:16:30:28:37:15::R:Van:12:19:20:21:32:27:26:8::R:Walker:14:,16283.33287580092,7.0,47319.156654183476,156296.4730524789,700.0,155596.4730524789,7630.9554961730255,1399.1858837387585,4341.568695902191,1314.4210181717633,71.0,14.0,0.0,14.0,94.0,3.0,0.0,3.0,58.0,18.0,0.0,24.0,84.0,5.0,0.0,12.0,RndSwap:simple
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:0,25326.439110244883,0,0,1,0,35 19 (35.0:51.0)[true-Van]:2 1 (2.0:29.0)[false-Van]:3 23 (3.0:4.0)[false-Walker]:13 2 (13.0:25.0)[false-Van]:4 23 (4.0:25.0)[false-City Cargo Bike]:7 18 (7.0:62.0)[false-Van]:8 12 (8.0:84.0)[false-Van]:11 19 (11.0:42.0)[false-Van]:31 26 (31.0:57.0)[false-Van]:22 19 (22.0:21.0)[false-City Cargo Bike]:9 20 (9.0:34.0)[false-Van]:34 8 (34.0:16.0)[false-City Cargo Bike]:5 5 (5.0:67.0)[false-Van]:19 8 (19.0:66.0)[false-City Cargo Bike]:23 12 (23.0:19.0)[false-Van]:29 3 (29.0:1.0)[false-City Cargo Bike]:10 19 (10.0:19.0)[false-Van]:12 16 (12.0:40.0)[false-City Cargo Bike]:32 21 (32.0:47.0)[false-Van]:14 26 (14.0:63.0)[false-Van]:25 18 (25.0:94.0)[true-Walker]:6 7 (6.0:13.0)[true-Van]:18 14 (18.0:54.0)[false-City Cargo Bike]:20 10 (20.0:46.0)[false-City Cargo Bike]:33 21 (33.0:68.0)[false-City Cargo Bike]:37 21 (37.0:84.0)[false-City Cargo Bike]:28 8 (28.0:100.0)[false-City Cargo Bike]:17 17 (17.0:87.0)[false-Van]:16 19 (16.0:61.0)[true-City Cargo Bike]:24 9 (24.0:1.0)[false-Van]:21 5 (21.0:47.0)[false-City Cargo Bike]:27 20 (27.0:41.0)[false-Walker]:30 18 (30.0:96.0)[false-Van]:15 13 (15.0:75.0)[false-Van]:36 66 (36.0:83.0)[false-City Cargo Bike]:26 4 (26.0:82.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:35:2:3:13:4:7:8::R:Van:11:31:22:9:34:5::R:City Cargo Bike:19::R:Van:23:29:10:12:32:14::R:Walker:25::R:Van:6:18:20:33:37:28:17::R:City Cargo Bike:16::R:Van:24:21:27:30:15::R:City Cargo Bike:36::R:City Cargo Bike:26:,25326.439110244883,11.0,48170.632542907464,176866.52283204917,970.0,175896.52283204917,7710.921201928967,NaN,4912.958967556921,1338.073126191874,55.0,9.0,0.0,36.0,86.0,3.0,0.0,11.0,38.0,11.0,0.0,51.0,80.0,3.0,0.0,17.0,AddRoute:CargoBike:simple
0:0:1:1,72656.6820278038,0,0,1,1,31 26 (31.0:57.0)[false-City Cargo Bike]:11 19 (11.0:42.0)[false-City Cargo Bike]:6 7 (6.0:13.0)[true-Van]:4 23 (4.0:25.0)[false-City Cargo Bike]:9 20 (9.0:34.0)[false-City Cargo Bike]:27 20 (27.0:41.0)[false-City Cargo Bike]:13 2 (13.0:25.0)[false-City Cargo Bike]:15 13 (15.0:75.0)[false-City Cargo Bike]:8 12 (8.0:84.0)[false-City Cargo Bike]:33 21 (33.0:68.0)[true-Van]:35 19 (35.0:51.0)[false-City Cargo Bike]:23 12 (23.0:19.0)[false-City Cargo Bike]:19 8 (19.0:66.0)[false-City Cargo Bike]:17 17 (17.0:87.0)[false-City Cargo Bike]:26 4 (26.0:82.0)[false-City Cargo Bike]:36 66 (36.0:83.0)[false-City Cargo Bike]:3 23 (3.0:4.0)[false-City Cargo Bike]:22 19 (22.0:21.0)[false-City Cargo Bike]:25 18 (25.0:94.0)[false-City Cargo Bike]:16 19 (16.0:61.0)[false-City Cargo Bike]:21 5 (21.0:47.0)[false-City Cargo Bike]:5 5 (5.0:67.0)[false-Walker]:34 8 (34.0:16.0)[true-City Cargo Bike]:24 9 (24.0:1.0)[false-City Cargo Bike]:2 1 (2.0:29.0)[false-City Cargo Bike]:7 18 (7.0:62.0)[false-City Cargo Bike]:29 3 (29.0:1.0)[false-Van]:18 14 (18.0:54.0)[false-City Cargo Bike]:20 10 (20.0:46.0)[false-Walker]:32 21 (32.0:47.0)[false-Van]:12 16 (12.0:40.0)[false-Van]:14 26 (14.0:63.0)[false-Van]:10 19 (10.0:19.0)[false-City Cargo Bike]:37 21 (37.0:84.0)[true-Van]:30 18 (30.0:96.0)[false-Van]:28 8 (28.0:100.0)[false-Walker]:,SOL:R:City Cargo Bike::R:City Cargo Bike:31::R:City Cargo Bike:11::R:Van:6:4:9:27:13:15:8::R:Van:33:35:23:19:17:26::R:City Cargo Bike:36::R:City Cargo Bike:3::R:City Cargo Bike:22::R:City Cargo Bike:25::R:City Cargo Bike:16::R:City Cargo Bike:21:5::R:City Cargo Bike:34::R:City Cargo Bike:24:2::R:City Cargo Bike:7::R:Van:29:18:20:32:12:14::R:City Cargo Bike:10::R:Van:37:30:28:,72656.6820278038,17.0,49449.346588429806,275011.66518552514,1130.0,273881.66518552514,7338.272807315086,NaN,7639.212921820143,1373.592960789717,24.0,0.0,0.0,76.0,61.0,0.0,0.0,39.0,14.0,0.0,0.0,86.0,55.0,0.0,0.0,45.0,AddRoute:CargoBike:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:2:0,41288.12600606842,0,0,2,0,35 19 (35.0:51.0)[true-Van]:2 1 (2.0:29.0)[false-Van]:3 23 (3.0:4.0)[false-Walker]:13 2 (13.0:25.0)[false-Van]:4 23 (4.0:25.0)[false-City Cargo Bike]:7 18 (7.0:62.0)[false-Van]:11 19 (11.0:42.0)[false-Van]:31 26 (31.0:57.0)[false-Van]:22 19 (22.0:21.0)[false-City Cargo Bike]:9 20 (9.0:34.0)[false-Van]:34 8 (34.0:16.0)[false-City Cargo Bike]:5 5 (5.0:67.0)[false-Van]:16 19 (16.0:61.0)[true-Walker]:18 14 (18.0:54.0)[false-City Cargo Bike]:37 21 (37.0:84.0)[true-Van]:24 9 (24.0:1.0)[false-Van]:32 21 (32.0:47.0)[false-City Cargo Bike]:27 20 (27.0:41.0)[false-City Cargo Bike]:17 17 (17.0:87.0)[false-City Cargo Bike]:29 3 (29.0:1.0)[true-City Cargo Bike]:21 5 (21.0:47.0)[false-Walker]:26 4 (26.0:82.0)[false-City Cargo Bike]:12 16 (12.0:40.0)[false-Van]:23 12 (23.0:19.0)[false-Van]:20 10 (20.0:46.0)[false-City Cargo Bike]:10 19 (10.0:19.0)[false-Van]:6 7 (6.0:13.0)[false-Van]:8 12 (8.0:84.0)[false-Van]:33 21 (33.0:68.0)[true-City Cargo Bike]:25 18 (25.0:94.0)[false-City Cargo Bike]:19 8 (19.0:66.0)[false-City Cargo Bike]:28 8 (28.0:100.0)[false-City Cargo Bike]:14 26 (14.0:63.0)[false-Van]:30 18 (30.0:96.0)[false-Van]:15 13 (15.0:75.0)[false-Van]:36 66 (36.0:83.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:35:2:3:13:4:7::R:Van:11:31:22:9:34:5::R:Walker:16::R:City Cargo Bike:18::R:Van:37:24:32:27:17::R:City Cargo Bike:29:21::R:City Cargo Bike:26::R:Van:12:23:20:10:6:8::R:City Cargo Bike:33::R:City Cargo Bike:25::R:City Cargo Bike:19::R:City Cargo Bike:28::R:Van:14:30:15::R:City Cargo Bike:36:,41288.12600606842,15.0,47319.156654183476,206776.0593130139,1170.0,205606.0593130139,7630.9554961730255,NaN,5743.779425361497,1314.4210181717633,40.0,7.0,0.0,53.0,72.0,3.0,0.0,25.0,23.0,8.0,0.0,69.0,71.0,3.0,0.0,26.0,RndSwap:simple
