Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,source
0:0:0:0:0,10354.532054320582,0,0,0,0,0,4 3 (4.0:91.0)[true-Van]:34 3 (34.0:8.0)[false-Van]:50 10 (50.0:47.0)[false-City Cargo Bike]:12 10 (12.0:92.0)[false-Van-30]:41 7 (41.0:36.0)[false-Van]:5 6 (5.0:53.0)[false-Van]:31 9 (31.0:48.0)[false-Van]:35 1 (35.0:43.0)[false-Van]:47 4 (47.0:45.0)[false-Van]:15 8 (15.0:96.0)[false-Van]:6 10 (6.0:7.0)[false-Van]:8 8 (8.0:1.0)[false-Van]:9 13 (9.0:8.0)[false-Van-30]:11 3 (11.0:14.0)[false-Van]:43 22 (43.0:42.0)[false-Van]:16 4 (16.0:47.0)[false-Van]:18 6 (18.0:49.0)[false-Van]:21 22 (21.0:46.0)[false-Van]:48 23 (48.0:17.0)[false-City Cargo Bike]:14 23 (14.0:45.0)[false-Van]:45 10 (45.0:16.0)[false-Van]:37 9 (37.0:30.0)[false-Van]:13 6 (13.0:62.0)[false-Van]:39 2 (39.0:36.0)[false-Van]:42 6 (42.0:28.0)[false-Van]:22 13 (22.0:92.0)[false-Van]:20 10 (20.0:45.0)[false-Van]:51 8 (51.0:62.0)[false-Van]:3 8 (3.0:31.0)[false-Van]:25 14 (25.0:96.0)[true-Van]:40 19 (40.0:98.0)[false-City Cargo Bike]:46 7 (46.0:56.0)[false-Van]:29 4 (29.0:92.0)[false-Van]:36 17 (36.0:8.0)[false-City Cargo Bike]:32 8 (32.0:94.0)[false-Van]:7 18 (7.0:27.0)[false-Van]:52 14 (52.0:8.0)[false-Van]:44 22 (44.0:2.0)[false-City Cargo Bike]:27 26 (27.0:47.0)[false-Van]:28 23 (28.0:9.0)[false-Van]:10 13 (10.0:40.0)[false-Van]:19 5 (19.0:48.0)[false-Van]:24 18 (24.0:62.0)[false-Van]:49 13 (49.0:34.0)[false-Van]:30 25 (30.0:12.0)[false-Van]:33 16 (33.0:43.0)[false-Van-30]:17 13 (17.0:40.0)[false-Van]:26 14 (26.0:28.0)[false-Van]:38 15 (38.0:16.0)[false-Van]:23 13 (23.0:49.0)[false-Van]:2 22 (2.0:41.0)[false-Van]:,SOL:R:Van::R:Van:4:34:50:12:41:5:31:35:47:15:6:8:9:11::R:Van:43:16:18:21:48:14::R:Van:45:37:13:39:42:22:20:51:3::R:Van:25:40:46:29:36:32:7::R:Van:52:44:27:28:10::R:Van:19:24:49:30:33:17::R:Van:26:38:23:2:,10354.532054320582,8.0,51772.660271602916,156277.98081480872,960.0,155317.98081480872,19625.990019402787,NaN,3064.2741336237004,1015.1502014039787,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,init
0:0:0:0:1,-1.0,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:2,-1.0,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:3,-1.0,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:0:4,-1.0,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:0,16276.924030252781,0,0,0,1,0,41 7 (41.0:36.0)[false-Van]:36 17 (36.0:8.0)[false-Van-30]:35 1 (35.0:43.0)[false-Van]:32 8 (32.0:94.0)[false-City Cargo Bike]:48 23 (48.0:17.0)[false-Van]:51 8 (51.0:62.0)[false-City Cargo Bike]:45 10 (45.0:16.0)[false-Van]:6 10 (6.0:7.0)[false-Van]:10 13 (10.0:40.0)[false-Van]:21 22 (21.0:46.0)[false-Van]:18 6 (18.0:49.0)[false-Van]:43 22 (43.0:42.0)[false-Van]:13 6 (13.0:62.0)[false-Van]:37 9 (37.0:30.0)[false-Van]:25 14 (25.0:96.0)[false-Van]:7 18 (7.0:27.0)[false-Van]:14 23 (14.0:45.0)[false-Van]:39 2 (39.0:36.0)[false-Van]:16 4 (16.0:47.0)[false-Van]:29 4 (29.0:92.0)[false-Van]:24 18 (24.0:62.0)[false-Van]:19 5 (19.0:48.0)[false-City Cargo Bike]:23 13 (23.0:49.0)[false-Van]:40 19 (40.0:98.0)[false-Van]:3 8 (3.0:31.0)[false-Van]:9 13 (9.0:8.0)[false-City Cargo Bike]:5 6 (5.0:53.0)[false-Van]:49 13 (49.0:34.0)[false-Van]:27 26 (27.0:47.0)[false-City Cargo Bike]:4 3 (4.0:91.0)[false-Van]:34 3 (34.0:8.0)[false-Van]:44 22 (44.0:2.0)[false-Van]:52 14 (52.0:8.0)[false-Van-30]:17 13 (17.0:40.0)[false-Van]:31 9 (31.0:48.0)[false-Van]:15 8 (15.0:96.0)[false-Van]:28 23 (28.0:9.0)[false-Van]:46 7 (46.0:56.0)[false-Van]:26 14 (26.0:28.0)[false-City Cargo Bike]:47 4 (47.0:45.0)[false-Van]:8 8 (8.0:1.0)[false-Van]:12 10 (12.0:92.0)[false-City Cargo Bike]:22 13 (22.0:92.0)[false-Van-30]:11 3 (11.0:14.0)[false-City Cargo Bike]:20 10 (20.0:45.0)[true-Van]:33 16 (33.0:43.0)[false-Van]:30 25 (30.0:12.0)[false-Van]:42 6 (42.0:28.0)[false-Van]:38 15 (38.0:16.0)[false-Van]:2 22 (2.0:41.0)[false-Van]:50 10 (50.0:47.0)[true-City Cargo Bike]:,SOL:R:Van:41:36:35:32:48:51:45:6:10::R:Van:21:18:43:13:37:25:7::R:Van:14:39:16:29:24:19:23:40:3::R:City Cargo Bike:9::R:Van:5:49:27:4:34:44:52:17::R:Van:31:15:28:46:26:47:8:12:22:11::R:Van:20:33:30:42:38:2::R:City Cargo Bike:50:,16276.924030252781,8.0,40382.518262053985,138368.3955418459,820.0,137548.3955418459,18017.363776033373,1484.5952728676707,2713.105794938155,791.814083569686,75.0,0.0,0.0,25.0,96.0,0.0,0.0,4.0,50.0,0.0,0.0,50.0,96.0,0.0,0.0,4.0,init
0:0:0:1:1,-1.0,0,0,0,1,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:2,-1.0,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:3,-1.0,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0:0:0:1:4,-1.0,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
