Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,-1.0,0,0,1,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:1,-1.0,0,0,1,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:0,-1.0,0,0,2,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:1,-1.0,0,0,2,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:2,-1.0,0,0,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:3,-1.0,0,0,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:4,-1.0,0,0,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:0,-1.0,0,0,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:1,-1.0,0,0,3,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:2,150799.58850387204,0,0,3,2,27 24 (27.0:91.0)[false-City Cargo Bike]:13 24 (13.0:27.0)[false-City Cargo Bike]:2 12 (2.0:7.0)[false-City Cargo Bike]:14 10 (14.0:95.0)[false-City Cargo Bike]:5 20 (5.0:81.0)[false-City Cargo Bike]:33 12 (33.0:59.0)[false-City Cargo Bike]:17 13 (17.0:9.0)[false-City Cargo Bike]:8 20 (8.0:43.0)[false-City Cargo Bike]:39 1 (39.0:77.0)[false-City Cargo Bike]:37 3 (37.0:59.0)[false-City Cargo Bike]:11 15 (11.0:37.0)[false-City Cargo Bike]:12 7 (12.0:37.0)[false-City Cargo Bike]:15 12 (15.0:87.0)[false-City Cargo Bike]:29 4 (29.0:61.0)[false-City Cargo Bike]:30 20 (30.0:27.0)[false-City Cargo Bike]:23 22 (23.0:49.0)[false-City Cargo Bike]:6 2 (6.0:59.0)[false-City Cargo Bike]:9 7 (9.0:35.0)[false-City Cargo Bike]:4 1 (4.0:51.0)[false-City Cargo Bike]:38 23 (38.0:67.0)[false-City Cargo Bike]:18 19 (18.0:73.0)[false-City Cargo Bike]:20 12 (20.0:41.0)[false-City Cargo Bike]:7 13 (7.0:93.0)[false-City Cargo Bike]:3 26 (3.0:77.0)[false-City Cargo Bike]:16 23 (16.0:23.0)[false-City Cargo Bike]:42 6 (42.0:33.0)[false-City Cargo Bike]:40 17 (40.0:47.0)[false-City Cargo Bike]:22 9 (22.0:51.0)[false-City Cargo Bike]:31 15 (31.0:83.0)[false-City Cargo Bike]:44 20 (44.0:91.0)[false-City Cargo Bike]:28 10 (28.0:17.0)[false-City Cargo Bike]:43 22 (43.0:17.0)[false-City Cargo Bike]:24 18 (24.0:81.0)[false-City Cargo Bike]:45 21 (45.0:23.0)[false-City Cargo Bike]:26 20 (26.0:21.0)[false-City Cargo Bike]:10 10 (10.0:77.0)[false-City Cargo Bike]:21 6 (21.0:29.0)[false-City Cargo Bike]:34 3 (34.0:27.0)[false-City Cargo Bike]:36 18 (36.0:11.0)[false-Van]:41 13 (41.0:3.0)[false-Van]:35 7 (35.0:9.0)[false-City Cargo Bike]:25 19 (25.0:7.0)[false-City Cargo Bike]:19 9 (19.0:3.0)[false-City Cargo Bike]:32 13 (32.0:21.0)[false-City Cargo Bike]:46 2 (46.0:97.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:27::R:City Cargo Bike:13::R:City Cargo Bike:2::R:City Cargo Bike:14::R:City Cargo Bike:5::R:City Cargo Bike:33::R:City Cargo Bike:17::R:City Cargo Bike:8::R:City Cargo Bike:39:37::R:City Cargo Bike:11::R:City Cargo Bike:12::R:City Cargo Bike:15::R:City Cargo Bike:29::R:City Cargo Bike:30::R:City Cargo Bike:23::R:City Cargo Bike:6:9:4::R:City Cargo Bike:38::R:City Cargo Bike:18::R:City Cargo Bike:20::R:City Cargo Bike:7::R:City Cargo Bike:3::R:City Cargo Bike:16::R:City Cargo Bike:42::R:City Cargo Bike:40::R:City Cargo Bike:22::R:City Cargo Bike:31::R:City Cargo Bike:44::R:City Cargo Bike:28::R:City Cargo Bike:43::R:City Cargo Bike:24::R:City Cargo Bike:45::R:City Cargo Bike:26::R:City Cargo Bike:10::R:City Cargo Bike:21:34::R:Van:36:41:35:25:19:32:46:,150799.58850387204,36.0,27230.473626897736,374268.40843767824,1870.0,372398.40843767824,6696.315337112852,NaN,8317.075743059517,605.121636153283,3.0,0.0,0.0,97.0,16.0,0.0,0.0,84.0,4.0,0.0,0.0,96.0,13.0,0.0,0.0,87.0,init
0:0:3:3,-1.0,0,0,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:4,-1.0,0,0,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
