Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,,RawDistance,RawNoRoutes,RawCO2,RawTotalCost,RawFixedCost,RawRunningCost,RawTimeOfLastDel,RawAvgDelTime,RawCostPerDelivery,RawCO2PerDelivery,RawPCICRoutes,RawPCWalkRoutes,RawPCEVRoutes,RawPCCycleRoutes,RawPCICVisits,RawPCWalkVisits,RawPCEVVisits,RawPCCycleVisits,RawPCICDist,RawPCWalkDist,RawPCEVDist,RawPCCycleDist,RawPCICVol,RawPCWalkVol,RawPCEVVol,RawPCCycleVol,source
0:0:0:0,-1.0,0,0,0,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,-1.0,0,0,1,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:1,-1.0,0,0,1,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:0,-1.0,0,0,2,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:1,-1.0,0,0,2,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:2,-1.0,0,0,2,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:3,-1.0,0,0,2,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:2:4,-1.0,0,0,2,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:0,-1.0,0,0,3,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:1,-1.0,0,0,3,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:2,130987.15679447181,0,0,3,2,11 8 (11.0:41.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-City Cargo Bike]:25 8 (25.0:71.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-City Cargo Bike]:30 19 (30.0:35.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:2 12 (2.0:3.0)[false-City Cargo Bike]:20 5 (20.0:45.0)[false-City Cargo Bike]:33 3 (33.0:89.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:7 12 (7.0:37.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[false-City Cargo Bike]:22 9 (22.0:45.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-City Cargo Bike]:4 8 (4.0:1.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:38 14 (38.0:61.0)[false-City Cargo Bike]:31 25 (31.0:33.0)[false-City Cargo Bike]:34 2 (34.0:33.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:11::R:City Cargo Bike:37::R:City Cargo Bike:25::R:City Cargo Bike:5::R:City Cargo Bike:23::R:City Cargo Bike:30::R:City Cargo Bike:24::R:City Cargo Bike:6::R:City Cargo Bike:2::R:City Cargo Bike:20:33::R:City Cargo Bike:8::R:City Cargo Bike:12::R:City Cargo Bike:13:29:14::R:City Cargo Bike:15::R:City Cargo Bike:7::R:City Cargo Bike:9::R:City Cargo Bike:22::R:City Cargo Bike:18::R:City Cargo Bike:19::R:City Cargo Bike:16::R:City Cargo Bike:28::R:City Cargo Bike:10::R:City Cargo Bike:3::R:City Cargo Bike:36::R:City Cargo Bike:4::R:City Cargo Bike:35::R:City Cargo Bike:27::R:City Cargo Bike:17::R:City Cargo Bike:21::R:City Cargo Bike:38::R:City Cargo Bike:31::R:City Cargo Bike:34:32::R:City Cargo Bike:26:,130987.15679447181,33.0,0.0,263624.3135889436,1650.0,261974.31358894362,7060.168071737871,2035.189884085336,7124.981448349828,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,init
0:0:3:3,-1.0,0,0,3,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:3:4,-1.0,0,0,3,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:0,-1.0,0,0,4,0,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:4:1,-1.0,0,0,4,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
