Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,z,source
0:0:0:0:0,9835.973082,0,0,0,0,0,3 19 (3.0:2.0)[false-Van]:5 22 (5.0:88.0)[false-Van]:6 20 (6.0:74.0)[false-Van]:9 5 (9.0:84.0)[false-Van]:7 11 (7.0:82.0)[false-Van-30]:8 2 (8.0:0.0)[false-Van]:4 19 (4.0:40.0)[false-Van]:10 20 (10.0:11.0)[false-Van]:14 11 (14.0:9.0)[false-Van]:13 2 (13.0:85.0)[false-City Cargo Bike]:16 19 (16.0:3.0)[false-Van]:15 22 (15.0:4.0)[false-Van]:11 22 (11.0:42.0)[false-Van]:45 19 (45.0:5.0)[false-Van]:20 16 (20.0:96.0)[false-City Cargo Bike]:22 13 (22.0:87.0)[false-Van]:23 7 (23.0:79.0)[false-Van]:24 8 (24.0:39.0)[false-Van]:17 3 (17.0:90.0)[false-Van]:37 13 (37.0:36.0)[false-Van]:25 16 (25.0:0.0)[false-Van-30]:21 2 (21.0:48.0)[false-Van]:34 7 (34.0:97.0)[false-Van]:27 4 (27.0:91.0)[false-Van]:26 14 (26.0:89.0)[false-Van]:39 1 (39.0:42.0)[false-Van]:33 9 (33.0:0.0)[false-Van]:35 5 (35.0:1.0)[false-Van]:12 2 (12.0:90.0)[false-Van]:30 20 (30.0:89.0)[false-Van]:31 14 (31.0:40.0)[false-Van]:28 14 (28.0:3.0)[false-Van]:19 2 (19.0:10.0)[false-Van]:29 7 (29.0:44.0)[false-Van]:2 1 (2.0:34.0)[false-Van]:36 10 (36.0:45.0)[false-Van]:38 25 (38.0:4.0)[false-Van]:42 3 (42.0:75.0)[false-Van]:32 7 (32.0:42.0)[false-Van]:43 8 (43.0:78.0)[false-City Cargo Bike]:44 10 (44.0:77.0)[false-Van]:40 22 (40.0:42.0)[false-Van]:41 9 (41.0:92.0)[false-Van]:18 1 (18.0:41.0)[false-Van]:,SOL:R:Van:3:5:6:9:7:8:4::R:Van:10:14:13:16:15:11::R:Van:45:20:22:23:24:17:37:25:21::R:Van:34:27:26:39:33:35:12:30:31:28:19:29:2::R:Van:36:38:42:32:43:44:40:41:18:,9835.973082,5,49179.86541,148139.5962,600,147539.5962,14371.97292,1361.384999,3366.809005,1117.724214,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,init
0:0:0:0:1,-1,0,0,0,0,1,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:0:2,-1,0,0,0,0,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:0:3,-1,0,0,0,0,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:0:4,-1,0,0,0,0,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1:0,12232.00436,0,0,0,1,0,4 19 (4.0:40.0)[false-City Cargo Bike]:44 10 (44.0:77.0)[false-Van]:5 22 (5.0:88.0)[false-City Cargo Bike]:8 2 (8.0:0.0)[false-City Cargo Bike]:3 19 (3.0:2.0)[false-City Cargo Bike]:9 5 (9.0:84.0)[false-City Cargo Bike]:7 11 (7.0:82.0)[false-City Cargo Bike]:6 20 (6.0:74.0)[false-Van-30]:10 20 (10.0:11.0)[false-Van]:12 2 (12.0:90.0)[false-City Cargo Bike]:14 11 (14.0:9.0)[false-Van]:13 2 (13.0:85.0)[false-City Cargo Bike]:16 19 (16.0:3.0)[false-Van]:15 22 (15.0:4.0)[false-Van]:11 22 (11.0:42.0)[false-Van]:45 19 (45.0:5.0)[false-Van]:20 16 (20.0:96.0)[false-City Cargo Bike]:22 13 (22.0:87.0)[false-Van]:23 7 (23.0:79.0)[false-Van]:24 8 (24.0:39.0)[false-Van]:17 3 (17.0:90.0)[false-Van]:37 13 (37.0:36.0)[false-Van]:25 16 (25.0:0.0)[false-Van-30]:21 2 (21.0:48.0)[false-Van]:34 7 (34.0:97.0)[false-Van]:27 4 (27.0:91.0)[false-Van]:26 14 (26.0:89.0)[false-Van]:39 1 (39.0:42.0)[false-Van]:33 9 (33.0:0.0)[false-Van]:35 5 (35.0:1.0)[false-Van]:30 20 (30.0:89.0)[false-Van]:31 14 (31.0:40.0)[false-Van]:28 14 (28.0:3.0)[false-Van]:19 2 (19.0:10.0)[false-Van]:29 7 (29.0:44.0)[false-Van]:2 1 (2.0:34.0)[false-Van]:36 10 (36.0:45.0)[false-Van]:38 25 (38.0:4.0)[false-Van]:42 3 (42.0:75.0)[false-Van]:32 7 (32.0:42.0)[false-Van]:43 8 (43.0:78.0)[false-City Cargo Bike]:40 22 (40.0:42.0)[false-Van]:41 9 (41.0:92.0)[false-Van]:18 1 (18.0:41.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:4::R:Van:44:5:8:3:9:7:6::R:Van:10:12:14:13:16:15:11::R:Van:45:20:22:23:24:17:37:25:21::R:Van:34:27:26:39:33:35:30:31:28:19:29:2::R:Van:36:38:42:32:43:40:41:18:,12232.00436,7,53747.84217,164908.3984,700,164208.3984,14444.26149,NaN,3747.918145,1221.541868,71,0,0,29,98,0,0,2,88,0,0,12,96,0,0,4,CrossOver:simple
0:0:0:1:1,20048.80296,0,0,0,1,1,39 1 (39.0:42.0)[false-City Cargo Bike]:23 7 (23.0:79.0)[false-City Cargo Bike]:2 1 (2.0:34.0)[false-City Cargo Bike]:17 3 (17.0:90.0)[false-Van]:25 16 (25.0:0.0)[false-City Cargo Bike]:19 2 (19.0:10.0)[false-Van]:14 11 (14.0:9.0)[false-City Cargo Bike]:22 13 (22.0:87.0)[false-City Cargo Bike]:7 11 (7.0:82.0)[false-Van-30]:6 20 (6.0:74.0)[false-Van-30]:4 19 (4.0:40.0)[false-Van-30]:29 7 (29.0:44.0)[false-City Cargo Bike]:21 2 (21.0:48.0)[false-City Cargo Bike]:12 2 (12.0:90.0)[true-City Cargo Bike]:13 2 (13.0:85.0)[false-City Cargo Bike]:9 5 (9.0:84.0)[false-Van]:18 1 (18.0:41.0)[false-City Cargo Bike]:35 5 (35.0:1.0)[false-Van]:3 19 (3.0:2.0)[false-Van]:5 22 (5.0:88.0)[false-Van]:8 2 (8.0:0.0)[false-Van]:10 20 (10.0:11.0)[false-Van]:11 22 (11.0:42.0)[false-Van]:16 19 (16.0:3.0)[false-Van]:15 22 (15.0:4.0)[false-Van]:45 19 (45.0:5.0)[false-Van]:20 16 (20.0:96.0)[false-City Cargo Bike]:43 8 (43.0:78.0)[false-City Cargo Bike]:31 14 (31.0:40.0)[false-Van]:37 13 (37.0:36.0)[false-Van]:34 7 (34.0:97.0)[false-Van]:27 4 (27.0:91.0)[false-Van]:26 14 (26.0:89.0)[false-Van]:33 9 (33.0:0.0)[false-Van]:30 20 (30.0:89.0)[false-Van]:28 14 (28.0:3.0)[false-Van]:36 10 (36.0:45.0)[false-Van]:24 8 (24.0:39.0)[false-City Cargo Bike]:38 25 (38.0:4.0)[false-Van]:41 9 (41.0:92.0)[false-City Cargo Bike]:42 3 (42.0:75.0)[false-City Cargo Bike]:44 10 (44.0:77.0)[false-City Cargo Bike]:40 22 (40.0:42.0)[false-City Cargo Bike]:32 7 (32.0:42.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:39:23:2::R:Van:17:25:19:14:22:7:6:4::R:City Cargo Bike:29:21::R:City Cargo Bike:12:13:9:18::R:Van:35:3:5:8:10:11::R:Van:16:15:45:20:43:31::R:Van:37:34:27:26:33:30:28:36:24::R:Van:38:41:42:44:40:32:,20048.80296,8,66713.08177,214301.6185,750,213551.6185,13729.20219,1459.634572,4870.49133,1516.206404,63,0,0,38,80,0,0,20,67,0,0,33,94,0,0,6,CrossOver:simple
0:0:0:1:2,-1,0,0,0,1,2,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1:3,-1,0,0,0,1,3,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:1:4,-1,0,0,0,1,4,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
