Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,37218.23267,0,0,0,0,9 26 (9.0:54.0)[false-Van]:49 19 (49.0:78.0)[false-City Cargo Bike]:17 18 (17.0:75.0)[false-City Cargo Bike]:3 12 (3.0:79.0)[false-City Cargo Bike]:5 2 (5.0:42.0)[false-City Cargo Bike]:28 18 (28.0:50.0)[true-Van]:15 20 (15.0:1.0)[false-City Cargo Bike]:4 14 (4.0:3.0)[false-City Cargo Bike]:21 13 (21.0:27.0)[false-City Cargo Bike]:12 23 (12.0:30.0)[false-City Cargo Bike]:7 20 (7.0:29.0)[true-Van]:6 17 (6.0:3.0)[false-City Cargo Bike]:52 5 (52.0:44.0)[false-City Cargo Bike]:48 22 (48.0:37.0)[false-City Cargo Bike]:2 2 (2.0:35.0)[false-City Cargo Bike]:11 24 (11.0:83.0)[true-Van]:24 6 (24.0:95.0)[false-City Cargo Bike]:36 23 (36.0:53.0)[false-City Cargo Bike]:29 10 (29.0:48.0)[false-City Cargo Bike]:32 10 (32.0:34.0)[false-City Cargo Bike]:14 25 (14.0:13.0)[false-City Cargo Bike]:13 13 (13.0:55.0)[true-Walker]:16 3 (16.0:98.0)[true-City Cargo Bike]:20 2 (20.0:96.0)[false-City Cargo Bike]:30 2 (30.0:82.0)[false-City Cargo Bike]:19 6 (19.0:62.0)[false-City Cargo Bike]:23 3 (23.0:52.0)[false-City Cargo Bike]:26 1 (26.0:18.0)[false-City Cargo Bike]:33 8 (33.0:83.0)[false-City Cargo Bike]:8 2 (8.0:47.0)[false-City Cargo Bike]:38 18 (38.0:77.0)[true-Van]:44 21 (44.0:93.0)[false-Van]:27 18 (27.0:82.0)[false-City Cargo Bike]:43 26 (43.0:85.0)[false-Van]:31 9 (31.0:64.0)[false-City Cargo Bike]:25 7 (25.0:30.0)[false-City Cargo Bike]:34 30 (34.0:3.0)[true-Van]:22 22 (22.0:14.0)[false-City Cargo Bike]:40 1 (40.0:12.0)[false-City Cargo Bike]:53 13 (53.0:18.0)[false-City Cargo Bike]:35 16 (35.0:18.0)[false-City Cargo Bike]:10 7 (10.0:36.0)[false-City Cargo Bike]:42 4 (42.0:36.0)[true-Van]:41 8 (41.0:70.0)[false-City Cargo Bike]:45 2 (45.0:68.0)[false-City Cargo Bike]:39 22 (39.0:58.0)[false-City Cargo Bike]:47 25 (47.0:56.0)[false-City Cargo Bike]:46 15 (46.0:71.0)[false-City Cargo Bike]:18 23 (18.0:39.0)[false-City Cargo Bike]:51 3 (51.0:95.0)[false-City Cargo Bike]:50 3 (50.0:88.0)[false-City Cargo Bike]:37 2 (37.0:88.0)[false-City Cargo Bike]:,SOL:R:Van:9:49:17:3:5::R:Van:28:15:4:21:12::R:Van:7:6:52:48:2::R:Van:11:24:36:29:32:14::R:Walker:13::R:City Cargo Bike:16:20:30::R:City Cargo Bike:19:23:26::R:City Cargo Bike:33:8::R:Van:38:44:27:43:31:25::R:Van:34:22:40:53:35:10::R:Van:42:41:45:39:47:46:18::R:City Cargo Bike:51:50:37:,37218.23267,12,67316.61125,250549.6546,1090,249459.6546,5990.772142,1535.385306,4818.262588,1294.550216,58,8,0,33,77,2,0,21,36,10,0,54,93,2,0,5,RndSwap:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,z
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,38075.36782,0,0,1,0,9 26 (9.0:54.0)[true-Van]:49 19 (49.0:78.0)[false-City Cargo Bike]:17 18 (17.0:75.0)[false-City Cargo Bike]:3 12 (3.0:79.0)[false-City Cargo Bike]:5 2 (5.0:42.0)[false-City Cargo Bike]:28 18 (28.0:50.0)[true-Van]:15 20 (15.0:1.0)[false-City Cargo Bike]:4 14 (4.0:3.0)[false-City Cargo Bike]:21 13 (21.0:27.0)[false-City Cargo Bike]:7 20 (7.0:29.0)[true-Van]:6 17 (6.0:3.0)[false-City Cargo Bike]:12 23 (12.0:30.0)[false-City Cargo Bike]:52 5 (52.0:44.0)[false-City Cargo Bike]:48 22 (48.0:37.0)[false-City Cargo Bike]:2 2 (2.0:35.0)[false-City Cargo Bike]:11 24 (11.0:83.0)[true-Van]:24 6 (24.0:95.0)[false-City Cargo Bike]:36 23 (36.0:53.0)[false-City Cargo Bike]:29 10 (29.0:48.0)[false-City Cargo Bike]:32 10 (32.0:34.0)[false-City Cargo Bike]:14 25 (14.0:13.0)[false-City Cargo Bike]:16 3 (16.0:98.0)[true-City Cargo Bike]:20 2 (20.0:96.0)[false-City Cargo Bike]:30 2 (30.0:82.0)[false-City Cargo Bike]:19 6 (19.0:62.0)[false-City Cargo Bike]:23 3 (23.0:52.0)[false-City Cargo Bike]:26 1 (26.0:18.0)[false-City Cargo Bike]:33 8 (33.0:83.0)[false-City Cargo Bike]:8 2 (8.0:47.0)[false-City Cargo Bike]:38 18 (38.0:77.0)[true-Van]:44 21 (44.0:93.0)[false-Van]:27 18 (27.0:82.0)[false-City Cargo Bike]:43 26 (43.0:85.0)[false-Van]:31 9 (31.0:64.0)[false-City Cargo Bike]:25 7 (25.0:30.0)[false-City Cargo Bike]:34 30 (34.0:3.0)[true-Van]:22 22 (22.0:14.0)[false-City Cargo Bike]:40 1 (40.0:12.0)[false-City Cargo Bike]:53 13 (53.0:18.0)[false-City Cargo Bike]:35 16 (35.0:18.0)[false-City Cargo Bike]:10 7 (10.0:36.0)[false-City Cargo Bike]:42 4 (42.0:36.0)[true-Van]:41 8 (41.0:70.0)[false-City Cargo Bike]:45 2 (45.0:68.0)[false-City Cargo Bike]:39 22 (39.0:58.0)[false-City Cargo Bike]:47 25 (47.0:56.0)[false-City Cargo Bike]:46 15 (46.0:71.0)[false-City Cargo Bike]:18 23 (18.0:39.0)[false-City Cargo Bike]:13 13 (13.0:55.0)[true-Walker]:51 3 (51.0:95.0)[false-City Cargo Bike]:50 3 (50.0:88.0)[false-City Cargo Bike]:37 2 (37.0:88.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:9:49:17:3:5::R:Van:28:15:4:21::R:Van:7:6:12:52:48:2::R:Van:11:24:36:29:32:14::R:City Cargo Bike:16:20:30::R:City Cargo Bike:19:23:26::R:City Cargo Bike:33:8::R:Van:38:44:27:43:31:25::R:Van:34:22:40:53:35:10::R:Van:42:41:45:39:47:46:18::R:Walker:13::R:City Cargo Bike:51:50:37:,38075.36782,13,71602.28703,263526.6819,1210,262316.6819,5990.772142,NaN,5067.820806,1376.967058,62,8,0,31,77,2,0,21,38,10,0,53,93,2,0,5,AddRoute:LargeVan:simple
0:0:1:1,95635.12656,0,0,1,1,2 2 (2.0:35.0)[false-City Cargo Bike]:3 12 (3.0:79.0)[false-City Cargo Bike]:39 22 (39.0:58.0)[false-City Cargo Bike]:24 6 (24.0:95.0)[false-City Cargo Bike]:30 2 (30.0:82.0)[false-City Cargo Bike]:6 17 (6.0:3.0)[false-City Cargo Bike]:18 23 (18.0:39.0)[false-City Cargo Bike]:4 14 (4.0:3.0)[false-City Cargo Bike]:17 18 (17.0:75.0)[false-City Cargo Bike]:8 2 (8.0:47.0)[false-City Cargo Bike]:42 4 (42.0:36.0)[false-City Cargo Bike]:40 1 (40.0:12.0)[false-City Cargo Bike]:33 8 (33.0:83.0)[false-City Cargo Bike]:11 24 (11.0:83.0)[false-City Cargo Bike]:12 23 (12.0:30.0)[false-City Cargo Bike]:13 13 (13.0:55.0)[false-City Cargo Bike]:15 20 (15.0:1.0)[false-City Cargo Bike]:16 3 (16.0:98.0)[false-City Cargo Bike]:20 2 (20.0:96.0)[false-City Cargo Bike]:37 2 (37.0:88.0)[false-City Cargo Bike]:19 6 (19.0:62.0)[false-City Cargo Bike]:23 3 (23.0:52.0)[false-City Cargo Bike]:22 22 (22.0:14.0)[true-Van]:14 25 (14.0:13.0)[false-City Cargo Bike]:35 16 (35.0:18.0)[false-City Cargo Bike]:26 1 (26.0:18.0)[false-City Cargo Bike]:32 10 (32.0:34.0)[false-City Cargo Bike]:10 7 (10.0:36.0)[false-City Cargo Bike]:53 13 (53.0:18.0)[true-Van]:46 15 (46.0:71.0)[false-City Cargo Bike]:38 18 (38.0:77.0)[false-City Cargo Bike]:47 25 (47.0:56.0)[false-City Cargo Bike]:21 13 (21.0:27.0)[false-City Cargo Bike]:25 7 (25.0:30.0)[false-City Cargo Bike]:36 23 (36.0:53.0)[true-Van]:43 26 (43.0:85.0)[false-Van]:31 9 (31.0:64.0)[false-City Cargo Bike]:27 18 (27.0:82.0)[false-City Cargo Bike]:29 10 (29.0:48.0)[false-City Cargo Bike]:9 26 (9.0:54.0)[false-City Cargo Bike]:34 30 (34.0:3.0)[false-City Cargo Bike]:5 2 (5.0:42.0)[false-City Cargo Bike]:28 18 (28.0:50.0)[true-Van]:49 19 (49.0:78.0)[false-Van]:50 3 (50.0:88.0)[false-City Cargo Bike]:48 22 (48.0:37.0)[false-City Cargo Bike]:7 20 (7.0:29.0)[false-Walker]:44 21 (44.0:93.0)[true-Van]:41 8 (41.0:70.0)[false-City Cargo Bike]:45 2 (45.0:68.0)[false-City Cargo Bike]:51 3 (51.0:95.0)[false-City Cargo Bike]:52 5 (52.0:44.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:2::R:City Cargo Bike:3::R:City Cargo Bike:39::R:City Cargo Bike:24:30::R:City Cargo Bike:6::R:City Cargo Bike:18::R:City Cargo Bike:4::R:City Cargo Bike:17::R:City Cargo Bike:8:42:40::R:City Cargo Bike:33::R:City Cargo Bike:11::R:City Cargo Bike:12::R:City Cargo Bike:13::R:City Cargo Bike:15::R:City Cargo Bike:16:20:37::R:City Cargo Bike:19:23::R:Van:22:14:35:26:32:10::R:Van:53:46:38:47:21:25::R:Van:36:43:31:27:29::R:City Cargo Bike:9::R:City Cargo Bike:34::R:City Cargo Bike:5::R:Van:28:49:50:48:7::R:Van:44:41:45:51:52:,95635.12656,24,76349.19731,391328.1661,1550,389778.1661,5687.28032,1687.061667,7525.541656,1468.253794,21,0,0,79,52,0,0,48,16,0,0,84,57,0,0,43,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
