Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,45983.63337,0,0,0,0,41 10 (41.0:93.0)[false-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-Van]:18 24 (18.0:89.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[true-Van]:35 17 (35.0:49.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[true-Van]:42 6 (42.0:17.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Van]:39 2 (39.0:81.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[true-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:,SOL:R:Van:41:38:21:16:2:8:10::R:Van:45:18:24:17:14:9::R:City Cargo Bike:5::R:Van:27:32:13:4:12:7:22:15::R:City Cargo Bike:43::R:City Cargo Bike:23::R:Van:29:35:40:33:19:11::R:Van:37:42:30:36:31:6::R:City Cargo Bike:39:26::R:City Cargo Bike:25::R:City Cargo Bike:3::R:City Cargo Bike:20::R:City Cargo Bike:44::R:City Cargo Bike:28::R:City Cargo Bike:34:,45983.63337,15,37599.18021,190825.1353,1100,189725.1353,5026.71821,1504.299752,4336.934893,854.5268229,33,0,0,67,75,0,0,25,16,0,0,84,72,0,0,28,DelRoute:LargeVan:simple
0:0:0:1,-1,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,z
0:0:0:2,-1,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,45983.63337,0,0,1,0,41 10 (41.0:93.0)[true-Van]:38 15 (38.0:83.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-Van]:18 24 (18.0:89.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-Van]:32 12 (32.0:41.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:22 3 (22.0:49.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[false-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[true-Van]:35 17 (35.0:49.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:11 20 (11.0:73.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[true-Van]:42 6 (42.0:17.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-Van]:39 2 (39.0:81.0)[false-City Cargo Bike]:26 8 (26.0:89.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[true-City Cargo Bike]:20 19 (20.0:45.0)[false-City Cargo Bike]:44 21 (44.0:7.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:41:38:21:16:2:8:10::R:Van:45:18:24:17:14:9::R:City Cargo Bike:5::R:Van:27:32:13:4:12:7:22:15::R:City Cargo Bike:43::R:City Cargo Bike:23::R:Van:29:35:40:33:19:11::R:Van:37:42:30:36:31:6::R:City Cargo Bike:39:26::R:City Cargo Bike:25::R:City Cargo Bike:3::R:City Cargo Bike:20::R:City Cargo Bike:44::R:City Cargo Bike:28::R:City Cargo Bike:34:,45983.63337,16,37599.18021,190945.1353,1220,189725.1353,5026.71821,NaN,4339.662166,854.5268229,38,0,0,63,75,0,0,25,16,0,0,84,72,0,0,28,RndSwap:simple
0:0:1:1,87127.71902,0,0,1,1,26 8 (26.0:89.0)[false-City Cargo Bike]:9 1 (9.0:75.0)[false-City Cargo Bike]:37 20 (37.0:45.0)[false-City Cargo Bike]:41 10 (41.0:93.0)[false-City Cargo Bike]:40 9 (40.0:57.0)[false-City Cargo Bike]:3 1 (3.0:45.0)[false-City Cargo Bike]:39 2 (39.0:81.0)[false-City Cargo Bike]:14 7 (14.0:75.0)[false-City Cargo Bike]:4 16 (4.0:15.0)[false-City Cargo Bike]:16 21 (16.0:85.0)[false-City Cargo Bike]:38 15 (38.0:83.0)[false-City Cargo Bike]:15 8 (15.0:49.0)[true-Van]:22 3 (22.0:49.0)[false-City Cargo Bike]:32 12 (32.0:41.0)[false-City Cargo Bike]:28 20 (28.0:29.0)[false-City Cargo Bike]:30 22 (30.0:33.0)[false-City Cargo Bike]:12 14 (12.0:17.0)[false-City Cargo Bike]:7 6 (7.0:29.0)[false-City Cargo Bike]:10 13 (10.0:65.0)[false-City Cargo Bike]:13 18 (13.0:39.0)[false-City Cargo Bike]:6 12 (6.0:55.0)[false-City Cargo Bike]:42 6 (42.0:17.0)[false-City Cargo Bike]:20 19 (20.0:45.0)[true-Van]:11 20 (11.0:73.0)[false-City Cargo Bike]:2 14 (2.0:95.0)[false-City Cargo Bike]:24 17 (24.0:93.0)[false-City Cargo Bike]:17 8 (17.0:89.0)[false-City Cargo Bike]:21 13 (21.0:93.0)[false-City Cargo Bike]:8 5 (8.0:87.0)[false-City Cargo Bike]:19 20 (19.0:79.0)[false-City Cargo Bike]:43 11 (43.0:89.0)[true-City Cargo Bike]:23 26 (23.0:63.0)[false-City Cargo Bike]:31 20 (31.0:63.0)[false-City Cargo Bike]:27 16 (27.0:47.0)[true-City Cargo Bike]:36 19 (36.0:57.0)[false-City Cargo Bike]:33 14 (33.0:67.0)[false-City Cargo Bike]:25 22 (25.0:39.0)[false-City Cargo Bike]:5 23 (5.0:39.0)[false-City Cargo Bike]:29 12 (29.0:13.0)[false-City Cargo Bike]:18 24 (18.0:89.0)[false-City Cargo Bike]:35 17 (35.0:49.0)[true-Van]:44 21 (44.0:7.0)[false-City Cargo Bike]:45 24 (45.0:35.0)[false-City Cargo Bike]:34 25 (34.0:41.0)[false-City Cargo Bike]:,SOL:R:City Cargo Bike:26:9::R:City Cargo Bike:37::R:City Cargo Bike:41::R:City Cargo Bike:40:3::R:City Cargo Bike:39:14::R:City Cargo Bike:4::R:City Cargo Bike:16::R:City Cargo Bike:38::R:Van:15:22:32:28:30:12:7:10::R:City Cargo Bike:13::R:City Cargo Bike:6::R:City Cargo Bike:42::R:Van:20:11:2:24:17:21:8::R:City Cargo Bike:19::R:City Cargo Bike:43::R:City Cargo Bike:23::R:City Cargo Bike:31::R:City Cargo Bike:27::R:City Cargo Bike:36::R:City Cargo Bike:33::R:City Cargo Bike:25::R:City Cargo Bike:5::R:City Cargo Bike:29::R:City Cargo Bike:18::R:Van:35:44:45:34:,87127.71902,25,41492.1137,283594.9336,1460,282134.9336,4685.701821,1776.696524,6445.339401,943.002584,12,0,0,88,43,0,0,57,10,0,0,90,44,0,0,56,RndSwap:simple
0:0:1:2,-1,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
