Id,Fitness,CO2,Time,Fixed Cost,Running Cost,,Distance,NoRoutes,CO2,TotalCost,FixedCost,RunningCost,TimeOfLastDel,AvgDelTime,CostPerDelivery,CO2PerDelivery,PCICRoutes,PCWalkRoutes,PCEVRoutes,PCCycleRoutes,PCICVisits,PCWalkVisits,PCEVVisits,PCCycleVisits,PCICDist,PCWalkDist,PCEVDist,PCCycleDist,PCICVol,PCWalkVol,PCEVVol,PCCycleVol,z,source
0:0:0:0,9653.451931075046,0,0,0,0,2 12 (2.0:3.0)[true-Van]:24 21 (24.0:19.0)[false-Van]:9 19 (9.0:35.0)[false-Van]:19 19 (19.0:47.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[true-Van]:20 5 (20.0:45.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[true-Van]:17 9 (17.0:15.0)[false-Van]:4 8 (4.0:1.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[true-Van]:7 12 (7.0:37.0)[false-Van]:11 8 (11.0:41.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[true-Van]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:22 9 (22.0:45.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-Van]:23 20 (23.0:95.0)[true-Van]:29 4 (29.0:59.0)[false-Van]:34 2 (34.0:33.0)[false-Van]:30 19 (30.0:35.0)[false-Van]:31 25 (31.0:33.0)[false-Van]:38 14 (38.0:61.0)[false-Van]:33 3 (33.0:89.0)[false-Walker]:8 11 (8.0:87.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:24:9:19:6::R:Van:27:20:28:10::R:Van:26:17:4:5:3::R:Van:18:7:11:13:36:35:32:15::R:Van:21:25:37:22:16:12:14::R:Van:23:29:34:30:31:38:33:8:,9653.451931075046,7.0,48267.25965537523,145641.77896612568,840.0,144801.77896612568,6327.127891492215,NaN,3936.2642963817752,1304.5205312263577,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,DelRoute:LargeVan:simple
0:0:0:1,-1.0,0,0,0,1,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:2,-1.0,0,0,0,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:3,-1.0,0,0,0,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:0:4,-1.0,0,0,0,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:0,11654.720700938044,0,0,1,0,2 12 (2.0:3.0)[true-Van]:24 21 (24.0:19.0)[false-Van]:9 19 (9.0:35.0)[false-Van]:19 19 (19.0:47.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[true-Van]:20 5 (20.0:45.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:26 12 (26.0:27.0)[true-Van]:17 9 (17.0:15.0)[false-Van]:4 8 (4.0:1.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[true-Van]:7 12 (7.0:37.0)[true-Van]:11 8 (11.0:41.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-City Cargo Bike]:35 24 (35.0:37.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[true-Van]:25 8 (25.0:71.0)[false-City Cargo Bike]:37 14 (37.0:67.0)[false-Van]:22 9 (22.0:45.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-Van]:23 20 (23.0:95.0)[true-Van]:29 4 (29.0:59.0)[false-Van]:34 2 (34.0:33.0)[false-Van]:30 19 (30.0:35.0)[false-Van]:31 25 (31.0:33.0)[false-Van]:38 14 (38.0:61.0)[false-Van]:33 3 (33.0:89.0)[false-Walker]:8 11 (8.0:87.0)[false-City Cargo Bike]:,SOL:R:Van::R:Van:2:24:9:19:6::R:Van:27:20:28:10::R:Van:26:17:4:5:3::R:Van:18::R:Van:7:11:13:36:35:32:15::R:Van:21:25:37:22:16:12:14::R:Van:23:29:34:30:31:38:33:8:,11654.720700938044,8.0,58273.60350469022,175780.81051407065,960.0,174820.81051407065,6327.127891492215,NaN,4750.832716596504,1574.9622568835193,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RndSwap:simple
0:0:1:1,66731.88659346469,0,0,1,1,2 12 (2.0:3.0)[false-City Cargo Bike]:3 5 (3.0:71.0)[false-City Cargo Bike]:4 8 (4.0:1.0)[false-City Cargo Bike]:5 12 (5.0:11.0)[false-City Cargo Bike]:21 26 (21.0:89.0)[false-City Cargo Bike]:6 18 (6.0:87.0)[false-City Cargo Bike]:18 13 (18.0:63.0)[false-City Cargo Bike]:8 11 (8.0:87.0)[false-City Cargo Bike]:9 19 (9.0:35.0)[true-Van]:11 8 (11.0:41.0)[false-City Cargo Bike]:24 21 (24.0:19.0)[false-Van]:7 12 (7.0:37.0)[false-City Cargo Bike]:25 8 (25.0:71.0)[false-City Cargo Bike]:12 25 (12.0:93.0)[false-City Cargo Bike]:14 5 (14.0:75.0)[false-City Cargo Bike]:15 17 (15.0:75.0)[false-City Cargo Bike]:16 13 (16.0:97.0)[false-City Cargo Bike]:17 9 (17.0:15.0)[false-City Cargo Bike]:19 19 (19.0:47.0)[true-Van]:22 9 (22.0:45.0)[false-City Cargo Bike]:10 23 (10.0:55.0)[false-City Cargo Bike]:23 20 (23.0:95.0)[false-Walker]:26 12 (26.0:27.0)[false-City Cargo Bike]:27 13 (27.0:17.0)[false-City Cargo Bike]:28 12 (28.0:93.0)[false-City Cargo Bike]:29 4 (29.0:59.0)[false-City Cargo Bike]:13 1 (13.0:11.0)[false-City Cargo Bike]:20 5 (20.0:45.0)[false-City Cargo Bike]:31 25 (31.0:33.0)[false-City Cargo Bike]:32 7 (32.0:61.0)[true-Van]:33 3 (33.0:89.0)[false-City Cargo Bike]:36 13 (36.0:21.0)[false-Van]:30 19 (30.0:35.0)[false-City Cargo Bike]:34 2 (34.0:33.0)[false-Van]:35 24 (35.0:37.0)[false-Van]:37 14 (37.0:67.0)[false-Van]:38 14 (38.0:61.0)[false-Van]:,SOL:R:City Cargo Bike::R:City Cargo Bike:2::R:City Cargo Bike:3::R:City Cargo Bike:4::R:City Cargo Bike:5::R:City Cargo Bike:21::R:City Cargo Bike:6::R:City Cargo Bike:18::R:City Cargo Bike:8::R:Van:9:11:24:7:25:12:14::R:City Cargo Bike:15::R:City Cargo Bike:16::R:City Cargo Bike:17::R:Van:19:22:10:23:26:27::R:City Cargo Bike:28::R:City Cargo Bike:29:13:20::R:City Cargo Bike:31::R:Van:32:33:36:30:34:35:37:38:,66731.88659346469,18.0,60177.71246559828,291035.8255974849,1110.0,289925.8255974849,6271.542143292087,NaN,7865.833124256348,1626.424661232386,17.0,0.0,0.0,83.0,57.0,0.0,0.0,43.0,18.0,0.0,0.0,82.0,60.0,0.0,0.0,40.0,RndSwap:simple
0:0:1:2,-1.0,0,0,1,2,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:3,-1.0,0,0,1,3,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0:0:1:4,-1.0,0,0,1,4,,na,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
